inchikey,smiles_can,in_m2or,m2or_id,in_leffingwell,leffingwell_id,in_goodscents,goodscents_id,skeleton,in_chembl,in_chembl_skeleton,is_odorant,chembl_id
XMGQYMWWDOXHJM-SNVBAGLBSA-N,C=C(C)[C@@H]1CC=C(C)CC1,1,SML0000,1,439250,1,439250,XMGQYMWWDOXHJM,1,1,1,CHEMBL236688
ULDHMXUKGWMISQ-VIFPVBQESA-N,C=C(C)[C@H]1CC=C(C)C(=O)C1,1,SML0001,0,,1,16724,ULDHMXUKGWMISQ,1,1,1,CHEMBL501949
NOOLISFMXDJSKH-AEJSXWLSSA-N,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,1,SML0002,0,,1,165675,NOOLISFMXDJSKH,1,1,1,CHEMBL2106989
LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,1,SML0003,1,263,1,263,LRHPLDYGYMQRHN,1,1,1,CHEMBL14245
RWNUSVWFHDHRCJ-UHFFFAOYSA-N,CCCCOCC(C)O,1,SML0004,0,,0,,RWNUSVWFHDHRCJ,1,1,1,CHEMBL1903014
LQZZUXJYWNFBMV-UHFFFAOYSA-N,CCCCCCCCCCCCO,1,SML0005,1,8193,1,8193,LQZZUXJYWNFBMV,1,1,1,CHEMBL24722
BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,1,SML0006,1,1031,1,1031,BDERNNFJNOPAEC,1,1,1,CHEMBL14687
FJPGAMCQJNLTJC-UHFFFAOYSA-N,CCCCC(=O)C(C)=O,1,SML0007,1,60983,1,60983,FJPGAMCQJNLTJC,1,1,1,CHEMBL364588
LCZUOKDVTBMCMX-UHFFFAOYSA-N,Cc1cnc(C)cn1,1,SML0008,1,31252,1,31252,LCZUOKDVTBMCMX,1,1,1,CHEMBL94709
QPRQEDXDYOZYLA-UHFFFAOYSA-N,CCC(C)CO,1,SML0009,1,8723,1,8723,QPRQEDXDYOZYLA,1,1,1,CHEMBL451923
PFCHFHIRKBAQGU-UHFFFAOYSA-N,CCCC(=O)CC,1,SML0010,1,11509,1,11509,PFCHFHIRKBAQGU,1,1,1,CHEMBL3184187
AQIXEPGDORPWBJ-UHFFFAOYSA-N,CCC(O)CC,1,SML0011,1,11428,1,11428,AQIXEPGDORPWBJ,1,1,1,CHEMBL47100
GRWFGVWFFZKLTI-UHFFFAOYSA-N,CC1=CCC2CC1C2(C)C,1,SML0012,1,6654,1,6654,GRWFGVWFFZKLTI,1,1,1,CHEMBL442565
LNIMMWYNSBZESE-UHFFFAOYSA-N,CCc1nccnc1C,1,SML0013,1,27457,1,27457,LNIMMWYNSBZESE,1,1,1,CHEMBL3187840
WTARULDDTDQWMU-UHFFFAOYSA-N,C=C1CCC2CC1C2(C)C,1,SML0014,1,14896,1,14896,WTARULDDTDQWMU,1,1,1,CHEMBL501351
QTBSBXVTEAMEQO-UHFFFAOYSA-N,CC(=O)O,1,SML0015,1,176,1,176,QTBSBXVTEAMEQO,1,1,1,CHEMBL539
FERIUCNNQQJTOY-UHFFFAOYSA-N,CCCC(=O)O,1,SML0016,1,264,1,264,FERIUCNNQQJTOY,1,1,1,CHEMBL14227
ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,O=c1ccc2ccccc2o1,1,SML0017,0,,1,323,ZYGHJZDHTFUPRJ,1,1,1,CHEMBL6466
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O,1,SML0018,1,3893,1,3893,POULHZVOKOAJMA,1,1,1,CHEMBL108766
RGXWDWUGBIJHDO-UHFFFAOYSA-N,CCCCCCCCCC(=O)OCC,1,SML0019,1,8048,1,8048,RGXWDWUGBIJHDO,1,1,1,CHEMBL3184829
MMXKVMNBHPAILY-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC,1,SML0020,1,7800,1,7800,MMXKVMNBHPAILY,1,1,1,CHEMBL3187842
XIRNKXNNONJFQO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC,1,SML0021,1,12366,1,12366,XIRNKXNNONJFQO,1,1,1,CHEMBL3561042
MVLVMROFTAUDAG-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC,1,SML0022,1,8122,1,8122,MVLVMROFTAUDAG,0,0,1,
YYZUSRORWSJGET-UHFFFAOYSA-N,CCCCCCCC(=O)OCC,1,SML0023,1,7799,1,7799,YYZUSRORWSJGET,1,1,1,CHEMBL4633100
MMKRHZKQPFCLLS-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OCC,1,SML0024,1,31283,1,31283,MMKRHZKQPFCLLS,1,1,1,CHEMBL207555
RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,1,SML0025,1,3314,1,3314,RRAFCDWBNXTKKO,1,1,1,CHEMBL42710
CRDAMVZIKSXKFV-YFVJMOTDSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,1,SML0026,1,445070,1,445070,CRDAMVZIKSXKFV,1,1,1,CHEMBL25308
GLZPCOQZEFWAFX-JXMROGBWSA-N,CC(C)=CCC/C(C)=C/CO,1,SML0027,1,637566,1,637566,GLZPCOQZEFWAFX,1,1,1,CHEMBL25719
HJFZAYHYIWGLNL-UHFFFAOYSA-N,Cc1cncc(C)n1,1,SML0028,1,7938,1,7938,HJFZAYHYIWGLNL,0,0,1,
GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(C)CC(=O)O,1,SML0029,1,10430,1,10430,GWYFCOCPABKNJV,1,1,1,CHEMBL568737
JVTAAEKCZFNVCJ-UHFFFAOYSA-N,CC(O)C(=O)O,1,SML0030,1,612,1,612,JVTAAEKCZFNVCJ,1,1,1,CHEMBL1200559
SDQFDHOLCGWZPU-UHFFFAOYSA-N,CC(C=O)Cc1ccc(C(C)(C)C)cc1,1,SML0031,1,228987,0,,SDQFDHOLCGWZPU,1,1,1,CHEMBL1496715
CDOSHBSSFJOMGT-UHFFFAOYSA-N,C=CC(C)(O)CCC=C(C)C,1,SML0032,1,6549,1,6549,CDOSHBSSFJOMGT,1,1,1,CHEMBL25306
ORMHZBNNECIKOH-UHFFFAOYSA-N,CC(C)(O)CCCC1=CCC(C=O)CC1,1,SML0033,1,91604,1,91604,ORMHZBNNECIKOH,1,1,1,CHEMBL3182066
DRLFMBDRBRZALE-UHFFFAOYSA-N,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1,SML0034,0,,0,,DRLFMBDRBRZALE,1,1,1,CHEMBL45
UQDUPQYQJKYHQI-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OC,1,SML0035,0,,1,8139,UQDUPQYQJKYHQI,1,1,1,CHEMBL1894365
FLIACVVOZYBSBS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC,1,SML0036,1,8181,1,8181,FLIACVVOZYBSBS,1,1,1,CHEMBL335125
HPEUJPJOZXNMSJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OC,1,SML0037,1,8201,1,8201,HPEUJPJOZXNMSJ,0,0,1,
JGHZJRVDZXSNKQ-UHFFFAOYSA-N,CCCCCCCC(=O)OC,1,SML0038,1,8091,1,8091,JGHZJRVDZXSNKQ,1,1,1,CHEMBL3183908
ZAZKJZBWRNNLDS-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC,1,SML0039,1,31284,1,31284,ZAZKJZBWRNNLDS,1,1,1,CHEMBL207549
IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(C)c1,1,SML0040,0,,1,7929,IVSZLXZYQVIEFR,1,1,1,CHEMBL286727
GYHFUZHODSMOHU-UHFFFAOYSA-N,CCCCCCCCC=O,1,SML0041,1,31289,1,31289,GYHFUZHODSMOHU,1,1,1,CHEMBL2228376
ALHUZKCOMYUFRB-UHFFFAOYSA-N,CC1CCCCCCCCCCCCC(=O)C1,1,SML0042,1,10947,1,10947,ALHUZKCOMYUFRB,0,1,1,
QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,1,SML0043,1,5281,1,5281,QIQXTHQIDYTFRH,1,1,1,CHEMBL46403
NUJGJRNETVAIRJ-UHFFFAOYSA-N,CCCCCCCC=O,1,SML0044,1,454,1,454,NUJGJRNETVAIRJ,1,1,1,CHEMBL18407
IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,1,SML0045,1,985,1,985,IPCSVZSSVZVIGE,1,1,1,CHEMBL82293
ZRSNZINYAWTAHE-UHFFFAOYSA-N,COc1ccc(C=O)cc1,1,SML0046,1,31244,1,31244,ZRSNZINYAWTAHE,1,1,1,CHEMBL161598
HFPZCAJZSCWRBC-UHFFFAOYSA-N,Cc1ccc(C(C)C)cc1,1,SML0047,1,7463,1,7463,HFPZCAJZSCWRBC,1,1,1,CHEMBL442915
WQEPLUUGTLDZJY-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(=O)O,1,SML0048,1,13849,1,13849,WQEPLUUGTLDZJY,1,1,1,CHEMBL460025
XBDQKXXYIPTUBI-UHFFFAOYSA-N,CCC(=O)O,1,SML0049,1,1032,1,1032,XBDQKXXYIPTUBI,1,1,1,CHEMBL14021
UNYNVICDCJHOPO-UHFFFAOYSA-N,CC1=C(O)C(=O)OC1C,1,SML0050,1,62835,1,62835,UNYNVICDCJHOPO,1,1,1,CHEMBL3185688
TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)O,1,SML0051,1,11005,1,11005,TUNFSRHWOTWDNC,1,1,1,CHEMBL111077
KMPQYAYAQWNLME-UHFFFAOYSA-N,CCCCCCCCCCC=O,1,SML0052,1,8186,1,8186,KMPQYAYAQWNLME,1,1,1,CHEMBL1236576
MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,1,SML0053,1,1183,1,1183,MWOOGOJBHIARFG,1,1,1,CHEMBL13883
FYGHSUNMUKGBRK-UHFFFAOYSA-N,Cc1cccc(C)c1C,1,SML0054,0,,0,,FYGHSUNMUKGBRK,1,1,1,CHEMBL1797279
KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,1,SML0055,1,957,1,957,KBPLFHHGFOOTCA,1,1,1,CHEMBL26215
YZEFQPIMXZVPKP-UHFFFAOYSA-N,CC1CCc2nccnc21,1,SML0056,0,,0,,YZEFQPIMXZVPKP,1,1,1,CHEMBL3188160
MNWFXJYAOYHMED-UHFFFAOYSA-N,CCCCCCC(=O)O,1,SML0057,1,8094,1,8094,MNWFXJYAOYHMED,1,1,1,CHEMBL320358
FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O,1,SML0058,1,8892,1,8892,FUZZWVXGSFPDMH,1,1,1,CHEMBL14184
KANZWHBYRHQMKZ-UHFFFAOYSA-N,C=Cc1cnccn1,1,SML0059,1,77840,1,77840,KANZWHBYRHQMKZ,1,1,1,CHEMBL4559624
YRHYCMZPEVDGFQ-UHFFFAOYSA-N,CCCCCCCCCC(=O)OC,1,SML0060,1,8050,1,8050,YRHYCMZPEVDGFQ,1,1,1,CHEMBL2137647
WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,1,SML0061,1,379,1,379,WWZKQHOCKIZLMA,1,1,1,CHEMBL324846
OXQOBQJCDNLAPO-UHFFFAOYSA-N,Cc1nccnc1C,1,SML0062,1,22201,1,22201,OXQOBQJCDNLAPO,1,1,1,CHEMBL96425
WKSXRWSOSLGSTN-UHFFFAOYSA-N,COc1cnccn1,1,SML0063,1,18467,1,18467,WKSXRWSOSLGSTN,1,1,1,CHEMBL97794
DBZAKQWXICEWNW-UHFFFAOYSA-N,CC(=O)c1cnccn1,1,SML0064,1,30914,1,30914,DBZAKQWXICEWNW,1,1,1,CHEMBL3188662
CAWHJQAVHZEVTJ-UHFFFAOYSA-N,Cc1cnccn1,1,SML0065,1,7976,1,7976,CAWHJQAVHZEVTJ,1,1,1,CHEMBL479791
QMQDJVIJVPEQHE-UHFFFAOYSA-N,CCC(C)c1nccnc1OC,1,SML0066,1,520098,1,520098,QMQDJVIJVPEQHE,1,1,1,CHEMBL94514
CIBKSMZEVHTQLG-UHFFFAOYSA-N,CCc1cnc(C)c(C)n1,1,SML0067,1,27460,1,27460,CIBKSMZEVHTQLG,1,1,1,CHEMBL94736
PSINWXIDJYEXLO-UHFFFAOYSA-N,CCc1ncc(C)nc1CC,1,SML0068,1,28905,1,28905,PSINWXIDJYEXLO,1,1,1,CHEMBL1904383
ZYEMGPIYFIJGTP-UHFFFAOYSA-N,C=CCc1ccc(OC)c(OC)c1,1,SML0069,1,7127,1,7127,ZYEMGPIYFIJGTP,1,1,1,CHEMBL108861
GZXXANJCCWGCSV-UHFFFAOYSA-N,CCc1nccnc1CC,1,SML0070,1,27458,1,27458,GZXXANJCCWGCSV,1,1,1,CHEMBL327303
DPCILIMHENXHQX-UHFFFAOYSA-N,CCc1nccnc1OC,1,SML0071,1,33135,1,33135,DPCILIMHENXHQX,1,1,1,CHEMBL328465
YTZKOQUCBOVLHL-UHFFFAOYSA-N,CC(C)(C)c1ccccc1,1,SML0072,0,,0,,YTZKOQUCBOVLHL,1,1,1,CHEMBL1797277
MYHGOWDLVRDUFA-UHFFFAOYSA-N,CC(CC=O)c1ccccc1,1,SML0073,0,,1,85979,MYHGOWDLVRDUFA,1,1,1,CHEMBL3187537
GLZPCOQZEFWAFX-YFHOEESVSA-N,CC(C)=CCC/C(C)=C\CO,1,SML0074,1,643820,1,643820,GLZPCOQZEFWAFX,1,1,1,CHEMBL452683
FKUPPRZPSYCDRS-UHFFFAOYSA-N,O=C1CCCCCCCCCCCCCCO1,1,SML0075,1,235414,1,235414,FKUPPRZPSYCDRS,1,1,1,CHEMBL3560504
KHLFMZDGADSQGR-ACCUITESSA-N,O=C1/C=C/CCCCCCCCCCCCO1,1,SML0076,0,,1,12410118,KHLFMZDGADSQGR,0,0,1,
PGMYKACGEOXYJE-UHFFFAOYSA-N,CCCCCOC(C)=O,1,SML0077,1,12348,1,12348,PGMYKACGEOXYJE,1,1,1,CHEMBL47769
JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,1,SML0078,1,7967,1,7967,JHIVVAPYMSGYDF,1,1,1,CHEMBL18850
CATSNJVOTSVZJV-UHFFFAOYSA-N,CCCCCC(C)=O,1,SML0079,1,8051,1,8051,CATSNJVOTSVZJV,1,1,1,CHEMBL18893
KWOLFJPFCHCOCG-UHFFFAOYSA-N,CC(=O)c1ccccc1,1,SML0080,1,7410,1,7410,KWOLFJPFCHCOCG,1,1,1,CHEMBL274467
AIVVNNYXOSPRCW-UHFFFAOYSA-N,CC1=NC(C)SC1C,1,SML0081,0,,0,,AIVVNNYXOSPRCW,0,0,1,
XMWRWTSZNLOZFN-UHFFFAOYSA-N,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],1,SML0082,0,,1,62329,XMWRWTSZNLOZFN,1,1,1,CHEMBL228513
NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,1,SML0083,1,16666,1,16666,NOOLISFMXDJSKH,1,1,1,CHEMBL470670
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,CCC(C)=O,1,SML0084,1,6569,1,6569,ZWEHNKRNPOVVGH,1,1,1,CHEMBL15849
MMFCJPPRCYDLLZ-CMDGGOBGSA-N,CCCCCCC/C=C/C=O,1,SML0085,1,5283345,1,5283345,MMFCJPPRCYDLLZ,1,1,1,CHEMBL507518
KIPCKEJKGCXRGA-UHFFFAOYSA-N,CCC1(O)C2(C)CCC(C2)C1(C)C,1,SML0086,1,106997,1,106997,KIPCKEJKGCXRGA,0,0,1,
PETRWTHZSKVLRE-UHFFFAOYSA-N,COc1cc(C)ccc1O,1,SML0087,1,7144,1,7144,PETRWTHZSKVLRE,1,1,1,CHEMBL3182715
FGKJLKRYENPLQH-UHFFFAOYSA-N,CC(C)CCC(=O)O,1,SML0088,1,12587,1,12587,FGKJLKRYENPLQH,1,1,1,CHEMBL1230308
HFVMLYAGWXSTQI-QYXZOKGRSA-N,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C=CC[C@@H]12,1,SML0089,0,,0,,HFVMLYAGWXSTQI,1,1,1,CHEMBL1309552
FZJUFJKVIYFBSY-UHFFFAOYSA-N,CC(C)(C)c1ccc(CCC=O)cc1,1,SML0090,0,,1,64832,FZJUFJKVIYFBSY,1,1,1,CHEMBL3183621
DKPFZGUDAPQIHT-UHFFFAOYSA-N,CCCCOC(C)=O,1,SML0091,1,31272,1,31272,DKPFZGUDAPQIHT,1,1,1,CHEMBL284391
WEEGYLXZBRQIMU-UHFFFAOYSA-N,CC12CCC(CC1)C(C)(C)O2,1,SML0092,1,2758,1,2758,WEEGYLXZBRQIMU,1,1,1,CHEMBL485259
UFLHIIWVXFIJGU-ARJAWSKDSA-N,CC/C=C\CCO,1,SML0093,1,5281167,1,5281167,UFLHIIWVXFIJGU,1,1,1,CHEMBL2251452
WTEVQBCEXWBHNA-JXMROGBWSA-N,CC(C)=CCC/C(C)=C/C=O,1,SML0094,1,638011,1,638011,WTEVQBCEXWBHNA,1,1,1,CHEMBL1080997
KSMVZQYAVGTKIV-UHFFFAOYSA-N,CCCCCCCCCC=O,1,SML0095,1,8175,1,8175,KSMVZQYAVGTKIV,1,1,1,CHEMBL2228377
QSJXEFYPDANLFS-UHFFFAOYSA-N,CC(=O)C(C)=O,1,SML0096,1,650,1,650,QSJXEFYPDANLFS,1,1,1,CHEMBL365809
UBJVUCKUDDKUJF-UHFFFAOYSA-N,C=CCSCC=C,1,SML0097,1,11617,1,11617,UBJVUCKUDDKUJF,1,1,1,CHEMBL170458
USIUVYZYUHIAEV-UHFFFAOYSA-N,c1ccc(Oc2ccccc2)cc1,1,SML0098,1,7583,1,7583,USIUVYZYUHIAEV,1,1,1,CHEMBL38934
XRHCAGNSDHCHFJ-UHFFFAOYSA-N,O=C1CCCCCCCCCCCC(=O)OCCO1,1,SML0099,1,61014,1,61014,XRHCAGNSDHCHFJ,1,1,1,CHEMBL2059298
SCCDQYPEOIRVGX-UHFFFAOYSA-N,C=CCc1ccc(OC(C)=O)c(OC)c1,1,SML0100,1,7136,1,7136,SCCDQYPEOIRVGX,1,1,1,CHEMBL108299
LHXDLQBQYFFVNW-OIBJUYFYSA-N,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,1,SML0101,1,82229,1,82229,LHXDLQBQYFFVNW,0,1,1,
HNDHDMOSWUAEAW-VMXHOPILSA-N,C[C@@]12C=CC[C@H]1[C@@H]1CCC3=CC(=O)CC[C@]3(C)[C@H]1CC2,1,SML0102,0,,0,,HNDHDMOSWUAEAW,0,1,1,
HIGQPQRQIQDZMP-DHZHZOJOSA-N,CC(=O)OC/C=C(\C)CCC=C(C)C,1,SML0103,1,1549026,1,1549026,HIGQPQRQIQDZMP,1,1,1,CHEMBL1369384
LHGVFZTZFXWLCP-UHFFFAOYSA-N,COc1ccccc1O,1,SML0104,1,460,1,460,LHGVFZTZFXWLCP,1,1,1,CHEMBL13766
ZCZSIDMEHXZRLG-UHFFFAOYSA-N,CCCCCCCOC(C)=O,1,SML0105,1,8159,1,8159,ZCZSIDMEHXZRLG,1,1,1,CHEMBL2228455
XAPCMTMQBXLDBB-UHFFFAOYSA-N,CCCCCCOC(=O)CCC,1,SML0106,1,17525,1,17525,XAPCMTMQBXLDBB,1,1,1,CHEMBL3182794
KGEKLUUHTZCSIP-JFGNBEQYSA-N,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,1,SML0107,1,247573,0,,KGEKLUUHTZCSIP,0,1,1,
AMIMRNSIRUDHCM-UHFFFAOYSA-N,CC(C)C=O,1,SML0108,1,6561,1,6561,AMIMRNSIRUDHCM,1,1,1,CHEMBL1404017
KQNPFQTWMSNSAP-UHFFFAOYSA-N,CC(C)C(=O)O,1,SML0109,1,6590,1,6590,KQNPFQTWMSNSAP,1,1,1,CHEMBL108778
BJIOGJUNALELMI-ONEGZZNKSA-N,C/C=C/c1ccc(O)c(OC)c1,1,SML0110,0,,1,853433,BJIOGJUNALELMI,1,1,1,CHEMBL193598
LSDPWZHWYPCBBB-UHFFFAOYSA-N,CS,1,SML0111,1,878,1,878,LSDPWZHWYPCBBB,0,0,1,
OSWPMRLSEDHDFF-UHFFFAOYSA-N,COC(=O)c1ccccc1O,1,SML0112,1,4133,1,4133,OSWPMRLSEDHDFF,1,1,1,CHEMBL108545
YLYBTZIQSIBWLI-UHFFFAOYSA-N,CCCCCCCCOC(C)=O,1,SML0113,1,8164,1,8164,YLYBTZIQSIBWLI,1,1,1,CHEMBL2228456
DTUQWGWMVIHBKE-UHFFFAOYSA-N,O=CCc1ccccc1,1,SML0114,1,998,1,998,DTUQWGWMVIHBKE,1,1,1,CHEMBL1233464
KYQCOXFCLRTKLS-UHFFFAOYSA-N,c1cnccn1,1,SML0115,1,9261,1,9261,KYQCOXFCLRTKLS,1,1,1,CHEMBL15797
WUOACPNHFRMFPN-UHFFFAOYSA-N,CC1=CCC(C(C)(C)O)CC1,1,SML0116,1,17100,1,17100,WUOACPNHFRMFPN,1,1,1,CHEMBL449810
IGODOXYLBBXFDW-UHFFFAOYSA-N,CC(=O)OC(C)(C)C1CC=C(C)CC1,1,SML0117,1,111037,1,111037,IGODOXYLBBXFDW,1,1,1,CHEMBL3183581
QPJVMBTYPHYUOC-UHFFFAOYSA-N,COC(=O)c1ccccc1,1,SML0118,1,7150,1,7150,QPJVMBTYPHYUOC,1,1,1,CHEMBL16435
RMBFBMJGBANMMK-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,SML0119,0,,0,,RMBFBMJGBANMMK,1,1,1,CHEMBL259865
ONKNPOPIGWHAQC-UHFFFAOYSA-N,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,1,SML0120,0,,1,91497,ONKNPOPIGWHAQC,1,1,1,CHEMBL1883305
CIEKNJJOENYFQL-UHFFFAOYSA-N,CC1=NC(C)C(C)S1,1,SML0121,0,,0,,CIEKNJJOENYFQL,0,0,1,
IAEGWXHKWJGQAZ-UHFFFAOYSA-N,Cc1cnc(C)c(C)n1,1,SML0122,1,26808,1,26808,IAEGWXHKWJGQAZ,1,1,1,CHEMBL320146
NTOPKICPEQUPPH-UHFFFAOYSA-N,COc1nccnc1C(C)C,1,SML0123,1,33166,1,33166,NTOPKICPEQUPPH,1,1,1,CHEMBL96852
UXFSPRAGHGMRSQ-UHFFFAOYSA-N,COc1nccnc1CC(C)C,1,SML0124,1,32594,1,32594,UXFSPRAGHGMRSQ,1,1,1,CHEMBL97355
NQPDZGIKBAWPEJ-UHFFFAOYSA-N,CCCCC(=O)O,1,SML0125,1,7991,1,7991,NQPDZGIKBAWPEJ,1,1,1,CHEMBL268736
BSAIUMLZVGUGKX-BQYQJAHWSA-N,CCCCCC/C=C/C=O,1,SML0126,1,5283335,1,5283335,BSAIUMLZVGUGKX,1,1,1,CHEMBL450072
JLIDVCMBCGBIEY-UHFFFAOYSA-N,C=CC(=O)CC,1,SML0127,1,15394,1,15394,JLIDVCMBCGBIEY,1,1,1,CHEMBL1506228
INAXVXBDKKUCGI-UHFFFAOYSA-N,CC1=C(O)C(=O)C(C)O1,1,SML0128,1,19309,1,19309,INAXVXBDKKUCGI,1,1,1,CHEMBL3186302
CLUWOWRTHNNBBU-UHFFFAOYSA-N,CSCCC=O,1,SML0129,1,18635,1,18635,CLUWOWRTHNNBBU,1,1,1,CHEMBL333298
GETQZCLCWQTVFV-UHFFFAOYSA-N,CN(C)C,1,SML0130,1,1146,1,1146,GETQZCLCWQTVFV,1,1,1,CHEMBL439723
WXCMHFPAUCOJIG-UHFFFAOYSA-N,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,1,SML0131,0,,1,6669,WXCMHFPAUCOJIG,1,1,1,CHEMBL1877463
SIMKGHMLPVDSJE-UHFFFAOYSA-N,COC1=C(C)OC(C)C1=O,1,SML0132,1,61325,1,61325,SIMKGHMLPVDSJE,0,0,1,
PPJSYGVFDJEMRP-UHFFFAOYSA-N,CCc1nccnc1C(C)=O,1,SML0133,1,61918,1,61918,PPJSYGVFDJEMRP,0,0,1,
KVFIJIWMDBAGDP-UHFFFAOYSA-N,CCc1cnccn1,1,SML0134,1,26331,1,26331,KVFIJIWMDBAGDP,1,1,1,CHEMBL97525
WTOYNNBCKUYIKC-JMSVASOKSA-N,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,1,SML0135,0,,1,1268142,WTOYNNBCKUYIKC,1,1,1,CHEMBL446299
BOPPSUHPZARXTH-UHFFFAOYSA-N,CC(C=O)Cc1ccc2c(c1)OCO2,1,SML0136,1,64805,1,64805,BOPPSUHPZARXTH,1,1,1,CHEMBL3183457
BAVONGHXFVOKBV-UHFFFAOYSA-N,C=C(C)C1CC=C(C)C(O)C1,1,SML0137,1,7438,1,7438,BAVONGHXFVOKBV,1,1,1,CHEMBL1385229
GJWSUKYXUMVMGX-UHFFFAOYSA-N,CC(C)=CCCC(C)CC(=O)O,1,SML0138,1,10402,1,10402,GJWSUKYXUMVMGX,1,1,1,CHEMBL2288023
NFLGAXVYCFJBMK-BDAKNGLRSA-N,CC(C)[C@@H]1CC[C@@H](C)CC1=O,1,SML0139,0,,1,26447,NFLGAXVYCFJBMK,1,1,1,CHEMBL276311
ZWRUINPWMLAQRD-UHFFFAOYSA-N,CCCCCCCCCO,1,SML0140,1,8914,1,8914,ZWRUINPWMLAQRD,1,1,1,CHEMBL24563
YTHRBOFHFYZBRJ-JHJMLUEUSA-N,C=C(C)[C@@H]1CC=C(C)C(OC(C)=O)C1,1,SML0141,0,,0,,YTHRBOFHFYZBRJ,0,1,1,
FBUKVWPVBMHYJY-UHFFFAOYSA-N,CCCCCCCCC(=O)O,1,SML0142,1,8158,1,8158,FBUKVWPVBMHYJY,1,1,1,CHEMBL108436
VSMOENVRRABVKN-UHFFFAOYSA-N,C=CC(O)CCCCC,1,SML0143,1,18827,1,18827,VSMOENVRRABVKN,1,1,1,CHEMBL3183573
CZUGFKJYCPYHHV-UHFFFAOYSA-N,CSCCCO,1,SML0144,1,10448,1,10448,CZUGFKJYCPYHHV,1,1,1,CHEMBL332887
KFUSEUYYWQURPO-UHFFFAOYSA-N,ClC=CCl,1,SML0145,0,,0,,KFUSEUYYWQURPO,1,1,1,CHEMBL1385560
WPFVBOQKRVRMJB-UHFFFAOYSA-N,CC(CC=O)CCCC(C)(C)O,1,SML0146,1,7888,1,7888,WPFVBOQKRVRMJB,1,1,1,CHEMBL3186027
DNRJTBAOUJJKDY-UHFFFAOYSA-N,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,1,SML0147,0,,1,89440,DNRJTBAOUJJKDY,1,1,1,CHEMBL3184267
IKTHMQYJOWTSJO-UHFFFAOYSA-N,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,1,SML0148,0,,1,61585,IKTHMQYJOWTSJO,1,1,1,CHEMBL3188960
MIZGSAALSYARKU-UHFFFAOYSA-N,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,1,SML0149,0,,1,92292,MIZGSAALSYARKU,1,1,1,CHEMBL3183584
WTEVQBCEXWBHNA-UHFFFAOYSA-N,CC(C)=CCCC(C)=CC=O,1,SML0150,0,,1,8843,WTEVQBCEXWBHNA,1,1,1,CHEMBL2297541
