inchikey,smiles_can,in_m2or,m2or_id,in_leffingwell,leffingwell_id,in_goodscents,goodscents_id,skeleton,in_chembl,in_chembl_skeleton,is_odorant,chembl_id
GFBCBQNBXRPRQD-RAXLEYEMSA-N,CCCC/C(C=O)=C/c1ccccc1,0,,0,,1,5853596,GFBCBQNBXRPRQD,0,0,1,
JCWXWRIQSPDSKY-MIFVOYFBSA-N,CC(C)=CCC/C(C)=C/COC(=O)/C=C/c1ccccc1,0,,0,,1,5862476,JCWXWRIQSPDSKY,1,1,1,CHEMBL4209882
DIOYAVUHUXAUPX-ZHACJKMWSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)N(C)CC(=O)O,0,,0,,1,5879967,DIOYAVUHUXAUPX,0,1,1,
LSEPTNAIKXLPFK-BQYQJAHWSA-N,CC1CCOC(/C=C/c2ccccc2)O1,0,,0,,1,5905098,LSEPTNAIKXLPFK,0,0,1,
QQPBNXSJUXIDLT-CLFYSBASSA-N,C1=C\C2COCC2CCCCCCCC/1,0,,0,,1,5937114,QQPBNXSJUXIDLT,0,0,1,
CVYBRMSQMLJGOI-YTXTXJHMSA-N,C/C=C/C=C/COC(=O)C(C)C,0,,0,,1,5978897,CVYBRMSQMLJGOI,0,1,1,
VDHRTASWKDTLER-ONEGZZNKSA-N,CC/C=C/CCCCO,0,,0,,1,6008958,VDHRTASWKDTLER,0,1,1,
GNJARWZWODMTDR-KHPPLWFESA-N,CCCCCCC/C=C\C(=O)OCC,0,,0,,1,6047581,GNJARWZWODMTDR,0,0,1,
ZNBXZUKDRRRQJK-FNORWQNLSA-N,C/C(C=O)=C\c1ccco1,0,,0,,1,6210220,ZNBXZUKDRRRQJK,0,0,1,
QCMSQCLNALBZOD-CMDGGOBGSA-N,O=C(/C=C/c1ccccc1)OCC1CCCO1,0,,0,,1,6232217,QCMSQCLNALBZOD,0,0,1,
FETSKTIMHFKZNF-AATRIKPKSA-N,CC(=O)/C=C/C1C(C)C=C(C)CC1C,0,,0,,1,6285057,FETSKTIMHFKZNF,0,0,1,
KXSDPILWMGFJMM-AEJSXWLSSA-N,CC(C)[C@@]12CC[C@@](C)(O)[C@@H]1C2,0,,0,,1,6326181,KXSDPILWMGFJMM,0,1,1,
CJJMLLCUQDSZIZ-UHFFFAOYSA-N,O=[Bi],0,,0,,1,6328152,CJJMLLCUQDSZIZ,0,0,1,
JIYIHILAGIZIMD-CLFYSBASSA-N,O=C1CC/C=C\CCCCCCCCCC1,0,,0,,1,6365389,JIYIHILAGIZIMD,0,0,1,
SLNZJIRRMLAZEY-FNORWQNLSA-N,CC/C=C(\C)COC(C)=O,0,,0,,1,6365449,SLNZJIRRMLAZEY,0,0,1,
FACAUSJJVBMWLV-JXMROGBWSA-N,CC(C)=CCC/C(C)=C/CS,0,,0,,1,6365572,FACAUSJJVBMWLV,0,0,1,
OBPLZLQGJGRDSL-MDZDMXLPSA-N,CCOC(C)/C=C/C1C(C)=CCCC1(C)C,0,,0,,1,6365665,OBPLZLQGJGRDSL,0,0,1,
OVQHJRCXRNGXRJ-ZHACJKMWSA-N,CCCCCCCC/C=C/OC,0,,0,,1,6365701,OVQHJRCXRNGXRJ,0,0,1,
WTDWXMWAIMIKSI-WEVVVXLNSA-N,C/C=C(\C)C(=O)OCC=C(C)C,0,,0,,1,6365867,WTDWXMWAIMIKSI,0,0,1,
NLADHFLYQUEJGQ-VMPITWQZSA-N,C/C=C(\C)COC(=O)C(C)CC,0,,0,,1,6365994,NLADHFLYQUEJGQ,0,0,1,
ACRNCNWXWBBKGP-BQYQJAHWSA-N,CCCC/C=C/COC(=O)CC(C)C,0,,0,,1,6366434,ACRNCNWXWBBKGP,0,0,1,
LDUYDLGCMTVIIO-VOTSOKGWSA-N,CC/C=C/CCOC(CC)OC,0,,0,,1,6366609,LDUYDLGCMTVIIO,0,0,1,
XXVUXTVTKODKQZ-QPJJXVBHSA-N,CCC/C=C/COC(=O)CC1CCCC1,0,,0,,1,6366719,XXVUXTVTKODKQZ,0,0,1,
HOXDFZBDPOCFGM-UXBLZVDNSA-N,CC(=O)/C=C/CC(C)CCCC(C)C,0,,0,,1,6374524,HOXDFZBDPOCFGM,0,0,1,
QCHZKUPVENJLAW-SQFISAMPSA-N,CCCCC/C(=C/c1ccccc1)C(OC)OC,0,,0,,1,6378927,QCHZKUPVENJLAW,0,0,1,
NKNGVPNCSFZRSM-ONEGZZNKSA-N,CC/C=C/CCC1CCC(=O)O1,0,,0,,1,6379721,NKNGVPNCSFZRSM,0,1,1,
LLNAMUJRIZIXHF-VQHVLOKHSA-N,C/C(=C\c1ccccc1)CO,0,,0,,1,6393846,LLNAMUJRIZIXHF,1,1,1,CHEMBL5593447
RJLJOXJZWMGEFD-UHFFFAOYSA-N,C=CCCCC(=O)OCC,0,,0,,1,6420258,RJLJOXJZWMGEFD,0,0,1,
HEZWKNVLHZGPOE-UHFFFAOYSA-N,CC(=O)OCCC(C)(C)S,0,,0,,1,6420388,HEZWKNVLHZGPOE,0,0,1,
SHLSJFDJYSSUIP-UHFFFAOYSA-N,COc1ccc(CC2CC2)cc1,0,,0,,1,6422476,SHLSJFDJYSSUIP,1,1,1,CHEMBL176683
HIOMEXREAUSUBP-NVETZNIKSA-N,CCCCC[C@H]1O[C@H]1/C=C/C=O,0,,0,,1,6427068,HIOMEXREAUSUBP,0,0,1,
NQWBFQXRASPNLB-UHFFFAOYSA-N,CC1=CC2OC(=O)C(C)C2CC1,0,,0,,1,6427076,NQWBFQXRASPNLB,0,0,1,
JZQKTMZYLHNFPL-NMMTYZSQSA-N,CCCCC/C=C\C=C\C=O,0,,0,,1,6427087,JZQKTMZYLHNFPL,0,1,1,
JUQGWBAOQUBVFP-OPFPJEHXSA-N,CC1=CC2C(=CC1)[C@@H](C)CCC2C(C)C,0,,0,,1,6427091,JUQGWBAOQUBVFP,0,0,1,
IAIHUHQCLTYTSF-ZCUBBSJVSA-N,CC12CCC(C1)C(C)(C)[C@@H]2O,0,,0,,1,6427108,IAIHUHQCLTYTSF,0,1,1,
DEJJNOHKWLTTKE-TWGQIWQCSA-N,C/C=C(/C)C(=O)OCC(C)CC,0,,0,,1,6427119,DEJJNOHKWLTTKE,0,0,1,
BCTBAGTXFYWYMW-WCBMZHEXSA-N,C=C[C@]1(C)CC[C@H](O)C(C)(C)O1,0,,0,,1,6427787,BCTBAGTXFYWYMW,0,0,1,
LWRKMRFJEUFXIB-SCFJQAPRSA-N,CC/C=C\C=C\C(C)=O,0,,0,,1,6427789,LWRKMRFJEUFXIB,0,0,1,
YYWZKGZIIKPPJZ-XKSSXDPKSA-N,CC1(C)[C@H]2CC[C@](C)(O)[C@@H]1C2,0,,0,,1,6428289,YYWZKGZIIKPPJZ,0,0,1,
BDHSOIIDXCBNPA-VBCZDQSUSA-N,C=C1C2CCC(=O)[C@@]23CC[C@H](C3)C1(C)C,0,,0,,1,6428327,BDHSOIIDXCBNPA,0,0,1,
FCSRUSQUAVXUKK-RMTCENKZSA-N,CC1=CCC[C@]2(C)CC[C@H](C(C)(C)O)CC12,0,,0,,1,6428428,FCSRUSQUAVXUKK,0,1,1,
FLOISDYCXINJOB-JJRVBVJISA-N,CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)c1ccccc1)C2,0,,0,,1,6428443,FLOISDYCXINJOB,0,0,1,
QWEHQNZGVUHHME-UHFFFAOYSA-N,CCCCCC(O)C(C)=O,0,,0,,1,6428543,QWEHQNZGVUHHME,0,0,1,
APFBWMGEGSELQP-AATRIKPKSA-N,C=CC(O)C/C=C/CC,0,,0,,1,6428570,APFBWMGEGSELQP,0,0,1,
BRHDDEIRQPDPMG-PSASIEDQSA-N,C=C[C@]1(C)CC[C@H](C(C)(C)O)O1,0,,0,,1,6428573,BRHDDEIRQPDPMG,1,1,1,CHEMBL2252948
BCTBAGTXFYWYMW-SCZZXKLOSA-N,C=C[C@@]1(C)CC[C@@H](O)C(C)(C)O1,0,,0,,1,6428574,BCTBAGTXFYWYMW,0,0,1,
LTRJTLUJZFBIEN-UHFFFAOYSA-N,CC1=C(O)C(=O)CC1(C)C,0,,0,,1,6428785,LTRJTLUJZFBIEN,0,0,1,
AHHGVKNOSDJAQN-BQYQJAHWSA-N,CC(=O)/C=C/c1c(C)ccc(C)c1C,0,,0,,1,6428793,AHHGVKNOSDJAQN,0,0,1,
BVTAIXWVSMPSFL-UHFFFAOYSA-N,Cc1ccoc1CC1OC1(C)C,0,,0,,1,6428926,BVTAIXWVSMPSFL,0,0,1,
LKGUYHHEOJFHPV-UHFFFAOYSA-N,CC1=CCC2(O)CC1C2(C)C,0,,0,,1,6428927,LKGUYHHEOJFHPV,0,0,1,
OJLMARCQPSGYNE-UXBLZVDNSA-N,CC(C)=CC/C=C(\C)CC=O,0,,0,,1,6428928,OJLMARCQPSGYNE,0,0,1,
QBCUUJGHWFKMDC-UHFFFAOYSA-N,CC(=O)C(O)Cc1ccccc1,0,,0,,1,6428929,QBCUUJGHWFKMDC,0,0,1,
PNJBGQMNUMZADU-UHFFFAOYSA-N,CSC(C)CC(C)=O,0,,0,,1,6428938,PNJBGQMNUMZADU,0,0,1,
UKCSOARNKKNOCN-UHFFFAOYSA-N,CCCCCCC(=O)CCC=O,0,,0,,1,6428959,UKCSOARNKKNOCN,0,0,1,
XGVYEIAYIQAWHE-UHFFFAOYSA-N,CC1=CC=CC(C)(C)C12CC(=O)C(C)O2,0,,0,,1,6428985,XGVYEIAYIQAWHE,0,0,1,
KJPRLNWUNMBNBZ-DAXSKMNVSA-N,O=C/C=C\c1ccccc1,0,,0,,1,6428995,KJPRLNWUNMBNBZ,1,1,1,CHEMBL2289233
ZEKCQHIPQALHSP-UHFFFAOYSA-N,CC(=O)C1=CCCN1,0,,0,,1,6429016,ZEKCQHIPQALHSP,0,0,1,
SOUKTGNMIRUIQN-ZROIWOOFSA-N,CC(C)=CCC/C(C)=C\COC(=O)CC(C)C,0,,0,,1,6429039,SOUKTGNMIRUIQN,0,0,1,
OIVTVPOJCWXSIC-UHFFFAOYSA-N,C=CC1(C)CCC(C(C)(O)CCC=C(C)C)O1,0,,0,,1,6429101,OIVTVPOJCWXSIC,0,0,1,
HCRBXQFHJMCTLF-LURJTMIESA-N,CCOC(=O)[C@@H](C)CC,0,,0,,1,6429107,HCRBXQFHJMCTLF,0,0,1,
JZLKKMAUZMMUMS-UHFFFAOYSA-N,C=C(CCC=C(C)C)C1CC=C(C=O)CC1,0,,0,,1,6429214,JZLKKMAUZMMUMS,0,0,1,
BXKLSVWRSUPMBO-UHFFFAOYSA-N,COc1ncc(C)nc1C,0,,0,,1,6429218,BXKLSVWRSUPMBO,0,0,1,
JZQKTMZYLHNFPL-JPDBVBESSA-N,CCCCC/C=C\C=C/C=O,0,,0,,1,6429261,JZQKTMZYLHNFPL,0,1,1,
ZCFOBLITZWHNNC-SREVYHEPSA-N,CCCC/C=C\C(C)=O,0,,0,,1,6429262,ZCFOBLITZWHNNC,0,1,1,
ZUOLEJGELMNGPM-UHFFFAOYSA-N,C=Cc1ncc(C)nc1C,0,,0,,1,6429268,ZUOLEJGELMNGPM,0,0,1,
JSGLRFSEKUNPRD-RNFRBKRXSA-N,CCCC[C@H]1O[C@@H]1C=O,0,,0,,1,6429292,JSGLRFSEKUNPRD,0,0,1,
YWFUECKBUFORTA-HTQZYQBOSA-N,CCCCC[C@H]1O[C@@H]1C=O,0,,0,,1,6429294,YWFUECKBUFORTA,0,0,1,
YMBFCQPIMVLNIU-SOUVJXGZSA-N,CC(C)=CCC[C@]1(C)[C@H]2CC=C(C)[C@@H]1C2,0,,0,,1,6429302,YMBFCQPIMVLNIU,0,0,1,
FDBQLLMYSACLPB-UHFFFAOYSA-N,CC(O)CC(C)(C)S,0,,0,,1,6429308,FDBQLLMYSACLPB,0,0,1,
HBOGUIFRIAXYNB-UHFFFAOYSA-N,CCOC(=O)C(O)Cc1ccccc1,0,,0,,1,6429708,HBOGUIFRIAXYNB,0,0,1,
NIPNNUONNZABRE-PDBXOOCHSA-N,CC/C=C\C/C=C\C/C=C\CCCCCCC=O,0,,0,,1,6430107,NIPNNUONNZABRE,0,0,1,
RKSXBPZEKYUCII-SREVYHEPSA-N,CCCCC/C=C\CCCCC=O,0,,0,,1,6430151,RKSXBPZEKYUCII,0,0,1,
APFBWMGEGSELQP-WAYWQWQTSA-N,C=CC(O)C/C=C\CC,0,,0,,1,6430307,APFBWMGEGSELQP,0,0,1,
NQWBFQXRASPNLB-IWSPIJDZSA-N,CC1=C[C@H]2OC(=O)[C@H](C)[C@H]2CC1,0,,0,,1,6430321,NQWBFQXRASPNLB,0,0,1,
UKFADLGENFFWHR-UHFFFAOYSA-N,CSCC(C)=O,0,,0,,1,6430713,UKFADLGENFFWHR,0,0,1,
WMOPMQRJLLIEJV-DOMZBBRYSA-N,CC1=C2C[C@H](C(C)(C)O)CC[C@]2(C)CCC1,0,,0,,1,6430754,WMOPMQRJLLIEJV,0,1,1,
VPEGROOEBNSCCL-JFEAUALZSA-N,CCCCC/C=C\CC/C=C/C=O,0,,0,,1,6430759,VPEGROOEBNSCCL,0,0,1,
GMXSGLCDVHHWIB-UHFFFAOYSA-N,CC(=O)OCCC(C)S,0,,0,,1,6430878,GMXSGLCDVHHWIB,0,0,1,
JWESHEXXXWDVAQ-UHFFFAOYSA-N,CCCCC(S)CCOC(C)=O,0,,0,,1,6430879,JWESHEXXXWDVAQ,0,0,1,
YSQNQOKRWIKETP-UHFFFAOYSA-N,C=Cc1ncc(C)nc1CC,0,,0,,1,6431144,YSQNQOKRWIKETP,0,0,1,
OPFTUNCRGUEPRZ-RRFJBIMHSA-N,C=C[C@]1(C)CC[C@H](C(=C)C)C[C@@H]1C(=C)C,0,,0,,1,6431151,OPFTUNCRGUEPRZ,1,1,1,CHEMBL479707
PDDMWQFBZZFOQR-UHFFFAOYSA-N,CC1=CC2C(=CC1O)C(C)CCC2C(C)C,0,,0,,1,6431196,PDDMWQFBZZFOQR,0,0,1,
WRHGORWNJGOVQY-WLYUNCDWSA-N,C=C1CC[C@H](C(C)C)C2C=C(C)CCC12,0,,0,,1,6431207,WRHGORWNJGOVQY,0,0,1,
RMXYMRMUZJILGN-CRCLSJGQSA-N,CC1=C(O)C(=O)[C@H](C)[C@@H]1C,0,,0,,1,6431223,RMXYMRMUZJILGN,0,0,1,
RMXYMRMUZJILGN-RFZPGFLSSA-N,CC1=C(O)C(=O)[C@H](C)[C@H]1C,0,,0,,1,6431224,RMXYMRMUZJILGN,0,0,1,
JRSMRFHLUZKHCR-WCBMZHEXSA-N,C=C[C@@]1(C)OC(C)(C)CC[C@@H]1O,0,,0,,1,6431476,JRSMRFHLUZKHCR,0,0,1,
JRSMRFHLUZKHCR-WPRPVWTQSA-N,C=C[C@]1(C)OC(C)(C)CC[C@@H]1O,0,,0,,1,6431477,JRSMRFHLUZKHCR,0,0,1,
WMOPMQRJLLIEJV-IUODEOHRSA-N,CC1=C2C[C@H](C(C)(C)O)CC[C@@]2(C)CCC1,0,,0,,1,6432005,WMOPMQRJLLIEJV,1,1,1,CHEMBL477900
LHYHMMRYTDARSZ-PPWQZUPISA-N,CC1=CC2C(CC1)[C@@](C)(O)CC[C@H]2C(C)C,0,,0,,1,6432221,LHYHMMRYTDARSZ,0,1,1,
BRHDDEIRQPDPMG-WCBMZHEXSA-N,C=C[C@]1(C)CC[C@@H](C(C)(C)O)O1,0,,0,,1,6432254,BRHDDEIRQPDPMG,1,1,1,CHEMBL2252947
WRHGORWNJGOVQY-QLFBSQMISA-N,C=C1CC[C@H](C(C)C)[C@H]2C=C(C)CC[C@@H]12,0,,0,,1,6432308,WRHGORWNJGOVQY,0,0,1,
MNNFKQAYXGEKFA-MJBFILCRSA-N,CC1(C)CCCC2(C)C3CCC2(C)[C@@H](O)C31,0,,0,,1,6432447,MNNFKQAYXGEKFA,0,0,1,
NFLGAXVYCFJBMK-IUCAKERBSA-N,CC(C)[C@@H]1CC[C@H](C)CC1=O,0,,0,,1,6432469,NFLGAXVYCFJBMK,0,1,1,
GCRTVIUGJCJVDD-IUCAKERBSA-N,CC(C)[C@H]1CC[C@H](C)C(=O)C1,0,,0,,1,6432474,GCRTVIUGJCJVDD,0,0,1,
RDWUNORUTVEHJF-INWMGODYSA-N,CC1(C)C2CCC1(C)[C@H](OC=O)C2,0,,0,,1,6432696,RDWUNORUTVEHJF,0,0,1,
FRMCCTDTYSRUBE-VOSWHAFNSA-N,C=C1CCC2C([C@H]3[C@@H]1CC[C@@]3(C)O)C2(C)C,0,,0,,1,6432706,FRMCCTDTYSRUBE,0,1,1,
BHAHVSKDYRPNIR-PLNGDYQASA-N,CCC/C=C\CCCCC=O,0,,0,,1,6432852,BHAHVSKDYRPNIR,0,0,1,
CMFUATSDNFKABN-RQOWECAXSA-N,O=C1CCCCC/C=C\CCCCCCCC1,0,,0,,1,6432858,CMFUATSDNFKABN,0,0,1,
KVMWYGAYARXPOL-JYOAFUTRSA-N,C/C=C(/C)C(=O)OCCc1ccccc1,0,,0,,1,6432903,KVMWYGAYARXPOL,0,1,1,
MEJYWDUBOCZFFS-FENWIEIGSA-N,C=C/C(C)=C/CC(C)(C)/C(=N\O)C(C)C,0,,0,,1,6432934,MEJYWDUBOCZFFS,0,0,1,
KRNURAJANZKGQN-QVSSJFJDSA-N,C/C=C(/C)C(=O)OC/C=C/c1ccccc1,0,,0,,1,6432955,KRNURAJANZKGQN,0,0,1,
VHBOIZSCWFNPBM-PTNGSMBKSA-N,CCCCC/C(C=O)=C/c1ccc(C)cc1,0,,0,,1,6432962,VHBOIZSCWFNPBM,0,0,1,
LGNGQZVFJGUASS-AAXQSMANSA-N,CC(=O)/C=C/C1=CCC[C@@H](C)C1(C)C,0,,0,,1,6433147,LGNGQZVFJGUASS,0,0,1,
BIADSXOKHZFLSN-YEUOVSOVSA-N,C=C1CCCC(C)(C)[C@@H]1CC/C(C)=C/CCC1[C@@]2(C)CCCC(C)(C)C2CC[C@@]1(C)O,0,,0,,1,6433191,BIADSXOKHZFLSN,0,1,1,
NWGKJDSIEKMTRX-NZAQQJATSA-N,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,0,,0,,1,6433271,NWGKJDSIEKMTRX,0,1,1,
BXBYGLDDEZXFSZ-VQHVLOKHSA-N,C=C/C=C(\C)CC(C)(O)C=C,0,,0,,1,6433750,BXBYGLDDEZXFSZ,0,0,1,
VUGJPGPMYGKRPW-POHAHGRESA-N,CC(C)C/C=C(/CO)C(C)C,0,,0,,1,6434275,VUGJPGPMYGKRPW,0,0,1,
AOWLXZIJUIFJPM-KPKJPENVSA-N,CC(=O)OC/C(=C\CC(C)C)C(C)C,0,,0,,1,6434276,AOWLXZIJUIFJPM,0,0,1,
UYYJNVGFCCTXSK-SDNWHVSQSA-N,CC(C)=CCC/C(C)=C/C(=O)OCCC(C)C,0,,0,,1,6435040,UYYJNVGFCCTXSK,0,0,1,
RAPKQMZFSCMPDF-GAXCVXDLSA-N,C/C=C/C=C/C=C/C=C/CCCCCCO,0,,0,,1,6435840,RAPKQMZFSCMPDF,0,0,1,
JPESOGFYFXAURP-XFXZXTDPSA-N,O=C/C(=C/c1ccco1)c1ccccc1,0,,0,,1,6435876,JPESOGFYFXAURP,0,0,1,
AGZBJJSLDGWKSU-CSKARUKUSA-N,O=C1CCCCCCCCCC/C=C/CCO1,0,,0,,1,6436339,AGZBJJSLDGWKSU,0,0,1,
GLMOJOJHHPDUHX-GXDHUFHOSA-N,CC(C)=CCC/C(C)=C/COC(=O)C(C)=C(C)C,0,,0,,1,6436369,GLMOJOJHHPDUHX,0,0,1,
LOUIMJFJROISMD-XFXZXTDPSA-N,CCOC/C=C(/C)CCC=C(C)C,0,,0,,1,6436546,LOUIMJFJROISMD,0,0,1,
CRIGTVCBMUKRSL-ALCCZGGFSA-N,C/C=C\C(=O)C1C(C)=CCCC1(C)C,0,,0,,1,6436548,CRIGTVCBMUKRSL,0,1,1,
DWQXOILNGUCNSH-ARJAWSKDSA-N,CC/C=C\CCCCCCC=O,0,,0,,1,6436710,DWQXOILNGUCNSH,0,0,1,
PAZWFUGWOAQBJJ-SWZPTJTJSA-N,C/C1=C\CCC2(C)OC2CC/C(C)=C/CC1,0,,0,,1,6436727,PAZWFUGWOAQBJJ,0,0,1,
QDRJCWZGTMRXCL-KHPPLWFESA-N,CCCCCOC(=O)/C=C\c1ccccc1,0,,0,,1,6436780,QDRJCWZGTMRXCL,0,0,1,
PZGYHDPZANRCSM-PKNBQFBNSA-N,C=CC(C)(O)/C=C/C1=C(C)CCCC1(C)C,0,,0,,1,6436846,PZGYHDPZANRCSM,0,0,1,
QQUWZMIGSXXJFV-UXBLZVDNSA-N,CC(=O)/C(C)=C/CC1CC=C(C)C1(C)C,0,,0,,1,6436969,QQUWZMIGSXXJFV,0,0,1,
BLSRPKXPUSFJDP-MDZDMXLPSA-N,CCOC(C)/C=C/C1=C(C)CCCC1(C)C,0,,0,,1,6436993,BLSRPKXPUSFJDP,0,0,1,
UKYIGGARIIFOAB-POHAHGRESA-N,C/C=C(/C)C(=O)OCCC(C)CC,0,,0,,1,6437020,UKYIGGARIIFOAB,0,0,1,
RZWMDOQSXWAAMC-ALCCZGGFSA-N,C/C=C(/C)C(=O)OCCC,0,,0,,1,6437044,RZWMDOQSXWAAMC,0,0,1,
JWXAUDGXBFALGZ-ICPRKQRHSA-N,COC(=O)c1ccccc1N=C/C=C(\C)CCC=C(C)C,0,,0,,1,6437138,JWXAUDGXBFALGZ,0,0,1,
XTFDJRLNMKZPCR-FSCFHPQOSA-N,CCCCCC/C(C=Nc1ccccc1C(=O)OC)=C\c1ccccc1,0,,0,,1,6437178,XTFDJRLNMKZPCR,0,0,1,
WVOMTKJRDMPOCF-OBGWFSINSA-N,CCCCCCCCC(=O)OC/C=C(\C)CCC=C(C)C,0,,0,,1,6437207,WVOMTKJRDMPOCF,0,0,1,
QDSFSPZPVZEBGR-MDWZMJQESA-N,CCCC(=O)OC/C(C)=C/CCC1(C)C2CC3C(C2)C31C,0,,0,,1,6437243,QDSFSPZPVZEBGR,0,0,1,
RZXAQFGBENAOAJ-CSKARUKUSA-N,CCC(O)/C(C)=C/C1(C)CC2C=CC1C2,0,,0,,1,6437247,RZXAQFGBENAOAJ,0,0,1,
ZNPGEERBEOWCEF-XVNBXDOJSA-N,C/C=C/C(=O)OC(C)C1CCCCC1,0,,0,,1,6437290,ZNPGEERBEOWCEF,0,0,1,
IBCFURUUOKXNFW-QHHAFSJGSA-N,C/C=C/C(=O)OC1CCCC1C1CCCC1,0,,0,,1,6437291,IBCFURUUOKXNFW,0,0,1,
AIFDKYGVVMSLMZ-WAYWQWQTSA-N,CC/C=C\CC(OC)OC,0,,0,,1,6437407,AIFDKYGVVMSLMZ,0,0,1,
DZSNHSUUMHDJRJ-CMDGGOBGSA-N,CCC(O)/C=C/C1=C(C)CCCC1(C)C,0,,0,,1,6437442,DZSNHSUUMHDJRJ,0,0,1,
SYSAACBNNCUINP-UXBLZVDNSA-N,CC1=CCC(C/C=C(\C)C(C)O)C1(C)C,0,,0,,1,6437460,SYSAACBNNCUINP,0,0,1,
JJHZLPJQTHPGEI-YRNVUSSQSA-N,CC1=CCCC(C)(C)C1C/C=C(\C)C=O,0,,0,,1,6437468,JJHZLPJQTHPGEI,0,0,1,
VWXJSOKBCDRKAL-ZRDIBKRKSA-N,CCC(=O)/C(C)=C/C1C(C)CC=CC1(C)C,0,,0,,1,6437469,VWXJSOKBCDRKAL,0,0,1,
WNAJHTHKGZCCGS-ONEGZZNKSA-N,CC/C=C/CCOCC=O,0,,0,,1,6437471,WNAJHTHKGZCCGS,0,0,1,
UVCRVXVBFFMDFR-WAYWQWQTSA-N,CC/C=C\CCCCC(OC)OC,0,,0,,1,6437572,UVCRVXVBFFMDFR,0,0,1,
LUZKKLNTWSGPEE-LVZFUZTISA-N,C=CCCCCCCCCC(=O)OC/C=C(\C)CCC=C(C)C,0,,0,,1,6437677,LUZKKLNTWSGPEE,0,0,1,
KMXKQELDKDGFRN-OUKQBFOZSA-N,CC(C)=CCCC(C)CCOC(=O)/C=C/c1ccccc1,0,,0,,1,6437720,KMXKQELDKDGFRN,1,1,1,CHEMBL2271264
LLVFKEOMLYDSGT-FARCUNLSSA-N,C/C=C1\CC2CC1C1CCC(=O)OC21,0,,0,,1,6437737,LLVFKEOMLYDSGT,0,0,1,
QLDFUXZWCMSFEO-HJWRWDBZSA-N,CC1=CCCC(C)(C)C1/C=C\C(=O)CC(C)C,0,,0,,1,6437785,QLDFUXZWCMSFEO,0,1,1,
SAHYANTVORDRQI-HQSZAHFGSA-N,CCC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0,,0,,1,6437979,SAHYANTVORDRQI,0,0,1,
OLPVLAJYJZWXPZ-SNAWJCMRSA-N,CCC/C=C/CC1CCCC1O,0,,0,,1,6438069,OLPVLAJYJZWXPZ,0,0,1,
QWAUHUKNKGMBBD-GDAKKANCSA-N,CC(=O)C1CC/C(C)=C\CC/C(C)=C\C/C=C\1C,0,,0,,1,6438191,QWAUHUKNKGMBBD,0,0,1,
WOVJAWMZNOWDII-FPLPWBNLSA-N,CCCCCC/C=C\C#N,0,,0,,1,6438193,WOVJAWMZNOWDII,0,0,1,
MTVBNJVZZAQKRV-BJMVGYQFSA-N,CC1=CCC(C/C=C(\C)CO)C1(C)C,0,,0,,1,6438195,MTVBNJVZZAQKRV,1,1,1,CHEMBL3729392
WFEISWUNAJPLRX-ONNFQVAWSA-N,O=CCC/C=C1\CC2CC1C1CCCC21,0,,0,,1,6438291,WFEISWUNAJPLRX,0,0,1,
MINJGYRWHNAENM-XYOKQWHBSA-N,C=C(C)CCC/C(C)=C/CC(C)C=O,0,,0,,1,6438313,MINJGYRWHNAENM,0,0,1,
SWGKAHCIOQPKFW-JTNORFRNSA-N,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O,0,,0,,1,6440397,SWGKAHCIOQPKFW,1,1,1,CHEMBL558557
WXETUDXXEZHSCS-MAVITOTKSA-N,CC(=O)/C=C1/CC[C@H]2C(C)(C)[C@@H]3C[C@]12CC[C@H]3C,0,,0,,1,6440618,WXETUDXXEZHSCS,0,0,1,
VCLJLOIXTASTGU-AATRIKPKSA-N,C/C=C/C(=O)OC(C)CC(C)C,0,,0,,1,6440993,VCLJLOIXTASTGU,0,0,1,
OVJCOXQJBRJIRJ-OVCLIPMQSA-N,CC(C)=CCC/C(C)=C/CCc1ccncc1,0,,0,,1,6441026,OVJCOXQJBRJIRJ,0,0,1,
XHOFTJRCBBQRFB-UXBLZVDNSA-N,C/C(=C\CC(C)C=O)C(C)C,0,,0,,1,6441136,XHOFTJRCBBQRFB,0,0,1,
UBALJTRHSDXCPY-WAPJZHGLSA-N,C/C=C1/CC2CC1C1CCCOC21,0,,0,,1,6441164,UBALJTRHSDXCPY,0,0,1,
UNAJREJGSQDJGU-ZRDIBKRKSA-N,CCC(=O)/C(C)=C/C1C(C)=CCCC1(C)C,0,,0,,1,6441344,UNAJREJGSQDJGU,0,0,1,
PUXIGTZUWRBNMW-RRMOSLQNSA-N,CC1(C)C/C=C\CC/C=C\CCC2OC21C,0,,0,,1,6441804,PUXIGTZUWRBNMW,0,0,1,
RTISFZCHFHFOOK-FKTQTOOFSA-N,CC/C=C(/C)C(=O)OCC/C=C/CC,0,,0,,1,6441873,RTISFZCHFHFOOK,0,0,1,
BAGORNXZZUTBGV-BQYQJAHWSA-N,CCC/C=C/CCCCC(=O)OC(CCCC)CCCCC(=O)O,0,,0,,1,6441974,BAGORNXZZUTBGV,0,0,1,
