functional_group,1,2,3,4,5,6,12,21,32,44
carboxylic_acid,0.0,47.61904761904761,0.0,82.6086956521739,57.14285714285714,0.0,0.0,0.0,0.0,0.0
alcohol,4.761904761904762,14.285714285714285,0.0,4.3478260869565215,14.285714285714285,3.7037037037037033,10.0,14.285714285714285,0.0,0.0
aldehyde,4.761904761904762,9.523809523809524,0.0,4.3478260869565215,4.761904761904762,3.7037037037037033,0.0,0.0,0.0,0.0
ketone,42.857142857142854,14.285714285714285,62.5,8.695652173913043,4.761904761904762,37.03703703703704,50.0,42.857142857142854,62.5,60.0
ester,28.57142857142857,9.523809523809524,25.0,0.0,14.285714285714285,18.51851851851852,20.0,28.57142857142857,12.5,20.0
ether,52.38095238095239,23.809523809523807,37.5,4.3478260869565215,28.57142857142857,37.03703703703704,50.0,57.14285714285714,25.0,40.0
amine,0.0,14.285714285714285,0.0,4.3478260869565215,4.761904761904762,7.4074074074074066,0.0,0.0,0.0,0.0
amide,4.761904761904762,4.761904761904762,0.0,4.3478260869565215,4.761904761904762,0.0,0.0,0.0,0.0,0.0
aromatic_ring,61.904761904761905,33.33333333333333,50.0,8.695652173913043,23.809523809523807,70.37037037037037,60.0,57.14285714285714,62.5,60.0
phenol,4.761904761904762,14.285714285714285,0.0,8.695652173913043,4.761904761904762,3.7037037037037033,10.0,0.0,0.0,0.0
nitrile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alkene,57.14285714285714,33.33333333333333,25.0,13.043478260869565,38.095238095238095,33.33333333333333,50.0,42.857142857142854,25.0,20.0
