smiles_id,cluster,class_group,inchikey,row,in_universe
SML0358,5,,OGLDWXZKYODSOB-UHFFFAOYSA-N,723715,True
SML0360,4,shared,VGHBEMPMIVEGJP-UHFFFAOYSA-N,725167,True
SML0362,1,Class II only,NEHNMFOYXAPHSD-JTQLQIEISA-N,723433,True
SML0363,0,,FCIVYWQHILCTLI-UHFFFAOYSA-N,721465,True
SML0364,1,Class I only,OCZSUTGSYBERRF-UHFFFAOYSA-N,723686,True
SML0365,5,,RFMHFOPFUZZBAD-UHFFFAOYSA-N,724429,True
SML0366,0,,XVFIAOJQUHTZSV-UHFFFAOYSA-N,725840,True
SML0367,3,,WUOACPNHFRMFPN-SECBINFHSA-N,725584,True
SML0373,3,,POIARNZEYGURDG-UHFFFAOYSA-N,724027,True
SML0374,3,,CHWNEIVBYREQRF-UHFFFAOYSA-N,720996,True
SML0375,5,,QRNZMFDCKKEPSX-UHFFFAOYSA-N,724318,True
SML0376,3,,ZHHYXNZJDGDGPJ-IGTJQSIKSA-N,726232,True
SML0380,4,Class I only,NGSWKAQJJWESNS-ZZXKWVIFSA-N,723466,True
SML0381,0,Class I only,WLJVXDMOQOGPHL-UHFFFAOYSA-N,725464,True
SML0382,1,shared,GHBSPIPJMLAMEP-UHFFFAOYSA-N,721744,True
SML0383,4,shared,GTDQGKWDWVUKTI-UHFFFAOYSA-N,721859,True
SML0384,1,,OSOIQJGOYGSIMF-UHFFFAOYSA-N,723820,True
SML0385,1,Class II only,ABRIMXGLNHCLIP-UHFFFAOYSA-N,720460,True
SML0386,1,Class II only,NKMKFQCVDZVEJR-UHFFFAOYSA-N,723504,True
SML0387,1,Class II only,ZGEHHVDYDNXYMW-OWOJBTEDSA-N,726222,True
SML0388,1,,ZFGBKXBPHOUSJX-VQHVLOKHSA-N,726209,True
SML0389,1,,VPQWBNWSLZYYFH-UHFFFAOYSA-N,725262,True
SML0390,0,,NVIPUOMWGQAOIT-RQOWECAXSA-N,723620,True
SML0391,1,Class II only,RWCCWEUUXYIKHB-UHFFFAOYSA-N,724600,True
SML0392,0,shared,CAERSDJFKGMKLY-UHFFFAOYSA-N,720925,True
SML0393,4,shared,BLEMRRXGTKTJGT-UHFFFAOYSA-N,720798,True
SML0394,4,Class II only,DGEZNRSVGBDHLK-UHFFFAOYSA-N,721235,True
SML0395,4,Class II only,GUMOJENFFHZAFP-UHFFFAOYSA-N,721871,True
SML0396,1,Class II only,RAPXVKLHABTPOM-UHFFFAOYSA-N,724390,True
SML0397,4,Class II only,ULDHMXUKGWMISQ-UHFFFAOYSA-N,725007,True
SML0398,1,shared,KJIOQYGWTQBHNH-UHFFFAOYSA-N,722733,True
SML0399,1,shared,HFJRKMMYBMWEAD-UHFFFAOYSA-N,721984,True
SML0400,2,Class I only,LWBHHRRTOZQPDM-UHFFFAOYSA-N,723101,True
SML0401,2,Class I only,PGVRSPIEZYGOAD-UHFFFAOYSA-N,723968,True
SML0402,2,Class I only,IUDGNRWYNOEIKF-UHFFFAOYSA-N,722340,True
SML0403,0,Class I only,YYKBWYBUCFHYPR-UHFFFAOYSA-N,726128,True
SML0404,0,shared,ZDPHROOEEOARMN-UHFFFAOYSA-N,726191,True
SML0405,2,Class I only,NVRVNSHHLPQGCU-UHFFFAOYSA-N,723623,True
SML0406,2,Class I only,BKJFDZSBZWHRNH-UHFFFAOYSA-N,720791,True
SML0407,1,shared,MWKFXSUHUHTGQN-UHFFFAOYSA-N,723344,True
SML0411,2,Class I only,CXMXRPHRNRROMY-UHFFFAOYSA-N,721151,True
SML0412,2,Class I only,TVIDDXQYHWJXFK-UHFFFAOYSA-N,724852,True
SML0413,1,shared,LODLFUCEWWWXPR-UHFFFAOYSA-N,723019,True
SML0414,3,Class I only,WVYKHQRCBWWGFK-UHFFFAOYSA-N,725603,True
SML0415,1,Class II only,YIWUKEYIRIRTPP-UHFFFAOYSA-N,725970,True
SML0416,1,shared,SJWFXCIHNDVPSH-UHFFFAOYSA-N,724717,True
SML0417,1,shared,NMRPBPVERJPACX-UHFFFAOYSA-N,723524,True
SML0418,1,Class II only,WOFPPJOZXUTRAU-UHFFFAOYSA-N,725497,True
SML0419,0,shared,NGDNVOAEIVQRFH-UHFFFAOYSA-N,723461,True
SML0420,3,Class II only,NOOLISFMXDJSKH-UHFFFAOYSA-N,723543,True
SML0421,3,Class II only,MGSRCZKZVOBKFT-UHFFFAOYSA-N,723194,True
SML0422,4,Class I only,WBYWAXJHAXSJNI-VOTSOKGWSA-N,725369,True
SML0423,1,Class II only,ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,726310,True
SML0424,1,shared,RHLVCLIPMVJYKS-UHFFFAOYSA-N,724453,True
SML0425,1,shared,IYTXKIXETAELAV-UHFFFAOYSA-N,722377,True
SML0426,1,shared,ZAJNGDIORYACQU-UHFFFAOYSA-N,726154,True
SML0427,1,shared,LSKONYYRONEBKA-UHFFFAOYSA-N,723066,True
SML0428,0,shared,UHEPJGULSIKKTP-UHFFFAOYSA-N,724962,True
SML0429,4,Class II only,TZJLGGWGVLADDN-UHFFFAOYSA-N,724896,True
SML0430,3,,DSSYKIVIOFKYAU-UHFFFAOYSA-N,721357,True
SML0431,1,shared,TVQGDYNRXLTQAP-UHFFFAOYSA-N,724855,True
SML0432,1,shared,BYEVBITUADOIGY-UHFFFAOYSA-N,720912,True
SML0433,3,Class I only,NUKZAGXMHTUAFE-UHFFFAOYSA-N,723611,True
SML0434,1,shared,XNCNNDVCAUWAIT-UHFFFAOYSA-N,725772,True
SML0435,1,shared,IJXHLVMUNBOGRR-UHFFFAOYSA-N,722250,True
SML0436,1,shared,GRLJIIJNZJVMGP-UHFFFAOYSA-N,721844,True
SML0437,4,shared,FZWLAAWBMGSTSO-UHFFFAOYSA-N,721677,True
SML0438,0,shared,IOJUPLGTWVMSFF-UHFFFAOYSA-N,722288,True
SML0439,0,Class II only,SIKJAQJRHWYJAI-UHFFFAOYSA-N,724697,True
SML0440,4,Class II only,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,726277,True
SML0441,0,shared,HUMNYLRZRPPJDN-UHFFFAOYSA-N,722116,True
SML0442,1,shared,NEHNMFOYXAPHSD-UHFFFAOYSA-N,723435,True
SML0443,1,shared,KVWWIYGFBYDJQC-UHFFFAOYSA-N,722840,True
SML0444,1,Class II only,LVBXEMGDVWVTGY-VOTSOKGWSA-N,723091,True
SML0445,1,shared,DVVATNQISMINCX-YTXTXJHMSA-N,721399,True
SML0446,1,Class II only,LCLLDHVSJPTTSF-UHFFFAOYSA-N,722904,True
SML0447,3,Class I only,LHXDLQBQYFFVNW-XCBNKYQSSA-N,722964,True
SML0448,4,Class II only,CZCBTSFUTPZVKJ-ZJUUUORDSA-N,721167,True
SML0449,0,,DSSYKIVIOFKYAU-OIBJUYFYSA-N,721355,True
SML0450,3,Class I only,WAPNOHKVXSQRPX-SSDOTTSWSA-N,725356,True
SML0453,1,,QQZOPKMRPOGIEB-UHFFFAOYSA-N,724308,True
SML0454,5,,BTANRVKWQNVYAZ-UHFFFAOYSA-N,720860,True
SML0455,3,,CETWDUZRCINIHU-SSDOTTSWSA-N,720970,True
SML0456,3,,ACBMYYVZWKYLIP-UHFFFAOYSA-N,720465,True
SML0457,1,,SJWFXCIHNDVPSH-QMMMGPOBSA-N,724716,True
SML0459,3,,CETWDUZRCINIHU-ZETCQYMHSA-N,720972,True
SML0460,3,,WAPNOHKVXSQRPX-ZETCQYMHSA-N,725358,True
SML0461,5,,RJUFJBKOKNCXHH-UHFFFAOYSA-N,724470,True
SML0462,5,,JAELLLITIZHOGQ-UHFFFAOYSA-N,722390,True
SML0463,3,Class I only,HUAZGNHGCJGYNP-UHFFFAOYSA-N,722112,True
SML0464,5,,KDSNLYIMUZNERS-UHFFFAOYSA-N,722674,True
SML0465,4,shared,DLRJIFUOBPOJNS-UHFFFAOYSA-N,721296,True
SML0466,3,,CXBDYQVECUFKRK-UHFFFAOYSA-N,721145,True
SML0467,1,Class II only,NZGWDASTMWDZIW-MRVPVSSYSA-N,723646,True
SML0468,5,,BMFVGAAISNGQNM-UHFFFAOYSA-N,720810,True
SML0469,3,,JBFHTYHTHYHCDJ-UHFFFAOYSA-N,722403,True
SML0470,1,,KWKAKUADMBZCLK-UHFFFAOYSA-N,722845,True
SML0471,1,Class I only,SJWKGDGUQTWDRV-UHFFFAOYSA-N,724718,True
SML0472,1,,HMKKIXGYKWDQSV-SDNWHVSQSA-N,722039,True
SML0473,3,,WRFZKAGPPQGDDQ-UHFFFAOYSA-N,725540,True
SML0474,0,shared,QUKGYYKBILRGFE-UHFFFAOYSA-N,724339,True
SML0475,3,,ZCTQGTTXIYCGGC-UHFFFAOYSA-N,726185,True
SML0476,1,Class I only,YPQSPODHFDGVAC-UHFFFAOYSA-N,726036,True
SML0477,0,,DSSYKIVIOFKYAU-XCBNKYQSSA-N,721358,True
SML0478,0,shared,HQKQRXZEXPXXIG-DTWJZALFSA-N,722084,True
SML0479,1,Class II only,QMVPMAAFGQKVCJ-UHFFFAOYSA-N,724258,True
SML0480,5,,RFDUMBPGZUIKOG-UHFFFAOYSA-N,724426,True
SML0481,1,,GUUHFMWKWLOQMM-NTCAYCPXSA-N,721874,True
SML0482,2,,KGEKLUUHTZCSIP-FOGDFJRCSA-N,722702,True
SML0483,4,shared,UPPSFGGDKACIKP-UHFFFAOYSA-N,725038,True
SML0484,5,,FDJBDZVTTXWIQM-UHFFFAOYSA-N,721473,True
SML0485,5,,OJEQSSJFSNLMLB-UHFFFAOYSA-N,723745,True
SML0486,4,shared,VKJIAEQRKBQLLA-UHFFFAOYSA-N,725208,True
SML0487,0,shared,XXIKYCPRDXIMQM-UHFFFAOYSA-N,725861,True
SML0488,5,,ZMANZCXQSJIPKH-UHFFFAOYSA-N,726275,True
SML0490,2,Class I only,HGEVGSTXQGZPCL-UHFFFAOYSA-N,721996,True
SML0491,4,,WKOLLVMJNQIZCI-UHFFFAOYSA-N,725447,True
SML0492,2,,IXQGCWUGDFDQMF-UHFFFAOYSA-N,722372,True
SML0493,3,,BHUIUXNAPJIDOG-UHFFFAOYSA-N,720767,True
SML0494,3,,VXIXUWQIVKSKSA-UHFFFAOYSA-N,725329,True
SML0495,1,Class II only,AZOCECCLWFDTAP-UHFFFAOYSA-N,720670,True
SML0496,4,shared,ACZGCWSMSTYWDQ-UHFFFAOYSA-N,720475,True
SML0497,3,Class I only,MWVFCEVNXHTDNF-UHFFFAOYSA-N,723349,True
SML0498,1,shared,NGAZZOYFWWSOGK-UHFFFAOYSA-N,723460,True
SML0499,3,Class I only,KVFQMAZOBTXCAZ-UHFFFAOYSA-N,722830,True
SML0500,0,Class II only,MSTDXOZUKAQDRL-UHFFFAOYSA-N,723315,True
SML0501,3,Class II only,HJWLCRVIBGQPNF-UHFFFAOYSA-N,722019,True
SML0502,2,,NORZZKKLCYMBBF-UHFFFAOYSA-N,723547,True
SML0503,5,,NMJJFJNHVMGPGM-UHFFFAOYSA-N,723523,True
SML0504,0,shared,ZVEZMVFBMOOHAT-UHFFFAOYSA-N,726366,True
SML0505,4,shared,IPBVNPXQWQGGJP-UHFFFAOYSA-N,722298,True
SML0506,3,Class I only,MMFCJPPRCYDLLZ-UHFFFAOYSA-N,723257,True
SML0507,2,,KGEKLUUHTZCSIP-UHFFFAOYSA-N,722705,True
SML0508,3,shared,JRFITZGBELIFQM-UHFFFAOYSA-N,722554,True
SML0509,2,Class I only,IGIDLTISMCAULB-UHFFFAOYSA-N,722218,True
SML0512,2,Class I only,WPYMKLBDIGXBTP-UHFFFAOYSA-N,725522,True
SML0513,0,shared,XIYPXOFSURQTTJ-NSCUHMNNSA-N,725725,True
SML0514,3,,KCDXJAYRVLXPFO-UHFFFAOYSA-N,722662,True
SML0515,4,shared,OTMFQLIUPDESAI-UHFFFAOYSA-N,723833,True
SML0517,1,Class II only,YBBNUDDZOWRHOD-WAYWQWQTSA-N,725891,True
SML0518,1,,QPULDJYQYDGZEI-WAYWQWQTSA-N,724293,True
SML0520,1,shared,KRCZYMFUWVJCLI-OPRDCNLKSA-N,722799,True
SML0521,5,,CCEFMUBVSUDRLG-IDKOKCKLSA-N,720944,True
SML0522,3,,RUMOYJJNUMEFDD-SNVBAGLBSA-N,724583,True
SML0524,4,shared,KRCZYMFUWVJCLI-GUBZILKMSA-N,722797,True
SML0525,5,,CCEFMUBVSUDRLG-UHFFFAOYSA-N,720947,True
SML0526,3,Class II only,RUMOYJJNUMEFDD-JTQLQIEISA-N,724582,True
SML0527,5,,LJSQFQKUNVCTIA-UHFFFAOYSA-N,722985,True
SML0528,1,,ALVZNPYWJMLXKV-UHFFFAOYSA-N,720563,True
SML0531,3,,QCHZKUPVENJLAW-FYWRMAATSA-N,724159,True
SML0532,3,shared,HEVMDQBCAHEHDY-UHFFFAOYSA-N,721979,True
SML0533,3,Class II only,RWOZGGOKRKSHKN-UHFFFAOYSA-N,724607,True
SML0534,3,,BGTBFNDXYDYBEY-UHFFFAOYSA-N,720749,True
SML0535,3,,OHDFENKFSKIFBJ-UHFFFAOYSA-N,723720,True
SML0536,1,Class II only,SWUIQEBPZIHZQS-UHFFFAOYSA-N,724811,True
SML0537,0,shared,HQKQRXZEXPXXIG-UHFFFAOYSA-N,722086,True
SML0538,1,Class II only,RTNPCOBSXBGDMO-ARJAWSKDSA-N,724571,True
SML0540,1,Class II only,VOATZOQREKBJMT-UHFFFAOYSA-N,725242,True
SML0541,4,shared,GVOWHGSUZUUUDR-UHFFFAOYSA-N,721885,True
SML0542,1,,JSNRRGGBADWTMC-UHFFFAOYSA-N,722579,True
SML0543,3,,HZPKNSYIDSNZKW-UHFFFAOYSA-N,722158,True
SML0545,4,Class II only,YIKYNHJUKRTCJL-UHFFFAOYSA-N,725966,True
SML0546,3,Class I only,FVUGZKDGWGKCFE-UHFFFAOYSA-N,721648,True
SML0547,3,,NUPSHWCALHZGOV-UHFFFAOYSA-N,723612,True
SML0548,1,Class II only,OGJYXQFXLSCKTP-LCYFTJDESA-N,723711,True
SML0549,3,Class I only,AVBRYQRTMPHARE-UHFFFAOYSA-N,720629,True
SML0550,3,,TWSRVQVEYJNFKQ-UHFFFAOYSA-N,724862,True
SML0551,1,Class II only,PFWYHTORQZAGCA-UHFFFAOYSA-N,723957,True
SML0553,1,Class II only,SSNZFFBDIMUILS-ZHACJKMWSA-N,724778,True
SML0554,3,,ACWQBUSCFPJUPN-HWKANZROSA-N,720473,True
SML0555,2,Class I only,GRHQDJDRGZFIPO-UHFFFAOYSA-N,721842,True
SML0556,2,Class I only,WNXNUPJZWYOKMW-UHFFFAOYSA-N,725491,True
SML0557,0,shared,VLFBSPUPYFTTNF-UHFFFAOYSA-N,725215,True
SML0558,3,shared,MNRZECIRFMLTEY-UHFFFAOYSA-N,723274,True
SML0559,0,shared,YGCZTXZTJXYWCO-UHFFFAOYSA-N,725938,True
SML0560,0,shared,NHFRGTVSKOPUBK-UHFFFAOYSA-N,723472,True
SML0561,0,Class II only,SQGBBDFDRHDJCJ-UHFFFAOYSA-N,724760,True
SML0562,3,,RWGFKTVRMDUZSP-UHFFFAOYSA-N,724601,True
SML0563,0,shared,FINOPSACFXSAKB-UHFFFAOYSA-N,721528,True
SML0564,1,Class II only,NFLGAXVYCFJBMK-DTWKUNHWSA-N,723452,True
SML0565,4,shared,BAVONGHXFVOKBV-YHMJZVADSA-N,720689,True
SML0566,5,,GSOHKPVFCOWKPU-UHFFFAOYSA-N,721856,True
SML0567,1,shared,IGMOYJSFRIASIE-UHFFFAOYSA-N,722220,True
SML0568,1,shared,GJYXGIIWJFZCLN-UHFFFAOYSA-N,721780,True
SML0569,1,shared,KFBXUKHERGLHLG-UHFFFAOYSA-N,722690,True
SML0570,0,shared,ZFNVDHOSLNRHNN-UHFFFAOYSA-N,726217,True
SML0571,0,shared,JFTSYAALCNQOKO-UHFFFAOYSA-N,722442,True
SML0572,3,Class I only,DYUQAZSOFZSPHD-UHFFFAOYSA-N,721429,True
SML0573,4,shared,XPDORSROGAZEGY-UHFFFAOYSA-N,725791,True
SML0574,1,shared,NFAVNWJJYQAGNB-UHFFFAOYSA-N,723447,True
SML0575,4,shared,VLUMOWNVWOXZAU-UHFFFAOYSA-N,725224,True
SML0576,0,shared,XHJJEWBMBSQVCJ-UHFFFAOYSA-N,725713,True
SML0577,0,shared,DFJMIMVMOIFPQG-UHFFFAOYSA-N,721224,True
SML0578,0,shared,HEPHYCJJLAUKSB-UHFFFAOYSA-N,721975,True
SML0579,0,shared,SGVBCLGVIOFAFT-UHFFFAOYSA-N,724684,True
SML0580,4,shared,VSBHYRPUJHEOBE-UHFFFAOYSA-N,725275,True
SML0581,5,,XWEOGMYZFCHQNT-UHFFFAOYSA-N,725850,True
SML0582,1,shared,VSRVCSJJKWDZSH-UHFFFAOYSA-N,725287,True
SML0583,1,shared,XCWPXUNHSPOFGV-UHFFFAOYSA-N,725667,True
SML0584,4,shared,UWKAYLJWKGQEPM-UHFFFAOYSA-N,725088,True
SML0585,3,,UOGMZEGKCNHMBF-UHFFFAOYSA-N,725035,True
SML0586,0,shared,NKZPGPZCKPODMT-UHFFFAOYSA-N,723515,True
SML0587,3,Class II only,RECUKUPTGUEGMW-UHFFFAOYSA-N,724418,True
SML0588,1,shared,WSTQLNQRVZNEDV-CSKARUKUSA-N,725557,True
SML0589,3,,GFVWSUIPAJYAEG-UHFFFAOYSA-N,721732,True
SML0590,1,shared,HGDVHRITTGWMJK-UHFFFAOYSA-N,721995,True
SML0591,0,shared,VPKMGDRERYMTJX-CMDGGOBGSA-N,725260,True
SML0592,0,shared,CRIGTVCBMUKRSL-FNORWQNLSA-N,721082,True
SML0593,3,shared,ZALVGSSYVAPZDA-UHFFFAOYSA-N,726156,True
SML0594,5,,GPMLJOOQCIHFET-UHFFFAOYSA-N,721826,True
SML0595,4,Class II only,CHLICZRVGGXEOD-UHFFFAOYSA-N,720992,True
SML0596,4,shared,XMLSXPIVAXONDL-PLNGDYQASA-N,725765,True
SML0597,4,shared,BVWTXUYLKBHMOX-UHFFFAOYSA-N,720895,True
SML0598,0,shared,NNWHUJCUHAELCL-SNAWJCMRSA-N,723532,True
SML0599,0,,ZGEHHVDYDNXYMW-UPHRSURJSA-N,726223,True
SML0600,1,shared,KHQDWCKZXLWDNM-KPKJPENVSA-N,722716,True
SML0601,0,,NKMKFQCVDZVEJR-CSKARUKUSA-N,723503,True
SML0602,2,Class I only,DEFJQIDDEAULHB-QWWZWVQMSA-N,721217,True
SML0603,0,shared,JYWNYMJKURVPFH-UHFFFAOYSA-N,722625,True
SML0604,2,Class I only,VMJQLPNCUPGMNQ-UHFFFAOYSA-N,725231,True
SML0605,2,Class I only,HHDDCCUIIUWNGJ-UHFFFAOYSA-N,722000,True
SML0606,4,shared,KMYWVDDIPVNLME-KQYNXXCUSA-N,722767,True
SML0607,1,shared,BZLYOWSSNHNYKW-UHFFFAOYSA-N,720922,True
SML0608,2,Class I only,RBNPOMFGQQGHHO-REOHCLBHSA-N,724399,True
SML0609,2,Class I only,XGUHPTGEXRHMQQ-BGJMDTOESA-N,725707,True
SML0610,2,Class I only,RAJWOBJTTGJROA-WZNAKSSCSA-N,724384,True
SML0611,2,Class I only,RFMMMVDNIPUKGG-YFKPBYRVSA-N,724430,True
SML0612,2,Class I only,PZDOWFGHCNHPQD-OQPGPFOOSA-N,724133,True
SML0613,0,shared,QXZGBUJJYSLZLT-FDISYFBBSA-N,724366,True
SML0614,4,shared,MCSCIFLXNFLCDV-UHFFFAOYSA-N,723163,True
SML0615,3,Class I only,XVFMGWDSJLBXDZ-UHFFFAOYSA-O,725841,True
SML0616,2,Class I only,DHMQDGOQFOQNFH-UHFFFAOYSA-N,721254,True
SML0617,2,Class I only,KPGXRSRHYNQIFN-UHFFFAOYSA-N,722783,True
SML0618,3,Class I only,XSQUKJJJFZCRTK-UHFFFAOYSA-N,725824,True
SML0619,4,shared,ZQISRDCJNBUVMM-YFKPBYRVSA-N,726314,True
SML0620,0,shared,CLGFIVUFZRGQRP-UHFFFAOYSA-N,721022,True
SML0621,2,Class I only,HNJBEVLQSNELDL-UHFFFAOYSA-N,722049,True
SML0622,2,Class I only,MUMGGOZAMZWBJJ-KZYORJDKSA-N,723332,True
SML0623,2,Class I only,PROQIPRRNZUXQM-ZXXIGWHRSA-N,724062,True
SML0624,0,shared,LBTVHXHERHESKG-UHFFFAOYSA-N,722895,True
SML0625,0,Class I only,JFLIEFSWGNOPJJ-JTQLQIEISA-N,722440,True
SML0626,2,,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,723331,True
SML0627,1,shared,OTGQIQQTPXJQRG-UHFFFAOYSA-N,723828,True
SML0628,2,Class I only,AEMFNILZOJDQLW-QAGGRKNESA-N,720486,True
SML0629,1,shared,HXYVTAGFYLMHSO-UHFFFAOYSA-N,722146,True
SML0631,4,Class I only,FKCRAVPPBFWEJD-XVFCMESISA-N,721540,True
SML0632,3,,RZVAJINKPMORJF-UHFFFAOYSA-N,724630,True
SML0633,5,,YZXBAPSDXZZRGB-DOFZRALJSA-N,726148,True
SML0634,3,Class I only,CCPPLLJZDQAOHD-FLIBITNWSA-N,720953,True
SML0635,0,shared,SHGAZHPCJJPHSC-XFYACQKRSA-N,724687,True
SML0636,2,Class I only,UKDKTHYZLXZOSS-UHFFFAOYSA-N,724996,True
SML0637,2,,NPAGDVCDWIYMMC-IZPLOLCNSA-N,723552,True
SML0638,3,shared,MQTAVJHICJWXBR-UHFFFAOYSA-N,723305,True
SML0639,2,Class I only,MNQZXJOMYWMBOU-UHFFFAOYSA-N,723273,True
SML0640,2,Class I only,QUOGESRFPZDMMT-YFKPBYRVSA-N,724345,True
SML0641,1,shared,FONIWJIDLJEJTL-UHFFFAOYSA-N,721587,True
SML0643,2,Class I only,PECYZEOJVXMISF-UHFFFAOYSA-N,723934,True
SML0644,2,Class I only,YDGMGEXADBMOMJ-LURJTMIESA-N,725907,True
SML0647,3,Class I only,KLZGKIDSEJWEDW-UHFFFAOYSA-N,722754,True
SML0648,3,Class I only,FCCDDURTIIUXBY-UHFFFAOYSA-N,721461,True
SML0649,4,shared,NTYJJOPFIAHURM-UHFFFAOYSA-N,723607,True
SML0651,4,shared,YNYAYWLBAHXHLL-UHFFFAOYSA-N,726024,True
SML0652,1,Class II only,UHWURQRPEIFIAK-UHFFFAOYSA-N,724967,True
SML0653,1,Class II only,SUAUILGSCPYJCS-UHFFFAOYSA-N,724785,True
SML0654,1,shared,RWSDULKUTPNPMB-UHFFFAOYSA-N,724609,True
SML0655,1,shared,WRFXXJKURVTLSY-UHFFFAOYSA-N,725539,True
SML0656,1,Class II only,ZYIJXTQXQNXPSH-FMIVXFBMSA-N,726393,True
SML0657,0,shared,VDBHOHJWUDKDRW-UHFFFAOYSA-N,725153,True
SML0658,0,shared,IMRYETFJNLKUHK-UHFFFAOYSA-N,722276,True
SML0659,1,Class II only,OHHWFLWQMHUVFQ-YNZJMPHRSA-N,723724,True
SML0660,0,shared,ZGXVZQZFVYSUDU-ULYHCOEVSA-N,726228,True
SML0661,1,Class II only,LOKPJYNMYCVCRM-UHFFFAOYSA-N,723020,True
SML0662,1,Class II only,JIYIHILAGIZIMD-UHFFFAOYSA-N,722471,True
SML0663,0,shared,MKEIDVFLAWJKMY-UHFFFAOYSA-N,723229,True
SML0664,1,Class II only,ABRIMXGLNHCLIP-VURMDHGXSA-N,720461,True
SML0665,1,,ZKVZSBSZTMPBQR-UPHRSURJSA-N,726268,True
SML0666,0,shared,GJJSUPSPZIZYPM-UHFFFAOYSA-N,721771,True
SML0667,1,Class II only,MRMOPGVGWFNHIN-UHFFFAOYSA-N,723309,True
SML0668,1,Class II only,NUSRNVWNTPMBJA-VURMDHGXSA-N,723614,True
SML0669,1,,QILMAYXCYBTEDM-IWQZZHSRSA-N,724217,True
SML0670,1,Class II only,MZLRFHKWWCSGHB-UHFFFAOYSA-N,723369,True
SML0671,1,shared,XSNQECSCDATQEL-UHFFFAOYSA-N,725822,True
SML0672,1,shared,IPWBXORAIBJDDQ-UHFFFAOYSA-N,722304,True
SML0673,1,Class II only,DUNCVNHORHNONW-UHFFFAOYSA-N,721386,True
SML0674,1,Class II only,KZZASWGRLOTITL-UHFFFAOYSA-N,722880,True
SML0675,1,Class II only,FUNYLZYOEJSMTO-UHFFFAOYSA-N,721637,True
SML0676,0,shared,DRTBYQJIHFSKDT-UHFFFAOYSA-N,721351,True
SML0677,0,shared,AKGGYBADQZYZPD-UHFFFAOYSA-N,720541,True
SML0678,1,shared,DLHQZZUEERVIGQ-UHFFFAOYSA-N,721291,True
SML0679,1,Class II only,PRNCMAKCNVRZFX-UHFFFAOYSA-N,724059,True
SML0680,1,Class II only,WPPOGHDFAVQKLN-UHFFFAOYSA-N,725514,True
SML0681,1,shared,DPVYDTACPLLHCF-UHFFFAOYSA-N,721336,True
SML0682,0,shared,QQLIGMASAVJVON-UHFFFAOYSA-N,724299,True
SML0683,0,shared,OXYRENDGHPGWKV-UHFFFAOYSA-N,723872,True
SML0684,1,Class II only,RPLWLQJSZFPHGM-NSCUHMNNSA-N,724530,True
SML0685,1,,DSOXXQLCMAEPEZ-ODYTWBPASA-N,721353,True
SML0686,1,Class II only,LLYJRIQMURUPPF-XQRVVYSFSA-N,722998,True
SML0687,1,shared,YZRXRLLRSPQHDK-UHFFFAOYSA-N,726145,True
SML0688,1,shared,SAPMLSXAXRULJB-UHFFFAOYSA-N,724638,True
SML0689,1,Class II only,VDHRTASWKDTLER-ARJAWSKDSA-N,725154,True
SML0690,1,Class II only,XJHRZBIBSSVCEL-ARJAWSKDSA-N,725728,True
SML0691,1,shared,KRLBLPBPZSSIGH-CSKARUKUSA-N,722808,True
SML0692,4,Class II only,FMPXLXBVYDFXIC-UHFFFAOYSA-N,721570,True
SML0693,1,Class II only,MTDAKBBUYMYKAR-UHFFFAOYSA-N,723319,True
SML0694,1,Class II only,XPCSGXMQGQGBKU-UHFFFAOYSA-N,725789,True
SML0695,1,shared,UIKJRDSCEYGECG-UHFFFAOYSA-N,724975,True
SML0696,1,shared,JIMGVOCOYZFDKB-UHFFFAOYSA-N,722467,True
SML0697,1,shared,WXPWPYISTQCNDP-UHFFFAOYSA-N,725620,True
SML0698,0,shared,GVONPEQEUQYVNH-SNAWJCMRSA-N,721884,True
SML0699,1,shared,QGFSQVPRCWJZQK-UHFFFAOYSA-N,724199,True
SML0700,4,shared,FHUODBDRWMIBQP-UHFFFAOYSA-N,721519,True
SML0701,0,shared,PRNJXUQTUSFYLV-NTCAYCPXSA-N,724061,True
SML0702,1,shared,YXVSKJDFNJFXAJ-UHFFFAOYSA-N,726118,True
SML0703,1,,TWXUTZNBHUWMKJ-UHFFFAOYSA-N,724866,True
SML0704,1,Class II only,JTHVYOIHZNYRCC-UHFFFAOYSA-N,722586,True
SML0705,1,Class II only,VZBFPIMCUSPDLS-UHFFFAOYSA-N,725343,True
SML0706,1,shared,VONGZNXBKCOUHB-UHFFFAOYSA-N,725248,True
SML0707,1,shared,MQBIZQLCHSZBOI-UHFFFAOYSA-N,723298,True
SML0708,1,Class II only,VNWOJVJCRAHBJJ-UHFFFAOYSA-N,725241,True
SML0709,1,shared,LOQFOBUZYRBURV-UHFFFAOYSA-N,723022,True
SML0710,0,shared,VHOMAPWVLKRQAZ-UHFFFAOYSA-N,725178,True
SML0711,0,shared,AXORVIZLPOGIRG-UHFFFAOYSA-N,720649,True
SML0712,1,shared,SKQYTJLYRIFFCO-UHFFFAOYSA-N,724724,True
SML0713,1,shared,XPTXKXKPWKNYKB-UHFFFAOYSA-N,725800,True
SML0714,1,Class II only,HETFMJQWNWIBPN-UHFFFAOYSA-N,721978,True
