SML,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotBonds,AromaticRings,RingCount,FracCsp3,HeavyAtoms,nO,nN,nS,fg_alcohol,fg_phenol,fg_carboxylic_acid,fg_ester,fg_ether,fg_aldehyde,fg_ketone,fg_amine,fg_aromatic,fg_benzene,fg_lactone,fg_sulfide,fg_nitrile,fg_halogen,fg_terpene_isopropyl
SML0142,CCCCCCCCC(=O)O,158.241,2.821600000000001,37.3,1,1,7,0,0,0.8888888888888888,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0143,CCCCCC(C=C)O,128.21499999999997,2.1136000000000004,20.23,1,1,5,0,0,0.75,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0144,CSCCCO,106.19,0.7318,20.23,1,2,3,0,0,1.0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SML0145,C(=CCl)Cl,96.944,1.9352,0.0,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SML0146,CC(CCCC(C)(C)O)CC=O,172.268,2.1527000000000003,37.3,1,2,6,0,0,0.9,12,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0147,CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,258.405,4.792620000000005,17.07,0,1,1,1,2,0.6111111111111112,19,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
SML0148,CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C,244.378,4.410500000000004,17.07,0,1,1,1,2,0.5882352941176471,18,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
SML0149,CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C,206.32899999999992,3.738100000000003,17.07,0,1,0,0,2,0.7857142857142857,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0150,CC(=CCCC(=CC=O)C)C,152.237,2.878000000000001,17.07,0,1,4,0,0,0.5,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0151,C[C@H](CCC=C(C)C)CCO,156.26899999999998,2.751300000000001,20.23,1,1,5,0,0,0.8,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0152,CC(=CCC/C(=C/C#N)/C)C,149.237,3.2026800000000017,23.79,0,1,3,0,0,0.5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SML0153,CC1=NC=CN=C1C(=O)C,136.154,0.9876199999999999,42.85,0,3,1,1,1,0.2857142857142857,10,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
SML0154,C(CCC(=O)O)CC(=O)O,146.142,0.716,74.6,2,2,5,0,0,0.6666666666666666,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0155,C(CC(=O)O)C(=O)O,118.08799999999998,-0.06420000000000015,74.6,2,2,3,0,0,0.5,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0156,CC(=O)CCC1=CC=C(C=C1)O,164.204,1.9137999999999997,37.3,1,2,3,1,1,0.3,12,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
SML0157,CCCCS,90.19099999999999,1.7163,0.0,1,1,2,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0158,CCCCCCO,102.17699999999999,1.559,20.23,1,1,4,0,0,1.0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0159,CCCCCCCO,116.204,1.9491,20.23,1,1,5,0,0,1.0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0160,CCCCCO,88.14999999999999,1.1689,20.23,1,1,3,0,0,1.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0161,CCCCCCC(C(=O)O)Br,223.10999999999999,2.804900000000001,37.3,1,1,6,0,0,0.875,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SML0162,CCCCC(C(=O)O)Br,195.05599999999998,2.0246999999999997,37.3,1,1,4,0,0,0.8333333333333334,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SML0163,CCCCCC=O,100.16099999999999,1.7656,17.07,0,1,4,0,0,0.8333333333333334,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0164,C1=CC=C(C=C1)CC(=O)[O-],135.14199999999997,-0.02100000000000013,40.129999999999995,0,2,2,1,1,0.125,10,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
SML0165,CC(C)C12CCC(O1)(CC2)C,154.253,2.7441000000000013,9.23,0,1,1,0,2,1.0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SML0166,CCCC(C)C=O,100.16099999999999,1.6215,17.07,0,1,3,0,0,0.8333333333333334,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0167,CCCC(C(=O)O)Br,181.029,1.6346,37.3,1,1,3,0,0,0.8,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SML0168,CC1=CC[C@H](CC1=O)C(=C)C,150.22099999999998,2.4879000000000007,17.07,0,1,1,0,1,0.5,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0169,CC(=CCC/C(=C/C(OC)OC)/C)C,198.30599999999998,3.298000000000002,18.46,0,2,6,0,0,0.6666666666666666,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SML0170,COC1=CC=CC=C1,108.13999999999997,1.6952,9.23,0,1,1,1,1,0.14285714285714285,8,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0171,CC(C)CCOC(=O)C,130.18699999999998,1.5956000000000001,26.3,0,2,3,0,0,0.8571428571428571,9,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0172,C[C@@H](CCC=C(C)C)CCO,156.26899999999998,2.751300000000001,20.23,1,1,5,0,0,0.8,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0173,C1CCNC1,71.123,0.36979999999999996,12.03,1,1,0,0,1,1.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0174,C[C@H](CCC=C(C)C)CC=O,154.253,2.9579000000000013,17.07,0,1,5,0,0,0.7,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0175,CCC(C(=O)O)Br,167.00199999999998,1.2445,37.3,1,1,2,0,0,0.75,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SML0176,CCC(C)C(=O)O,102.13299999999998,1.1171,37.3,1,1,2,0,0,0.8,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0177,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,190.28599999999994,3.4342000000000024,17.07,0,1,2,0,1,0.46153846153846156,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0178,CCCCC/C=C/C=C/C=O,152.23699999999997,2.878000000000001,17.07,0,1,6,0,0,0.5,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0179,CC/C=C\CC/C=C/C=O,138.20999999999998,2.4879000000000007,17.07,0,1,5,0,0,0.4444444444444444,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0180,CC1=CCCC(C1/C=C/C(=O)C)(C)C,192.30199999999996,3.5141000000000027,17.07,0,1,2,0,1,0.6153846153846154,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0181,CC/C=C\CC/C=C\C=O,138.20999999999998,2.4879000000000007,17.07,0,1,5,0,0,0.4444444444444444,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0182,CCCCC/C=C\CCC=O,154.253,3.102000000000001,17.07,0,1,7,0,0,0.7,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0183,CC/C=C\CCCCCC=O,154.25300000000001,3.102000000000001,17.07,0,1,7,0,0,0.7,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0184,C/C=C/C(=O)C1=C(CCCC1(C)C)C,192.30199999999996,3.6582000000000026,17.07,0,1,2,0,1,0.6153846153846154,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0185,CC1([C@H]2CC=C([C@@H]1C2)C=O)C,150.22099999999998,2.1776999999999997,17.07,0,1,1,0,3,0.7,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0186,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,222.37199999999999,4.396300000000004,20.23,1,1,7,0,0,0.6,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0187,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,192.302,3.6582000000000026,17.07,0,1,2,0,1,0.6153846153846154,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0188,CC(=CCCC(=CCOC(=O)C)C)C,196.29,3.242200000000002,26.3,0,2,5,0,0,0.5833333333333334,14,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0189,CCCCC/C=C/CCC=O,154.253,3.102000000000001,17.07,0,1,7,0,0,0.7,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0190,CCCCCCC/C=C/C=C/C=O,180.291,3.6582000000000026,17.07,0,1,8,0,0,0.5833333333333334,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0191,CCCC/C=C/C=C/C=O,138.20999999999995,2.4879000000000007,17.07,0,1,5,0,0,0.4444444444444444,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0192,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,204.35699999999997,5.201500000000005,0.0,0,0,6,0,0,0.4666666666666667,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0193,CCCCCCCCCC(=O)O,172.268,3.2117000000000013,37.3,1,1,8,0,0,0.9,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0194,C(CCCC(=O)O)CCCC(=O)O,188.22299999999996,1.8863,74.6,2,2,8,0,0,0.7777777777777778,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0195,CCCCCC(=O)C=C,126.19899999999998,2.3218000000000005,17.07,0,1,5,0,0,0.625,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0196,CCCCCCC=O,114.18799999999999,2.1557000000000004,17.07,0,1,5,0,0,0.8571428571428571,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0197,CCCCOC(=O)CCC,144.21399999999997,2.1298000000000004,26.3,0,2,5,0,0,0.875,10,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0198,CCCC(=O)C,86.13399999999999,1.3755,17.07,0,1,2,0,0,0.8,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0199,CCCCC=O,86.13399999999999,1.3755,17.07,0,1,3,0,0,0.8,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0200,CCC(=O)OCC(C)(C)OC(C)C1CCCC(C1)(C)C,284.43999999999994,4.339700000000004,35.53,0,3,6,0,1,0.9411764705882353,20,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0201,C1CCCCCCCCCCCCCC1,210.40499999999994,5.851500000000006,0.0,0,0,0,0,1,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0202,C1CCCCCCCC(CCCCCC1)O,226.40399999999994,4.822300000000006,20.23,1,1,0,0,1,1.0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0203,CCCCCC(C(C)CO)S,176.32500000000002,2.493500000000002,20.23,2,2,6,0,0,1.0,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0204,C1CCCCC(=O)CCCC1,154.253,3.080000000000002,17.07,0,1,0,0,1,0.9,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0205,C1CCCCCC(=O)CCCC1,168.27999999999997,3.470100000000002,17.07,0,1,0,0,1,0.9090909090909091,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0206,CCCCCCCCCCCCCC(=O)C,226.40399999999994,5.276500000000005,17.07,0,1,12,0,0,0.9333333333333333,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0207,CCCCCCCC(=O)CCCCCCC,226.4039999999999,5.276500000000005,17.07,0,1,12,0,0,0.9333333333333333,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0208,CCC(C(C)CO)S,134.244,1.3232,20.23,2,2,3,0,0,1.0,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0209,C[C@@H]1CCCCCCCCCCCCC(=O)C1,238.41499999999994,5.276500000000005,17.07,0,1,0,0,1,0.9375,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0210,C[C@H]1CCCCCCCCCCCCC(=O)C1,238.41499999999994,5.276500000000005,17.07,0,1,0,0,1,0.9375,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0211,CCCCOC(=O)C1=CC=CC=C1N,193.24599999999998,2.2257000000000002,52.32,1,3,4,1,1,0.36363636363636365,14,2,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
SML0212,C1=CC=C(C=C1)/C=C/C=O,132.16199999999995,1.8987,17.07,0,1,2,1,1,0.0,10,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
SML0213,CCCCCOC(=O)CCC,158.24099999999996,2.5199000000000007,26.3,0,2,6,0,0,0.8888888888888888,11,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0214,C=CCOC(=O)CC1=CC=CC=C1,176.215,1.9583,26.3,0,2,4,1,1,0.18181818181818182,13,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
SML0215,CCC(=O)OCCCC1=CC=CC=C1,192.25800000000004,2.572400000000001,26.3,0,2,5,1,1,0.4166666666666667,14,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
SML0216,CC1(CC(=O)CC(=O)C1)C,140.182,1.3347,34.14,0,2,0,0,1,0.75,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0217,CC(C)CS,90.19099999999999,1.5722,0.0,1,1,1,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0218,C1CCN(CC1)C=O,113.15999999999998,0.6287,20.310000000000002,0,1,1,0,1,0.8333333333333334,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0219,C1=COC(=C1)CSSCC2=CC=CO2,226.322,3.954200000000003,26.28,0,4,5,2,2,0.2,14,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0220,C(C(=O)O)S,92.119,0.0007999999999999119,37.3,2,2,1,0,0,0.5,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0221,CCCCCCCCS,146.299,3.276700000000003,0.0,1,1,6,0,0,1.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0222,CCCCCC1=C(CCC1=O)C,166.26399999999998,3.246100000000002,17.07,0,1,4,0,1,0.7272727272727273,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0223,CCCCCCCC(=O)OCCCCCC,228.37599999999992,4.470400000000004,26.3,0,2,11,0,0,0.9285714285714286,16,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0224,C1=CC=CC=C1,78.11399999999999,1.6866,0.0,0,0,0,1,1,0.0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0225,C[C@@H]1CC[C@H](CC1=O)C(=C)C,152.23699999999997,2.567800000000001,17.07,0,1,1,0,1,0.7,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0226,CCCC(=CC(=O)O)C,128.17099999999996,1.8174000000000001,37.3,1,1,3,0,0,0.5714285714285714,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0227,C1=CC=C2C(=C1)C=CC=N2,129.16199999999995,2.2348,12.89,0,1,0,2,2,0.0,10,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0228,C1CCC(CC1)SSC2CCCCC2,230.44199999999995,5.033200000000004,0.0,0,2,3,0,2,1.0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0229,C1=CC=NC=C1,79.10199999999998,1.0816,12.89,0,1,0,1,1,0.0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0230,CC(C)[C@]12CCC(=C)[C@H]1C2,136.23799999999997,2.9987000000000013,0.0,0,0,1,0,2,0.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0231,CC1(C2CCC(C2)(C1=O)C)C,152.237,2.401700000000001,17.07,0,1,0,0,2,0.9,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0232,CCC(C)C(=O)/C=C/C,126.19899999999997,2.1776999999999997,17.07,0,1,3,0,0,0.625,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0233,CC/C=C\CC/C=C/CO,140.226,2.2813000000000003,20.23,1,1,5,0,0,0.5555555555555556,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0234,CCC(C)CCC(=O)[O-],129.179,0.5626,40.129999999999995,0,2,4,0,0,0.8571428571428571,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0235,CCC(=O)C(C)S,118.20099999999998,1.2837999999999998,17.07,1,2,2,0,0,0.8,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0236,CC1CCOC(C1)C=C(C)C,154.253,2.7677000000000014,9.23,0,1,1,0,1,0.8,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SML0237,CC(C(=O)C)O,88.106,-0.043800000000000006,37.3,1,2,1,0,0,0.75,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0238,CCC(C(=O)C)S,118.20099999999998,1.2837999999999998,17.07,1,2,2,0,0,0.8,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0239,CCCCC(C)CCC(=O)O,158.24099999999999,2.6775,37.3,1,1,6,0,0,0.8888888888888888,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0240,CCCCCCC1CCC(=O)O1,170.25199999999998,2.6624000000000008,26.3,0,2,5,0,1,0.9,12,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0241,CCCCCCCCC1CCC(=O)O1,198.30599999999995,3.4426000000000023,26.3,0,2,7,0,1,0.9166666666666666,14,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0242,CCCCCC1CCC(=O)O1,156.225,2.2723000000000004,26.3,0,2,4,0,1,0.8888888888888888,11,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0243,CCCCC1CCC(=O)O1,142.19799999999998,1.8822,26.3,0,2,3,0,1,0.875,10,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0244,CCCCCCCC1CCC(=O)O1,184.27899999999997,3.052500000000002,26.3,0,2,6,0,1,0.9090909090909091,13,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0245,CCCC[C@H]1[C@H](CC(=O)O1)C,156.22499999999997,2.1282000000000005,26.3,0,2,3,0,1,0.8888888888888888,11,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0246,CCC1C(=C(C(=O)O1)O)C,142.15399999999997,1.1538,46.53,1,3,1,0,1,0.5714285714285714,10,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0247,CCCCCCCC1CCCC(=O)O1,198.30599999999995,3.4426000000000023,26.3,0,2,6,0,1,0.9166666666666666,14,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0248,CCCC1CCCC(=O)O1,142.198,1.8822,26.3,0,2,2,0,1,0.875,10,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0249,CCCC/C=C/C=O,112.17199999999997,1.9317,17.07,0,1,4,0,0,0.5714285714285714,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0250,CCCCCCCC/C=C/C=O,168.28,3.4921000000000024,17.07,0,1,8,0,0,0.7272727272727273,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0251,CC1=CC[C@@H](C=C1)C(C)C,136.23799999999997,3.1648000000000023,0.0,0,0,1,0,1,0.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0252,CC1=CCC(CC1)C(=C)C,136.238,3.308900000000002,0.0,0,0,1,0,1,0.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0253,CCCCCC/C=C\C=O,140.22599999999997,2.711900000000001,17.07,0,1,6,0,0,0.6666666666666666,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0254,CCCCC/C=C\C=O,126.19899999999997,2.3218000000000005,17.07,0,1,5,0,0,0.625,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0255,CC/C=C\CCOC(=O)C,142.198,1.9058,26.3,0,2,4,0,0,0.625,10,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0256,CC/C=C\CC=O,98.145,1.5416,17.07,0,1,3,0,0,0.5,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0257,CC/C=C\CCC=O,112.172,1.9317,17.07,0,1,4,0,0,0.5714285714285714,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0258,CC/C=C\CC(=O)C=C,124.18299999999999,2.0978,17.07,0,1,4,0,0,0.375,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0259,CCOC(C)OCC,118.176,1.4054,18.46,0,2,4,0,0,1.0,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SML0260,C1OC2=C(O1)C=C(C=C2)C=O,150.13299999999998,1.2278,35.53,0,3,1,1,2,0.125,11,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
SML0261,CC(C)CCCCCCCCCCC=O,212.37699999999995,4.742300000000005,17.07,0,1,11,0,0,0.9285714285714286,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0262,COC1=CC=C(C=C1)CC=C,148.20499999999998,2.4237,9.23,0,1,3,1,1,0.2,11,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0263,C/C=C/C1=CC=C(C=C1)OC,148.20499999999996,2.728300000000001,9.23,0,1,2,1,1,0.2,11,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0264,CC1=CC=C(C=C1)C(=C)C,132.206,3.0281200000000013,0.0,0,0,1,1,1,0.2,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0265,CC1=CC(=C(C=C1)O)C,122.16699999999997,2.0090399999999997,20.23,1,1,0,1,1,0.25,9,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0266,COC1=C(C(=CC=C1)OC)O,154.16499999999996,1.4093999999999995,38.69,1,3,2,1,1,0.25,11,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0267,CC1=C(C(=CC=C1)C)O,122.16699999999996,2.00904,20.23,1,1,0,1,1,0.25,9,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0268,CC1=CCC(CC1)C(C)(C)S,170.32100000000003,3.4412000000000025,0.0,1,1,1,0,1,0.8,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0269,CC(=O)C1=NCCS1,129.184,0.7207,29.43,0,3,1,0,1,0.6,8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
SML0270,C1=CC=C(C=C1)C(=O)CN,135.16599999999997,0.8280000000000001,43.09,1,2,2,1,1,0.125,10,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
SML0271,CC1=CC(=C(C=C1)OC)O,138.166,1.7092199999999995,29.46,1,2,1,1,1,0.25,10,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0272,CC1=C(C=CO1)SSC,160.263,2.958120000000002,13.14,0,3,2,1,1,0.3333333333333333,9,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0273,CCC(C)C=O,86.13399999999999,1.2314,17.07,0,1,2,0,0,0.8,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0274,CC1=C(C=CO1)S,114.169,1.8767200000000002,13.14,1,2,0,1,1,0.2,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0275,CC1=CC=CC=C1O,108.13999999999999,1.70062,20.23,1,1,0,1,1,0.14285714285714285,8,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0276,CCCCCC1=CC=CC=N1,149.237,2.814300000000001,12.89,0,1,4,1,1,0.5,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0277,C1=CC=C(C=C1)CCS,138.23499999999999,2.1589000000000005,0.0,1,1,2,1,1,0.25,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0278,C1=CC=C(C=C1)CCO,122.16699999999997,1.2213999999999998,20.23,1,1,2,1,1,0.25,9,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0279,CC(=O)OCCC1=CC=CC=C1,164.204,1.7922,26.3,0,2,3,1,1,0.3,12,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
SML0280,CCC(=O)C1=NCCC1,125.171,1.2003000000000001,29.43,0,2,2,0,1,0.7142857142857143,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0281,CCC1=CC(=CC=C1)O,122.16699999999996,1.9545999999999997,20.23,1,1,1,1,1,0.25,9,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0282,CC1=C(C(=O)C=CO1)O,126.11099999999996,0.6538199999999998,50.44,1,3,0,1,1,0.16666666666666666,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0283,CC1=CNC2=CC=CC=C12,131.17799999999997,2.4763200000000003,15.79,1,0,0,2,2,0.1111111111111111,10,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0284,CC(C)(CCOC=O)S,148.227,1.2579,26.3,1,3,4,0,0,0.8333333333333334,9,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SML0285,CC(C)CCO,88.14999999999999,1.0248,20.23,1,1,2,0,0,1.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
