SML,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotBonds,AromaticRings,RingCount,FracCsp3,HeavyAtoms,nO,nN,nS,fg_alcohol,fg_phenol,fg_carboxylic_acid,fg_ester,fg_ether,fg_aldehyde,fg_ketone,fg_amine,fg_aromatic,fg_benzene,fg_lactone,fg_sulfide,fg_nitrile,fg_halogen,fg_terpene_isopropyl
SML0000,CC1=CC[C@H](CC1)C(=C)C,136.238,3.308900000000002,0.0,0,0,1,0,1,0.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0001,CC1=CC[C@@H](CC1=O)C(=C)C,150.22099999999998,2.4879000000000007,17.07,0,1,1,0,1,0.5,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0002,C[C@H]1CC[C@@H]([C@H](C1)O)C(C)C,156.26899999999998,2.4395000000000007,20.23,1,1,1,0,1,1.0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0003,CCCCO,74.12299999999999,0.7787999999999999,20.23,1,1,2,0,0,1.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0004,CCCCOCC(C)O,132.203,1.1839,29.46,1,2,5,0,0,1.0,9,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SML0005,CCCCCCCCCCCCO,186.33899999999997,3.8996000000000035,20.23,1,1,10,0,0,1.0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0006,CCCO,60.096,0.3887,20.23,1,1,1,0,0,1.0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0007,CCCCC(=O)C(=O)C,128.17099999999996,1.3347,34.14,0,2,4,0,0,0.7142857142857143,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0008,CC1=CN=C(C=N1)C,108.14399999999999,1.0934399999999997,25.78,0,2,0,1,1,0.3333333333333333,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0009,CCC(C)CO,88.14999999999999,1.0248,20.23,1,1,2,0,0,1.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0010,CCCC(=O)CC,100.16099999999999,1.7656,17.07,0,1,3,0,0,0.8333333333333334,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0011,CCC(CC)O,88.14999999999999,1.1673,20.23,1,1,2,0,0,1.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0012,CC1=CCC2CC1C2(C)C,136.238,2.9987000000000013,0.0,0,0,0,0,3,0.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0013,CCC1=NC=CN=C1C,122.17099999999998,1.34742,25.78,0,2,1,1,1,0.42857142857142855,9,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0014,CC1(C2CCC(=C)C1C2)C,136.238,2.9987000000000013,0.0,0,0,0,0,3,0.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0015,CC(=O)O,60.05200000000001,0.09089999999999993,37.3,1,1,0,0,0,0.5,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0016,CCCC(=O)O,88.10599999999998,0.8711,37.3,1,1,2,0,0,0.75,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0017,C1=CC=C2C(=C1)C=CC(=O)O2,146.14499999999995,1.7929999999999997,30.21,0,2,0,2,2,0.0,11,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0018,CCCCCCCCCCCC(=O)O,200.32199999999997,3.991900000000002,37.3,1,1,10,0,0,0.9166666666666666,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0019,CCCCCCCCCC(=O)OCC,200.32199999999997,3.6902000000000026,26.3,0,2,9,0,0,0.9166666666666666,14,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0020,CCCCCCCCCCCC(=O)OCC,228.37599999999995,4.470400000000004,26.3,0,2,11,0,0,0.9285714285714286,16,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0021,CCCCCCCCCCCCCCCC(=O)OCC,284.484,6.030800000000006,26.3,0,2,15,0,0,0.9444444444444444,20,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0022,CCCCCCCCCCCCCCCCCC(=O)OCC,312.538,6.811000000000008,26.3,0,2,17,0,0,0.95,22,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0023,CCCCCCCC(=O)OCC,172.26799999999997,2.910000000000001,26.3,0,2,7,0,0,0.9,12,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0024,CCCCCCCCCCCCCC(=O)OCC,256.4299999999999,5.250600000000005,26.3,0,2,13,0,0,0.9375,18,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0025,COC1=C(C=CC(=C1)CC=C)O,164.20399999999998,2.1293,29.46,1,2,3,1,1,0.2,12,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0026,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,222.37199999999999,4.3979000000000035,20.23,1,1,7,0,0,0.6,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0027,CC(=CCC/C(=C/CO)/C)C,154.253,2.671400000000001,20.23,1,1,4,0,0,0.6,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0028,CC1=CN=CC(=N1)C,108.14399999999999,1.0934399999999997,25.78,0,2,0,1,1,0.3333333333333333,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0029,CC(C)CC(=O)O,102.13299999999998,1.1171,37.3,1,1,2,0,0,0.8,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0030,CC(C(=O)O)O,90.07799999999999,-0.5482,57.53,2,2,1,0,0,0.6666666666666666,6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0031,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,204.31299999999996,3.361600000000002,17.07,0,1,3,1,1,0.5,15,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
SML0032,CC(=CCCC(C)(C=C)O)C,154.25300000000001,2.6698000000000013,20.23,1,1,4,0,0,0.6,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0033,CC(C)(CCCC1=CCC(CC1)C=O)O,210.31699999999998,2.853000000000002,37.3,1,2,5,0,1,0.7692307692307693,15,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0034,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,232.283,1.8551,54.120000000000005,2,2,4,2,2,0.3076923076923077,17,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0035,CCCCCCCCCCCC(=O)OC,214.34899999999996,4.080300000000003,26.3,0,2,10,0,0,0.9230769230769231,15,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0036,CCCCCCCCCCCCCCCC(=O)OC,270.45699999999994,5.640700000000005,26.3,0,2,14,0,0,0.9411764705882353,19,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0037,CCCCCCCCCCCCCCCCCC(=O)OC,298.51099999999997,6.420900000000007,26.3,0,2,16,0,0,0.9473684210526315,21,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0038,CCCCCCCC(=O)OC,158.24099999999999,2.5199000000000007,26.3,0,2,6,0,0,0.8888888888888888,11,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0039,CCCCCCCCCCCCCC(=O)OC,242.40299999999993,4.8605000000000045,26.3,0,2,12,0,0,0.9333333333333333,17,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0040,CC1=CC(=CC=C1)C,106.16799999999998,2.30344,0.0,0,0,0,1,1,0.25,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0041,CCCCCCCCC=O,142.242,2.935900000000001,17.07,0,1,7,0,0,0.8888888888888888,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0042,CC1CCCCCCCCCCCCC(=O)C1,238.41499999999994,5.276500000000005,17.07,0,1,0,0,1,0.9375,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0043,CCCCCCCCCCCCCCCCCC(=O)O,284.4839999999999,6.332500000000007,37.3,1,1,16,0,0,0.9444444444444444,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0044,CCCCCCCC=O,128.215,2.5458000000000007,17.07,0,1,6,0,0,0.875,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0045,CCCCCCCCCCCCCCCC(=O)O,256.4299999999999,5.552300000000005,37.3,1,1,14,0,0,0.9375,18,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0046,COC1=CC=C(C=C1)C=O,136.14999999999998,1.5076999999999998,26.3,0,2,2,1,1,0.125,10,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
SML0047,CC1=CC=C(C=C1)C(C)C,134.22199999999998,3.118420000000002,0.0,0,0,1,1,1,0.4,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0048,CCCCCCCCCCCCCCC(=O)O,242.40299999999993,5.162200000000004,37.3,1,1,13,0,0,0.9333333333333333,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0049,CCC(=O)O,74.079,0.481,37.3,1,1,1,0,0,0.6666666666666666,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0050,CC1C(=C(C(=O)O1)O)C,128.12699999999995,0.7636999999999998,46.53,1,3,0,0,1,0.5,9,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0051,CCCCCCCCCCCCCC(=O)O,228.37599999999995,4.772100000000004,37.3,1,1,12,0,0,0.9285714285714286,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0052,CCCCCCCCCCC=O,170.296,3.7161000000000026,17.07,0,1,9,0,0,0.9090909090909091,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0053,COC1=C(C=CC(=C1)C=O)O,152.14899999999997,1.2133,46.53,1,3,2,1,1,0.125,11,3,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
SML0054,CC1=C(C(=CC=C1)C)C,120.19499999999996,2.611860000000001,0.0,0,0,0,1,1,0.3333333333333333,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0055,CCCCCCCCO,130.23100000000002,2.3392000000000013,20.23,1,1,6,0,0,1.0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0056,CC1CCC2=NC=CN=C12,134.182,1.5263,25.78,0,2,0,1,2,0.5,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0057,CCCCCCC(=O)O,130.187,2.0414,37.3,1,1,5,0,0,0.8571428571428571,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0058,CCCCCC(=O)O,116.15999999999998,1.6513,37.3,1,1,4,0,0,0.8333333333333334,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0059,C=CC1=NC=CN=C1,106.12799999999997,1.1196,25.78,0,2,1,1,1,0.0,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0060,CCCCCCCCCC(=O)OC,186.295,3.3001000000000023,26.3,0,2,8,0,0,0.9090909090909091,13,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0061,CCCCCCCC(=O)O,144.214,2.4314999999999998,37.3,1,1,6,0,0,0.875,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0062,CC1=NC=CN=C1C,108.14399999999999,1.09344,25.78,0,2,0,1,1,0.3333333333333333,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0063,COC1=NC=CN=C1,110.11599999999999,0.48519999999999985,35.010000000000005,0,3,1,1,1,0.2,8,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SML0064,CC(=O)C1=NC=CN=C1,122.12699999999998,0.6791999999999999,42.85,0,3,1,1,1,0.16666666666666666,9,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
SML0065,CC1=NC=CN=C1,94.11699999999999,0.7850199999999999,25.78,0,2,0,1,1,0.2,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0066,CCC(C)C1=NC=CN=C1OC,166.224,1.9987,35.010000000000005,0,3,3,1,1,0.5555555555555556,12,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SML0067,CCC1=CN=C(C(=N1)C)C,136.19799999999998,1.65584,25.78,0,2,1,1,1,0.5,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0068,CCC1=NC=C(N=C1CC)C,150.225,1.90982,25.78,0,2,2,1,1,0.5555555555555556,11,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0069,COC1=C(C=C(C=C1)CC=C)OC,178.23099999999997,2.4323000000000006,18.46,0,2,4,1,1,0.2727272727272727,13,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0070,CCC1=NC=CN=C1CC,136.19799999999998,1.6014,25.78,0,2,2,1,1,0.5,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0071,CCC1=NC=CN=C1OC,138.17,1.0475999999999999,35.010000000000005,0,3,2,1,1,0.42857142857142855,10,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SML0072,CC(C)(C)C1=CC=CC=C1,134.22199999999998,2.9841000000000015,0.0,0,0,0,1,1,0.4,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0073,CC(CC=O)C1=CC=CC=C1,148.20499999999998,2.3791,17.07,0,1,3,1,1,0.3,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
SML0074,CC(=CCC/C(=C\CO)/C)C,154.253,2.671400000000001,20.23,1,1,4,0,0,0.6,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0075,C1CCCCCCCOC(=O)CCCCCC1,240.38699999999992,4.614500000000005,26.3,0,2,0,0,1,0.9333333333333333,17,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0076,C1CCCCCCOC(=O)/C=C/CCCCC1,238.37099999999995,4.390500000000004,26.3,0,2,0,0,1,0.8,17,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0077,CCCCCOC(=O)C,130.18699999999998,1.7397,26.3,0,2,4,0,0,0.8571428571428571,9,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0078,C1CCC(=O)CC1,98.145,1.5196,17.07,0,1,0,0,1,0.8333333333333334,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0079,CCCCCC(=O)C,114.18799999999999,2.1557000000000004,17.07,0,1,4,0,0,0.8571428571428571,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0080,CC(=O)C1=CC=CC=C1,120.15099999999995,1.8892,17.07,0,1,1,1,1,0.125,9,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
SML0081,CC1C(=NC(S1)C)C,129.22799999999998,1.9286,12.36,0,2,0,0,1,0.8333333333333334,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SML0082,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],297.267,3.325540000000003,129.42000000000002,0,6,3,1,1,0.5,21,6,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0083,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,156.26899999999998,2.4395000000000007,20.23,1,1,1,0,1,1.0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0084,CCC(=O)C,72.107,0.9854,17.07,0,1,1,0,0,0.75,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0085,CCCCCCC/C=C/C=O,154.253,3.102000000000002,17.07,0,1,7,0,0,0.7,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0086,CCC1(C(C2CCC1(C2)C)(C)C)O,182.307,2.9737000000000022,20.23,1,1,1,0,2,1.0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0087,CC1=CC(=C(C=C1)O)OC,138.16599999999997,1.7092199999999997,29.46,1,2,1,1,1,0.25,10,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0088,CC(C)CCC(=O)O,116.15999999999998,1.5072,37.3,1,1,3,0,0,0.8333333333333334,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0089,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CCC(=O)C4)C,272.43199999999996,4.764300000000004,17.07,0,1,0,0,4,0.8421052631578947,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0090,CC(C)(C)C1=CC=C(C=C1)CCC=O,190.28599999999994,3.1156000000000015,17.07,0,1,3,1,1,0.46153846153846156,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
SML0091,CCCCOC(=O)C,116.15999999999998,1.3496000000000001,26.3,0,2,3,0,0,0.8333333333333334,8,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0092,CC1(C2CCC(O1)(CC2)C)C,154.25300000000001,2.7441000000000013,9.23,0,1,0,0,3,1.0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SML0093,CC/C=C\CCO,100.161,1.335,20.23,1,1,3,0,0,0.6666666666666666,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0094,CC(=CCC/C(=C/C=O)/C)C,152.237,2.878000000000001,17.07,0,1,4,0,0,0.5,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0095,CCCCCCCCCC=O,156.269,3.3260000000000023,17.07,0,1,8,0,0,0.9,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0096,CC(=O)C(=O)C,86.08999999999999,0.1644,34.14,0,2,1,0,0,0.5,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0097,C=CCSCC=C,114.21299999999998,2.0916,0.0,0,1,4,0,0,0.3333333333333333,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SML0098,C1=CC=C(C=C1)OC2=CC=CC=C2,170.21099999999998,3.478900000000001,9.23,0,1,2,2,2,0.0,13,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0099,C1CCCCCC(=O)OCCOC(=O)CCCCC1,270.36899999999997,3.377500000000002,52.6,0,4,0,0,1,0.8666666666666667,19,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SML0100,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,206.24099999999996,2.349,35.53,0,3,4,1,1,0.25,15,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
SML0101,C[C@@]12CC[C@@H](C1)C(C2=O)(C)C,152.237,2.401700000000001,17.07,0,1,0,0,2,0.9,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0102,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CCC4=CC(=O)CC[C@]34C,270.41599999999994,4.684400000000005,17.07,0,1,0,0,4,0.7368421052631579,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0103,CC(=CCC/C(=C/COC(=O)C)/C)C,196.29,3.242200000000002,26.3,0,2,5,0,0,0.5833333333333334,14,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0104,COC1=CC=CC=C1O,124.13899999999997,1.4008,29.46,1,2,1,1,1,0.14285714285714285,9,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0105,CCCCCCCOC(=O)C,158.24099999999999,2.5199000000000007,26.3,0,2,6,0,0,0.8888888888888888,11,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0106,CCCCCCOC(=O)CCC,172.26799999999997,2.910000000000001,26.3,0,2,7,0,0,0.9,12,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0107,CC(=O)O[C@H]1C[C@H]2CC[C@]1(C2(C)C)C,196.29,2.7643000000000013,26.3,0,2,1,0,2,0.9166666666666666,14,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0108,CC(C)C=O,72.107,0.8412999999999999,17.07,0,1,1,0,0,0.75,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0109,CC(C)C(=O)O,88.10599999999998,0.727,37.3,1,1,1,0,0,0.75,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0110,C/C=C/C1=CC(=C(C=C1)O)OC,164.20399999999998,2.4339000000000013,29.46,1,2,2,1,1,0.2,12,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0111,CS,48.11000000000001,0.546,0.0,1,1,0,0,0,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0112,COC(=O)C1=CC=CC=C1O,152.14899999999997,1.1787999999999998,46.53,1,3,1,1,1,0.125,11,3,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
SML0113,CCCCCCCCOC(=O)C,172.268,2.910000000000002,26.3,0,2,7,0,0,0.9,12,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0114,C1=CC=C(C=C1)CC=O,120.15099999999997,1.428,17.07,0,1,2,1,1,0.125,9,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
SML0115,C1=CN=CC=N1,80.09,0.4765999999999999,25.78,0,2,0,1,1,0.0,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0116,CC1=CCC(CC1)C(C)(C)O,154.25300000000001,2.5037000000000007,20.23,1,1,1,0,1,0.8,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0117,CC1=CCC(CC1)C(C)(C)OC(=O)C,196.29,3.0745000000000013,26.3,0,2,2,0,1,0.75,14,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SML0118,COC(=O)C1=CC=CC=C1,136.14999999999998,1.4732,26.3,0,2,1,1,1,0.125,10,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
SML0119,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],182.135,1.8114200000000005,86.28,0,4,2,1,1,0.14285714285714285,13,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SML0120,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,258.405,4.525200000000004,9.23,0,1,0,1,3,0.6666666666666666,19,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
SML0121,CC1C(SC(=N1)C)C,129.22799999999998,1.9286,12.36,0,2,0,0,1,0.8333333333333334,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SML0122,CC1=CN=C(C(=N1)C)C,122.17099999999999,1.4018599999999999,25.78,0,2,0,1,1,0.42857142857142855,9,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0123,CC(C)C1=NC=CN=C1OC,152.19699999999997,1.6086,35.010000000000005,0,3,2,1,1,0.5,11,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SML0124,CC(C)CC1=NC=CN=C1OC,166.224,1.6837,35.010000000000005,0,3,3,1,1,0.5555555555555556,12,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SML0125,CCCCC(=O)O,102.13299999999998,1.2612,37.3,1,1,3,0,0,0.8,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0126,CCCCCC/C=C/C=O,140.22599999999997,2.711900000000001,17.07,0,1,6,0,0,0.6666666666666666,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SML0127,CCC(=O)C=C,84.118,1.1515,17.07,0,1,2,0,0,0.4,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0128,CC1C(=O)C(=C(O1)C)O,128.12699999999998,0.7637,46.53,1,3,0,0,1,0.5,9,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SML0129,CSCCC=O,104.17399999999999,0.9383999999999999,17.07,0,2,3,0,0,0.75,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SML0130,CN(C)C,59.111999999999995,0.17779999999999996,3.24,0,1,0,0,0,1.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0131,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,294.307,3.6199400000000033,103.35,0,5,3,1,1,0.5,21,5,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
SML0132,CC1C(=O)C(=C(O1)C)OC,142.154,0.8521,35.53,0,3,1,0,1,0.5714285714285714,10,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SML0133,CCC1=NC=CN=C1C(=O)C,150.18099999999998,1.2415999999999998,42.85,0,3,2,1,1,0.375,11,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
SML0134,CCC1=NC=CN=C1,108.14399999999998,1.039,25.78,0,2,1,1,1,0.3333333333333333,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SML0135,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,218.33999999999995,3.904200000000003,17.07,0,1,1,0,2,0.6666666666666666,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0136,CC(CC1=CC2=C(C=C1)OCO2)C=O,192.21399999999994,1.7927999999999995,35.53,0,3,3,1,2,0.36363636363636365,14,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
SML0137,CC1=CCC(CC1O)C(=C)C,152.23699999999997,2.2797,20.23,1,1,1,0,1,0.6,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0138,CC(CCC=C(C)C)CC(=O)O,170.25199999999998,2.8436000000000003,37.3,1,1,5,0,0,0.7,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SML0139,C[C@@H]1CC[C@H](C(=O)C1)C(C)C,154.253,2.6477000000000013,17.07,0,1,1,0,1,0.9,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SML0140,CCCCCCCCCO,144.258,2.7293000000000016,20.23,1,1,7,0,0,1.0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SML0141,CC1=CC[C@H](CC1OC(=O)C)C(=C)C,194.27399999999997,2.850500000000001,26.3,0,2,2,0,1,0.5833333333333334,14,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
