node,kind,SML,Odors
12,loss,SML0091,"sharp, solvent, pear, pineapple, sweet, banana, fruity, ethereal"
12,loss,SML0114,"powdery, hyacinth, honey, chocolate, fermented, sweet, floral, earthy, rose, green, cocoa"
12,loss,SML0119,
12,loss,SML0123,"potato, chocolate, nutty, earthy, vegetable"
12,loss,SML0124,green
12,loss,SML0148,"cedar, animal, woody, musk"
12,loss,SML0153,"popcorn, coffee, hazelnut, nutty, roasted, caramellic, cocoa, vegetable"
12,loss,SML0164,
12,loss,SML0169,"lemon, citrus"
12,loss,SML0187,"tropical, berry, violet, sweet, floral, woody, fruity"
12,loss,SML0215,"hyacinth, balsamic, floral, fruity"
12,loss,SML0249,"pungent, fatty, oily, sweet, fresh, green, fruity, vegetable, apple"
12,loss,SML0263,"anise, herbal, anisic, sweet, medicinal"
12,loss,SML0272,"chemical, coffee, meaty, onion, brothy, roasted, vegetable, sulfurous"
12,loss,SML0306,"spicy, balsamic, cinnamon, sweet, floral, fruity"
12,loss,SML0307,"powdery, hyacinth, spicy, balsamic, sweet, green"
12,loss,SML0327,"honey, balsamic, anisic, sweet, floral, rose, cocoa"
12,loss,SML0329,"coffee, alliaceous, fatty, chicken, oily, smoky, burnt, meaty, caramellic, savory, sulfurous"
12,loss,SML0340,"balsamic, strawberry, sweet, fruity, cherry"
12,loss,SML0371,"terpenic, sweet, pine, fresh, green, woody, hay"
12,loss,SML0380,balsamic
12,loss,SML0422,"balsamic, sweet"
12,loss,SML0441,"powdery, sharp, nutty, sweet, fruity, almond, cherry"
12,loss,SML0444,"herbal, cucumber, fatty, leafy, fresh, banana, green, waxy, vegetable"
12,loss,SML0500,
12,loss,SML0505,"jasmine, phenolic, metallic, smoky, burnt, animal, woody, medicinal"
12,loss,SML0513,
12,loss,SML0531,"jasmine, floral, green"
12,loss,SML0534,"honey, tobacco, plum, floral, rose, fruity"
12,loss,SML0559,"cortex, balsamic, melon, leafy, floral, fresh, green, aldehydic"
12,loss,SML0575,"spicy, balsamic, cinnamon, warm, sweet"
12,loss,SML0576,
12,loss,SML0577,"lily, fresh, green, waxy, aldehydic, woody"
12,loss,SML0578,
12,loss,SML0579,"amber, powdery, balsamic, melon, citrus, sweet, floral, dry, fresh, green, aldehydic, woody, fruity, almond, cherry, orange"
12,loss,SML0614,
12,loss,SML0615,
12,loss,SML0635,
12,loss,SML0659,
12,loss,SML0721,"spicy, cinnamon"
12,loss,SML0726,"powdery, balsamic, plum, sweet, floral, coumarinic, vanilla, fruity, cherry"
12,loss,SML0732,"hawthorn, powdery, balsamic, anisic, sweet, floral, vanilla, hay"
21,gain,SML0382,"lactonic, fatty, milky, buttery, oily, peach, nutty, dairy, sweet, coconut, fresh, fruity, creamy"
21,gain,SML0422,"balsamic, sweet"
21,gain,SML0444,"herbal, cucumber, fatty, leafy, fresh, banana, green, waxy, vegetable"
21,loss,SML0056,
21,loss,SML0078,"minty, ketonic, mint, solvent, sweet, camphoreous"
21,loss,SML0270,
21,loss,SML0282,"jammy, bready, strawberry, berry, burnt, sweet, caramellic, fruity"
21,loss,SML0341,"coffee, burnt, nutty, meaty, earthy, roasted, savory, mushroom, cocoa, sulfurous"
21,loss,SML0344,"chicken, burnt, meaty, beefy, roasted, savory, horseradish, sulfurous"
21,loss,SML0345,"tropical, meaty, floral, sulfurous"
21,loss,SML0347,"pungent, alliaceous, radish, onion, garlic, horseradish, vegetable, sulfurous"
21,loss,SML0383,"grape, sweet"
21,loss,SML0391,"geranium, powdery, herbal, balsamic, metallic, rose"
21,loss,SML0421,"chemical, herbal, spicy, phenolic, sweet, camphoreous, medicinal"
21,loss,SML0438,"cooked, brown, coffee, burnt, nutty, meaty, beefy, vegetable, sulfurous"
21,loss,SML0439,"cheesy, musty, pungent, animal, floral"
21,loss,SML0448,
21,loss,SML0487,"jasmin, balsamic, ripe, sweet, fresh, banana, green, fruity, apple"
21,loss,SML0587,"cooling, herbal, spicy, phenolic, smoky, camphoreous, woody, medicinal"
21,loss,SML0619,
21,loss,SML0620,
21,loss,SML0621,
21,loss,SML0682,"orangeflower, powdery, sweet, floral, orange"
32,gain,SML0056,
32,gain,SML0078,"minty, ketonic, mint, solvent, sweet, camphoreous"
32,gain,SML0249,"pungent, fatty, oily, sweet, fresh, green, fruity, vegetable, apple"
32,gain,SML0341,"coffee, burnt, nutty, meaty, earthy, roasted, savory, mushroom, cocoa, sulfurous"
32,gain,SML0344,"chicken, burnt, meaty, beefy, roasted, savory, horseradish, sulfurous"
32,gain,SML0347,"pungent, alliaceous, radish, onion, garlic, horseradish, vegetable, sulfurous"
32,gain,SML0383,"grape, sweet"
32,gain,SML0391,"geranium, powdery, herbal, balsamic, metallic, rose"
32,gain,SML0438,"cooked, brown, coffee, burnt, nutty, meaty, beefy, vegetable, sulfurous"
32,gain,SML0439,"cheesy, musty, pungent, animal, floral"
32,gain,SML0500,
32,gain,SML0534,"honey, tobacco, plum, floral, rose, fruity"
32,gain,SML0620,
32,gain,SML0682,"orangeflower, powdery, sweet, floral, orange"
32,gain,SML0721,"spicy, cinnamon"
32,loss,SML0188,
32,loss,SML0276,"herbal, fatty, meaty, green, mushroom, vegetable"
32,loss,SML0279,"honey, balsamic, tropical, sweet, floral, rose, fruity, cocoa"
32,loss,SML0343,"coffee, alliaceous, meaty, onion, roasted, garlic, sulfurous"
32,loss,SML0382,"lactonic, fatty, milky, buttery, oily, peach, nutty, dairy, sweet, coconut, fresh, fruity, creamy"
32,loss,SML0422,"balsamic, sweet"
32,loss,SML0606,
32,loss,SML0677,"jasmine, balsamic, floral, fresh, green"
44,gain,SML0270,
44,gain,SML0282,"jammy, bready, strawberry, berry, burnt, sweet, caramellic, fruity"
44,gain,SML0619,
44,loss,SML0056,
44,loss,SML0078,"minty, ketonic, mint, solvent, sweet, camphoreous"
44,loss,SML0103,"lavender, sweet, floral, rose, green, waxy, fruity"
44,loss,SML0212,"spicy, cinnamon, warm, sweet"
44,loss,SML0219,"coffee, cabbage, potato, chicken, meaty, onion, roasted, sulfurous"
44,loss,SML0249,"pungent, fatty, oily, sweet, fresh, green, fruity, vegetable, apple"
44,loss,SML0322,"minty, musty, grape, sweet, floral, dry, fruity, medicinal, cherry"
44,loss,SML0341,"coffee, burnt, nutty, meaty, earthy, roasted, savory, mushroom, cocoa, sulfurous"
44,loss,SML0344,"chicken, burnt, meaty, beefy, roasted, savory, horseradish, sulfurous"
44,loss,SML0347,"pungent, alliaceous, radish, onion, garlic, horseradish, vegetable, sulfurous"
44,loss,SML0373,
44,loss,SML0391,"geranium, powdery, herbal, balsamic, metallic, rose"
44,loss,SML0438,"cooked, brown, coffee, burnt, nutty, meaty, beefy, vegetable, sulfurous"
44,loss,SML0444,"herbal, cucumber, fatty, leafy, fresh, banana, green, waxy, vegetable"
44,loss,SML0534,"honey, tobacco, plum, floral, rose, fruity"
44,loss,SML0603,
44,loss,SML0613,
44,loss,SML0721,"spicy, cinnamon"
44,loss,SML0728,"soapy, tropical, pear, citrus, sweet, floral, rose, grapefruit, fruity"
