molecule,n_receptors,group_size,SMILES,InChIKey,Odors,tags,n_tags
SML0422,6,1,C1=CC=C(C=C1)/C=C/C(=O)O,WBYWAXJHAXSJNI-VOTSOKGWSA-N,"balsamic, sweet","frozenset({'balsamic', 'sweet'})",2
SML0424,8,1,CCCCCC(=O)CC,RHLVCLIPMVJYKS-UHFFFAOYSA-N,"cheesy, earthy, fruity, herbal, sweet, musty, fermented, vegetable, mushroom, lavender, fresh, green, ketonic","frozenset({'fruity', 'vegetable', 'fresh', 'mushroom', 'sweet', 'fermented', 'green', 'lavender', 'earthy', 'ketonic', 'musty', 'cheesy', 'herbal'})",13
SML0426,9,1,CCCCCCCCC(=O)C,ZAJNGDIORYACQU-UHFFFAOYSA-N,"floral, orange, peach, fatty","frozenset({'orange', 'fatty', 'peach', 'floral'})",4
SML0428,16,1,CC(=CCCC(=O)C)C,UHEPJGULSIKKTP-UHFFFAOYSA-N,"green, herbal, oily, musty, banana, fruity, cheesy, apple, creamy, citrus, ketonic","frozenset({'oily', 'fruity', 'citrus', 'creamy', 'green', 'apple', 'ketonic', 'musty', 'banana', 'cheesy', 'herbal'})",11
SML0429,17,1,CC(=O)CCC1=CC2=C(C=C1)OCO2,TZJLGGWGVLADDN-UHFFFAOYSA-N,"berry, cherry, floral, sweet, woody, fruity, powdery, jammy, raspberry","frozenset({'fruity', 'jammy', 'powdery', 'cherry', 'floral', 'raspberry', 'berry', 'woody', 'sweet'})",9
SML0430,1,1,CC1(C2CCC1(C(=O)C2)C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,"camphoreous, fresh, minty","frozenset({'fresh', 'minty', 'camphoreous'})",3
SML0431,12,1,CCCCCCC(=O)OCC,TVQGDYNRXLTQAP-UHFFFAOYSA-N,"cognac, fruity, winey, sweet, rummy, estery, berry, banana, pineapple, green","frozenset({'fruity', 'pineapple', 'green', 'winey', 'cognac', 'berry', 'estery', 'rummy', 'banana', 'sweet'})",10
SML0432,12,1,CCCCCCCCC(=O)OCC,BYEVBITUADOIGY-UHFFFAOYSA-N,"cognac, fatty, grape, nutty, oily, waxy, natural, rose, fruity, tropical, rummy","frozenset({'oily', 'fruity', 'natural', 'tropical', 'nutty', 'rose', 'grape', 'cognac', 'fatty', 'waxy', 'rummy'})",11
SML0433,8,1,CCCCCC(=O)OC,NUKZAGXMHTUAFE-UHFFFAOYSA-N,"apple, ethereal, fruity, pineapple, banana, strawberry, apricot","frozenset({'fruity', 'apricot', 'ethereal', 'pineapple', 'strawberry', 'apple', 'banana'})",7
SML0434,13,1,CCCCCCC(=O)OC,XNCNNDVCAUWAIT-UHFFFAOYSA-N,"apple, berry, fruity, green, orris, waxy, sweet, floral","frozenset({'fruity', 'floral', 'green', 'orris', 'berry', 'apple', 'waxy', 'sweet'})",8
SML0435,16,1,CCCCCCCCC(=O)OC,IJXHLVMUNBOGRR-UHFFFAOYSA-N,"coconut, fruity, green, nutty, winey, sweet, pear, tropical, waxy","frozenset({'fruity', 'tropical', 'nutty', 'green', 'winey', 'coconut', 'pear', 'waxy', 'sweet'})",9
SML0437,8,1,C1=CSC=N1,FZWLAAWBMGSTSO-UHFFFAOYSA-N,"meaty, nutty, fishy","frozenset({'fishy', 'nutty', 'meaty'})",3
SML0438,61,1,C1=CC=C2C(=C1)N=CS2,IOJUPLGTWVMSFF-UHFFFAOYSA-N,"beefy, burnt, coffee, sulfurous, vegetable, meaty, nutty, brown, cooked","frozenset({'burnt', 'beefy', 'cooked', 'vegetable', 'brown', 'nutty', 'sulfurous', 'coffee', 'meaty'})",9
SML0439,60,1,C1=CC=C2C(=C1)C=CN2,SIKJAQJRHWYJAI-UHFFFAOYSA-N,"animal, cheesy, floral, musty, pungent","frozenset({'pungent', 'floral', 'animal', 'musty', 'cheesy'})",5
SML0440,12,1,C=CCC1=CC2=C(C=C1)OCO2,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,"aromatic, spicy, sweet, anise, warm, floral, woody","frozenset({'spicy', 'floral', 'warm', 'anise', 'woody', 'aromatic', 'sweet'})",7
SML0441,45,1,C1=CC=C(C=C1)C=O,HUMNYLRZRPPJDN-UHFFFAOYSA-N,"almond, sweet, cherry, nutty, fruity, powdery, sharp","frozenset({'almond', 'fruity', 'powdery', 'sharp', 'nutty', 'sweet', 'cherry'})",7
SML0443,9,1,CCCCCC1C(CCC1=O)CC(=O)OC,KVWWIYGFBYDJQC-UHFFFAOYSA-N,"floral, fruity, jasmine, natural, oily, green, tropical, lactonic","frozenset({'oily', 'fruity', 'natural', 'lactonic', 'tropical', 'floral', 'green', 'jasmine'})",8
SML0446,6,1,CC(C)CC(C)CC=C(C)C=O,LCLLDHVSJPTTSF-UHFFFAOYSA-N,,frozenset(),0
SML0447,6,1,C[C@]12CC[C@H](C1)C(C2=O)(C)C,LHXDLQBQYFFVNW-XCBNKYQSSA-N,"camphoreous, minty, sweet, mentholic, herbal, terpenic, pine, cooling, fresh, balsamic, cedar, earthy, woody","frozenset({'pine', 'herbal', 'camphoreous', 'mentholic', 'fresh', 'balsamic', 'cooling', 'earthy', 'terpenic', 'woody', 'cedar', 'minty', 'sweet'})",13
SML0448,14,1,C[C@@H]1CCO[C@H](C1)C=C(C)C,CZCBTSFUTPZVKJ-ZJUUUORDSA-N,,frozenset(),0
SML0450,6,1,C[C@H](C1=CC=CC=C1)O,WAPNOHKVXSQRPX-SSDOTTSWSA-N,"floral, earthy, green","frozenset({'green', 'earthy', 'floral'})",3
SML0459,3,1,CCCCC[C@H](C)O,CETWDUZRCINIHU-ZETCQYMHSA-N,"mushroom, fatty, oily, cheesy","frozenset({'oily', 'mushroom', 'cheesy', 'fatty'})",4
SML0467,7,1,C[C@@H]1CCC(=C(C)C)C(=O)C1,NZGWDASTMWDZIW-MRVPVSSYSA-N,"herbal, minty, sweet, metallic, sulfurous, camphoreous, fresh","frozenset({'camphoreous', 'fresh', 'sweet', 'sulfurous', 'minty', 'herbal', 'metallic'})",7
SML0469,5,1,CCC1CCC(=O)O1,JBFHTYHTHYHCDJ-UHFFFAOYSA-N,"coumarinic, creamy, sweet, herbal, coconut, tobacco","frozenset({'creamy', 'sweet', 'coconut', 'tobacco', 'coumarinic', 'herbal'})",6
SML0471,5,1,CCCCCCC(=O)OCC=C,SJWKGDGUQTWDRV-UHFFFAOYSA-N,"apple, banana, fruity, pineapple, sweet, fermented, ripe, cognac, waxy","frozenset({'ripe', 'fruity', 'pineapple', 'fermented', 'cognac', 'apple', 'waxy', 'banana', 'sweet'})",9
SML0474,19,1,CC(=O)OCC1=CC=CC=C1,QUKGYYKBILRGFE-UHFFFAOYSA-N,"floral, fruity, jasmine, sweet, fresh","frozenset({'fruity', 'fresh', 'floral', 'jasmine', 'sweet'})",5
SML0476,6,1,CCCCCCC(=O)OCCCC,YPQSPODHFDGVAC-UHFFFAOYSA-N,"apple, fruity, green, herbal, winey, oily, grassy, pear, tropical","frozenset({'oily', 'fruity', 'grassy', 'tropical', 'green', 'winey', 'pear', 'apple', 'herbal'})",9
SML0478,131,1,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC(=O)C,HQKQRXZEXPXXIG-DTWJZALFSA-N,,frozenset(),0
SML0479,11,1,CC(CCC=C(C)C)CCO,QMVPMAAFGQKVCJ-UHFFFAOYSA-N,"sweet, spicy, fatty, floral, rose, geranium, powdery, fresh, lemon, citrus, waxy","frozenset({'citrus', 'powdery', 'spicy', 'fresh', 'rose', 'floral', 'lemon', 'fatty', 'geranium', 'waxy', 'sweet'})",11
SML0483,9,1,CC1=CC=C(C=C1)OC(=O)C(C)C,UPPSFGGDKACIKP-UHFFFAOYSA-N,"animal, fruity, warm, floral, green, lily","frozenset({'fruity', 'floral', 'animal', 'green', 'warm', 'lily'})",6
SML0487,22,1,CC(=CCOC(=O)C)C,XXIKYCPRDXIMQM-UHFFFAOYSA-N,"apple, banana, fruity, green, sweet, ripe, fresh, balsamic, jasmine","frozenset({'ripe', 'fruity', 'fresh', 'balsamic', 'green', 'apple', 'banana', 'jasmine', 'sweet'})",9
SML0490,6,1,C(CCCC(=O)Cl)CCCC(=O)Cl,HGEVGSTXQGZPCL-UHFFFAOYSA-N,,frozenset(),0
SML0491,1,1,COC1=C(C=CC(=C1)C(=O)O)O,WKOLLVMJNQIZCI-UHFFFAOYSA-N,"odorless, sweet, vanilla, powdery, creamy, phenolic, brown, milky, dairy","frozenset({'odorless', 'creamy', 'powdery', 'phenolic', 'dairy', 'brown', 'milky', 'vanilla', 'sweet'})",9
SML0495,11,1,CC1CCC(CC1=O)C(=C)C,AZOCECCLWFDTAP-UHFFFAOYSA-N,"minty, warm, herbal, terpenic, cooling, camphoreous, woody, hay","frozenset({'camphoreous', 'hay', 'cooling', 'warm', 'terpenic', 'woody', 'minty', 'herbal'})",8
SML0496,11,1,C1C2=CC=CC=C2OC1=O,ACZGCWSMSTYWDQ-UHFFFAOYSA-N,,frozenset(),0
SML0497,5,1,CCCC(=O)C(=O)C,MWVFCEVNXHTDNF-UHFFFAOYSA-N,"buttery, creamy, sweet, dry, fatty, caramellic, fruity, oily, jammy, phenolic","frozenset({'oily', 'dry', 'fruity', 'jammy', 'creamy', 'phenolic', 'buttery', 'fatty', 'caramellic', 'sweet'})",10
SML0498,9,1,CCCCC(=O)CC,NGAZZOYFWWSOGK-UHFFFAOYSA-N,"banana, fatty, fruity, green, sweet, musty, cheesy, ketonic","frozenset({'fruity', 'green', 'fatty', 'ketonic', 'musty', 'banana', 'cheesy', 'sweet'})",8
SML0499,6,1,CCC(=O)C(=O)CC,KVFQMAZOBTXCAZ-UHFFFAOYSA-N,"buttery, caramellic, nutty","frozenset({'buttery', 'nutty', 'caramellic'})",3
SML0500,50,1,C1COC2=CC=CC=C2C1=O,MSTDXOZUKAQDRL-UHFFFAOYSA-N,,frozenset(),0
SML0501,6,1,C=CCC1=CC=CC=C1,HJWLCRVIBGQPNF-UHFFFAOYSA-N,,frozenset(),0
SML0504,33,1,CCCCCCCCCS,ZVEZMVFBMOOHAT-UHFFFAOYSA-N,,frozenset(),0
SML0505,12,1,CC(=O)OC1=CC=CC=C1,IPBVNPXQWQGGJP-UHFFFAOYSA-N,"jasmine, metallic, animal, medicinal, smoky, burnt, phenolic, woody","frozenset({'burnt', 'smoky', 'phenolic', 'animal', 'woody', 'jasmine', 'metallic', 'medicinal'})",8
SML0506,5,1,CCCCCCCC=CC=O,MMFCJPPRCYDLLZ-UHFFFAOYSA-N,"aldehydic, fatty, rose, floral, orange, green","frozenset({'orange', 'floral', 'rose', 'green', 'aldehydic', 'fatty'})",6
SML0508,7,1,CC(=C)C1CCC2(OC(C1)OO2)C,JRFITZGBELIFQM-UHFFFAOYSA-N,,frozenset(),0
SML0512,2,1,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,balsamic,frozenset({'balsamic'}),1
SML0513,54,1,CC(=O)/C=C/C1=CC2=C(C=C1)OCO2,XIYPXOFSURQTTJ-NSCUHMNNSA-N,,frozenset(),0
SML0515,25,1,CCOC1=C(C=C(C=C1)CC=C)OC,OTMFQLIUPDESAI-UHFFFAOYSA-N,"herbal, musty, spicy, sweet, tea, warm","frozenset({'herbal', 'spicy', 'tea', 'warm', 'musty', 'sweet'})",6
SML0520,13,1,C[C@@H]1CC[C@H](C[C@H]1O)C(=C)C,KRCZYMFUWVJCLI-OPRDCNLKSA-N,,frozenset(),0
SML0524,11,1,C[C@H]1CC[C@@H](C[C@@H]1O)C(=C)C,KRCZYMFUWVJCLI-GUBZILKMSA-N,,frozenset(),0
SML0526,6,1,CC(=C)[C@@H]1CCC(=CC1)C=O,RUMOYJJNUMEFDD-JTQLQIEISA-N,,frozenset(),0
SML0528,4,1,C(CCCCO)CCCCO,ALVZNPYWJMLXKV-UHFFFAOYSA-N,,frozenset(),0
SML0532,8,1,COC(C1=CC=CC=C1)OC,HEVMDQBCAHEHDY-UHFFFAOYSA-N,"almond, green, nutty, sweet, vegetable, floral, potato, winey, fruity, earthy, sharp","frozenset({'almond', 'potato', 'fruity', 'vegetable', 'sharp', 'nutty', 'floral', 'green', 'winey', 'earthy', 'sweet'})",11
SML0533,8,1,CC1=C(C(=C(C(=C1C)C)C=O)C)C,RWOZGGOKRKSHKN-UHFFFAOYSA-N,,frozenset(),0
SML0534,5,1,CC=CC(=O)C1=C(CCCC1(C)C)C,BGTBFNDXYDYBEY-UHFFFAOYSA-N,"plum, floral, rose, honey, fruity, tobacco","frozenset({'plum', 'fruity', 'honey', 'rose', 'floral', 'tobacco'})",6
SML0535,4,1,CC1=C(C=CO1)SSC2=C(OC=C2)C,OHDFENKFSKIFBJ-UHFFFAOYSA-N,"meaty, sulfurous, chicken, savory, onion, roasted","frozenset({'onion', 'savory', 'roasted', 'chicken', 'sulfurous', 'meaty'})",6
SML0536,11,1,CC1=CC2=C(C=C1)OCC(=O)CO2,SWUIQEBPZIHZQS-UHFFFAOYSA-N,"fresh, green, melon, clean, marine, ozone, phenolic","frozenset({'marine', 'phenolic', 'fresh', 'melon', 'green', 'ozone', 'clean'})",7
SML0537,69,1,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C,HQKQRXZEXPXXIG-UHFFFAOYSA-N,,frozenset(),0
SML0541,12,1,CNC1=CC=CC=C1C(=O)OC,GVOWHGSUZUUUDR-UHFFFAOYSA-N,"floral, musty, orange, sweet, fruity, powdery, phenolic","frozenset({'orange', 'fruity', 'powdery', 'phenolic', 'floral', 'musty', 'sweet'})",7
SML0545,6,1,CCC1=C(C(=O)C=CO1)O,YIKYNHJUKRTCJL-UHFFFAOYSA-N,"caramellic, fruity, sweet, strawberry","frozenset({'strawberry', 'fruity', 'sweet', 'caramellic'})",4
SML0546,6,1,CC1CC2=C(CC1(C)C(=O)C)C(CCC2)(C)C,FVUGZKDGWGKCFE-UHFFFAOYSA-N,"dry, cedar, phenolic, woody, ketonic","frozenset({'dry', 'phenolic', 'ketonic', 'woody', 'cedar'})",5
SML0548,8,1,CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C,OGJYXQFXLSCKTP-LCYFTJDESA-N,"floral, rose, sweet, strawberry, melon, fruity, pear, fresh, raspberry, green, citrus","frozenset({'fruity', 'citrus', 'strawberry', 'fresh', 'melon', 'rose', 'floral', 'raspberry', 'green', 'pear', 'sweet'})",11
SML0549,6,1,CCCCCCCCOC=O,AVBRYQRTMPHARE-UHFFFAOYSA-N,"citrus, fruity, green, orange, orris, rose, cucumber, waxy","frozenset({'orange', 'fruity', 'citrus', 'cucumber', 'rose', 'green', 'orris', 'waxy'})",8
SML0551,14,1,CC(=O)OCC1=CC2=C(C=C1)OCO2,PFWYHTORQZAGCA-UHFFFAOYSA-N,"cherry, floral, sweet, metallic, strawberry, jammy, powdery, hawthorn, jasmine, soapy, aromatic","frozenset({'jammy', 'powdery', 'strawberry', 'cherry', 'floral', 'soapy', 'hawthorn', 'aromatic', 'jasmine', 'sweet', 'metallic'})",11
SML0554,4,1,C/C=C(\C)/C=O,ACWQBUSCFPJUPN-HWKANZROSA-N,"almond, fruity, green, herbal","frozenset({'almond', 'fruity', 'green', 'herbal'})",4
SML0555,2,1,C(CC(=O)O)CBr,GRHQDJDRGZFIPO-UHFFFAOYSA-N,,frozenset(),0
SML0557,43,1,CC(CC1=CC=C(C=C1)OC)C=O,VLFBSPUPYFTTNF-UHFFFAOYSA-N,"sweet, anise, anisic, raspberry, green","frozenset({'anisic', 'raspberry', 'green', 'anise', 'sweet'})",5
SML0558,10,1,CC(C)(C)C1=CC=C(C=C1)OCC=O,MNRZECIRFMLTEY-UHFFFAOYSA-N,,frozenset(),0
SML0559,68,1,C1=CC=C(C=C1)CCC=O,YGCZTXZTJXYWCO-UHFFFAOYSA-N,"balsamic, floral, green, aldehydic, leafy, cortex, melon, fresh","frozenset({'leafy', 'cortex', 'balsamic', 'fresh', 'melon', 'floral', 'green', 'aldehydic'})",8
SML0560,56,1,C1=CC=C(C=C1)CCCC=O,NHFRGTVSKOPUBK-UHFFFAOYSA-N,,frozenset(),0
SML0561,13,1,CC(CCO)C1=CC=CC=C1,SQGBBDFDRHDJCJ-UHFFFAOYSA-N,,frozenset(),0
SML0562,5,1,CC(C)C1=CC=CC=C1,RWGFKTVRMDUZSP-UHFFFAOYSA-N,,frozenset(),0
SML0563,43,1,C1=CC=C(C=C1)CCCCC=O,FINOPSACFXSAKB-UHFFFAOYSA-N,,frozenset(),0
SML0565,16,1,CC1=CC[C@H](CC1O)C(=C)C,BAVONGHXFVOKBV-YHMJZVADSA-N,,frozenset(),0
SML0567,13,1,CC(C)CC(=O)CC(=O)C,IGMOYJSFRIASIE-UHFFFAOYSA-N,,frozenset(),0
SML0568,10,1,CCCCC(=O)CC(=O)C,GJYXGIIWJFZCLN-UHFFFAOYSA-N,,frozenset(),0
SML0569,10,1,CCCCCC(=O)CC(=O)C,KFBXUKHERGLHLG-UHFFFAOYSA-N,,frozenset(),0
SML0570,30,1,CC(C)C1=CC=C(C=C1)CC(C)C=O,ZFNVDHOSLNRHNN-UHFFFAOYSA-N,"musty, floral, fresh, green","frozenset({'fresh', 'musty', 'green', 'floral'})",4
SML0571,25,1,CCC1=CC=C(C=C1)CC(C)(C)C=O,JFTSYAALCNQOKO-UHFFFAOYSA-N,"aldehydic, floral, clean, marine, ozone, fresh, green","frozenset({'marine', 'fresh', 'floral', 'green', 'ozone', 'aldehydic', 'clean'})",7
SML0573,14,1,COC1=CC=C(C=C1)COC=O,XPDORSROGAZEGY-UHFFFAOYSA-N,"floral, green, spicy, sweet, vanilla, fruity, anisic, powdery","frozenset({'fruity', 'anisic', 'powdery', 'spicy', 'floral', 'green', 'vanilla', 'sweet'})",8
SML0575,18,1,CC(=CC1=CC=CC=C1)C=O,VLUMOWNVWOXZAU-UHFFFAOYSA-N,"sweet, spicy, warm, cinnamon, balsamic","frozenset({'spicy', 'balsamic', 'cinnamon', 'warm', 'sweet'})",5
SML0576,21,1,CC1=CC(=O)CC(C1)C(C)C,XHJJEWBMBSQVCJ-UHFFFAOYSA-N,,frozenset(),0
SML0577,31,1,CC(CCC1=CC=CC=C1)CC=O,DFJMIMVMOIFPQG-UHFFFAOYSA-N,"aldehydic, fresh, green, lily, woody, waxy","frozenset({'fresh', 'green', 'aldehydic', 'lily', 'waxy', 'woody'})",6
SML0578,45,1,CC(CC1=CC=CC=C1)C=O,HEPHYCJJLAUKSB-UHFFFAOYSA-N,,frozenset(),0
SML0579,46,1,CC1=CC=C(C=C1)CC(C)C=O,SGVBCLGVIOFAFT-UHFFFAOYSA-N,"almond, balsamic, cherry, citrus, floral, fruity, green, melon, sweet, dry, aldehydic, amber, powdery, fresh, orange, woody","frozenset({'orange', 'almond', 'citrus', 'fruity', 'dry', 'powdery', 'balsamic', 'amber', 'fresh', 'melon', 'floral', 'green', 'aldehydic', 'woody', 'sweet', 'cherry'})",16
SML0580,26,1,CC1=C(C(=O)C=CO1)OC(=O)C(C)C,VSBHYRPUJHEOBE-UHFFFAOYSA-N,"caramellic, strawberry, sweet, berry, fruity, burnt, jammy, tropical","frozenset({'fruity', 'jammy', 'strawberry', 'tropical', 'berry', 'caramellic', 'sweet', 'burnt'})",8
SML0582,9,1,CCCCCC1COCCC1OC(=O)C,VSRVCSJJKWDZSH-UHFFFAOYSA-N,"floral, herbal, jasmine, sweet, tea, mushroom, oily, green, lactonic","frozenset({'oily', 'lactonic', 'mushroom', 'tea', 'sweet', 'floral', 'green', 'jasmine', 'herbal'})",9
SML0583,8,1,CC(C)CCOCC(=O)OCC=C,XCWPXUNHSPOFGV-UHFFFAOYSA-N,"apple, fruity, green, herbal, pineapple","frozenset({'fruity', 'pineapple', 'green', 'apple', 'herbal'})",5
SML0584,12,1,CC(=CCCC(C)(C=C)OC(=O)C)C,UWKAYLJWKGQEPM-UHFFFAOYSA-N,"citrus, floral, fruity, pear, sweet, lavender, green, bergamot, woody","frozenset({'fruity', 'citrus', 'bergamot', 'floral', 'green', 'lavender', 'pear', 'woody', 'sweet'})",9
SML0586,13,1,CC(CC=O)C1=CC=C(C=C1)C(C)(C)C,NKZPGPZCKPODMT-UHFFFAOYSA-N,"floral, powdery, muguet, green","frozenset({'green', 'muguet', 'powdery', 'floral'})",4
SML0587,6,1,CC1=C(C=C(C=C1)C(C)C)O,RECUKUPTGUEGMW-UHFFFAOYSA-N,"herbal, medicinal, phenolic, smoky, spicy, camphoreous, cooling, woody","frozenset({'smoky', 'phenolic', 'camphoreous', 'spicy', 'cooling', 'woody', 'herbal', 'medicinal'})",8
SML0589,2,1,CC(C)(C)C1CCCCC1OCCCCO,GFVWSUIPAJYAEG-UHFFFAOYSA-N,,frozenset(),0
SML0590,7,1,CC(C)CCCC(C)(C)O,HGDVHRITTGWMJK-UHFFFAOYSA-N,"citrus, floral, fresh, herbal, woody","frozenset({'citrus', 'fresh', 'floral', 'woody', 'herbal'})",5
SML0591,30,1,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,VPKMGDRERYMTJX-CMDGGOBGSA-N,"floral, oily, orris, sweet, violet, woody, tea, fruity, powdery","frozenset({'oily', 'fruity', 'powdery', 'tea', 'floral', 'orris', 'violet', 'woody', 'sweet'})",9
SML0592,104,1,C/C=C/C(=O)C1C(=CCCC1(C)C)C,CRIGTVCBMUKRSL-FNORWQNLSA-N,"apple, minty, plum, rose, sweet, berry, floral, fruity, green, woody","frozenset({'plum', 'fruity', 'rose', 'floral', 'green', 'berry', 'apple', 'woody', 'minty', 'sweet'})",10
SML0593,12,1,CCCCCCCCC(OC(=O)C)OC(=O)C,ZALVGSSYVAPZDA-UHFFFAOYSA-N,,frozenset(),0
SML0595,8,1,CC1=CC=C(C=C1)OC,CHLICZRVGGXEOD-UHFFFAOYSA-N,"floral, green, leathery, nutty, phenolic, sharp, sweet, powdery","frozenset({'powdery', 'phenolic', 'sharp', 'nutty', 'leathery', 'floral', 'green', 'sweet'})",8
SML0596,13,1,CC/C=C\CC1=C(CCC1=O)C,XMLSXPIVAXONDL-PLNGDYQASA-N,"floral, fruity, jasmine, spicy, herbal, woody, celery, citrus","frozenset({'fruity', 'citrus', 'spicy', 'floral', 'celery', 'woody', 'jasmine', 'herbal'})",8
SML0597,9,1,COC1=C(C=CC(=C1)C(=O)OC)O,BVWTXUYLKBHMOX-UHFFFAOYSA-N,"floral, fresh, green, spicy, sweet, vanilla, warm, phenolic","frozenset({'phenolic', 'fresh', 'spicy', 'floral', 'green', 'warm', 'vanilla', 'sweet'})",8
SML0598,131,1,C/C=C/C1=CC(=C(C=C1)OC)OC,NNWHUJCUHAELCL-SNAWJCMRSA-N,"floral, spicy, sweet, tea, clove","frozenset({'spicy', 'tea', 'floral', 'clove', 'sweet'})",5
SML0600,12,1,CC/C(=C\CC1CC=C(C1(C)C)C)/CO,KHQDWCKZXLWDNM-KPKJPENVSA-N,,frozenset(),0
SML0603,59,1,CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O,JYWNYMJKURVPFH-UHFFFAOYSA-N,,frozenset(),0
SML0604,15,1,CC1=C(C=C2CCC(OC2=C1C)(C)CCC(=O)O)O,VMJQLPNCUPGMNQ-UHFFFAOYSA-N,,frozenset(),0
SML0605,2,1,C(C(=O)C(=O)O)O,HHDDCCUIIUWNGJ-UHFFFAOYSA-N,"burnt, buttery, creamy, cabbage, radish, sour","frozenset({'radish', 'creamy', 'cabbage', 'buttery', 'sour', 'burnt'})",6
SML0606,20,1,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O)N,KMYWVDDIPVNLME-KQYNXXCUSA-N,,frozenset(),0
SML0607,12,1,CC(C1CCCC(C1)(C)C)OC(C)(C)COC(=O)C2CC2,BZLYOWSSNHNYKW-UHFFFAOYSA-N,musk,frozenset({'musk'}),1
SML0609,5,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)CC[C@]34CO,XGUHPTGEXRHMQQ-BGJMDTOESA-N,,frozenset(),0
SML0610,9,1,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,RAJWOBJTTGJROA-WZNAKSSCSA-N,,frozenset(),0
SML0612,5,1,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O,PZDOWFGHCNHPQD-OQPGPFOOSA-N,,frozenset(),0
SML0613,30,1,C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)N)C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CO)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,QXZGBUJJYSLZLT-FDISYFBBSA-N,,frozenset(),0
SML0614,10,1,CC1=CNC(=O)N1,MCSCIFLXNFLCDV-UHFFFAOYSA-N,,frozenset(),0
SML0615,7,1,C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O,XVFMGWDSJLBXDZ-UHFFFAOYSA-O,,frozenset(),0
SML0618,7,1,C(=O)(N)N,XSQUKJJJFZCRTK-UHFFFAOYSA-N,,frozenset(),0
SML0619,25,1,C1=C(NC=N1)C[C@@H](CO)N,ZQISRDCJNBUVMM-YFKPBYRVSA-N,,frozenset(),0
SML0620,51,1,C12=C(NC(=NC1=O)N)NC(=O)N2,CLGFIVUFZRGQRP-UHFFFAOYSA-N,,frozenset(),0
SML0623,7,1,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,PROQIPRRNZUXQM-ZXXIGWHRSA-N,,frozenset(),0
SML0624,26,1,COC1=C(C=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C=C2)O)OC)O,LBTVHXHERHESKG-UHFFFAOYSA-N,,frozenset(),0
SML0628,8,1,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,AEMFNILZOJDQLW-QAGGRKNESA-N,,frozenset(),0
SML0631,3,1,C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)O,FKCRAVPPBFWEJD-XVFCMESISA-N,,frozenset(),0
SML0634,7,1,CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)O,CCPPLLJZDQAOHD-FLIBITNWSA-N,,frozenset(),0
SML0635,38,1,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,SHGAZHPCJJPHSC-XFYACQKRSA-N,,frozenset(),0
SML0636,11,1,CC(=O)NC(CC1=CC(=C(C=C1)O)OC)C(=O)O,UKDKTHYZLXZOSS-UHFFFAOYSA-N,,frozenset(),0
SML0638,12,1,CC(=O)NCCCNCCCCN,MQTAVJHICJWXBR-UHFFFAOYSA-N,,frozenset(),0
SML0640,6,1,C(CCN=C(N)N)C[C@@H](C(=O)O)N,QUOGESRFPZDMMT-YFKPBYRVSA-N,,frozenset(),0
SML0641,10,1,CC(=O)NCCCCNCCCN,FONIWJIDLJEJTL-UHFFFAOYSA-N,,frozenset(),0
SML0644,4,1,CN(C)C(=NCCC[C@@H](C(=O)O)N)N,YDGMGEXADBMOMJ-LURJTMIESA-N,,frozenset(),0
SML0647,5,1,CC(=O)NCCCCN,KLZGKIDSEJWEDW-UHFFFAOYSA-N,,frozenset(),0
SML0648,10,1,C1CSSC1CCCCC(=O)N,FCCDDURTIIUXBY-UHFFFAOYSA-N,,frozenset(),0
