rank,taxid,pct_odorant,pct_background,odds_ratio,n_odorant,n_background,p,q,taxon
genus,306970,0.0,0.016271486497920505,0.0,0,25,1.0,1.0,Monanthotaxis
genus,3495,0.0,0.03644812975534193,0.0,0,56,1.0,1.0,Maclura
genus,45163,0.0,0.013668048658253223,0.0,0,21,1.0,1.0,Muntingia
genus,41607,0.0,0.020176643257421426,0.0,0,31,1.0,1.0,Mutisia
genus,128654,0.0,0.029939535156173726,0.0,0,46,1.0,1.0,Neolitsea
genus,43874,0.0,0.027986956776423266,0.0,0,43,1.0,1.0,Nitraria
genus,37459,0.0,0.020176643257421426,0.0,0,31,1.0,1.0,Notholaena
genus,68563,0.0,0.213481902852717,0.0,0,328,1.0,1.0,Petrosia
genus,68553,0.0,0.023430940557005526,0.0,0,36,1.0,1.0,Phellodendron
genus,122541,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Picris
genus,4439,0.0,0.029288675696256906,0.0,0,45,1.0,1.0,Plumbago
genus,56064,0.0,0.028637816236340086,0.0,0,44,1.0,1.0,Pongamia
genus,41687,0.0,0.016271486497920505,0.0,0,25,1.0,1.0,Scedosporium
genus,100169,0.4854368932038835,0.06443508653176519,7.565607292436561,2,99,0.030279741056622303,1.0,Pterocarpus
genus,3892,0.0,0.027986956776423266,0.0,0,43,1.0,1.0,Pueraria
genus,3511,0.0,0.0709436811309334,0.0,0,109,1.0,1.0,Quercus
genus,5402,0.0,0.047512740573927875,0.0,0,73,1.0,1.0,Russula
genus,4319,0.0,0.021478362177255066,0.0,0,33,1.0,1.0,Salacia
genus,468156,0.0,0.022129221637171886,0.0,0,34,1.0,1.0,Senegalia
genus,76975,0.0,0.015620627038003683,0.0,0,24,1.0,1.0,Skimmia
genus,41787,0.0,0.031241254076007367,0.0,0,48,1.0,1.0,Stauntonia
genus,1745162,0.0,0.013668048658253223,0.0,0,21,1.0,1.0,Symphyopappus
genus,49743,0.0,0.016271486497920505,0.0,0,25,1.0,1.0,Taraxacum
genus,39992,0.24271844660194175,0.05597391355284653,4.344395405420698,1,86,0.20788363367334803,1.0,Terminalia
genus,49852,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Thermopsis
genus,13730,0.0,0.03905156759500921,0.0,0,60,1.0,1.0,Tragopogon
genus,16383,0.0,0.07549969735035114,0.0,0,116,1.0,1.0,Vellozia
genus,67937,0.24271844660194175,0.1972104163547965,1.231320212313202,1,303,0.5573164729625844,1.0,Zanthoxylum
genus,55170,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Didymella
genus,4441,1.4563106796116505,0.23626198394980572,6.240280096079469,6,363,0.0005258811996715492,0.03497109977815802,Camellia
genus,59070,0.0,0.08916774600860436,0.0,0,137,1.0,1.0,Fritillaria
genus,6237,0.4854368932038835,0.16271486497920504,2.9930341463414636,2,250,0.14655617085157843,1.0,Caenorhabditis
genus,38944,0.0,0.026685237856589626,0.0,0,41,1.0,1.0,Flammulina
genus,12952,0.0,0.03514641083550829,0.0,0,54,1.0,1.0,Asimina
genus,51109,0.0,0.06638766491151565,0.0,0,102,1.0,1.0,Dendronephthya
genus,6510,0.0,0.04556016219417741,0.0,0,70,1.0,1.0,Dolabella
genus,459628,0.0,0.023430940557005526,0.0,0,36,1.0,1.0,Embelia
genus,3387,0.0,0.020176643257421426,0.0,0,31,1.0,1.0,Ephedra
genus,65352,0.0,0.022129221637171886,0.0,0,34,1.0,1.0,Erysimum
genus,372452,0.0,0.018224064877670965,0.0,0,28,1.0,1.0,Esenbeckia
genus,266078,0.0,0.06248250815201473,0.0,0,96,1.0,1.0,Haplophyllum
genus,211106,0.0,0.013668048658253223,0.0,0,21,1.0,1.0,Lycogala
genus,37500,0.0,0.023430940557005526,0.0,0,36,1.0,1.0,Maackia
genus,190583,0.0,0.020176643257421426,0.0,0,31,1.0,1.0,Morella
genus,32,0.0,0.07224540005076704,0.0,0,111,1.0,1.0,Myxococcus
genus,92914,0.0,0.016271486497920505,0.0,0,25,1.0,1.0,Onopordum
genus,82238,0.0,0.013668048658253223,0.0,0,21,1.0,1.0,Pancratium
genus,32100,0.0,0.015620627038003683,0.0,0,24,1.0,1.0,Pteridium
genus,52930,0.0,0.03970242705492603,0.0,0,61,1.0,1.0,Siphonaria
genus,37504,0.0,0.2518826109878094,0.0,0,387,0.6314184229726388,1.0,Theonella
genus,434719,0.0,0.028637816236340086,0.0,0,44,1.0,1.0,Vernonanthura
genus,79021,0.0,0.055323054092929716,0.0,0,85,1.0,1.0,Thapsia
genus,49674,0.0,0.026685237856589626,0.0,0,41,1.0,1.0,Trillium
genus,3319,0.24271844660194175,0.17963721093704235,1.3520134701505695,1,276,0.5240578163161964,1.0,Abies
genus,52821,0.0,0.28247300560389993,0.0,0,434,0.6355502942436589,1.0,Alstonia
genus,32071,0.0,0.028637816236340086,0.0,0,44,1.0,1.0,Asplenium
genus,102753,0.0,0.054021335173096076,0.0,0,83,1.0,1.0,Brickellia
genus,176608,0.0,0.08526258924910345,0.0,0,131,1.0,1.0,Melampodium
genus,2005,0.0,0.015620627038003683,0.0,0,24,1.0,1.0,Microbispora
genus,35912,0.0,0.014969767578086863,0.0,0,23,1.0,1.0,Ophiorrhiza
genus,43174,0.0,0.03774984867517557,0.0,0,58,1.0,1.0,Pedicularis
genus,3328,0.24271844660194175,0.08265915140943617,2.9410885683085235,1,127,0.29030460405082364,1.0,Picea
genus,48130,0.0,0.031241254076007367,0.0,0,48,1.0,1.0,Amorpha
genus,82256,0.0,0.03579727029542511,0.0,0,55,1.0,1.0,Zephyranthes
genus,40958,0.0,0.013017189198336403,0.0,0,20,1.0,1.0,Pimpinella
genus,102786,0.0,0.12821931360361358,0.0,0,197,1.0,1.0,Mikania
genus,5543,0.0,0.2902833191229018,0.0,0,446,0.6373225701068093,1.0,Trichoderma
genus,1495523,0.0,0.019525783797504605,0.0,0,30,1.0,1.0,Heynea
genus,67917,0.0,0.08005571356976889,0.0,0,123,1.0,1.0,Toona
genus,3603,4.368932038834951,0.10088321628710713,45.23962665793352,18,155,2.7813078922270406e-23,1.3563511487760536e-20,Vitis
genus,672824,0.0,0.03709898921525875,0.0,0,57,1.0,1.0,Meehania
genus,26478,0.0,0.1067409514263585,0.0,0,164,1.0,1.0,Gelsemium
genus,66739,0.0,0.016922345957837325,0.0,0,26,1.0,1.0,Lasiodiplodia
genus,434622,0.0,0.017573205417754145,0.0,0,27,1.0,1.0,Baccharoides
genus,458510,0.0,0.030590394616090547,0.0,0,47,1.0,1.0,Pandaros
genus,39643,0.0,0.15946056767962094,0.0,0,245,1.0,1.0,Sorangium
genus,25610,0.0,0.021478362177255066,0.0,0,33,1.0,1.0,Sciadopitys
genus,2290857,0.0,0.013017189198336403,0.0,0,20,1.0,1.0,Amyris
genus,3569,0.4854368932038835,0.03970242705492603,12.281647341063575,2,61,0.012512839071257534,0.5720713612890553,Dianthus
genus,43868,0.4854368932038835,0.05597391355284653,8.709982983550766,2,86,0.02347765948430026,0.981366166443751,Commiphora
genus,5598,0.0,0.1672708811986228,0.0,0,257,1.0,1.0,Alternaria
genus,37840,0.0,0.14709423794120136,0.0,0,226,1.0,1.0,Pestalotiopsis
genus,3671,0.0,0.15099939470070228,0.0,0,232,1.0,1.0,Momordica
genus,3925,0.0,0.03254297299584101,0.0,0,50,1.0,1.0,Lonchocarpus
genus,55957,0.0,0.06508594599168202,0.0,0,100,1.0,1.0,Lindera
genus,72384,0.0,0.04230586489459331,0.0,0,65,1.0,1.0,Caryocar
genus,549420,0.0,0.013017189198336403,0.0,0,20,1.0,1.0,Hortia
genus,239140,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Dolomiaea
genus,95763,0.0,0.03254297299584101,0.0,0,50,1.0,1.0,Frullania
genus,198760,0.0,0.04490930273426059,0.0,0,69,1.0,1.0,Cratoxylum
genus,3898,0.0,0.030590394616090547,0.0,0,47,1.0,1.0,Trifolium
genus,4137,0.0,0.08200829194951934,0.0,0,126,1.0,1.0,Leonurus
genus,13326,0.0,0.029288675696256906,0.0,0,45,1.0,1.0,Acanthus
genus,4057,0.0,0.08981860546852118,0.0,0,138,1.0,1.0,Catharanthus
genus,21101,0.0,0.18289150823662648,0.0,0,281,1.0,1.0,Kopsia
genus,141584,0.0,0.048814459493761515,0.0,0,75,1.0,1.0,Melodinus
genus,179730,0.0,0.020176643257421426,0.0,0,31,1.0,1.0,Itoa
genus,13444,0.0,0.03970242705492603,0.0,0,61,1.0,1.0,Colchicum
genus,58880,0.0,0.03189211353592419,0.0,0,49,1.0,1.0,Phyllanthus
genus,159387,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Emmotum
genus,4001,0.0,0.10348665412677441,0.0,0,159,1.0,1.0,Buxus
genus,34451,0.0,0.029939535156173726,0.0,0,46,1.0,1.0,Cortinarius
genus,634378,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Hesperocyparis
genus,2731549,0.0,0.017573205417754145,0.0,0,27,1.0,1.0,Goniocheton
genus,71051,0.0,0.03840070813509239,0.0,0,59,1.0,1.0,Haplopappus
genus,39934,0.0,0.022129221637171886,0.0,0,34,1.0,1.0,Lecanora
genus,77003,0.0,0.020827502717338246,0.0,0,32,1.0,1.0,Phebalium
genus,5320,0.0,0.022780081097088706,0.0,0,35,1.0,1.0,Pleurotus
genus,145816,0.0,0.023430940557005526,0.0,0,36,1.0,1.0,Leuzea
genus,13259,0.0,0.06964196221109975,0.0,0,107,1.0,1.0,Saururus
genus,26496,0.0,0.25448604882747666,0.0,0,391,0.6315768638615888,1.0,Strychnos
genus,3904,0.0,0.019525783797504605,0.0,0,30,1.0,1.0,Vicia
genus,54476,0.0,0.1549045514602032,0.0,0,238,1.0,1.0,Vitex
genus,72968,0.0,0.018224064877670965,0.0,0,28,1.0,1.0,Psiadia
genus,59169,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Nardostachys
genus,109810,0.0,0.04295672435451013,0.0,0,66,1.0,1.0,Macaranga
genus,39251,0.0,0.06573680545159884,0.0,0,101,1.0,1.0,Paulownia
genus,86015,0.0,0.0969780595276062,0.0,0,149,1.0,1.0,Mycale
genus,40679,0.0,0.05597391355284653,0.0,0,86,1.0,1.0,Alcyonium
genus,13330,0.0,0.04165500543467649,0.0,0,64,1.0,1.0,Akebia
genus,886329,0.0,0.027986956776423266,0.0,0,43,1.0,1.0,Fascaplysinopsis
genus,169205,0.0,0.019525783797504605,0.0,0,30,1.0,1.0,Achyranthes
genus,3497,0.0,0.15620627038003684,0.0,0,240,1.0,1.0,Morus
genus,86596,0.0,0.026034378396672806,0.0,0,40,1.0,1.0,Palythoa
genus,105401,0.0,0.03514641083550829,0.0,0,54,1.0,1.0,Zoanthus
genus,124942,0.4854368932038835,0.15360283254036955,3.17087639520463,2,236,0.133800584453412,1.0,Azadirachta
genus,123400,0.0,0.013668048658253223,0.0,0,21,1.0,1.0,Cassine
genus,28073,0.0,0.32152457319890915,0.0,0,494,0.6467738230375135,1.0,Lyngbya
genus,13406,0.0,0.047512740573927875,0.0,0,73,1.0,1.0,Catalpa
genus,294142,0.0,0.018224064877670965,0.0,0,28,1.0,1.0,Duguetia
genus,1745122,0.0,0.029288675696256906,0.0,0,45,1.0,1.0,Ophryosporus
genus,198767,0.0,0.016271486497920505,0.0,0,25,1.0,1.0,Harungana
genus,3725,0.0,0.018874924337587785,0.0,0,29,1.0,1.0,Raphanus
genus,182083,0.0,0.05987907031234745,0.0,0,92,1.0,1.0,Gynostemma
genus,4065,0.0,0.04946531895367833,0.0,0,76,1.0,1.0,Calotropis
genus,283434,0.0,0.06118078923218109,0.0,0,94,1.0,1.0,Monanchora
genus,2781,0.0,0.013017189198336403,0.0,0,20,1.0,1.0,Gracilariopsis
genus,16728,0.0,0.027336097316506446,0.0,0,42,1.0,1.0,Asarum
genus,4610,0.0,0.090469464928438,0.0,0,139,1.0,1.0,Cyperus
genus,178513,0.0,0.055323054092929716,0.0,0,85,1.0,1.0,Amphimedon
genus,1162776,0.0,0.03449555137559147,0.0,0,53,1.0,1.0,Coscinoderma
genus,1548540,0.0,0.024081800016922346,0.0,0,37,1.0,1.0,Francoeuria
genus,130238,0.0,0.015620627038003683,0.0,0,24,1.0,1.0,Brachylaena
genus,436463,0.0,0.029288675696256906,0.0,0,45,1.0,1.0,Hyattella
genus,53851,0.0,0.07224540005076704,0.0,0,111,1.0,1.0,Cassia
genus,63084,0.0,0.024081800016922346,0.0,0,37,1.0,1.0,Tamarix
genus,468162,0.0,0.026685237856589626,0.0,0,41,1.0,1.0,Vachellia
genus,2995234,0.0,0.017573205417754145,0.0,0,27,1.0,1.0,Mycoplasmoides
genus,2875,0.0,0.27921870830431583,0.0,0,429,0.6348910919225799,1.0,Dictyota
genus,4930,0.0,0.024732659476839166,0.0,0,38,1.0,1.0,Saccharomyces
genus,126908,0.0,0.12821931360361358,0.0,0,197,1.0,1.0,Withania
genus,587658,0.0,0.031241254076007367,0.0,0,48,1.0,1.0,Coleus
genus,39169,0.24271844660194175,0.016271486497920505,14.950656934306569,1,25,0.06726337958266862,1.0,Lavandula
genus,3609,0.0,0.03384469191567465,0.0,0,52,1.0,1.0,Rhamnus
genus,147243,0.0,0.08200829194951934,0.0,0,126,1.0,1.0,Stephania
genus,152317,0.0,0.016922345957837325,0.0,0,26,1.0,1.0,Truncatella
genus,36922,0.0,0.09307290276810529,0.0,0,143,1.0,1.0,Diaporthe
genus,34399,0.0,0.08461172978918662,0.0,0,130,1.0,1.0,Phomopsis
genus,89791,0.0,0.018224064877670965,0.0,0,28,1.0,1.0,Sagenomella
genus,40468,0.0,0.04425844327434377,0.0,0,68,1.0,1.0,Inonotus
genus,33196,0.0,0.0969780595276062,0.0,0,149,1.0,1.0,Botrytis
genus,4685,0.24271844660194175,0.1099952487259426,2.2095624757050922,1,169,0.365870493493828,1.0,Asparagus
genus,78532,0.24271844660194175,0.029939535156173726,8.124246271025072,1,46,0.11828161631542405,1.0,Trigonella
genus,4415,0.0,0.013017189198336403,0.0,0,20,1.0,1.0,Nuphar
genus,4418,0.24271844660194175,0.016271486497920505,14.950656934306569,1,25,0.06726337958266862,1.0,Nymphaea
genus,98582,0.0,0.021478362177255066,0.0,0,33,1.0,1.0,Rhodomyrtus
genus,5502,0.0,0.06118078923218109,0.0,0,94,1.0,1.0,Curvularia
genus,74094,0.0,0.04165500543467649,0.0,0,64,1.0,1.0,Cystoseira
genus,71944,0.0,0.017573205417754145,0.0,0,27,1.0,1.0,Hypholoma
genus,34444,0.0,0.06899110275118293,0.0,0,106,1.0,1.0,Lactarius
genus,3137121,0.0,0.029939535156173726,0.0,0,46,1.0,1.0,Anemone
genus,84858,0.0,0.04425844327434377,0.0,0,68,1.0,1.0,Aspidosperma
genus,49606,0.7281553398058253,0.07549969735035114,9.707887193322653,3,116,0.004133390695408392,0.2239685402734251,Lonicera
genus,88359,0.0,0.029288675696256906,0.0,0,45,1.0,1.0,Symphyocladia
genus,39500,0.0,0.027336097316506446,0.0,0,42,1.0,1.0,Cordyline
genus,307001,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Disepalum
genus,255893,0.0,0.07875399464993524,0.0,0,121,1.0,1.0,Eremophila
genus,151229,0.0,0.023430940557005526,0.0,0,36,1.0,1.0,Haloxylon
genus,4147,0.0,0.08135743248960252,0.0,0,125,1.0,1.0,Jasminum
genus,3434,0.0,0.025383518936755986,0.0,0,39,1.0,1.0,Persea
genus,23263,0.0,0.016922345957837325,0.0,0,26,1.0,1.0,Rodgersia
genus,41847,0.0,0.024732659476839166,0.0,0,38,1.0,1.0,Scapania
genus,429501,0.0,0.016271486497920505,0.0,0,25,1.0,1.0,Vallaris
genus,3971,0.0,0.03514641083550829,0.0,0,54,1.0,1.0,Viscum
genus,31392,0.0,0.026685237856589626,0.0,0,41,1.0,1.0,Chondria
genus,4672,0.0,0.1353787676626986,0.0,0,208,1.0,1.0,Dioscorea
genus,49680,0.0,0.019525783797504605,0.0,0,30,1.0,1.0,Menispermum
genus,186466,0.0,0.030590394616090547,0.0,0,47,1.0,1.0,Mizuhopecten
genus,4034,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Oxalis
genus,3618,0.0,0.026685237856589626,0.0,0,41,1.0,1.0,Rumex
genus,41789,0.0,0.07940485410985205,0.0,0,122,1.0,1.0,Tinospora
genus,225838,0.0,0.047512740573927875,0.0,0,73,1.0,1.0,Xylopia
genus,48025,0.0,0.013668048658253223,0.0,0,21,1.0,1.0,Ammi
genus,1813,0.0,0.1451416595614509,0.0,0,223,1.0,1.0,Amycolatopsis
genus,178537,0.0,0.1197581406246949,0.0,0,184,1.0,1.0,Callyspongia
genus,99036,2.1844660194174756,0.051417897333428796,43.41099978013004,9,79,3.040648893227814e-12,4.942743700880324e-10,Chamaemelum
genus,5498,0.0,0.059228210852430636,0.0,0,91,1.0,1.0,Cladosporium
genus,155635,0.0,0.018874924337587785,0.0,0,29,1.0,1.0,Entandrophragma
genus,3493,0.4854368932038835,0.08656430816893708,5.630295250320924,2,133,0.05113521421295323,1.0,Ficus
genus,3853,0.0,0.018874924337587785,0.0,0,29,1.0,1.0,Lathyrus
genus,508040,0.0,0.022780081097088706,0.0,0,35,1.0,1.0,Ochtodes
genus,5637,0.0,0.03189211353592419,0.0,0,49,1.0,1.0,Polyporus
genus,405757,0.0,0.020827502717338246,0.0,0,32,1.0,1.0,Jacobaea
genus,64596,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Hopea
genus,2924,0.0,0.031241254076007367,0.0,0,48,1.0,1.0,Alexandrium
genus,71941,0.0,0.03840070813509239,0.0,0,59,1.0,1.0,Hygrophorus
genus,49562,0.0,0.019525783797504605,0.0,0,30,1.0,1.0,Peucedanum
genus,4059,0.0,0.05987907031234745,0.0,0,92,1.0,1.0,Rauvolfia
genus,13817,0.0,0.03189211353592419,0.0,0,49,1.0,1.0,Adiantum
genus,98848,0.0,0.04360758381442695,0.0,0,67,1.0,1.0,Amathia
genus,205091,0.0,0.019525783797504605,0.0,0,30,1.0,1.0,Asterospicularia
genus,313925,0.0,0.016922345957837325,0.0,0,26,1.0,1.0,Calostephane
genus,20483,0.0,0.026685237856589626,0.0,0,41,1.0,1.0,Caragana
genus,3380,0.0,0.07875399464993524,0.0,0,121,1.0,1.0,Gnetum
genus,99898,0.0,0.022780081097088706,0.0,0,35,1.0,1.0,Osmundea
genus,32162,0.0,0.015620627038003683,0.0,0,24,1.0,1.0,Lepisorus
genus,59977,0.0,0.04230586489459331,0.0,0,65,1.0,1.0,Lysimachia
genus,46570,0.0,0.013668048658253223,0.0,0,21,1.0,1.0,Nasutitermes
genus,41393,0.0,0.04816360003384469,0.0,0,74,1.0,1.0,Premna
genus,53246,0.0,0.03449555137559147,0.0,0,53,1.0,1.0,Pseudoalteromonas
genus,3122587,0.0,0.20241729203413106,0.0,0,311,1.0,1.0,Sclerophytum
genus,4107,0.24271844660194175,0.30134792994148774,0.8049691791080071,1,463,1.0,1.0,Solanum
genus,13749,0.0,0.026034378396672806,0.0,0,40,1.0,1.0,Vaccinium
genus,142693,0.0,0.028637816236340086,0.0,0,44,1.0,1.0,Wikstroemia
genus,102749,0.0,0.09112032438835482,0.0,0,140,1.0,1.0,Ageratina
genus,41623,0.0,0.07940485410985205,0.0,0,122,1.0,1.0,Pluchea
genus,13384,0.0,0.014969767578086863,0.0,0,23,1.0,1.0,Calluna
genus,79556,0.0,0.022780081097088706,0.0,0,35,1.0,1.0,Barringtonia
genus,43712,0.0,0.016922345957837325,0.0,0,26,1.0,1.0,Flindersia
genus,20202,0.0,0.06443508653176519,0.0,0,99,1.0,1.0,Mallotus
genus,38595,0.0,0.16011142713953777,0.0,0,246,1.0,1.0,Ajuga
genus,167619,0.0,0.016271486497920505,0.0,0,25,1.0,1.0,Neorautanenia
genus,13340,0.0,0.07159454059085021,0.0,0,110,1.0,1.0,Aralia
genus,38871,0.0,0.05727563247268017,0.0,0,88,1.0,1.0,Fraxinus
genus,204122,0.0,0.04100414597475967,0.0,0,63,1.0,1.0,Hyptis
genus,25613,0.0,0.09307290276810529,0.0,0,143,1.0,1.0,Taiwania
genus,51814,0.0,0.25058089206797574,0.0,0,385,0.6313539341552801,1.0,Sinularia
genus,241840,0.0,0.24797745422830847,0.0,0,381,0.631254958600755,1.0,Xylocarpus
genus,86557,0.0,0.1588097082197041,0.0,0,244,1.0,1.0,Eunicea
genus,48110,0.0,0.015620627038003683,0.0,0,24,1.0,1.0,Cnidium
genus,49551,0.0,0.03189211353592419,0.0,0,49,1.0,1.0,Ligusticum
genus,94326,0.0,0.11129696764577625,0.0,0,171,1.0,1.0,Alpinia
genus,275431,0.0,0.11259868656560988,0.0,0,173,1.0,1.0,Ircinia
genus,1868718,0.24271844660194175,0.013668048658253223,17.798864557988647,1,21,0.057216836950199856,1.0,Phyllolobium
genus,4281,0.0,0.059228210852430636,0.0,0,91,1.0,1.0,Cornus
genus,124948,0.0,0.04425844327434377,0.0,0,68,1.0,1.0,Ekebergia
genus,4430,0.4854368932038835,0.031241254076007367,15.609247967479675,2,48,0.00802965580461585,0.40508229110872374,Nelumbo
genus,118777,0.0,0.026034378396672806,0.0,0,40,1.0,1.0,Tussilago
genus,1562292,0.0,0.016922345957837325,0.0,0,26,1.0,1.0,Pseudopestalotiopsis
genus,32008,0.0,0.06703852437143247,0.0,0,103,1.0,1.0,Burkholderia
genus,37493,0.0,0.018224064877670965,0.0,0,28,1.0,1.0,Consolida
genus,279618,0.0,0.06573680545159884,0.0,0,101,1.0,1.0,Lamellodysidea
genus,121489,0.0,0.17182689741804053,0.0,0,264,1.0,1.0,Spongia
genus,52860,0.0,0.2870290218233177,0.0,0,441,0.6365522556936525,1.0,Tabernaemontana
genus,205095,0.0,0.28637816236340086,0.0,0,440,0.6364035907804433,1.0,Lobophytum
genus,213021,0.0,0.017573205417754145,0.0,0,27,1.0,1.0,Stillingia
genus,1873,0.0,0.2258482325911366,0.0,0,347,1.0,1.0,Micromonospora
genus,2915487,0.0,0.026034378396672806,0.0,0,40,1.0,1.0,Heptapleurum
genus,279624,0.0,0.06378422707184837,0.0,0,98,1.0,1.0,Phyllospongia
genus,506629,0.0,0.014969767578086863,0.0,0,23,1.0,1.0,Koanophyllon
genus,117544,0.0,0.022780081097088706,0.0,0,35,1.0,1.0,Cytospora
genus,43521,0.0,0.09762891898752303,0.0,0,150,1.0,1.0,Morinda
genus,93803,0.0,0.026034378396672806,0.0,0,40,1.0,1.0,Waltheria
genus,114230,0.0,0.013017189198336403,0.0,0,20,1.0,1.0,Nigrospora
genus,162985,0.0,0.021478362177255066,0.0,0,33,1.0,1.0,Hapalosiphon
genus,13398,0.0,0.03970242705492603,0.0,0,61,1.0,1.0,Carex
genus,41555,0.0,0.015620627038003683,0.0,0,24,1.0,1.0,Cosmos
genus,5782,0.0,0.016271486497920505,0.0,0,25,1.0,1.0,Dictyostelium
genus,283119,0.0,0.021478362177255066,0.0,0,33,1.0,1.0,Flueggea
genus,55182,0.0,0.031241254076007367,0.0,0,48,1.0,1.0,Forsythia
genus,4725,0.24271844660194175,0.023430940557005526,10.381657204649905,1,36,0.09434407666769028,1.0,Pandanus
genus,159191,0.0,0.05467219463301289,0.0,0,84,1.0,1.0,Nodularia
genus,41485,0.0,0.056624773012763356,0.0,0,87,1.0,1.0,Atractylodes
genus,12958,0.0,0.1646674433589555,0.0,0,253,1.0,1.0,Axinella
genus,10211,0.0,0.04165500543467649,0.0,0,64,1.0,1.0,Bugula
genus,48043,0.0,0.03189211353592419,0.0,0,49,1.0,1.0,Oenanthe
genus,2995706,0.0,0.015620627038003683,0.0,0,24,1.0,1.0,Streptantibioticus
genus,1036719,0.0,0.017573205417754145,0.0,0,27,1.0,1.0,Verticillium
genus,13757,0.0,0.025383518936755986,0.0,0,39,1.0,1.0,Viola
genus,103474,0.0,0.03579727029542511,0.0,0,55,1.0,1.0,Cestrum
genus,1177,0.0,0.15425369200028638,0.0,0,237,1.0,1.0,Nostoc
genus,85813,0.0,0.018224064877670965,0.0,0,28,1.0,1.0,Phakellia
genus,553185,0.0,0.028637816236340086,0.0,0,44,1.0,1.0,Latrunculia
genus,60562,0.0,0.06508594599168202,0.0,0,100,1.0,1.0,Certonardoa
genus,206345,0.0,0.10218493520694076,0.0,0,157,1.0,1.0,Klyxum
genus,76312,0.0,0.07615055681026796,0.0,0,117,1.0,1.0,Caulerpa
genus,1988,0.0,0.07029282167101658,0.0,0,108,1.0,1.0,Actinomadura
genus,40921,1.6990291262135921,0.060529929772264277,28.537103411655384,7,93,1.2016974320024297e-08,1.3523718023227343e-06,Anethum
genus,59595,0.0,0.026034378396672806,0.0,0,40,1.0,1.0,Palicourea
genus,40685,0.0,0.022129221637171886,0.0,0,34,1.0,1.0,Salix
genus,4201,0.0,0.028637816236340086,0.0,0,44,1.0,1.0,Sambucus
genus,39249,0.0,0.06183164869209792,0.0,0,95,1.0,1.0,Scrophularia
genus,41387,0.0,0.020827502717338246,0.0,0,32,1.0,1.0,Gmelina
genus,4051,0.0,0.026685237856589626,0.0,0,41,1.0,1.0,Hedera
genus,23012,0.0,0.031241254076007367,0.0,0,48,1.0,1.0,Kalanchoe
genus,53018,0.0,0.04816360003384469,0.0,0,74,1.0,1.0,Plagiochila
genus,3620,0.0,0.03254297299584101,0.0,0,50,1.0,1.0,Rheum
genus,86560,0.0,0.16271486497920504,0.0,0,250,1.0,1.0,Junceella
genus,159075,0.0,0.04035328651484285,0.0,0,62,1.0,1.0,Acremonium
genus,199219,0.24271844660194175,0.014318908118170043,16.989714664897146,1,22,0.059738547642744125,1.0,Pinellia
genus,3754,0.970873786407767,0.09567634060777257,10.237161531279177,4,147,0.0007696589824184212,0.04895700396861523,Prunus
genus,269055,0.0,0.014318908118170043,0.0,0,22,1.0,1.0,Prosuberites
genus,313936,0.0,0.03254297299584101,0.0,0,50,1.0,1.0,Pentanema
genus,4211,0.0,0.05597391355284653,0.0,0,86,1.0,1.0,Ambrosia
genus,21922,0.0,0.04295672435451013,0.0,0,66,1.0,1.0,Callicarpa
genus,120289,2.4271844660194173,0.0741979784305175,33.501134677489745,10,114,2.0878368377427217e-12,3.8181316170220025e-10,Psidium
genus,5340,0.0,0.028637816236340086,0.0,0,44,1.0,1.0,Agaricus
genus,283086,0.0,0.021478362177255066,0.0,0,33,1.0,1.0,Bridelia
genus,43068,0.0,0.018874924337587785,0.0,0,29,1.0,1.0,Centella
genus,141544,0.24271844660194175,0.048814459493761515,4.9819302514193025,1,75,0.18419015223098792,1.0,Cerbera
genus,43572,0.0,0.016922345957837325,0.0,0,26,1.0,1.0,Sarcocephalus
genus,4275,0.4854368932038835,0.1939561190552124,2.510148960550008,2,298,0.1918727559049971,1.0,Polygala
genus,39702,0.0,0.013668048658253223,0.0,0,21,1.0,1.0,Septoria
genus,128729,0.0,0.025383518936755986,0.0,0,39,1.0,1.0,Tetraneuris
genus,7090,0.0,0.015620627038003683,0.0,0,24,1.0,1.0,Bombyx
genus,35715,0.0,0.013668048658253223,0.0,0,21,1.0,1.0,Prosopis
genus,41642,0.0,0.018874924337587785,0.0,0,29,1.0,1.0,Santolina
genus,3257,0.0,0.017573205417754145,0.0,0,27,1.0,1.0,Equisetum
genus,1310091,0.0,0.023430940557005526,0.0,0,36,1.0,1.0,Monoon
genus,72171,0.24271844660194175,0.11715470278502763,2.0743849689105165,1,180,0.3842985515593729,1.0,Ziziphus
genus,60577,0.0,0.03384469191567465,0.0,0,52,1.0,1.0,Henricia
genus,146270,0.24271844660194175,0.056624773012763356,4.294431859496043,1,87,0.21000324256888572,1.0,Doris
genus,12947,0.24271844660194175,0.0741979784305175,3.2767533188201647,1,114,0.26514247509332006,1.0,Aristolochia
