comparison,tag,n_I,n_II,pct_I,pct_II,gap,p,q,stars
full bags,cooked,2,1,0.6779661016949152,0.33222591362126247,0.34574018807365275,,,
full bags,radish,2,1,0.6779661016949152,0.33222591362126247,0.34574018807365275,,,
full bags,berry,11,11,3.7288135593220337,3.654485049833887,0.07432850948814673,,,
full bags,honey,11,11,3.7288135593220337,3.654485049833887,0.07432850948814673,,,
full bags,dry,10,10,3.389830508474576,3.3222591362126246,0.06757137226195153,,,
full bags,lily,9,9,3.0508474576271185,2.990033222591362,0.06081423503575634,,,
full bags,lactonic,9,9,3.0508474576271185,2.990033222591362,0.06081423503575634,,,
full bags,orris,8,8,2.711864406779661,2.6578073089700998,0.05405709780956114,,,
full bags,plum,8,8,2.711864406779661,2.6578073089700998,0.05405709780956114,,,
full bags,chicken,7,7,2.3728813559322033,2.3255813953488373,0.04729996058336594,,,
full bags,coumarinic,7,7,2.3728813559322033,2.3255813953488373,0.04729996058336594,,,
full bags,almond,7,7,2.3728813559322033,2.3255813953488373,0.04729996058336594,,,
full bags,tea,6,6,2.0338983050847457,1.9933554817275747,0.040542823357170965,,,
full bags,clove,5,5,1.694915254237288,1.6611295681063123,0.03378568613097577,,,
full bags,hyacinth,5,5,1.694915254237288,1.6611295681063123,0.03378568613097577,,,
full bags,hazelnut,5,5,1.694915254237288,1.6611295681063123,0.03378568613097577,,,
full bags,muguet,5,5,1.694915254237288,1.6611295681063123,0.03378568613097577,,,
full bags,lavender,5,5,1.694915254237288,1.6611295681063123,0.03378568613097577,,,
full bags,mentholic,4,4,1.3559322033898304,1.3289036544850499,0.02702854890478057,,,
full bags,smoky,4,4,1.3559322033898304,1.3289036544850499,0.02702854890478057,,,
full bags,brandy,3,3,1.0169491525423728,0.9966777408637874,0.020271411678585483,,,
full bags,grapefruit,3,3,1.0169491525423728,0.9966777408637874,0.020271411678585483,,,
full bags,celery,2,2,0.6779661016949152,0.6644518272425249,0.013514274452390285,,,
full bags,juicy,2,2,0.6779661016949152,0.6644518272425249,0.013514274452390285,,,
full bags,alcoholic,2,2,0.6779661016949152,0.6644518272425249,0.013514274452390285,,,
full bags,tomato,1,1,0.3389830508474576,0.33222591362126247,0.006757137226195142,,,
full bags,brothy,1,1,0.3389830508474576,0.33222591362126247,0.006757137226195142,,,
