sml,SMILES,cluster,MolWt,LogP,TPSA,HBD,HBA,OxygenAtoms,RotBonds,FracCSP3,AromaticRings,RingCount,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur,cluster_name
SML0534,CC=CC(=O)C1=C(CCCC1(C)C)C,3,192.30199999999996,3.6582000000000026,17.07,0,1,1,2,0.6153846153846154,0,1,0,0,0,1,0,0,0,0,0,Smoky
SML0535,CC1=C(C=CO1)SSC2=C(OC=C2)C,3,226.322,4.288840000000002,26.28,0,4,2,3,0.2,2,2,0,0,0,0,0,0,1,0,1,Smoky
SML0536,CC1=CC2=C(C=C1)OCC(=O)CO2,1,178.18699999999995,1.3353199999999996,35.53,0,3,3,0,0.3,1,2,0,0,0,1,0,1,1,0,0,Fruity / Fatty / Aldehydic
SML0537,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C,0,264.409,4.180600000000004,26.3,0,2,2,1,0.9411764705882353,0,3,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0538,CC/C=C\CCCCC=O,1,140.226,2.711900000000001,17.07,0,1,1,6,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0540,CCC(=C)CCCC(C)(C)O,1,156.269,2.893800000000002,20.23,1,1,1,5,0.8,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0541,CNC1=CC=CC=C1C(=O)OC,4,165.19199999999998,1.5149,38.33,1,3,2,2,0.2222222222222222,1,1,0,1,0,0,0,1,1,1,0,Roasted / Phenolic / Spice
SML0542,CC(=CCCC(=CCCC(=C)C=C)C)C,1,204.35699999999997,5.201500000000005,0.0,0,0,0,7,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0543,CCCC(C)C(=O)OCC,3,144.21399999999997,1.9857,26.3,0,2,2,4,0.875,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0545,CCC1=C(C(=O)C=CO1)O,4,140.13799999999998,0.9077999999999999,50.44,1,3,3,1,0.2857142857142857,1,1,0,0,0,0,1,0,1,0,0,Roasted / Phenolic / Spice
SML0546,CC1CC2=C(CC1(C)C(=O)C)C(CCC2)(C)C,3,234.38299999999992,4.518300000000004,17.07,0,1,1,1,0.8125,0,2,0,0,0,1,0,0,0,0,0,Smoky
SML0547,CCCCCCCCCCOC(=O)C,3,200.32199999999997,3.6902000000000026,26.3,0,2,2,9,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0548,CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C,1,224.34399999999994,3.878300000000003,26.3,0,2,2,6,0.6428571428571429,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0549,CCCCCCCCOC=O,3,158.241,2.5199000000000007,26.3,0,2,2,8,0.8888888888888888,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0550,CCCCCOC(=O)CC,3,144.21399999999997,2.1298000000000004,26.3,0,2,2,5,0.875,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0551,CC(=O)OCC1=CC2=C(C=C1)OCO2,1,194.18599999999998,1.4783999999999997,44.760000000000005,0,4,4,2,0.3,1,2,0,1,0,0,0,1,1,0,0,Fruity / Fatty / Aldehydic
SML0553,CCCCCCCCC/C=C/C=O,1,182.30700000000002,3.8822000000000028,17.07,0,1,1,9,0.75,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0554,C/C=C(\C)/C=O,3,84.11799999999998,1.1515,17.07,0,1,1,1,0.4,0,0,0,0,1,0,0,0,0,0,0,Smoky
SML0555,C(CC(=O)O)CBr,2,167.002,1.2461,37.3,1,1,2,3,0.75,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0556,C(CCBr)CC(=O)O,2,181.02899999999997,1.6362,37.3,1,1,2,4,0.8,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0557,CC(CC1=CC=C(C=C1)OC)C=O,0,178.23099999999997,2.0726999999999998,26.3,0,2,2,4,0.36363636363636365,1,1,0,0,1,0,0,1,1,0,0,Floral / Balsamic
SML0558,CC(C)(C)C1=CC=C(C=C1)OCC=O,3,192.25799999999995,2.5618000000000007,26.3,0,2,2,3,0.4166666666666667,1,1,0,0,1,0,0,1,1,0,0,Smoky
SML0559,C1=CC=C(C=C1)CCC=O,0,134.17799999999997,1.8181,17.07,0,1,1,3,0.2222222222222222,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0560,C1=CC=C(C=C1)CCCC=O,0,148.20499999999998,2.2081999999999997,17.07,0,1,1,4,0.3,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0561,CC(CCO)C1=CC=CC=C1,0,150.22099999999998,2.1725000000000003,20.23,1,1,1,3,0.4,1,1,0,0,0,0,1,0,1,0,0,Floral / Balsamic
SML0562,CC(C)C1=CC=CC=C1,3,120.19499999999995,2.8100000000000014,0.0,0,0,0,1,0.3333333333333333,1,1,0,0,0,0,0,0,1,0,0,Smoky
SML0563,C1=CC=C(C=C1)CCCCC=O,0,162.23199999999997,2.598300000000001,17.07,0,1,1,5,0.36363636363636365,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0564,C[C@H]1CC[C@@H](C(=O)C1)C(C)C,1,154.253,2.6477000000000013,17.07,0,1,1,1,0.9,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0565,CC1=CC[C@H](CC1O)C(=C)C,4,152.23699999999997,2.2797,20.23,1,1,1,1,0.6,0,1,0,0,0,0,1,0,0,0,0,Roasted / Phenolic / Spice
SML0566,CC(C(=O)C)C(=O)C,5,114.14399999999999,0.8005,34.14,0,2,2,2,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,Fermented / Solvent
SML0567,CC(C)CC(=O)CC(=O)C,1,142.19799999999998,1.5807,34.14,0,2,2,4,0.75,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0568,CCCCC(=O)CC(=O)C,1,142.19799999999998,1.7247999999999999,34.14,0,2,2,5,0.75,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0569,CCCCCC(=O)CC(=O)C,1,156.225,2.1149,34.14,0,2,2,6,0.7777777777777778,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0570,CC(C)C1=CC=C(C=C1)CC(C)C=O,0,190.28599999999994,3.1875000000000018,17.07,0,1,1,4,0.46153846153846156,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0571,CCC1=CC=C(C=C1)CC(C)(C)C=O,0,190.28599999999997,3.0166000000000013,17.07,0,1,1,4,0.46153846153846156,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0572,CCC(C1=CC=CC=C1)O,3,136.19399999999996,2.1300000000000003,20.23,1,1,1,2,0.3333333333333333,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0573,COC1=CC=C(C=C1)COC=O,4,166.176,1.3681999999999999,35.53,0,3,3,4,0.2222222222222222,1,1,0,1,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0574,CCCCCCCCCC(C)C=O,1,184.323,3.962100000000003,17.07,0,1,1,9,0.9166666666666666,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0575,CC(=CC1=CC=CC=C1)C=O,4,146.18899999999996,2.2888,17.07,0,1,1,2,0.1,1,1,0,0,1,0,0,0,1,0,0,Roasted / Phenolic / Spice
SML0576,CC1=CC(=O)CC(C1)C(C)C,0,152.237,2.567800000000001,17.07,0,1,1,1,0.7,0,1,0,0,0,1,0,0,0,0,0,Floral / Balsamic
SML0577,CC(CCC1=CC=CC=C1)CC=O,0,176.25899999999996,2.8443000000000014,17.07,0,1,1,5,0.4166666666666667,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0578,CC(CC1=CC=CC=C1)C=O,0,148.20499999999996,2.0641,17.07,0,1,1,3,0.3,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0579,CC1=CC=C(C=C1)CC(C)C=O,0,162.232,2.3725200000000006,17.07,0,1,1,3,0.36363636363636365,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0580,CC1=C(C(=O)C=CO1)OC(=O)C(C)C,4,196.20199999999997,1.50962,56.51,0,4,4,2,0.4,1,1,0,1,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0581,CCOC(=O)CC1(OCCO1)C,5,174.19599999999997,0.7025999999999999,44.760000000000005,0,4,4,3,0.875,0,1,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0582,CCCCCC1COCCC1OC(=O)C,1,214.30499999999995,2.5349000000000004,35.53,0,3,3,5,0.9166666666666666,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0583,CC(C)CCOCC(=O)OCC=C,1,186.25099999999998,1.7783000000000002,35.53,0,3,3,7,0.7,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0584,CC(=CCCC(C)(C=C)OC(=O)C)C,4,196.29,3.2406000000000024,26.3,0,2,2,5,0.5833333333333334,0,0,0,1,0,0,0,1,0,0,0,Roasted / Phenolic / Spice
SML0585,COC1CC2CC1C3C2CC(C3)C=O,3,194.27399999999997,1.8825,26.3,0,2,2,2,0.9166666666666666,0,3,0,0,1,0,0,1,0,0,0,Smoky
SML0586,CC(CC=O)C1=CC=C(C=C1)C(C)(C)C,0,204.313,3.676600000000003,17.07,0,1,1,3,0.5,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0587,CC1=C(C=C(C=C1)C(C)C)O,3,150.22099999999998,2.8240200000000013,20.23,1,1,1,1,0.4,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0588,CCCCCC(/C(=C/CC)/C)O,1,170.296,3.2839000000000023,20.23,1,1,1,6,0.8181818181818182,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0589,CC(C)(C)C1CCCCC1OCCCCO,3,228.37599999999995,3.380400000000003,29.46,1,2,2,5,1.0,0,1,0,0,0,0,1,1,0,0,0,Smoky
SML0590,CC(C)CCCC(C)(C)O,1,144.258,2.583600000000001,20.23,1,1,1,4,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0591,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,0,206.32899999999992,3.904200000000003,17.07,0,1,1,3,0.6428571428571429,0,1,0,0,0,1,0,0,0,0,0,Floral / Balsamic
SML0592,C/C=C/C(=O)C1C(=CCCC1(C)C)C,0,192.30199999999996,3.5141000000000027,17.07,0,1,1,2,0.6153846153846154,0,1,0,0,0,1,0,0,0,0,0,Floral / Balsamic
SML0593,CCCCCCCCC(OC(=O)C)OC(=O)C,3,244.33099999999996,3.189300000000002,52.6,0,4,4,9,0.8461538461538461,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0594,CC1CC(CO1)(C)C2=CC=CC=C2,5,176.25900000000001,2.7531000000000008,9.23,0,1,1,1,0.5,1,2,0,0,0,0,0,1,1,0,0,Fermented / Solvent
SML0595,CC1=CC=C(C=C1)OC,4,122.16699999999999,2.0036199999999997,9.23,0,1,1,1,0.25,1,1,0,0,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0596,CC/C=C\CC1=C(CCC1=O)C,4,164.248,3.022100000000002,17.07,0,1,1,3,0.5454545454545454,0,1,0,0,0,1,0,0,0,0,0,Roasted / Phenolic / Spice
SML0597,COC1=C(C=CC(=C1)C(=O)OC)O,4,182.17499999999995,1.1874,55.760000000000005,1,4,4,2,0.2222222222222222,1,1,0,1,0,0,1,1,1,0,0,Roasted / Phenolic / Spice
SML0598,C/C=C/C1=CC(=C(C=C1)OC)OC,0,178.23099999999997,2.736900000000001,18.46,0,2,2,3,0.2727272727272727,1,1,0,0,0,0,0,1,1,0,0,Floral / Balsamic
SML0599,C1CCC/C=C\CCCCCCC(=O)CCC1,0,236.39899999999992,5.1966000000000045,17.07,0,1,1,0,0.8125,0,1,0,0,0,1,0,0,0,0,0,Floral / Balsamic
SML0600,CC/C(=C\CC1CC=C(C1(C)C)C)/CO,1,208.34499999999997,3.6976000000000027,20.23,1,1,1,4,0.7142857142857143,0,1,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0601,CC1C/C=C/CCCCCCCCCC(=O)C1,0,236.39899999999992,5.052500000000005,17.07,0,1,1,0,0.8125,0,1,0,0,0,1,0,0,0,0,0,Floral / Balsamic
SML0602,C[C@H](C(=O)N[C@H](C)C(=O)O)N,2,160.17299999999997,-1.0770999999999993,92.42,3,3,3,3,0.6666666666666666,0,0,1,0,0,0,0,0,0,1,0,Acid / Dairy / Cheese
SML0603,CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O,0,264.281,0.9723999999999999,84.5,2,4,4,7,0.3076923076923077,1,1,0,0,0,1,0,1,1,0,0,Floral / Balsamic
SML0604,CC1=C(C=C2CCC(OC2=C1C)(C)CCC(=O)O)O,2,264.32099999999997,2.9575400000000003,66.76,2,3,4,3,0.5333333333333333,1,2,1,0,0,0,1,1,1,0,0,Acid / Dairy / Cheese
SML0605,C(C(=O)C(=O)O)O,2,104.06099999999998,-1.3676,74.60000000000001,2,3,4,2,0.3333333333333333,0,0,1,0,0,1,1,0,0,0,0,Acid / Dairy / Cheese
SML0606,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O)N,4,329.20900000000006,-0.8174000000000001,154.84000000000003,3,9,6,2,0.5,2,4,0,0,0,0,1,1,1,1,0,Roasted / Phenolic / Spice
SML0607,CC(C1CCCC(C1)(C)C)OC(C)(C)COC(=O)C2CC2,1,296.451,4.339700000000004,35.53,0,3,3,6,0.9444444444444444,0,2,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0608,C([C@@H](C(=O)O)O)O,2,106.07699999999997,-1.5757999999999999,77.76,3,3,4,2,0.6666666666666666,0,0,1,0,0,0,1,0,0,0,0,Acid / Dairy / Cheese
SML0609,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)CC[C@]34CO,2,302.41400000000004,3.0598000000000023,54.370000000000005,1,3,3,1,0.7894736842105263,0,4,0,0,0,1,1,0,0,0,0,Acid / Dairy / Cheese
SML0610,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,2,288.431,4.167300000000004,34.14,0,2,2,0,0.8947368421052632,0,4,0,0,0,1,0,0,0,0,0,Acid / Dairy / Cheese
SML0611,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,2,189.167,-0.5594999999999994,103.7,3,3,5,5,0.5714285714285714,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0612,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O,2,342.297,-5.5545999999999935,197.36999999999998,8,11,11,8,0.9166666666666666,0,1,0,0,1,0,1,1,0,0,0,Acid / Dairy / Cheese
SML0613,C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)N)C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CO)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,0,1060.2279999999994,-3.9884000000000217,418.77999999999986,12,13,11,27,0.54,2,5,1,0,0,0,1,0,1,1,0,Floral / Balsamic
SML0614,CC1=CNC(=O)N1,4,98.105,0.011419999999999875,48.65,2,1,1,0,0.25,1,1,0,0,0,0,0,0,1,0,0,Roasted / Phenolic / Spice
SML0615,C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O,3,271.248,3.203300000000002,92.22000000000001,4,4,5,1,0.0,3,3,0,0,0,0,1,0,1,0,0,Smoky
SML0616,C(C(=O)O)N,2,75.06700000000001,-0.9702999999999999,63.31999999999999,2,2,2,1,0.5,0,0,1,0,0,0,0,0,0,1,0,Acid / Dairy / Cheese
SML0617,C(CC(=O)O)C(=O)C(=O)O,2,146.09799999999998,-0.49509999999999993,91.67,2,3,5,4,0.4,0,0,1,0,0,1,0,0,0,0,0,Acid / Dairy / Cheese
SML0618,C(=O)(N)N,3,60.05599999999999,-0.9762,69.11,2,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Smoky
SML0619,C1=C(NC=N1)C[C@@H](CO)N,4,141.17399999999998,-0.7282000000000002,74.92999999999999,3,3,1,3,0.5,1,1,0,0,0,0,1,0,1,1,0,Roasted / Phenolic / Spice
SML0620,C12=C(NC(=NC1=O)N)NC(=O)N2,0,167.12800000000001,-1.4783000000000008,120.41999999999999,4,4,2,0,0.0,2,2,0,0,0,0,0,0,1,1,0,Floral / Balsamic
SML0621,C1CC(=O)NC1,2,85.106,-0.10360000000000008,29.1,1,1,1,0,0.75,0,1,0,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0622,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C,2,288.43100000000004,3.8792000000000035,37.3,1,2,2,0,0.8421052631578947,0,4,0,0,0,1,1,0,0,0,0,Acid / Dairy / Cheese
SML0623,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,2,288.387,2.5800000000000023,60.69,3,3,3,0,0.6666666666666666,1,4,0,0,0,0,1,0,1,0,0,Acid / Dairy / Cheese
SML0624,COC1=C(C=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C=C2)O)OC)O,0,372.41700000000003,3.2087000000000026,93.06000000000002,2,6,6,10,0.3333333333333333,2,2,0,0,0,1,1,1,1,0,0,Floral / Balsamic
SML0625,C1=CC=C(C=C1)CC(=O)N[C@@H](CCC(=O)N)C(=O)O,0,264.28099999999995,0.06400000000000056,109.49,3,3,4,7,0.3076923076923077,1,1,1,0,0,0,0,0,1,0,0,Floral / Balsamic
SML0626,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,2,288.43100000000004,3.8792000000000035,37.3,1,2,2,0,0.8421052631578947,0,4,0,0,0,1,1,0,0,0,0,Acid / Dairy / Cheese
SML0627,CCCCCCCCCCCCCCCCCC(=O)NCCO,1,327.553,5.356400000000005,49.33,2,2,2,18,0.95,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0628,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,2,286.41499999999996,4.087400000000003,34.14,0,2,2,0,0.7894736842105263,0,4,0,0,0,1,0,0,0,0,0,Acid / Dairy / Cheese
SML0629,CCCCCCCCCCCCCCCC(=O)NCCO,1,299.499,4.576200000000004,49.33,2,2,2,16,0.9444444444444444,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0631,C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)O,4,288.212,-3.1536999999999984,162.08,5,7,8,3,0.5,1,2,1,0,0,0,1,1,1,0,0,Roasted / Phenolic / Spice
SML0632,CC(=O)NC1=CC=C(C=C1)O,3,151.165,1.3505999999999998,49.33,2,2,2,1,0.125,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0633,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,5,304.47400000000005,6.216700000000006,37.3,1,1,2,14,0.55,0,0,1,0,0,0,0,0,0,0,0,Fermented / Solvent
SML0634,CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)O,3,296.45099999999996,5.095700000000004,49.83,1,2,3,14,0.8333333333333334,0,1,1,0,0,0,0,1,0,0,0,Smoky
SML0635,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,0,300.44200000000006,5.602600000000005,37.3,1,1,2,5,0.45,0,1,1,0,0,0,0,0,0,0,0,Floral / Balsamic
SML0636,CC(=O)NC(CC1=CC(=C(C=C1)O)OC)C(=O)O,2,253.254,0.5325999999999995,95.86,3,4,5,5,0.3333333333333333,1,1,1,0,0,0,1,1,1,0,0,Acid / Dairy / Cheese
SML0637,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,2,274.404,3.4891000000000023,37.3,1,2,2,0,0.8333333333333334,0,4,0,0,0,1,1,0,0,0,0,Acid / Dairy / Cheese
SML0638,CC(=O)NCCCNCCCCN,3,187.28699999999995,-0.1588999999999986,67.15,3,3,1,8,0.8888888888888888,0,0,0,0,0,0,0,0,0,1,0,Smoky
SML0639,C(C(C=O)O)O,2,90.07799999999999,-1.4615,57.53,2,3,3,2,0.6666666666666666,0,0,0,0,1,0,1,0,0,0,0,Acid / Dairy / Cheese
SML0640,C(CCN=C(N)N)C[C@@H](C(=O)O)N,2,188.231,-1.157999999999998,127.72,4,3,2,6,0.7142857142857143,0,0,1,0,0,0,0,0,0,1,0,Acid / Dairy / Cheese
SML0641,CC(=O)NCCCCNCCCN,1,187.28699999999998,-0.1588999999999986,67.15,3,3,1,8,0.8888888888888888,0,0,0,0,0,0,0,0,0,1,0,Fruity / Fatty / Aldehydic
SML0643,C(C(C(=O)O)N)N,2,104.10900000000001,-1.6429999999999998,89.33999999999999,3,3,2,2,0.6666666666666666,0,0,1,0,0,0,0,0,0,1,0,Acid / Dairy / Cheese
SML0644,CN(C)C(=NCCC[C@@H](C(=O)O)N)N,2,202.25799999999998,-0.9451999999999972,104.94,3,3,2,5,0.75,0,0,1,0,0,0,0,0,0,1,0,Acid / Dairy / Cheese
SML0647,CC(=O)NCCCCN,3,130.191,-0.13859999999999972,55.120000000000005,2,2,1,4,0.8333333333333334,0,0,0,0,0,0,0,0,0,1,0,Smoky
SML0648,C1CSSC1CCCCC(=O)N,3,205.34799999999993,2.1858,43.09,1,3,1,5,0.875,0,1,0,0,0,0,0,0,0,0,1,Smoky
SML0649,C1=C(NC=N1)CCN,4,111.14800000000001,-0.08910000000000007,54.7,2,2,0,2,0.4,1,1,0,0,0,0,0,0,1,1,0,Roasted / Phenolic / Spice
SML0651,COC1=C(C=CC(=C1)C(CN)O)O,4,183.20699999999997,0.39289999999999986,75.71000000000001,3,4,3,3,0.3333333333333333,1,1,0,0,0,0,1,1,1,1,0,Roasted / Phenolic / Spice
SML0652,CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)[N+](=O)[O-],1,278.308,3.7703200000000034,86.28,0,4,4,2,0.5714285714285714,1,2,0,0,0,0,0,0,1,1,0,Fruity / Fatty / Aldehydic
SML0653,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],1,268.269,3.1175200000000025,95.51,0,5,5,3,0.5,1,1,0,0,0,0,0,1,1,1,0,Fruity / Fatty / Aldehydic
SML0654,CCC(=O)OCC(C)(C)CC1=C(CCC1C(=C)C)C,1,264.40899999999993,4.6585000000000045,26.3,0,2,2,6,0.7058823529411765,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0655,CCC(C)CCCC(C)(C)O,1,158.285,2.9737000000000022,20.23,1,1,1,5,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0656,CC(C)/C=C(\C)/C(C)OC(C)(C)COC(=O)C1CC1,1,268.397,3.7256000000000027,35.53,0,3,3,7,0.8125,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0657,CC1C(C2=C(C1(C)C)C=C(C(=C2)C)C(=O)C)(C)C,0,244.37799999999996,4.4025200000000035,17.07,0,1,1,1,0.5882352941176471,1,2,0,0,0,1,0,0,1,0,0,Floral / Balsamic
SML0658,CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,0,258.405,4.864520000000005,17.07,0,1,1,2,0.6111111111111112,1,2,0,0,0,1,0,0,1,0,0,Floral / Balsamic
SML0659,C[C@H]1CC(C2=C(C1(C)C)C[C@@]3([C@H](C2)O3)C)(C)C,1,234.38299999999995,4.326500000000004,12.53,0,1,1,0,0.875,0,3,0,0,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0660,CC(=C)C(=O)O[C@H]1C[C@]23[C@H](O2)CC/C(=C/[C@@H]4[C@@H]1C(=C)C(=O)O4)/CO[C@H]3O,0,362.37800000000016,1.1685999999999999,94.59,1,7,7,2,0.5789473684210527,0,5,0,1,0,0,1,1,0,0,0,Floral / Balsamic
SML0661,C1CCCCCCCC(=O)OCCCCCCC1,1,254.4139999999999,5.004600000000005,26.3,0,2,2,0,0.9375,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0662,C1CCCCCC(=O)CCC=CCCCC1,1,222.37199999999996,4.806500000000004,17.07,0,1,1,0,0.8,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0663,C1CCCCC(=O)OCCCCCOCCCC1,0,256.3859999999999,3.850900000000003,35.53,0,3,3,0,0.9333333333333333,0,1,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0664,C1CCCCCC(=O)CCC/C=C\CCCC1,1,236.39899999999994,5.196600000000005,17.07,0,1,1,0,0.8125,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0665,C1CCC/C=C\CCCCCCCC(=O)CCC1,1,250.4259999999999,5.586700000000006,17.07,0,1,1,0,0.8235294117647058,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0666,C1CCCCCC(=O)OCCOC(=O)CCCC1,0,256.3419999999999,2.987400000000002,52.6,0,4,4,0,0.8571428571428571,0,1,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0667,C1CCCCCOCCCCOC(=O)CCCC1,1,256.3859999999999,3.850900000000003,35.53,0,3,3,0,0.9333333333333333,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0668,CC1CCOC(=O)CCCCCCC/C=C\C1,1,238.37099999999992,4.246400000000004,26.3,0,2,2,0,0.8,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0669,C1CCC/C=C\CCCCCCOC(=O)CCC1,1,252.3979999999999,4.780600000000004,26.3,0,2,2,0,0.8125,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0670,C1CCCCOCCCCCCOC(=O)CCC1,1,256.3859999999999,3.850900000000003,35.53,0,3,3,0,0.9333333333333333,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0671,CC(CCCC(C)(C)O)C=C,1,156.269,2.7497000000000016,20.23,1,1,1,5,0.8,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0672,CCCCCCC1C(CCC1=O)C(=O)OC,1,226.31599999999995,2.725100000000001,43.370000000000005,0,3,3,6,0.8461538461538461,0,1,0,1,0,1,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0673,CC(C)(CCCC(=C)C=C)O,1,154.253,2.6698000000000017,20.23,1,1,1,5,0.6,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
