sml,SMILES,cluster,MolWt,LogP,TPSA,HBD,HBA,OxygenAtoms,RotBonds,FracCSP3,AromaticRings,RingCount,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur,cluster_name
SML0187,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,0,192.302,3.6582000000000026,17.07,0,1,1,2,0.6153846153846154,0,1,0,0,0,1,0,0,0,0,0,Floral / Balsamic
SML0188,CC(=CCCC(=CCOC(=O)C)C)C,0,196.29,3.242200000000002,26.3,0,2,2,5,0.5833333333333334,0,0,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0189,CCCCC/C=C/CCC=O,1,154.253,3.102000000000001,17.07,0,1,1,7,0.7,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0190,CCCCCCC/C=C/C=C/C=O,1,180.291,3.6582000000000026,17.07,0,1,1,8,0.5833333333333334,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0191,CCCC/C=C/C=C/C=O,1,138.20999999999995,2.4879000000000007,17.07,0,1,1,5,0.4444444444444444,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0192,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,1,204.35699999999997,5.201500000000005,0.0,0,0,0,6,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0193,CCCCCCCCCC(=O)O,0,172.268,3.2117000000000013,37.3,1,1,2,8,0.9,0,0,1,0,0,0,0,0,0,0,0,Floral / Balsamic
SML0195,CCCCCC(=O)C=C,1,126.19899999999998,2.3218000000000005,17.07,0,1,1,5,0.625,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0196,CCCCCCC=O,3,114.18799999999999,2.1557000000000004,17.07,0,1,1,5,0.8571428571428571,0,0,0,0,1,0,0,0,0,0,0,Smoky
SML0197,CCCCOC(=O)CCC,5,144.21399999999997,2.1298000000000004,26.3,0,2,2,5,0.875,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0198,CCCC(=O)C,3,86.13399999999999,1.3755,17.07,0,1,1,2,0.8,0,0,0,0,0,1,0,0,0,0,0,Smoky
SML0200,CCC(=O)OCC(C)(C)OC(C)C1CCCC(C1)(C)C,3,284.43999999999994,4.339700000000004,35.53,0,3,3,6,0.9411764705882353,0,1,0,1,0,0,0,1,0,0,0,Smoky
SML0201,C1CCCCCCCCCCCCCC1,5,210.40499999999994,5.851500000000006,0.0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,Fermented / Solvent
SML0202,C1CCCCCCCC(CCCCCC1)O,1,226.40399999999994,4.822300000000006,20.23,1,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0203,CCCCCC(C(C)CO)S,0,176.32500000000002,2.493500000000002,20.23,2,2,1,6,1.0,0,0,0,0,0,0,1,0,0,0,1,Floral / Balsamic
SML0204,C1CCCCC(=O)CCCC1,1,154.253,3.080000000000002,17.07,0,1,1,0,0.9,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0205,C1CCCCCC(=O)CCCC1,1,168.27999999999997,3.470100000000002,17.07,0,1,1,0,0.9090909090909091,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0206,CCCCCCCCCCCCCC(=O)C,1,226.40399999999994,5.276500000000005,17.07,0,1,1,12,0.9333333333333333,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0207,CCCCCCCC(=O)CCCCCCC,1,226.4039999999999,5.276500000000005,17.07,0,1,1,12,0.9333333333333333,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0208,CCC(C(C)CO)S,0,134.244,1.3232,20.23,2,2,1,3,1.0,0,0,0,0,0,0,1,0,0,0,1,Floral / Balsamic
SML0209,C[C@@H]1CCCCCCCCCCCCC(=O)C1,1,238.41499999999994,5.276500000000005,17.07,0,1,1,0,0.9375,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0210,C[C@H]1CCCCCCCCCCCCC(=O)C1,1,238.41499999999994,5.276500000000005,17.07,0,1,1,0,0.9375,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0211,CCCCOC(=O)C1=CC=CC=C1N,4,193.24599999999998,2.2257000000000002,52.32,1,3,2,4,0.36363636363636365,1,1,0,1,0,0,0,1,1,1,0,Roasted / Phenolic / Spice
SML0212,C1=CC=C(C=C1)/C=C/C=O,0,132.16199999999995,1.8987,17.07,0,1,1,2,0.0,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0213,CCCCCOC(=O)CCC,5,158.24099999999996,2.5199000000000007,26.3,0,2,2,6,0.8888888888888888,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0214,C=CCOC(=O)CC1=CC=CC=C1,1,176.215,1.9583,26.3,0,2,2,4,0.18181818181818182,1,1,0,1,0,0,0,1,1,0,0,Fruity / Fatty / Aldehydic
SML0215,CCC(=O)OCCCC1=CC=CC=C1,0,192.25800000000004,2.572400000000001,26.3,0,2,2,5,0.4166666666666667,1,1,0,1,0,0,0,1,1,0,0,Floral / Balsamic
SML0217,CC(C)CS,5,90.19099999999999,1.5722,0.0,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0,1,Fermented / Solvent
SML0218,C1CCN(CC1)C=O,3,113.15999999999998,0.6287,20.310000000000002,0,1,1,1,0.8333333333333334,0,1,0,0,0,0,0,0,0,0,0,Smoky
SML0219,C1=COC(=C1)CSSCC2=CC=CO2,0,226.322,3.954200000000003,26.28,0,4,2,5,0.2,2,2,0,0,0,0,0,0,1,0,1,Floral / Balsamic
SML0220,C(C(=O)O)S,2,92.119,0.0007999999999999119,37.3,2,2,2,1,0.5,0,0,1,0,0,0,0,0,0,0,1,Acid / Dairy / Cheese
SML0221,CCCCCCCCS,0,146.299,3.276700000000003,0.0,1,1,0,6,1.0,0,0,0,0,0,0,0,0,0,0,1,Floral / Balsamic
SML0222,CCCCCC1=C(CCC1=O)C,1,166.26399999999998,3.246100000000002,17.07,0,1,1,4,0.7272727272727273,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0223,CCCCCCCC(=O)OCCCCCC,1,228.37599999999992,4.470400000000004,26.3,0,2,2,11,0.9285714285714286,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0224,C1=CC=CC=C1,5,78.11399999999999,1.6866,0.0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0,0,Fermented / Solvent
SML0225,C[C@@H]1CC[C@H](CC1=O)C(=C)C,1,152.23699999999997,2.567800000000001,17.07,0,1,1,1,0.7,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0226,CCCC(=CC(=O)O)C,2,128.17099999999996,1.8174000000000001,37.3,1,1,2,3,0.5714285714285714,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0227,C1=CC=C2C(=C1)C=CC=N2,0,129.16199999999995,2.2348,12.89,0,1,0,0,0.0,2,2,0,0,0,0,0,0,1,0,0,Floral / Balsamic
SML0228,C1CCC(CC1)SSC2CCCCC2,1,230.44199999999995,5.033200000000004,0.0,0,2,0,3,1.0,0,2,0,0,0,0,0,0,0,0,1,Fruity / Fatty / Aldehydic
SML0229,C1=CC=NC=C1,3,79.10199999999998,1.0816,12.89,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0,0,Smoky
SML0230,CC(C)[C@]12CCC(=C)[C@H]1C2,5,136.23799999999997,2.9987000000000013,0.0,0,0,0,1,0.8,0,2,0,0,0,0,0,0,0,0,0,Fermented / Solvent
SML0232,CCC(C)C(=O)/C=C/C,5,126.19899999999997,2.1776999999999997,17.07,0,1,1,3,0.625,0,0,0,0,0,1,0,0,0,0,0,Fermented / Solvent
SML0233,CC/C=C\CC/C=C/CO,1,140.226,2.2813000000000003,20.23,1,1,1,5,0.5555555555555556,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0234,CCC(C)CCC(=O)[O-],3,129.179,0.5626,40.129999999999995,0,2,2,4,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,0,Smoky
SML0235,CCC(=O)C(C)S,3,118.20099999999998,1.2837999999999998,17.07,1,2,1,2,0.8,0,0,0,0,0,1,0,0,0,0,1,Smoky
SML0236,CC1CCOC(C1)C=C(C)C,4,154.253,2.7677000000000014,9.23,0,1,1,1,0.8,0,1,0,0,0,0,0,1,0,0,0,Roasted / Phenolic / Spice
SML0237,CC(C(=O)C)O,3,88.106,-0.043800000000000006,37.3,1,2,2,1,0.75,0,0,0,0,0,1,1,0,0,0,0,Smoky
SML0239,CCCCC(C)CCC(=O)O,2,158.24099999999999,2.6775,37.3,1,1,2,6,0.8888888888888888,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0240,CCCCCCC1CCC(=O)O1,1,170.25199999999998,2.6624000000000008,26.3,0,2,2,5,0.9,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0241,CCCCCCCCC1CCC(=O)O1,1,198.30599999999995,3.4426000000000023,26.3,0,2,2,7,0.9166666666666666,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0242,CCCCCC1CCC(=O)O1,1,156.225,2.2723000000000004,26.3,0,2,2,4,0.8888888888888888,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0243,CCCCC1CCC(=O)O1,1,142.19799999999998,1.8822,26.3,0,2,2,3,0.875,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0244,CCCCCCCC1CCC(=O)O1,1,184.27899999999997,3.052500000000002,26.3,0,2,2,6,0.9090909090909091,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0245,CCCC[C@H]1[C@H](CC(=O)O1)C,3,156.22499999999997,2.1282000000000005,26.3,0,2,2,3,0.8888888888888888,0,1,0,1,0,0,0,1,0,0,0,Smoky
SML0246,CCC1C(=C(C(=O)O1)O)C,0,142.15399999999997,1.1538,46.53,1,3,3,1,0.5714285714285714,0,1,0,1,0,0,1,1,0,0,0,Floral / Balsamic
SML0247,CCCCCCCC1CCCC(=O)O1,1,198.30599999999995,3.4426000000000023,26.3,0,2,2,6,0.9166666666666666,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0248,CCCC1CCCC(=O)O1,1,142.198,1.8822,26.3,0,2,2,2,0.875,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0249,CCCC/C=C/C=O,3,112.17199999999997,1.9317,17.07,0,1,1,4,0.5714285714285714,0,0,0,0,1,0,0,0,0,0,0,Smoky
SML0250,CCCCCCCC/C=C/C=O,1,168.28,3.4921000000000024,17.07,0,1,1,8,0.7272727272727273,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0251,CC1=CC[C@@H](C=C1)C(C)C,5,136.23799999999997,3.1648000000000023,0.0,0,0,0,1,0.6,0,1,0,0,0,0,0,0,0,0,0,Fermented / Solvent
SML0252,CC1=CCC(CC1)C(=C)C,1,136.238,3.308900000000002,0.0,0,0,0,1,0.6,0,1,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0253,CCCCCC/C=C\C=O,1,140.22599999999997,2.711900000000001,17.07,0,1,1,6,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0254,CCCCC/C=C\C=O,1,126.19899999999997,2.3218000000000005,17.07,0,1,1,5,0.625,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0255,CC/C=C\CCOC(=O)C,3,142.198,1.9058,26.3,0,2,2,4,0.625,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0256,CC/C=C\CC=O,3,98.145,1.5416,17.07,0,1,1,3,0.5,0,0,0,0,1,0,0,0,0,0,0,Smoky
SML0257,CC/C=C\CCC=O,3,112.172,1.9317,17.07,0,1,1,4,0.5714285714285714,0,0,0,0,1,0,0,0,0,0,0,Smoky
SML0258,CC/C=C\CC(=O)C=C,1,124.18299999999999,2.0978,17.07,0,1,1,4,0.375,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0259,CCOC(C)OCC,5,118.176,1.4054,18.46,0,2,2,4,1.0,0,0,0,0,0,0,0,1,0,0,0,Fermented / Solvent
SML0260,C1OC2=C(O1)C=C(C=C2)C=O,4,150.13299999999998,1.2278,35.53,0,3,3,1,0.125,1,2,0,0,1,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0261,CC(C)CCCCCCCCCCC=O,1,212.37699999999995,4.742300000000005,17.07,0,1,1,11,0.9285714285714286,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0262,COC1=CC=C(C=C1)CC=C,4,148.20499999999998,2.4237,9.23,0,1,1,3,0.2,1,1,0,0,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0263,C/C=C/C1=CC=C(C=C1)OC,0,148.20499999999996,2.728300000000001,9.23,0,1,1,2,0.2,1,1,0,0,0,0,0,1,1,0,0,Floral / Balsamic
SML0264,CC1=CC=C(C=C1)C(=C)C,4,132.206,3.0281200000000013,0.0,0,0,0,1,0.2,1,1,0,0,0,0,0,0,1,0,0,Roasted / Phenolic / Spice
SML0266,COC1=C(C(=CC=C1)OC)O,2,154.16499999999996,1.4093999999999995,38.69,1,3,3,2,0.25,1,1,0,0,0,0,1,1,1,0,0,Acid / Dairy / Cheese
SML0268,CC1=CCC(CC1)C(C)(C)S,3,170.32100000000003,3.4412000000000025,0.0,1,1,0,1,0.8,0,1,0,0,0,0,0,0,0,0,1,Smoky
SML0269,CC(=O)C1=NCCS1,4,129.184,0.7207,29.43,0,3,1,1,0.6,0,1,0,0,0,1,0,0,0,0,1,Roasted / Phenolic / Spice
SML0270,C1=CC=C(C=C1)C(=O)CN,0,135.16599999999997,0.8280000000000001,43.09,1,2,1,2,0.125,1,1,0,0,0,1,0,0,1,1,0,Floral / Balsamic
SML0271,CC1=CC(=C(C=C1)OC)O,3,138.166,1.7092199999999995,29.46,1,2,2,1,0.25,1,1,0,0,0,0,1,1,1,0,0,Smoky
SML0276,CCCCCC1=CC=CC=N1,4,149.237,2.814300000000001,12.89,0,1,0,4,0.5,1,1,0,0,0,0,0,0,1,0,0,Roasted / Phenolic / Spice
SML0277,C1=CC=C(C=C1)CCS,4,138.23499999999999,2.1589000000000005,0.0,1,1,0,2,0.25,1,1,0,0,0,0,0,0,1,0,1,Roasted / Phenolic / Spice
SML0278,C1=CC=C(C=C1)CCO,4,122.16699999999997,1.2213999999999998,20.23,1,1,1,2,0.25,1,1,0,0,0,0,1,0,1,0,0,Roasted / Phenolic / Spice
SML0279,CC(=O)OCCC1=CC=CC=C1,0,164.204,1.7922,26.3,0,2,2,3,0.3,1,1,0,1,0,0,0,1,1,0,0,Floral / Balsamic
SML0280,CCC(=O)C1=NCCC1,3,125.171,1.2003000000000001,29.43,0,2,1,2,0.7142857142857143,0,1,0,0,0,1,0,0,0,0,0,Smoky
SML0281,CCC1=CC(=CC=C1)O,3,122.16699999999996,1.9545999999999997,20.23,1,1,1,1,0.25,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0282,CC1=C(C(=O)C=CO1)O,3,126.11099999999996,0.6538199999999998,50.44,1,3,3,0,0.16666666666666666,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0283,CC1=CNC2=CC=CC=C12,4,131.17799999999997,2.4763200000000003,15.79,1,0,0,0,0.1111111111111111,2,2,0,0,0,0,0,0,1,0,0,Roasted / Phenolic / Spice
SML0284,CC(C)(CCOC=O)S,1,148.227,1.2579,26.3,1,3,2,4,0.8333333333333334,0,0,0,1,0,0,0,1,0,0,1,Fruity / Fatty / Aldehydic
SML0288,CC1=CC(=CC=C1)O,3,108.13999999999997,1.7006199999999996,20.23,1,1,1,0,0.14285714285714285,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0289,C1=CC=C(C=C1)CCC(=O)O,2,150.177,1.7038,37.3,1,1,2,3,0.2222222222222222,1,1,1,0,0,0,0,0,1,0,0,Acid / Dairy / Cheese
SML0290,CCCC(CCO)S,5,134.244,1.4672999999999998,20.23,2,2,1,4,1.0,0,0,0,0,0,0,1,0,0,0,1,Fermented / Solvent
SML0291,CCCC(CCOC(=O)C)S,5,176.281,2.0381000000000005,26.3,1,3,2,5,0.875,0,0,0,1,0,0,0,1,0,0,1,Fermented / Solvent
SML0292,CC(C)C1=CC=C(C=C1)C=O,0,148.20499999999996,2.6225000000000014,17.07,0,1,1,2,0.3,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0293,COC1=C(C=CC(=C1)C=C)O,3,150.17699999999996,2.0438000000000005,29.46,1,2,2,2,0.1111111111111111,1,1,0,0,0,0,1,1,1,0,0,Smoky
SML0294,C=CC1=CC=C(C=C1)O,3,120.15099999999997,2.0352,20.23,1,1,1,1,0.0,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0295,CCCCC(CC)CCC(=O)O,2,172.268,3.0676000000000014,37.3,1,1,2,7,0.9,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0296,CCC1=CC=C(C=C1)O,3,122.16699999999996,1.9545999999999997,20.23,1,1,1,1,0.25,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0297,CCOC1=C(C=CC(=C1)C=O)O,4,166.176,1.6034,46.53,1,3,3,3,0.2222222222222222,1,1,0,0,1,0,1,1,1,0,0,Roasted / Phenolic / Spice
SML0298,CC(C)(CCOC)S,5,134.244,1.7313,9.23,1,2,1,3,1.0,0,0,0,0,0,0,0,1,0,0,1,Fermented / Solvent
SML0299,CC1=CC=C(C=C1)C(=O)C,4,134.178,2.1976199999999997,17.07,0,1,1,1,0.2222222222222222,1,1,0,0,0,1,0,0,1,0,0,Roasted / Phenolic / Spice
SML0300,CC1=CC=C(C=C1)O,3,108.13999999999999,1.7006199999999996,20.23,1,1,1,0,0.14285714285714285,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0301,CCCC1=CC(=C(C=C1)O)OC,4,166.21999999999997,2.353300000000001,29.46,1,2,2,3,0.4,1,1,0,0,0,0,1,1,1,0,0,Roasted / Phenolic / Spice
SML0302,CCC1C(=O)C(=C(O1)C)O,0,142.154,1.1538,46.53,1,3,3,1,0.5714285714285714,0,1,0,0,0,1,1,1,0,0,0,Floral / Balsamic
SML0303,COC1=CC2=C(C=C1)C=CC(=O)O2,4,176.17099999999996,1.8015999999999996,39.44,0,3,3,1,0.1,2,2,0,0,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0304,CSCC=C,3,88.175,1.5354,0.0,0,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,1,Smoky
SML0306,CC(=O)OC/C=C/C1=CC=CC=C1,0,176.215,2.2629,26.3,0,2,2,3,0.18181818181818182,1,1,0,1,0,0,0,1,1,0,0,Floral / Balsamic
SML0307,C1=CC=C(C=C1)/C=C/CO,0,134.17799999999997,1.6921000000000002,20.23,1,1,1,2,0.1111111111111111,1,1,0,0,0,0,1,0,1,0,0,Floral / Balsamic
SML0308,C=CCSSCC=C,3,146.28,2.7398000000000016,0.0,0,2,0,5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,Smoky
SML0310,CSSSC,5,126.27100000000002,2.2756,0.0,0,3,0,2,1.0,0,0,0,0,0,0,0,0,0,0,1,Fermented / Solvent
SML0312,CCCSSCCC,5,150.31199999999998,3.187800000000002,0.0,0,2,0,5,1.0,0,0,0,0,0,0,0,0,0,0,1,Fermented / Solvent
SML0313,CCCSSSCCC,5,182.37899999999996,3.836000000000003,0.0,0,3,0,6,1.0,0,0,0,0,0,0,0,0,0,0,1,Fermented / Solvent
SML0314,CCC/C=C/C=O,3,98.14499999999998,1.5416,17.07,0,1,1,3,0.5,0,0,0,0,1,0,0,0,0,0,0,Smoky
SML0317,CCC(C)C(=O)OCC,5,130.18699999999998,1.5956000000000001,26.3,0,2,2,3,0.8571428571428571,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0318,CCOC(=O)CCSC,1,148.227,1.3026,26.3,0,3,2,4,0.8333333333333334,0,0,0,1,0,0,0,1,0,0,1,Fruity / Fatty / Aldehydic
SML0319,CCOC(=O)CC(C)C,5,130.18699999999998,1.5956000000000001,26.3,0,2,2,3,0.8571428571428571,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0320,CCOC(=O)CCC(C)C,1,144.21399999999997,1.9857,26.3,0,2,2,4,0.875,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0321,CCOC(=O)C,3,88.106,0.5694,26.3,0,2,2,1,0.75,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0322,CCOC(=O)C1=CC=CC=C1,0,150.177,1.8633,26.3,0,2,2,2,0.2222222222222222,1,1,0,1,0,0,0,1,1,0,0,Floral / Balsamic
SML0323,CCCC(=O)OCC,3,116.15999999999998,1.3496000000000001,26.3,0,2,2,3,0.8333333333333334,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0324,CCOC(=O)/C=C/C1=CC=CC=C1,4,176.215,2.2629,26.3,0,2,2,3,0.18181818181818182,1,1,0,1,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0325,CCCCCC(=O)OCC,1,144.21399999999997,2.1298000000000004,26.3,0,2,2,5,0.875,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0326,CCCCC(=O)OCC,3,130.18699999999998,1.7397,26.3,0,2,2,4,0.8571428571428571,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0327,CCOC(=O)CC1=CC=CC=C1,0,164.204,1.7922,26.3,0,2,2,3,0.3,1,1,0,1,0,0,0,1,1,0,0,Floral / Balsamic
SML0328,CCOC(=O)C1CCCCC1,1,156.22499999999997,2.1298000000000004,26.3,0,2,2,2,0.8888888888888888,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0329,C1=COC(=C1)CS,4,114.169,1.7093999999999998,13.14,1,2,1,1,0.2,1,1,0,0,0,0,0,0,1,0,1,Roasted / Phenolic / Spice
SML0330,CCCCCC(C)O,1,116.20399999999998,1.9475000000000002,20.23,1,1,1,4,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0331,CCCCCCOC(=O)C,5,144.214,2.1298000000000004,26.3,0,2,2,5,0.875,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0333,CCCC(=O)OC,3,102.13299999999998,0.9595,26.3,0,2,2,2,0.8,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0334,CCCSSSC,5,154.325,3.0558000000000014,0.0,0,3,0,4,1.0,0,0,0,0,0,0,0,0,0,0,1,Fermented / Solvent
SML0335,CC(=CCCC(=C)C=C)C,3,136.238,3.4750000000000023,0.0,0,0,0,4,0.4,0,0,0,0,0,0,0,0,0,0,0,Smoky
SML0336,CCCCCCCC(=O)C,1,142.242,2.935900000000001,17.07,0,1,1,6,0.8888888888888888,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0337,CCC(=O)C(=O)C,3,100.11699999999999,0.5545,34.14,0,2,2,2,0.6,0,0,0,0,0,1,0,0,0,0,0,Smoky
SML0339,C1=CSC(=C1)CS,4,130.237,2.1778999999999997,0.0,1,2,0,1,0.2,1,1,0,0,0,0,0,0,1,0,1,Roasted / Phenolic / Spice
SML0340,COC(=O)/C=C/C1=CC=CC=C1,4,162.188,1.8728,26.3,0,2,2,2,0.1,1,1,0,1,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0341,C1=COC(=C1)CSCC2=CC=CO2,0,194.25500000000002,3.306000000000002,26.28,0,3,2,4,0.2,2,2,0,0,0,0,0,0,1,0,1,Floral / Balsamic
SML0342,CSSCC1=CC=CC=C1,0,170.30200000000002,3.197800000000001,0.0,0,2,0,3,0.25,1,1,0,0,0,0,0,0,1,0,1,Floral / Balsamic
SML0343,CSSCC1=CC=CO1,3,160.263,2.790800000000001,13.14,0,3,1,3,0.3333333333333333,1,1,0,0,0,0,0,0,1,0,1,Smoky
SML0344,CSCC1=CC=CC=C1,4,138.23499999999999,2.5496000000000008,0.0,0,1,0,2,0.25,1,1,0,0,0,0,0,0,1,0,1,Roasted / Phenolic / Spice
SML0345,CC(C1=CC=CC=C1)S,3,138.23499999999999,2.677400000000001,0.0,1,1,0,1,0.25,1,1,0,0,0,0,0,0,1,0,1,Smoky
SML0346,C1=CC=C(C=C1)CS,4,124.20799999999998,2.1164,0.0,1,1,0,1,0.14285714285714285,1,1,0,0,0,0,0,0,1,0,1,Roasted / Phenolic / Spice
SML0347,CSCC1=CC=CO1,4,128.19599999999997,2.1426,13.14,0,2,1,2,0.3333333333333333,1,1,0,0,0,0,0,0,1,0,1,Roasted / Phenolic / Spice
SML0348,C1=CC=C(C=C1)CCCO,0,136.194,1.6115000000000002,20.23,1,1,1,3,0.3333333333333333,1,1,0,0,0,0,1,0,1,0,0,Floral / Balsamic
SML0349,C1=COC(=C1)CO,4,98.10099999999998,0.7719,33.370000000000005,1,2,2,1,0.2,1,1,0,0,0,0,1,0,1,0,0,Roasted / Phenolic / Spice
SML0350,C1=CC=C(C=C1)CO,4,108.13999999999997,1.1788999999999998,20.23,1,1,1,1,0.14285714285714285,1,1,0,0,0,0,1,0,1,0,0,Roasted / Phenolic / Spice
SML0351,C1=COC(=C1)C=O,4,96.08499999999998,1.0920999999999998,30.21,0,2,2,1,0.0,1,1,0,0,1,0,0,0,1,0,0,Roasted / Phenolic / Spice
SML0352,CCC(C)COC(=O)C,5,130.18699999999998,1.5956000000000001,26.3,0,2,2,3,0.8571428571428571,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0353,CCOC(=O)C(C)C,5,116.15999999999998,1.2055,26.3,0,2,2,2,0.8333333333333334,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0355,CC/C=C/CC/C=C/CO,1,140.226,2.2813000000000003,20.23,1,1,1,5,0.5555555555555556,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0356,CCCCCC(=O)C(C)C(=O)C,5,170.25199999999998,2.3609,34.14,0,2,2,6,0.8,0,0,0,0,0,1,0,0,0,0,0,Fermented / Solvent
SML0357,CC1=CC[C@@H](CC1)C(=C)C,4,136.238,3.308900000000002,0.0,0,0,0,1,0.6,0,1,0,0,0,0,0,0,0,0,0,Roasted / Phenolic / Spice
SML0358,CC1=CCC(C=C1)C(C)C,5,136.23799999999997,3.1648000000000023,0.0,0,0,0,1,0.6,0,1,0,0,0,0,0,0,0,0,0,Fermented / Solvent
SML0360,CC1=CCOC1=O,4,98.101,0.4895,26.3,0,2,2,0,0.4,0,1,0,1,0,0,0,1,0,0,0,Roasted / Phenolic / Spice
SML0362,C[C@@H](CCC=C(C)C)CC=O,1,154.253,2.9579000000000013,17.07,0,1,1,5,0.7,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0363,CC(CO)CS,0,106.19000000000001,0.5446,20.23,2,2,1,2,1.0,0,0,0,0,0,0,1,0,0,0,1,Floral / Balsamic
