sml,group,in_I,in_II,rate_I,rate_II,MolWt,LogP,WaterAff,TPSA,HBD,HBA,AromaticRings,RotBonds,RingCount,FracCSP3,Heteroatoms,OxygenAtoms,Tb,VP,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur
SML0177,shared,True,True,0.0967741935483871,0.09973045822102426,190.28599999999994,3.4342000000000024,-3.4342000000000024,17.07,0,1,0,2,1,0.46153846153846156,1,1,583.14,-4.393916210743043,0,0,0,1,0,0,0,0,0
SML0178,Class II only,False,True,0.0,0.016172506738544475,152.23699999999997,2.878000000000001,-2.878000000000001,17.07,0,1,0,6,0,0.5,1,1,485.38,-2.8866729784814216,0,0,1,0,0,0,0,0,0
SML0180,shared,True,True,0.08064516129032258,0.10242587601078167,192.30199999999996,3.5141000000000027,-3.5141000000000027,17.07,0,1,0,2,1,0.6153846153846154,1,1,574.3299999999999,-4.258085473465783,0,0,0,1,0,0,0,0,0
SML0183,Class II only,False,True,0.0,0.016172506738544475,154.25300000000001,3.102000000000001,-3.102000000000001,17.07,0,1,0,7,0,0.7,1,1,481.22,-2.822534968597948,0,0,1,0,0,0,0,0,0
SML0184,shared,True,True,0.03225806451612903,0.07277628032345014,192.30199999999996,3.6582000000000026,-3.6582000000000026,17.07,0,1,0,2,1,0.6153846153846154,1,1,583.98,-4.406867155046438,0,0,0,1,0,0,0,0,0
SML0186,shared,True,True,0.11290322580645161,0.0431266846361186,222.37199999999999,4.396300000000004,-4.396300000000004,20.23,1,1,0,7,0,0.6,1,1,636.51,-5.216763707733661,0,0,0,0,1,0,0,0,0
SML0187,shared,True,True,0.016129032258064516,0.0646900269541779,192.302,3.6582000000000026,-3.6582000000000026,17.07,0,1,0,2,1,0.6153846153846154,1,1,583.98,-4.406867155046438,0,0,0,1,0,0,0,0,0
SML0188,shared,True,True,0.12903225806451613,0.03234501347708895,196.29,3.242200000000002,-3.242200000000002,26.3,0,2,0,5,0,0.5833333333333334,2,2,540.46,-3.7358848978039485,0,1,0,0,0,1,0,0,0
SML0189,Class II only,False,True,0.0,0.018867924528301886,154.253,3.102000000000001,-3.102000000000001,17.07,0,1,0,7,0,0.7,1,1,481.22,-2.822534968597948,0,0,1,0,0,0,0,0,0
SML0193,shared,True,True,0.25806451612903225,0.04582210242587601,172.268,3.2117000000000013,-3.2117000000000013,37.3,1,1,0,8,0,0.9,2,2,573.9100000000001,-4.251610001314089,1,0,0,0,0,0,0,0,0
SML0195,Class II only,False,True,0.0,0.018867924528301886,126.19899999999998,2.3218000000000005,-2.3218000000000005,17.07,0,1,0,5,0,0.625,1,1,433.19,-2.082018474678904,0,0,0,1,0,0,0,0,0
SML0197,Class I only,True,False,0.016129032258064516,0.005390835579514825,144.21399999999997,2.1298000000000004,-2.1298000000000004,26.3,0,2,0,5,0,0.875,2,2,440.86,-2.200272930401558,0,1,0,0,0,1,0,0,0
SML0200,shared,True,True,0.03225806451612903,0.018867924528301886,284.43999999999994,4.339700000000004,-4.339700000000004,35.53,0,3,0,6,1,0.9411764705882353,3,3,680.6500000000001,-5.897304995295325,0,1,0,0,0,1,0,0,0
SML0202,Class II only,False,True,0.0,0.029649595687331536,226.40399999999994,4.822300000000006,-4.822300000000006,20.23,1,1,0,0,1,1.0,1,1,692.96,-6.08709800050339,0,0,0,0,1,0,0,0,0
SML0204,Class II only,False,True,0.0,0.018867924528301886,154.253,3.080000000000002,-3.080000000000002,17.07,0,1,0,0,1,0.9,1,1,537.52,-3.6905565927420687,0,0,0,1,0,0,0,0,0
SML0205,Class II only,False,True,0.0,0.018867924528301886,168.27999999999997,3.470100000000002,-3.470100000000002,17.07,0,1,0,0,1,0.9090909090909091,1,1,564.6700000000001,-4.109149613976759,0,0,0,1,0,0,0,0,0
SML0206,shared,True,True,0.016129032258064516,0.018867924528301886,226.40399999999994,5.276500000000005,-5.276500000000005,17.07,0,1,0,12,0,0.9333333333333333,1,1,596.6700000000001,-4.602518920772707,0,0,0,1,0,0,0,0,0
SML0209,Class II only,False,True,0.0,0.016172506738544475,238.41499999999994,5.276500000000005,-5.276500000000005,17.07,0,1,0,0,1,0.9375,1,1,691.48,-6.064279670064077,0,0,0,1,0,0,0,0,0
SML0210,Class II only,False,True,0.0,0.018867924528301886,238.41499999999994,5.276500000000005,-5.276500000000005,17.07,0,1,0,0,1,0.9375,1,1,691.48,-6.064279670064077,0,0,0,1,0,0,0,0,0
SML0211,shared,True,True,0.03225806451612903,0.02425876010781671,193.24599999999998,2.2257000000000002,-2.2257000000000002,52.32,1,3,1,4,1,0.36363636363636365,3,2,613.69,-4.864929720824802,0,1,0,0,0,1,1,1,0
SML0212,shared,True,True,0.0967741935483871,0.1347708894878706,132.16199999999995,1.8987,-1.8987,17.07,0,1,1,2,1,0.0,1,1,485.02,-2.8811225737799657,0,0,1,0,0,0,1,0,0
SML0214,Class I only,True,False,0.016129032258064516,0.005390835579514825,176.215,1.9583,-1.9583,26.3,0,2,1,4,1,0.18181818181818182,2,2,532.8599999999999,-3.618709687439909,0,1,0,0,0,1,1,0,0
SML0215,shared,True,True,0.04838709677419355,0.03504043126684636,192.25800000000004,2.572400000000001,-2.572400000000001,26.3,0,2,1,5,1,0.4166666666666667,2,2,559.06,-4.022655807379092,0,1,0,0,0,1,1,0,0
SML0219,shared,True,True,0.14516129032258066,0.11590296495956873,226.322,3.954200000000003,-3.954200000000003,26.28,0,4,2,5,2,0.2,4,2,666.3599999999999,-5.676984764229256,0,0,0,0,0,0,1,0,1
SML0220,Class I only,True,False,0.03225806451612903,0.0026954177897574125,92.119,0.0007999999999999119,-0.0007999999999999119,37.3,2,2,0,1,0,0.5,3,2,453.73,-2.398699898478553,1,0,0,0,0,0,0,0,1
SML0221,shared,True,True,0.04838709677419355,0.07816711590296496,146.299,3.276700000000003,-3.276700000000003,0.0,1,1,0,6,0,1.0,1,0,445.5,-2.2718114798869697,0,0,0,0,0,0,0,0,1
SML0222,Class II only,False,True,0.0,0.029649595687331536,166.26399999999998,3.246100000000002,-3.246100000000002,17.07,0,1,0,4,1,0.7272727272727273,1,1,548.1700000000001,-3.854756065160097,0,0,0,1,0,0,0,0,0
SML0223,Class I only,True,False,0.03225806451612903,0.013477088948787063,228.37599999999992,4.470400000000004,-4.470400000000004,26.3,0,2,0,11,0,0.9285714285714286,2,2,578.1399999999999,-4.316827256556175,0,1,0,0,0,1,0,0,0
SML0225,shared,True,True,0.016129032258064516,0.03234501347708895,152.23699999999997,2.567800000000001,-2.567800000000001,17.07,0,1,0,1,1,0.7,1,1,507.66,-3.230181358338101,0,0,0,1,0,0,0,0,0
SML0226,Class I only,True,False,0.016129032258064516,0.0,128.17099999999996,1.8174000000000001,-1.8174000000000001,37.3,1,1,0,3,0,0.5714285714285714,2,2,509.31,-3.2556207132197663,1,0,0,0,0,0,0,0,0
SML0227,shared,True,True,0.016129032258064516,0.2749326145552561,129.16199999999995,2.2348,-2.2348,12.89,0,1,2,0,2,0.0,1,0,504.88,-3.187319899810202,0,0,0,0,0,0,1,0,0
SML0228,Class II only,False,True,0.0,0.029649595687331536,230.44199999999995,5.033200000000004,-5.033200000000004,0.0,0,2,0,3,2,1.0,2,0,650.8199999999999,-5.437392294616475,0,0,0,0,0,0,0,0,1
SML0234,Class I only,True,False,0.0967741935483871,0.013477088948787063,129.179,0.5626,-0.5626,40.129999999999995,0,2,0,4,0,0.8571428571428571,2,2,412.49,-1.7628702043452744,0,0,0,0,0,0,0,0,0
SML0236,shared,True,True,0.016129032258064516,0.02425876010781671,154.253,2.7677000000000014,-2.7677000000000014,9.23,0,1,0,1,1,0.8,1,1,474.2699999999999,-2.7153813222782017,0,0,0,0,0,1,0,0,0
SML0237,Class I only,True,False,0.016129032258064516,0.005390835579514825,88.106,-0.043800000000000006,0.043800000000000006,37.3,1,2,0,1,0,0.75,2,2,436.72999999999996,-2.1365974542432054,0,0,0,1,1,0,0,0,0
SML0239,Class I only,True,False,0.0967741935483871,0.005390835579514825,158.24099999999999,2.6775,-2.6775,37.3,1,1,0,6,0,0.8888888888888888,2,2,550.5899999999999,-3.892067118986538,1,0,0,0,0,0,0,0,0
SML0240,shared,True,True,0.03225806451612903,0.016172506738544475,170.25199999999998,2.6624000000000008,-2.6624000000000008,26.3,0,2,0,5,1,0.9,2,2,493.35999999999996,-3.00970694936366,0,1,0,0,0,1,0,0,0
SML0241,Class I only,True,False,0.016129032258064516,0.013477088948787063,198.30599999999995,3.4426000000000023,-3.4426000000000023,26.3,0,2,0,7,1,0.9166666666666666,2,2,539.1200000000001,-3.715225058081869,0,1,0,0,0,1,0,0,0
SML0242,shared,True,True,0.03225806451612903,0.018867924528301886,156.225,2.2723000000000004,-2.2723000000000004,26.3,0,2,0,4,1,0.8888888888888888,2,2,470.47999999999996,-2.6569478950045564,0,1,0,0,0,1,0,0,0
SML0243,shared,True,True,0.04838709677419355,0.016172506738544475,142.19799999999998,1.8822,-1.8822,26.3,0,2,0,3,1,0.875,2,2,447.59999999999997,-2.3041888406454536,0,1,0,0,0,1,0,0,0
SML0244,shared,True,True,0.03225806451612903,0.016172506738544475,184.27899999999997,3.052500000000002,-3.052500000000002,26.3,0,2,0,6,1,0.9090909090909091,2,2,516.24,-3.3624660037227647,0,1,0,0,0,1,0,0,0
SML0247,shared,True,True,0.03225806451612903,0.018867924528301886,198.30599999999995,3.4426000000000023,-3.4426000000000023,26.3,0,2,0,6,1,0.9166666666666666,2,2,543.3900000000001,-3.7810590249574534,0,1,0,0,0,1,0,0,0
SML0248,shared,True,True,0.04838709677419355,0.018867924528301886,142.198,1.8822,-1.8822,26.3,0,2,0,2,1,0.875,2,2,451.87,-2.370022807521038,0,1,0,0,0,1,0,0,0
SML0249,Class II only,False,True,0.0,0.016172506738544475,112.17199999999997,1.9317,-1.9317,17.07,0,1,0,4,0,0.5714285714285714,1,1,412.58,-1.7642578055206382,0,0,1,0,0,0,0,0,0
SML0252,Class II only,False,True,0.0,0.029649595687331536,136.238,3.308900000000002,-3.308900000000002,0.0,0,0,0,1,1,0.6,0,0,448.65,-2.320377521024696,0,0,0,0,0,0,0,0,0
SML0255,shared,True,True,0.016129032258064516,0.018867924528301886,142.198,1.9058,-1.9058,26.3,0,2,0,4,0,0.625,2,2,445.02,-2.26441094028503,0,1,0,0,0,1,0,0,0
SML0260,shared,True,True,0.016129032258064516,0.029649595687331536,150.13299999999998,1.2278,-1.2278,35.53,0,3,1,1,2,0.125,3,3,461.01,-2.5109414157746315,0,0,1,0,0,1,1,0,0
SML0261,Class I only,True,False,0.03225806451612903,0.013477088948787063,212.37699999999995,4.742300000000005,-4.742300000000005,17.07,0,1,0,11,0,0.9285714285714286,1,1,568.14,-4.162649348182443,0,0,1,0,0,0,0,0,0
SML0262,shared,True,True,0.06451612903225806,0.03234501347708895,148.20499999999998,2.4237,-2.4237,9.23,0,1,1,3,1,0.2,1,1,479.15999999999997,-2.7907743194729573,0,0,0,0,0,1,1,0,0
SML0263,shared,True,True,0.06451612903225806,0.0431266846361186,148.20499999999996,2.728300000000001,-2.728300000000001,9.23,0,1,1,2,1,0.2,1,1,486.64,-2.9060993949365113,0,0,0,0,0,1,1,0,0
SML0264,Class II only,False,True,0.0,0.026954177897574125,132.206,3.0281200000000013,-3.0281200000000013,0.0,0,0,1,1,1,0.2,0,0,456.62,-2.4432573139985623,0,0,0,0,0,0,1,0,0
SML0268,shared,True,True,0.016129032258064516,0.018867924528301886,170.32100000000003,3.4412000000000025,-3.4412000000000025,0.0,1,1,0,1,1,0.8,1,0,511.71999999999997,-3.2927775891378364,0,0,0,0,0,0,0,0,1
SML0269,Class I only,True,False,0.016129032258064516,0.013477088948787063,129.184,0.7207,-0.7207,29.43,0,3,0,1,1,0.6,3,1,493.49,-3.0117112621725197,0,0,0,1,0,0,0,0,1
SML0270,shared,True,True,0.1774193548387097,0.0889487870619946,135.16599999999997,0.8280000000000001,-0.8280000000000001,43.09,1,2,1,2,1,0.125,2,1,535.72,-3.662804569234798,0,0,0,1,0,0,1,1,0
SML0276,shared,True,True,0.016129032258064516,0.026954177897574125,149.237,2.814300000000001,-2.814300000000001,12.89,0,1,1,4,1,0.5,1,0,508.78,-3.2474492840759583,0,0,0,0,0,0,1,0,0
SML0277,shared,True,True,0.06451612903225806,0.03504043126684636,138.23499999999999,2.1589000000000005,-2.1589000000000005,0.0,1,1,1,2,1,0.25,1,0,472.18,-2.6831581394280923,0,0,0,0,0,0,1,0,1
SML0278,shared,True,True,0.08064516129032258,0.04043126684636118,122.16699999999997,1.2213999999999998,-1.2213999999999998,20.23,1,1,1,2,1,0.25,1,1,501.49999999999994,-3.135207766779879,0,0,0,0,1,0,1,0,0
SML0279,shared,True,True,0.06451612903225806,0.04582210242587601,164.204,1.7922,-1.7922,26.3,0,2,1,3,1,0.3,2,2,513.3,-3.3171376986608854,0,1,0,0,0,1,1,0,0
SML0284,Class I only,True,False,0.016129032258064516,0.013477088948787063,148.227,1.2579,-1.2579,26.3,1,3,0,4,0,0.8333333333333334,3,2,372.92999999999995,-1.1529423988187824,0,1,0,0,0,1,0,0,1
SML0289,Class I only,True,False,0.06451612903225806,0.005390835579514825,150.177,1.7038,-1.7038,37.3,1,1,1,3,1,0.2222222222222222,2,2,577.71,-4.310197606496107,1,0,0,0,0,0,1,0,0
SML0292,shared,True,True,0.03225806451612903,0.05660377358490566,148.20499999999996,2.6225000000000014,-2.6225000000000014,17.07,0,1,1,2,1,0.3,1,1,436.03999999999996,-2.125959178565417,0,0,1,0,0,0,1,0,0
SML0295,Class I only,True,False,0.016129032258064516,0.0026954177897574125,172.268,3.0676000000000014,-3.0676000000000014,37.3,1,1,0,7,0,0.9,2,2,573.47,-4.244826173345643,1,0,0,0,0,0,0,0,0
SML0297,shared,True,True,0.016129032258064516,0.0215633423180593,166.176,1.6034,-1.6034,46.53,1,3,1,3,1,0.2222222222222222,3,3,516.64,-3.368633120057713,0,0,1,0,1,1,1,0,0
SML0299,shared,True,True,0.03225806451612903,0.02425876010781671,134.178,2.1976199999999997,-2.1976199999999997,17.07,0,1,1,1,1,0.2222222222222222,1,1,491.05,-2.974091852529328,0,0,0,1,0,0,1,0,0
SML0301,shared,True,True,0.04838709677419355,0.0215633423180593,166.21999999999997,2.353300000000001,-2.353300000000001,29.46,1,2,1,3,1,0.4,2,2,563.1,-4.0849436823620815,0,0,0,0,1,1,1,0,0
SML0303,Class II only,False,True,0.0,0.03234501347708895,176.17099999999996,1.8015999999999996,-1.8015999999999996,39.44,0,3,2,1,2,0.1,3,3,551.98,-3.9134978482504894,0,0,0,0,0,1,1,0,0
SML0306,shared,True,True,0.03225806451612903,0.0431266846361186,176.215,2.2629,-2.2629,26.3,0,2,1,3,1,0.18181818181818182,2,2,540.3399999999999,-3.7340347629034616,0,1,0,0,0,1,1,0,0
SML0307,shared,True,True,0.11290322580645161,0.0673854447439353,134.17799999999997,1.6921000000000002,-1.6921000000000002,20.23,1,1,1,2,1,0.1111111111111111,1,1,528.54,-3.5521048310224557,0,0,0,0,1,0,1,0,0
SML0308,Class I only,True,False,0.016129032258064516,0.008086253369272238,146.28,2.7398000000000016,-2.7398000000000016,0.0,0,2,0,5,0,0.3333333333333333,2,0,467.8,-2.615628215560397,0,0,0,0,0,0,0,0,1
SML0320,Class II only,False,True,0.0,0.016172506738544475,144.21399999999997,1.9857,-1.9857,26.3,0,2,0,4,0,0.875,2,2,440.41999999999996,-2.1934891024331127,0,1,0,0,0,1,0,0,0
SML0322,shared,True,True,0.03225806451612903,0.08086253369272237,150.177,1.8633,-1.8633,26.3,0,2,1,2,1,0.2222222222222222,2,2,490.42,-2.9643786443017826,0,1,0,0,0,1,1,0,0
SML0323,Class I only,True,False,0.04838709677419355,0.013477088948787063,116.15999999999998,1.3496000000000001,-1.3496000000000001,26.3,0,2,0,3,0,0.8333333333333334,2,2,395.09999999999997,-1.4947548216833506,0,1,0,0,0,1,0,0,0
SML0324,shared,True,True,0.016129032258064516,0.03504043126684636,176.215,2.2629,-2.2629,26.3,0,2,1,3,1,0.18181818181818182,2,2,540.3399999999999,-3.7340347629034616,0,1,0,0,0,1,1,0,0
SML0325,shared,True,True,0.06451612903225806,0.018867924528301886,144.21399999999997,2.1298000000000004,-2.1298000000000004,26.3,0,2,0,5,0,0.875,2,2,440.86,-2.200272930401558,0,1,0,0,0,1,0,0,0
SML0326,Class I only,True,False,0.08064516129032258,0.013477088948787063,130.18699999999998,1.7397,-1.7397,26.3,0,2,0,4,0,0.8571428571428571,2,2,417.98,-1.8475138760424543,0,1,0,0,0,1,0,0,0
SML0327,shared,True,True,0.03225806451612903,0.05390835579514825,164.204,1.7922,-1.7922,26.3,0,2,1,3,1,0.3,2,2,513.3,-3.3171376986608854,0,1,0,0,0,1,1,0,0
SML0328,shared,True,True,0.016129032258064516,0.018867924528301886,156.22499999999997,2.1298000000000004,-2.1298000000000004,26.3,0,2,0,2,1,0.8888888888888888,2,2,483.28999999999996,-2.85444979563131,0,1,0,0,0,1,0,0,0
SML0329,shared,True,True,0.06451612903225806,0.026954177897574125,114.169,1.7093999999999998,-1.7093999999999998,13.14,1,2,1,1,1,0.2,2,1,427.05999999999995,-1.9875074168458042,0,0,0,0,0,0,1,0,1
SML0330,shared,True,True,0.03225806451612903,0.016172506738544475,116.20399999999998,1.9475000000000002,-1.9475000000000002,20.23,1,1,0,4,0,1.0,1,1,451.5,-2.3643182249112105,0,0,0,0,1,0,0,0,0
SML0333,Class I only,True,False,0.016129032258064516,0.01078167115902965,102.13299999999998,0.9595,-0.9595,26.3,0,2,0,2,0,0.8,2,2,372.21999999999997,-1.1419957673242476,0,1,0,0,0,1,0,0,0
SML0336,shared,True,True,0.03225806451612903,0.0215633423180593,142.242,2.935900000000001,-2.935900000000001,17.07,0,1,0,6,0,0.8888888888888888,1,1,459.39,-2.4859645946180855,0,0,0,1,0,0,0,0,0
SML0337,Class I only,True,False,0.016129032258064516,0.01078167115902965,100.11699999999999,0.5545,-0.5545,34.14,0,2,0,2,0,0.6,2,2,421.74,-1.9054847695909785,0,0,0,1,0,0,0,0,0
SML0339,shared,True,True,0.06451612903225806,0.026954177897574125,130.237,2.1778999999999997,-2.1778999999999997,0.0,1,2,1,1,1,0.2,2,0,447.93999999999994,-2.3094308895301605,0,0,0,0,0,0,1,0,1
SML0340,shared,True,True,0.016129032258064516,0.029649595687331536,162.188,1.8728,-1.8728,26.3,0,2,1,2,1,0.1,2,2,517.46,-3.38127570854436,0,1,0,0,0,1,1,0,0
SML0341,shared,True,True,0.04838709677419355,0.08355795148247978,194.25500000000002,3.306000000000002,-3.306000000000002,26.28,0,3,2,4,2,0.2,3,2,597.5799999999999,-4.616549110434714,0,0,0,0,0,0,1,0,1
SML0342,shared,True,True,0.04838709677419355,0.04851752021563342,170.30200000000002,3.197800000000001,-3.197800000000001,0.0,0,2,1,3,1,0.25,2,0,546.88,-3.834867114979885,0,0,0,0,0,0,1,0,1
SML0343,shared,True,True,0.06451612903225806,0.018867924528301886,160.263,2.790800000000001,-2.790800000000001,13.14,0,3,1,3,1,0.3333333333333333,3,1,524.64,-3.4919754467567006,0,0,0,0,0,0,1,0,1
SML0344,shared,True,True,0.03225806451612903,0.026954177897574125,138.23499999999999,2.5496000000000008,-2.5496000000000008,0.0,0,1,1,2,1,0.25,1,0,478.09999999999997,-2.774431461185342,0,0,0,0,0,0,1,0,1
SML0345,Class I only,True,False,0.016129032258064516,0.013477088948787063,138.23499999999999,2.677400000000001,-2.677400000000001,0.0,1,1,1,1,1,0.25,1,0,471.73999999999995,-2.676374311459648,0,0,0,0,0,0,1,0,1
SML0346,shared,True,True,0.04838709677419355,0.03234501347708895,124.20799999999998,2.1164,-2.1164,0.0,1,1,1,1,1,0.14285714285714285,1,0,449.29999999999995,-2.330399085068988,0,0,0,0,0,0,1,0,1
SML0347,shared,True,True,0.03225806451612903,0.018867924528301886,128.19599999999997,2.1426,-2.1426,13.14,0,2,1,2,1,0.3333333333333333,2,1,455.85999999999996,-2.431539792962157,0,0,0,0,0,0,1,0,1
SML0348,shared,True,True,0.0967741935483871,0.05390835579514825,136.194,1.6115000000000002,-1.6115000000000002,20.23,1,1,1,3,1,0.3333333333333333,1,1,524.38,-3.487966821138983,0,0,0,0,1,0,1,0,0
SML0349,shared,True,True,0.04838709677419355,0.02425876010781671,98.10099999999998,0.7719,-0.7719,33.370000000000005,1,2,1,1,1,0.2,2,2,456.37999999999994,-2.439557044197592,0,0,0,0,1,0,1,0,0
SML0350,shared,True,True,0.04838709677419355,0.02425876010781671,108.13999999999997,1.1788999999999998,-1.1788999999999998,20.23,1,1,1,1,1,0.14285714285714285,1,1,478.61999999999995,-2.782448712420776,0,0,0,0,1,0,1,0,0
SML0351,shared,True,True,0.08064516129032258,0.03773584905660377,96.08499999999998,1.0920999999999998,-1.0920999999999998,30.21,0,2,1,1,1,0.0,2,2,340.62,-0.6547935768632489,0,0,1,0,0,0,1,0,0
SML0357,shared,True,True,0.03225806451612903,0.02425876010781671,136.238,3.308900000000002,-3.308900000000002,0.0,0,0,0,1,1,0.6,0,0,448.65,-2.320377521024696,0,0,0,0,0,0,0,0,0
SML0360,shared,True,True,0.03225806451612903,0.0215633423180593,98.101,0.4895,-0.4895,26.3,0,2,0,0,1,0.4,2,2,387.77,-1.3817424148454036,0,1,0,0,0,1,0,0,0
SML0362,Class II only,False,True,0.0,0.029649595687331536,154.253,2.9579000000000013,-2.9579000000000013,17.07,0,1,0,5,0,0.7,1,1,480.66,-2.8139010057290186,0,0,1,0,0,0,0,0,0
SML0364,Class I only,True,False,0.06451612903225806,0.013477088948787063,162.298,2.1034000000000006,-2.1034000000000006,20.23,2,2,0,5,0,1.0,2,1,536.8,-3.6794557833391592,0,0,0,0,1,0,0,0,1
SML0380,Class I only,True,False,0.14516129032258066,0.008086253369272238,164.15999999999997,1.4899999999999995,-1.4899999999999995,57.53,2,2,1,2,1,0.0,3,3,662.49,-5.617317913688622,1,0,0,0,1,0,1,0,0
SML0381,Class I only,True,False,0.016129032258064516,0.0,136.14999999999998,1.3137,-1.3137,37.3,1,1,1,2,1,0.125,2,2,554.8299999999999,-3.957438552137002,1,0,0,0,0,0,1,0,0
SML0382,shared,True,True,0.11290322580645161,0.0215633423180593,170.25199999999998,2.6624000000000008,-2.6624000000000008,26.3,0,2,0,4,1,0.9,2,2,497.62999999999994,-3.075540916239244,0,1,0,0,0,1,0,0,0
SML0383,shared,True,True,0.016129032258064516,0.026954177897574125,135.16599999999994,1.4714,-1.4714,43.09,1,2,1,1,1,0.125,2,1,540.7,-3.7395851676049183,0,0,0,1,0,0,1,1,0
SML0385,Class II only,False,True,0.0,0.0215633423180593,236.39899999999994,5.196600000000005,-5.196600000000005,17.07,0,1,0,0,1,0.8125,1,1,699.5799999999999,-6.189163775846801,0,0,0,1,0,0,0,0,0
SML0386,Class II only,False,True,0.0,0.018867924528301886,236.39899999999992,5.052500000000005,-5.052500000000005,17.07,0,1,0,0,1,0.8125,1,1,690.6399999999999,-6.051328725760682,0,0,0,1,0,0,0,0,0
SML0387,Class II only,False,True,0.0,0.016172506738544475,236.39899999999992,5.1966000000000045,-5.1966000000000045,17.07,0,1,0,0,1,0.8125,1,1,699.5799999999999,-6.189163775846801,0,0,0,1,0,0,0,0,0
SML0391,Class II only,False,True,0.0,0.016172506738544475,182.222,2.917600000000001,-2.917600000000001,17.07,0,1,2,2,2,0.0,1,1,604.27,-4.719694131136743,0,0,0,1,0,0,1,0,0
SML0392,shared,True,True,0.016129032258064516,0.04851752021563342,243.1,2.5547000000000013,-2.5547000000000013,26.3,0,2,1,3,1,0.3,3,2,584.44,-4.4139593388316305,0,1,0,0,0,1,1,0,0
SML0393,shared,True,True,0.016129032258064516,0.029649595687331536,164.20399999999998,1.71052,-1.71052,26.3,0,2,1,2,1,0.3,2,2,518.28,-3.3939182970310053,0,1,0,0,0,1,1,0,0
SML0394,Class II only,False,True,0.0,0.029649595687331536,180.20999999999998,2.7830000000000004,-2.7830000000000004,25.78,0,2,3,0,3,0.0,2,0,651.1800000000001,-5.44294269931793,0,0,0,0,0,0,1,0,0
SML0395,Class II only,False,True,0.0,0.026954177897574125,172.22699999999998,3.238500000000002,-3.238500000000002,9.23,0,1,2,2,2,0.16666666666666666,1,1,547.22,-3.8401091638645917,0,0,0,0,0,1,1,0,0
SML0396,Class II only,False,True,0.0,0.026954177897574125,294.39399999999995,5.210600000000005,-5.210600000000005,18.46,0,2,2,9,2,0.2,2,2,758.72,-7.1009719259690645,0,0,0,0,0,1,1,0,0
SML0397,Class II only,False,True,0.0,0.03773584905660377,150.22099999999998,2.4879000000000007,-2.4879000000000007,17.07,0,1,0,1,1,0.5,1,1,516.47,-3.36601209561536,0,0,0,1,0,0,0,0,0
SML0398,shared,True,True,0.03225806451612903,0.04043126684636118,172.31199999999998,3.5095000000000023,-3.5095000000000023,20.23,1,1,0,9,0,1.0,1,1,543.46,-3.7821382703160684,0,0,0,0,1,0,0,0,0
SML0399,shared,True,True,0.04838709677419355,0.016172506738544475,184.32299999999998,4.106200000000003,-4.106200000000003,17.07,0,1,0,10,0,0.9166666666666666,1,1,522.8199999999999,-3.46391506743268,0,0,1,0,0,0,0,0,0
SML0400,Class I only,True,False,0.04838709677419355,0.0026954177897574125,216.27699999999993,2.6665,-2.6665,74.6,2,2,0,10,0,0.8181818181818182,4,4,742.3,-6.847811800419391,1,0,0,0,0,0,0,0,0
SML0401,Class I only,True,False,0.3709677419354839,0.01078167115902965,251.16399999999993,3.586700000000002,-3.586700000000002,37.3,1,1,0,9,0,0.9,3,2,640.0699999999999,-5.27165104311471,1,0,0,0,0,0,0,0,0
SML0402,Class I only,True,False,0.27419354838709675,0.008086253369272238,265.1909999999999,3.9768000000000026,-3.9768000000000026,37.3,1,1,0,10,0,0.9090909090909091,3,2,662.95,-5.624410097473816,1,0,0,0,0,0,0,0,0
SML0403,Class I only,True,False,0.2903225806451613,0.013477088948787063,279.21799999999996,4.366900000000004,-4.366900000000004,37.3,1,1,0,11,0,0.9166666666666666,3,2,685.8299999999999,-5.977169151832917,1,0,0,0,0,0,0,0,0
SML0404,shared,True,True,0.22580645161290322,0.04043126684636118,186.295,3.6018000000000017,-3.6018000000000017,37.3,1,1,0,9,0,0.9090909090909091,2,2,596.79,-4.604369055673191,1,0,0,0,0,0,0,0,0
SML0405,Class I only,True,False,0.06451612903225806,0.0026954177897574125,195.05599999999998,2.0263,-2.0263,37.3,1,1,0,5,0,0.8333333333333334,3,2,548.55,-3.8606148256782973,1,0,0,0,0,0,0,0,0
SML0406,Class I only,True,False,0.25806451612903225,0.008086253369272238,223.10999999999996,2.8065000000000015,-2.8065000000000015,37.3,1,1,0,7,0,0.875,3,2,594.31,-4.566132934396504,1,0,0,0,0,0,0,0,0
SML0407,shared,True,True,0.016129032258064516,0.04043126684636118,158.285,3.119400000000002,-3.119400000000002,20.23,1,1,0,8,0,1.0,1,1,520.5799999999999,-3.4293792159569634,0,0,0,0,1,0,0,0,0
SML0411,Class I only,True,False,0.03225806451612903,0.0026954177897574125,202.24999999999994,2.2763999999999998,-2.2763999999999998,74.6,2,2,0,9,0,0.8,4,4,719.4200000000001,-6.495052746060291,1,0,0,0,0,0,0,0,0
SML0412,Class I only,True,False,0.06451612903225806,0.0026954177897574125,230.30399999999995,3.0566000000000013,-3.0566000000000013,74.6,2,2,0,11,0,0.8333333333333334,4,4,765.1800000000001,-7.200570854778498,1,0,0,0,0,0,0,0,0
SML0413,shared,True,True,0.08064516129032258,0.02425876010781671,214.34899999999993,3.6019000000000023,-3.6019000000000023,18.46,0,2,0,5,1,1.0,2,2,565.6199999999999,-4.123796515272261,0,0,0,0,0,1,0,0,0
