sml,pref,MolWt,LogP,TPSA,HBD,HBA,AromaticRings,RotBonds,RingCount,FracCSP3,Heteroatoms,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur
SML0111,I,48.11000000000001,0.546,0.0,1,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,1
SML0112,II,152.14899999999997,1.1787999999999998,46.53,1,3,1,1,1,0.125,3,0,1,0,0,1,1,1,0,0
SML0113,I,172.268,2.910000000000002,26.3,0,2,0,7,0,0.9,2,0,1,0,0,0,1,0,0,0
SML0114,I,120.15099999999997,1.428,17.07,0,1,1,2,1,0.125,1,0,0,1,0,0,0,1,0,0
SML0115,II,80.09,0.4765999999999999,25.78,0,2,1,0,1,0.0,2,0,0,0,0,0,0,0,0,0
SML0116,II,154.25300000000001,2.5037000000000007,20.23,1,1,0,1,1,0.8,1,0,0,0,0,1,0,0,0,0
SML0117,I,196.29,3.0745000000000013,26.3,0,2,0,2,1,0.75,2,0,1,0,0,0,1,0,0,0
SML0118,II,136.14999999999998,1.4732,26.3,0,2,1,1,1,0.125,2,0,1,0,0,0,1,1,0,0
SML0119,II,182.135,1.8114200000000005,86.28,0,4,1,2,1,0.14285714285714285,6,0,0,0,0,0,0,1,1,0
SML0120,II,258.405,4.525200000000004,9.23,0,1,1,0,3,0.6666666666666666,1,0,0,0,0,0,1,1,0,0
SML0121,II,129.22799999999998,1.9286,12.36,0,2,0,0,1,0.8333333333333334,2,0,0,0,0,0,0,0,0,1
SML0122,II,122.17099999999999,1.4018599999999999,25.78,0,2,1,0,1,0.42857142857142855,2,0,0,0,0,0,0,0,0,0
SML0123,II,152.19699999999997,1.6086,35.010000000000005,0,3,1,2,1,0.5,3,0,0,0,0,0,1,0,0,0
SML0124,II,166.224,1.6837,35.010000000000005,0,3,1,3,1,0.5555555555555556,3,0,0,0,0,0,1,0,0,0
SML0125,I,102.13299999999998,1.2612,37.3,1,1,0,3,0,0.8,2,1,0,0,0,0,0,0,0,0
SML0126,II,140.22599999999997,2.711900000000001,17.07,0,1,0,6,0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0
SML0127,I,84.118,1.1515,17.07,0,1,0,2,0,0.4,1,0,0,0,1,0,0,0,0,0
SML0129,I,104.17399999999999,0.9383999999999999,17.07,0,2,0,3,0,0.75,2,0,0,1,0,0,0,0,0,1
SML0130,I,59.111999999999995,0.17779999999999996,3.24,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,1,0
SML0131,II,294.307,3.6199400000000033,103.35,0,5,1,3,1,0.5,7,0,0,0,1,0,0,1,1,0
SML0132,II,142.154,0.8521,35.53,0,3,0,1,1,0.5714285714285714,3,0,0,0,1,0,1,0,0,0
SML0133,II,150.18099999999998,1.2415999999999998,42.85,0,3,1,2,1,0.375,3,0,0,0,1,0,0,0,0,0
SML0134,II,108.14399999999998,1.039,25.78,0,2,1,1,1,0.3333333333333333,2,0,0,0,0,0,0,0,0,0
SML0135,II,218.33999999999995,3.904200000000003,17.07,0,1,0,1,2,0.6666666666666666,1,0,0,0,1,0,0,0,0,0
SML0136,II,192.21399999999994,1.7927999999999995,35.53,0,3,1,3,2,0.36363636363636365,3,0,0,1,0,0,1,1,0,0
SML0137,II,152.23699999999997,2.2797,20.23,1,1,0,1,1,0.6,1,0,0,0,0,1,0,0,0,0
SML0138,I,170.25199999999998,2.8436000000000003,37.3,1,1,0,5,0,0.7,2,1,0,0,0,0,0,0,0,0
SML0139,II,154.253,2.6477000000000013,17.07,0,1,0,1,1,0.9,1,0,0,0,1,0,0,0,0,0
SML0140,I,144.258,2.7293000000000016,20.23,1,1,0,7,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0141,I,194.27399999999997,2.850500000000001,26.3,0,2,0,2,1,0.5833333333333334,2,0,1,0,0,0,1,0,0,0
SML0142,I,158.241,2.821600000000001,37.3,1,1,0,7,0,0.8888888888888888,2,1,0,0,0,0,0,0,0,0
SML0143,I,128.21499999999997,2.1136000000000004,20.23,1,1,0,5,0,0.75,1,0,0,0,0,1,0,0,0,0
SML0144,II,106.19,0.7318,20.23,1,2,0,3,0,1.0,2,0,0,0,0,1,0,0,0,1
SML0145,I,96.944,1.9352,0.0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0
SML0146,I,172.268,2.1527000000000003,37.3,1,2,0,6,0,0.9,2,0,0,1,0,1,0,0,0,0
SML0147,II,258.405,4.792620000000005,17.07,0,1,1,1,2,0.6111111111111112,1,0,0,0,1,0,0,1,0,0
SML0148,II,244.378,4.410500000000004,17.07,0,1,1,1,2,0.5882352941176471,1,0,0,0,1,0,0,1,0,0
SML0149,II,206.32899999999992,3.738100000000003,17.07,0,1,0,0,2,0.7857142857142857,1,0,0,0,1,0,0,0,0,0
SML0150,I,152.237,2.878000000000001,17.07,0,1,0,4,0,0.5,1,0,0,1,0,0,0,0,0,0
SML0151,II,156.26899999999998,2.751300000000001,20.23,1,1,0,5,0,0.8,1,0,0,0,0,1,0,0,0,0
SML0152,I,149.237,3.2026800000000017,23.79,0,1,0,3,0,0.5,1,0,0,0,0,0,0,0,0,0
SML0153,II,136.154,0.9876199999999999,42.85,0,3,1,1,1,0.2857142857142857,3,0,0,0,1,0,0,0,0,0
SML0154,I,146.142,0.716,74.6,2,2,0,5,0,0.6666666666666666,4,1,0,0,0,0,0,0,0,0
SML0155,I,118.08799999999998,-0.06420000000000015,74.6,2,2,0,3,0,0.5,4,1,0,0,0,0,0,0,0,0
SML0156,I,164.204,1.9137999999999997,37.3,1,2,1,3,1,0.3,2,0,0,0,1,1,0,1,0,0
SML0157,I,90.19099999999999,1.7163,0.0,1,1,0,2,0,1.0,1,0,0,0,0,0,0,0,0,1
SML0158,II,102.17699999999999,1.559,20.23,1,1,0,4,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0159,II,116.204,1.9491,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0160,II,88.14999999999999,1.1689,20.23,1,1,0,3,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0161,I,223.10999999999999,2.804900000000001,37.3,1,1,0,6,0,0.875,3,1,0,0,0,0,0,0,0,0
SML0162,I,195.05599999999998,2.0246999999999997,37.3,1,1,0,4,0,0.8333333333333334,3,1,0,0,0,0,0,0,0,0
SML0163,I,100.16099999999999,1.7656,17.07,0,1,0,4,0,0.8333333333333334,1,0,0,1,0,0,0,0,0,0
SML0164,I,135.14199999999997,-0.02100000000000013,40.129999999999995,0,2,1,2,1,0.125,2,0,0,0,0,0,0,1,0,0
SML0165,I,154.253,2.7441000000000013,9.23,0,1,0,1,2,1.0,1,0,0,0,0,0,1,0,0,0
SML0166,I,100.16099999999999,1.6215,17.07,0,1,0,3,0,0.8333333333333334,1,0,0,1,0,0,0,0,0,0
SML0167,I,181.029,1.6346,37.3,1,1,0,3,0,0.8,3,1,0,0,0,0,0,0,0,0
SML0168,II,150.22099999999998,2.4879000000000007,17.07,0,1,0,1,1,0.5,1,0,0,0,1,0,0,0,0,0
SML0169,I,198.30599999999998,3.298000000000002,18.46,0,2,0,6,0,0.6666666666666666,2,0,0,0,0,0,1,0,0,0
SML0170,II,108.13999999999997,1.6952,9.23,0,1,1,1,1,0.14285714285714285,1,0,0,0,0,0,1,1,0,0
SML0171,I,130.18699999999998,1.5956000000000001,26.3,0,2,0,3,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0172,II,156.26899999999998,2.751300000000001,20.23,1,1,0,5,0,0.8,1,0,0,0,0,1,0,0,0,0
SML0173,I,71.123,0.36979999999999996,12.03,1,1,0,0,1,1.0,1,0,0,0,0,0,0,0,1,0
SML0174,II,154.253,2.9579000000000013,17.07,0,1,0,5,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0175,I,167.00199999999998,1.2445,37.3,1,1,0,2,0,0.75,3,1,0,0,0,0,0,0,0,0
SML0176,I,102.13299999999998,1.1171,37.3,1,1,0,2,0,0.8,2,1,0,0,0,0,0,0,0,0
SML0177,II,190.28599999999994,3.4342000000000024,17.07,0,1,0,2,1,0.46153846153846156,1,0,0,0,1,0,0,0,0,0
SML0178,II,152.23699999999997,2.878000000000001,17.07,0,1,0,6,0,0.5,1,0,0,1,0,0,0,0,0,0
SML0179,II,138.20999999999998,2.4879000000000007,17.07,0,1,0,5,0,0.4444444444444444,1,0,0,1,0,0,0,0,0,0
SML0180,II,192.30199999999996,3.5141000000000027,17.07,0,1,0,2,1,0.6153846153846154,1,0,0,0,1,0,0,0,0,0
SML0181,II,138.20999999999998,2.4879000000000007,17.07,0,1,0,5,0,0.4444444444444444,1,0,0,1,0,0,0,0,0,0
SML0182,I,154.253,3.102000000000001,17.07,0,1,0,7,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0183,I,154.25300000000001,3.102000000000001,17.07,0,1,0,7,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0184,II,192.30199999999996,3.6582000000000026,17.07,0,1,0,2,1,0.6153846153846154,1,0,0,0,1,0,0,0,0,0
SML0185,I,150.22099999999998,2.1776999999999997,17.07,0,1,0,1,3,0.7,1,0,0,1,0,0,0,0,0,0
SML0186,I,222.37199999999999,4.396300000000004,20.23,1,1,0,7,0,0.6,1,0,0,0,0,1,0,0,0,0
SML0187,II,192.302,3.6582000000000026,17.07,0,1,0,2,1,0.6153846153846154,1,0,0,0,1,0,0,0,0,0
SML0188,I,196.29,3.242200000000002,26.3,0,2,0,5,0,0.5833333333333334,2,0,1,0,0,0,1,0,0,0
SML0189,I,154.253,3.102000000000001,17.07,0,1,0,7,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0190,II,180.291,3.6582000000000026,17.07,0,1,0,8,0,0.5833333333333334,1,0,0,1,0,0,0,0,0,0
SML0191,II,138.20999999999995,2.4879000000000007,17.07,0,1,0,5,0,0.4444444444444444,1,0,0,1,0,0,0,0,0,0
SML0192,I,204.35699999999997,5.201500000000005,0.0,0,0,0,6,0,0.4666666666666667,0,0,0,0,0,0,0,0,0,0
SML0193,I,172.268,3.2117000000000013,37.3,1,1,0,8,0,0.9,2,1,0,0,0,0,0,0,0,0
SML0194,I,188.22299999999996,1.8863,74.6,2,2,0,8,0,0.7777777777777778,4,1,0,0,0,0,0,0,0,0
SML0195,I,126.19899999999998,2.3218000000000005,17.07,0,1,0,5,0,0.625,1,0,0,0,1,0,0,0,0,0
SML0196,I,114.18799999999999,2.1557000000000004,17.07,0,1,0,5,0,0.8571428571428571,1,0,0,1,0,0,0,0,0,0
SML0197,I,144.21399999999997,2.1298000000000004,26.3,0,2,0,5,0,0.875,2,0,1,0,0,0,1,0,0,0
SML0198,II,86.13399999999999,1.3755,17.07,0,1,0,2,0,0.8,1,0,0,0,1,0,0,0,0,0
SML0199,I,86.13399999999999,1.3755,17.07,0,1,0,3,0,0.8,1,0,0,1,0,0,0,0,0,0
SML0200,I,284.43999999999994,4.339700000000004,35.53,0,3,0,6,1,0.9411764705882353,3,0,1,0,0,0,1,0,0,0
SML0201,II,210.40499999999994,5.851500000000006,0.0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0
SML0202,II,226.40399999999994,4.822300000000006,20.23,1,1,0,0,1,1.0,1,0,0,0,0,1,0,0,0,0
SML0203,I,176.32500000000002,2.493500000000002,20.23,2,2,0,6,0,1.0,2,0,0,0,0,1,0,0,0,1
SML0204,II,154.253,3.080000000000002,17.07,0,1,0,0,1,0.9,1,0,0,0,1,0,0,0,0,0
SML0205,II,168.27999999999997,3.470100000000002,17.07,0,1,0,0,1,0.9090909090909091,1,0,0,0,1,0,0,0,0,0
SML0206,I,226.40399999999994,5.276500000000005,17.07,0,1,0,12,0,0.9333333333333333,1,0,0,0,1,0,0,0,0,0
SML0207,I,226.4039999999999,5.276500000000005,17.07,0,1,0,12,0,0.9333333333333333,1,0,0,0,1,0,0,0,0,0
SML0208,I,134.244,1.3232,20.23,2,2,0,3,0,1.0,2,0,0,0,0,1,0,0,0,1
SML0209,II,238.41499999999994,5.276500000000005,17.07,0,1,0,0,1,0.9375,1,0,0,0,1,0,0,0,0,0
SML0210,II,238.41499999999994,5.276500000000005,17.07,0,1,0,0,1,0.9375,1,0,0,0,1,0,0,0,0,0
SML0211,II,193.24599999999998,2.2257000000000002,52.32,1,3,1,4,1,0.36363636363636365,3,0,1,0,0,0,1,1,1,0
SML0212,II,132.16199999999995,1.8987,17.07,0,1,1,2,1,0.0,1,0,0,1,0,0,0,1,0,0
SML0213,I,158.24099999999996,2.5199000000000007,26.3,0,2,0,6,0,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0214,I,176.215,1.9583,26.3,0,2,1,4,1,0.18181818181818182,2,0,1,0,0,0,1,1,0,0
SML0215,II,192.25800000000004,2.572400000000001,26.3,0,2,1,5,1,0.4166666666666667,2,0,1,0,0,0,1,1,0,0
SML0216,II,140.182,1.3347,34.14,0,2,0,0,1,0.75,2,0,0,0,1,0,0,0,0,0
SML0217,I,90.19099999999999,1.5722,0.0,1,1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,1
SML0218,I,113.15999999999998,0.6287,20.310000000000002,0,1,0,1,1,0.8333333333333334,2,0,0,0,0,0,0,0,0,0
SML0219,II,226.322,3.954200000000003,26.28,0,4,2,5,2,0.2,4,0,0,0,0,0,0,0,0,1
SML0220,I,92.119,0.0007999999999999119,37.3,2,2,0,1,0,0.5,3,1,0,0,0,0,0,0,0,1
SML0221,II,146.299,3.276700000000003,0.0,1,1,0,6,0,1.0,1,0,0,0,0,0,0,0,0,1
SML0222,II,166.26399999999998,3.246100000000002,17.07,0,1,0,4,1,0.7272727272727273,1,0,0,0,1,0,0,0,0,0
SML0223,I,228.37599999999992,4.470400000000004,26.3,0,2,0,11,0,0.9285714285714286,2,0,1,0,0,0,1,0,0,0
SML0224,II,78.11399999999999,1.6866,0.0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
SML0225,II,152.23699999999997,2.567800000000001,17.07,0,1,0,1,1,0.7,1,0,0,0,1,0,0,0,0,0
SML0226,I,128.17099999999996,1.8174000000000001,37.3,1,1,0,3,0,0.5714285714285714,2,1,0,0,0,0,0,0,0,0
SML0227,II,129.16199999999995,2.2348,12.89,0,1,2,0,2,0.0,1,0,0,0,0,0,0,1,0,0
SML0228,II,230.44199999999995,5.033200000000004,0.0,0,2,0,3,2,1.0,2,0,0,0,0,0,0,0,0,1
SML0229,I,79.10199999999998,1.0816,12.89,0,1,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0
SML0230,II,136.23799999999997,2.9987000000000013,0.0,0,0,0,1,2,0.8,0,0,0,0,0,0,0,0,0,0
SML0231,I,152.237,2.401700000000001,17.07,0,1,0,0,2,0.9,1,0,0,0,1,0,0,0,0,0
SML0232,II,126.19899999999997,2.1776999999999997,17.07,0,1,0,3,0,0.625,1,0,0,0,1,0,0,0,0,0
SML0233,II,140.226,2.2813000000000003,20.23,1,1,0,5,0,0.5555555555555556,1,0,0,0,0,1,0,0,0,0
SML0234,I,129.179,0.5626,40.129999999999995,0,2,0,4,0,0.8571428571428571,2,0,0,0,0,0,0,0,0,0
SML0235,I,118.20099999999998,1.2837999999999998,17.07,1,2,0,2,0,0.8,2,0,0,0,1,0,0,0,0,1
SML0236,II,154.253,2.7677000000000014,9.23,0,1,0,1,1,0.8,1,0,0,0,0,0,1,0,0,0
SML0237,I,88.106,-0.043800000000000006,37.3,1,2,0,1,0,0.75,2,0,0,0,1,1,0,0,0,0
SML0238,II,118.20099999999998,1.2837999999999998,17.07,1,2,0,2,0,0.8,2,0,0,0,1,0,0,0,0,1
SML0239,I,158.24099999999999,2.6775,37.3,1,1,0,6,0,0.8888888888888888,2,1,0,0,0,0,0,0,0,0
SML0240,I,170.25199999999998,2.6624000000000008,26.3,0,2,0,5,1,0.9,2,0,1,0,0,0,1,0,0,0
SML0241,I,198.30599999999995,3.4426000000000023,26.3,0,2,0,7,1,0.9166666666666666,2,0,1,0,0,0,1,0,0,0
SML0242,I,156.225,2.2723000000000004,26.3,0,2,0,4,1,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0243,I,142.19799999999998,1.8822,26.3,0,2,0,3,1,0.875,2,0,1,0,0,0,1,0,0,0
SML0244,I,184.27899999999997,3.052500000000002,26.3,0,2,0,6,1,0.9090909090909091,2,0,1,0,0,0,1,0,0,0
SML0245,I,156.22499999999997,2.1282000000000005,26.3,0,2,0,3,1,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0247,I,198.30599999999995,3.4426000000000023,26.3,0,2,0,6,1,0.9166666666666666,2,0,1,0,0,0,1,0,0,0
SML0248,I,142.198,1.8822,26.3,0,2,0,2,1,0.875,2,0,1,0,0,0,1,0,0,0
SML0249,II,112.17199999999997,1.9317,17.07,0,1,0,4,0,0.5714285714285714,1,0,0,1,0,0,0,0,0,0
SML0250,II,168.28,3.4921000000000024,17.07,0,1,0,8,0,0.7272727272727273,1,0,0,1,0,0,0,0,0,0
SML0251,II,136.23799999999997,3.1648000000000023,0.0,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0
SML0252,II,136.238,3.308900000000002,0.0,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0
SML0253,II,140.22599999999997,2.711900000000001,17.07,0,1,0,6,0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0
SML0254,II,126.19899999999997,2.3218000000000005,17.07,0,1,0,5,0,0.625,1,0,0,1,0,0,0,0,0,0
SML0255,I,142.198,1.9058,26.3,0,2,0,4,0,0.625,2,0,1,0,0,0,1,0,0,0
SML0256,I,98.145,1.5416,17.07,0,1,0,3,0,0.5,1,0,0,1,0,0,0,0,0,0
SML0257,I,112.172,1.9317,17.07,0,1,0,4,0,0.5714285714285714,1,0,0,1,0,0,0,0,0,0
SML0258,I,124.18299999999999,2.0978,17.07,0,1,0,4,0,0.375,1,0,0,0,1,0,0,0,0,0
SML0259,I,118.176,1.4054,18.46,0,2,0,4,0,1.0,2,0,0,0,0,0,1,0,0,0
SML0260,II,150.13299999999998,1.2278,35.53,0,3,1,1,2,0.125,3,0,0,1,0,0,1,1,0,0
SML0261,I,212.37699999999995,4.742300000000005,17.07,0,1,0,11,0,0.9285714285714286,1,0,0,1,0,0,0,0,0,0
SML0262,I,148.20499999999998,2.4237,9.23,0,1,1,3,1,0.2,1,0,0,0,0,0,1,1,0,0
SML0263,II,148.20499999999996,2.728300000000001,9.23,0,1,1,2,1,0.2,1,0,0,0,0,0,1,1,0,0
SML0264,II,132.206,3.0281200000000013,0.0,0,0,1,1,1,0.2,0,0,0,0,0,0,0,1,0,0
SML0265,I,122.16699999999997,2.0090399999999997,20.23,1,1,1,0,1,0.25,1,0,0,0,0,1,0,1,0,0
SML0266,I,154.16499999999996,1.4093999999999995,38.69,1,3,1,2,1,0.25,3,0,0,0,0,1,1,1,0,0
SML0267,II,122.16699999999996,2.00904,20.23,1,1,1,0,1,0.25,1,0,0,0,0,1,0,1,0,0
SML0268,I,170.32100000000003,3.4412000000000025,0.0,1,1,0,1,1,0.8,1,0,0,0,0,0,0,0,0,1
SML0269,II,129.184,0.7207,29.43,0,3,0,1,1,0.6,3,0,0,0,1,0,0,0,0,1
SML0270,II,135.16599999999997,0.8280000000000001,43.09,1,2,1,2,1,0.125,2,0,0,0,1,0,0,1,1,0
SML0271,I,138.166,1.7092199999999995,29.46,1,2,1,1,1,0.25,2,0,0,0,0,1,1,1,0,0
SML0272,II,160.263,2.958120000000002,13.14,0,3,1,2,1,0.3333333333333333,3,0,0,0,0,0,0,0,0,1
SML0273,I,86.13399999999999,1.2314,17.07,0,1,0,2,0,0.8,1,0,0,1,0,0,0,0,0,0
SML0274,II,114.169,1.8767200000000002,13.14,1,2,1,0,1,0.2,2,0,0,0,0,0,0,0,0,1
SML0275,I,108.13999999999999,1.70062,20.23,1,1,1,0,1,0.14285714285714285,1,0,0,0,0,1,0,1,0,0
SML0276,II,149.237,2.814300000000001,12.89,0,1,1,4,1,0.5,1,0,0,0,0,0,0,0,0,0
SML0277,I,138.23499999999999,2.1589000000000005,0.0,1,1,1,2,1,0.25,1,0,0,0,0,0,0,1,0,1
SML0278,I,122.16699999999997,1.2213999999999998,20.23,1,1,1,2,1,0.25,1,0,0,0,0,1,0,1,0,0
SML0279,II,164.204,1.7922,26.3,0,2,1,3,1,0.3,2,0,1,0,0,0,1,1,0,0
SML0280,II,125.171,1.2003000000000001,29.43,0,2,0,2,1,0.7142857142857143,2,0,0,0,1,0,0,0,0,0
SML0281,II,122.16699999999996,1.9545999999999997,20.23,1,1,1,1,1,0.25,1,0,0,0,0,1,0,1,0,0
SML0282,II,126.11099999999996,0.6538199999999998,50.44,1,3,1,0,1,0.16666666666666666,3,0,0,0,0,1,0,0,0,0
SML0283,II,131.17799999999997,2.4763200000000003,15.79,1,0,2,0,2,0.1111111111111111,1,0,0,0,0,0,0,1,0,0
SML0284,I,148.227,1.2579,26.3,1,3,0,4,0,0.8333333333333334,3,0,1,0,0,0,1,0,0,1
SML0285,I,88.14999999999999,1.0248,20.23,1,1,0,2,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0286,I,86.13399999999999,1.2314,17.07,0,1,0,2,0,0.8,1,0,0,1,0,0,0,0,0,0
SML0287,II,128.21499999999997,2.401700000000001,17.07,0,1,0,4,0,0.875,1,0,0,0,1,0,0,0,0,0
SML0288,II,108.13999999999997,1.7006199999999996,20.23,1,1,1,0,1,0.14285714285714285,1,0,0,0,0,1,0,1,0,0
SML0289,I,150.177,1.7038,37.3,1,1,1,3,1,0.2222222222222222,2,1,0,0,0,0,0,1,0,0
SML0290,I,134.244,1.4672999999999998,20.23,2,2,0,4,0,1.0,2,0,0,0,0,1,0,0,0,1
SML0291,II,176.281,2.0381000000000005,26.3,1,3,0,5,0,0.875,3,0,1,0,0,0,1,0,0,1
SML0292,I,148.20499999999996,2.6225000000000014,17.07,0,1,1,2,1,0.3,1,0,0,1,0,0,0,1,0,0
SML0293,I,150.17699999999996,2.0438000000000005,29.46,1,2,1,2,1,0.1111111111111111,2,0,0,0,0,1,1,1,0,0
SML0294,I,120.15099999999997,2.0352,20.23,1,1,1,1,1,0.0,1,0,0,0,0,1,0,1,0,0
SML0295,I,172.268,3.0676000000000014,37.3,1,1,0,7,0,0.9,2,1,0,0,0,0,0,0,0,0
SML0296,II,122.16699999999996,1.9545999999999997,20.23,1,1,1,1,1,0.25,1,0,0,0,0,1,0,1,0,0
SML0297,I,166.176,1.6034,46.53,1,3,1,3,1,0.2222222222222222,3,0,0,1,0,1,1,1,0,0
SML0298,II,134.244,1.7313,9.23,1,2,0,3,0,1.0,2,0,0,0,0,0,1,0,0,1
SML0299,II,134.178,2.1976199999999997,17.07,0,1,1,1,1,0.2222222222222222,1,0,0,0,1,0,0,1,0,0
SML0300,II,108.13999999999999,1.7006199999999996,20.23,1,1,1,0,1,0.14285714285714285,1,0,0,0,0,1,0,1,0,0
SML0301,I,166.21999999999997,2.353300000000001,29.46,1,2,1,3,1,0.4,2,0,0,0,0,1,1,1,0,0
SML0302,II,142.154,1.1538,46.53,1,3,0,1,1,0.5714285714285714,3,0,0,0,1,1,1,0,0,0
SML0303,II,176.17099999999996,1.8015999999999996,39.44,0,3,2,1,2,0.1,3,0,0,0,0,0,1,1,0,0
SML0304,I,88.175,1.5354,0.0,0,1,0,2,0,0.5,1,0,0,0,0,0,0,0,0,1
SML0305,I,108.231,1.6699,0.0,0,2,0,2,0,1.0,2,0,0,0,0,0,0,0,0,1
SML0306,II,176.215,2.2629,26.3,0,2,1,3,1,0.18181818181818182,2,0,1,0,0,0,1,1,0,0
SML0307,II,134.17799999999997,1.6921000000000002,20.23,1,1,1,2,1,0.1111111111111111,1,0,0,0,0,1,0,1,0,0
SML0308,I,146.28,2.7398000000000016,0.0,0,2,0,5,0,0.3333333333333333,2,0,0,0,0,0,0,0,0,1
SML0309,I,62.137,0.9792,0.0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,1
SML0310,I,126.27100000000002,2.2756,0.0,0,3,0,2,0,1.0,3,0,0,0,0,0,0,0,0,1
SML0311,I,94.20400000000001,1.6274,0.0,0,2,0,1,0,1.0,2,0,0,0,0,0,0,0,0,1
SML0312,I,150.31199999999998,3.187800000000002,0.0,0,2,0,5,0,1.0,2,0,0,0,0,0,0,0,0,1
SML0313,I,182.37899999999996,3.836000000000003,0.0,0,3,0,6,0,1.0,3,0,0,0,0,0,0,0,0,1
SML0314,II,98.14499999999998,1.5416,17.07,0,1,0,3,0,0.5,1,0,0,1,0,0,0,0,0,0
SML0315,I,46.069,-0.0014000000000000123,20.23,1,1,0,0,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0316,I,160.213,1.1006,46.53,1,3,0,5,0,0.875,3,0,1,0,0,1,1,0,0,0
SML0317,I,130.18699999999998,1.5956000000000001,26.3,0,2,0,3,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0318,II,148.227,1.3026,26.3,0,3,0,4,0,0.8333333333333334,3,0,1,0,0,0,1,0,0,1
SML0319,II,130.18699999999998,1.5956000000000001,26.3,0,2,0,3,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0320,II,144.21399999999997,1.9857,26.3,0,2,0,4,0,0.875,2,0,1,0,0,0,1,0,0,0
SML0321,I,88.106,0.5694,26.3,0,2,0,1,0,0.75,2,0,1,0,0,0,1,0,0,0
SML0322,II,150.177,1.8633,26.3,0,2,1,2,1,0.2222222222222222,2,0,1,0,0,0,1,1,0,0
SML0323,I,116.15999999999998,1.3496000000000001,26.3,0,2,0,3,0,0.8333333333333334,2,0,1,0,0,0,1,0,0,0
SML0324,II,176.215,2.2629,26.3,0,2,1,3,1,0.18181818181818182,2,0,1,0,0,0,1,1,0,0
SML0325,I,144.21399999999997,2.1298000000000004,26.3,0,2,0,5,0,0.875,2,0,1,0,0,0,1,0,0,0
SML0326,I,130.18699999999998,1.7397,26.3,0,2,0,4,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0327,II,164.204,1.7922,26.3,0,2,1,3,1,0.3,2,0,1,0,0,0,1,1,0,0
SML0328,I,156.22499999999997,2.1298000000000004,26.3,0,2,0,2,1,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0329,I,114.169,1.7093999999999998,13.14,1,2,1,1,1,0.2,2,0,0,0,0,0,0,0,0,1
SML0330,I,116.20399999999998,1.9475000000000002,20.23,1,1,0,4,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0331,I,144.214,2.1298000000000004,26.3,0,2,0,5,0,0.875,2,0,1,0,0,0,1,0,0,0
SML0332,I,102.13299999999998,0.8154,26.3,0,2,0,1,0,0.8,2,0,1,0,0,0,1,0,0,0
SML0333,I,102.13299999999998,0.9595,26.3,0,2,0,2,0,0.8,2,0,1,0,0,0,1,0,0,0
SML0334,I,154.325,3.0558000000000014,0.0,0,3,0,4,0,1.0,3,0,0,0,0,0,0,0,0,1
SML0335,I,136.238,3.4750000000000023,0.0,0,0,0,4,0,0.4,0,0,0,0,0,0,0,0,0,0
SML0336,I,142.242,2.935900000000001,17.07,0,1,0,6,0,0.8888888888888888,1,0,0,0,1,0,0,0,0,0
SML0337,I,100.11699999999999,0.5545,34.14,0,2,0,2,0,0.6,2,0,0,0,1,0,0,0,0,0
SML0338,I,58.08,0.5952999999999999,17.07,0,1,0,1,0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0
SML0339,I,130.237,2.1778999999999997,0.0,1,2,1,1,1,0.2,2,0,0,0,0,0,0,0,0,1
SML0340,II,162.188,1.8728,26.3,0,2,1,2,1,0.1,2,0,1,0,0,0,1,1,0,0
