sml,pref,MolWt,LogP,TPSA,HBD,HBA,AromaticRings,RotBonds,RingCount,FracCSP3,Heteroatoms,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur
SML0341,II,194.25500000000002,3.306000000000002,26.28,0,3,2,4,2,0.2,3,0,0,0,0,0,0,0,0,1
SML0342,II,170.30200000000002,3.197800000000001,0.0,0,2,1,3,1,0.25,2,0,0,0,0,0,0,1,0,1
SML0343,II,160.263,2.790800000000001,13.14,0,3,1,3,1,0.3333333333333333,3,0,0,0,0,0,0,0,0,1
SML0344,II,138.23499999999999,2.5496000000000008,0.0,0,1,1,2,1,0.25,1,0,0,0,0,0,0,1,0,1
SML0345,II,138.23499999999999,2.677400000000001,0.0,1,1,1,1,1,0.25,1,0,0,0,0,0,0,1,0,1
SML0346,I,124.20799999999998,2.1164,0.0,1,1,1,1,1,0.14285714285714285,1,0,0,0,0,0,0,1,0,1
SML0347,II,128.19599999999997,2.1426,13.14,0,2,1,2,1,0.3333333333333333,2,0,0,0,0,0,0,0,0,1
SML0348,I,136.194,1.6115000000000002,20.23,1,1,1,3,1,0.3333333333333333,1,0,0,0,0,1,0,1,0,0
SML0349,I,98.10099999999998,0.7719,33.370000000000005,1,2,1,1,1,0.2,2,0,0,0,0,1,0,0,0,0
SML0350,I,108.13999999999997,1.1788999999999998,20.23,1,1,1,1,1,0.14285714285714285,1,0,0,0,0,1,0,1,0,0
SML0351,I,96.08499999999998,1.0920999999999998,30.21,0,2,1,1,1,0.0,2,0,0,1,0,0,0,0,0,0
SML0352,I,130.18699999999998,1.5956000000000001,26.3,0,2,0,3,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0353,II,116.15999999999998,1.2055,26.3,0,2,0,2,0,0.8333333333333334,2,0,1,0,0,0,1,0,0,0
SML0354,I,156.22499999999997,2.1282000000000005,26.3,0,2,0,3,1,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0355,I,140.226,2.2813000000000003,20.23,1,1,0,5,0,0.5555555555555556,1,0,0,0,0,1,0,0,0,0
SML0356,II,170.25199999999998,2.3609,34.14,0,2,0,6,0,0.8,2,0,0,0,1,0,0,0,0,0
SML0357,I,136.238,3.308900000000002,0.0,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0
SML0358,II,136.23799999999997,3.1648000000000023,0.0,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0
SML0359,II,112.12799999999999,0.878,26.3,0,2,0,0,1,0.5,2,0,0,0,1,0,1,0,0,0
SML0360,I,98.101,0.4895,26.3,0,2,0,0,1,0.4,2,0,1,0,0,0,1,0,0,0
SML0361,II,112.12799999999999,0.878,26.3,0,2,0,0,1,0.5,2,0,0,0,1,0,1,0,0,0
SML0362,I,154.253,2.9579000000000013,17.07,0,1,0,5,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0363,II,106.19000000000001,0.5446,20.23,2,2,0,2,0,1.0,2,0,0,0,0,1,0,0,0,1
SML0364,I,162.298,2.1034000000000006,20.23,2,2,0,5,0,1.0,2,0,0,0,0,1,0,0,0,1
SML0365,II,120.217,0.9330999999999998,20.23,2,2,0,2,0,1.0,2,0,0,0,0,1,0,0,0,1
SML0366,I,148.271,1.7133000000000003,20.23,2,2,0,4,0,1.0,2,0,0,0,0,1,0,0,0,1
SML0367,I,154.25300000000001,2.5037000000000007,20.23,1,1,0,1,1,0.8,1,0,0,0,0,1,0,0,0,0
SML0368,II,136.238,2.9987000000000013,0.0,0,0,0,0,3,0.8,0,0,0,0,0,0,0,0,0,0
SML0369,II,136.238,2.9987000000000013,0.0,0,0,0,0,3,0.8,0,0,0,0,0,0,0,0,0,0
SML0370,II,136.238,2.9987000000000013,0.0,0,0,0,0,3,0.8,0,0,0,0,0,0,0,0,0,0
SML0371,II,136.238,2.9987000000000013,0.0,0,0,0,0,3,0.8,0,0,0,0,0,0,0,0,0,0
SML0372,II,136.23799999999997,2.9987000000000013,0.0,0,0,0,1,2,0.8,0,0,0,0,0,0,0,0,0,0
SML0373,II,190.28599999999994,3.4342000000000024,17.07,0,1,0,2,1,0.46153846153846156,1,0,0,0,1,0,0,0,0,0
SML0374,I,152.19299999999996,1.9631999999999996,29.46,1,2,1,2,1,0.3333333333333333,2,0,0,0,0,1,1,1,0,0
SML0375,I,132.228,1.6739,17.07,1,2,0,2,0,0.8333333333333334,2,0,0,0,1,0,0,0,0,1
SML0376,I,138.20999999999995,2.4879000000000007,17.07,0,1,0,5,0,0.4444444444444444,1,0,0,1,0,0,0,0,0,0
SML0377,I,44.053,0.2052,17.07,0,1,0,0,0,0.5,1,0,0,1,0,0,0,0,0,0
SML0378,I,116.15999999999998,1.2055,26.3,0,2,0,2,0,0.8333333333333334,2,0,1,0,0,0,1,0,0,0
SML0379,I,74.12299999999999,0.6347,20.23,1,1,0,1,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0380,I,164.15999999999997,1.4899999999999995,57.53,2,2,1,2,1,0.0,3,1,0,0,0,1,0,1,0,0
SML0381,I,136.14999999999998,1.3137,37.3,1,1,1,2,1,0.125,2,1,0,0,0,0,0,1,0,0
SML0382,I,170.25199999999998,2.6624000000000008,26.3,0,2,0,4,1,0.9,2,0,1,0,0,0,1,0,0,0
SML0383,II,135.16599999999994,1.4714,43.09,1,2,1,1,1,0.125,2,0,0,0,1,0,0,1,1,0
SML0384,II,224.38799999999992,5.030500000000004,17.07,0,1,0,0,1,0.9333333333333333,1,0,0,0,1,0,0,0,0,0
SML0385,II,236.39899999999994,5.196600000000005,17.07,0,1,0,0,1,0.8125,1,0,0,0,1,0,0,0,0,0
SML0386,II,236.39899999999992,5.052500000000005,17.07,0,1,0,0,1,0.8125,1,0,0,0,1,0,0,0,0,0
SML0387,II,236.39899999999992,5.1966000000000045,17.07,0,1,0,0,1,0.8125,1,0,0,0,1,0,0,0,0,0
SML0388,II,222.37199999999993,4.662400000000004,17.07,0,1,0,0,1,0.8,1,0,0,0,1,0,0,0,0,0
SML0389,II,224.38799999999995,4.8864000000000045,17.07,0,1,0,0,1,0.9333333333333333,1,0,0,0,1,0,0,0,0,0
SML0390,II,252.3979999999999,4.780600000000004,26.3,0,2,0,0,1,0.8125,2,0,1,0,0,0,1,0,0,0
SML0391,II,182.222,2.917600000000001,17.07,0,1,2,2,2,0.0,1,0,0,0,1,0,0,1,0,0
SML0392,II,243.1,2.5547000000000013,26.3,0,2,1,3,1,0.3,3,0,1,0,0,0,1,1,0,0
SML0393,I,164.20399999999998,1.71052,26.3,0,2,1,2,1,0.3,2,0,1,0,0,0,1,1,0,0
SML0394,II,180.20999999999998,2.7830000000000004,25.78,0,2,3,0,3,0.0,2,0,0,0,0,0,0,1,0,0
SML0395,II,172.22699999999998,3.238500000000002,9.23,0,1,2,2,2,0.16666666666666666,1,0,0,0,0,0,1,1,0,0
SML0396,II,294.39399999999995,5.210600000000005,18.46,0,2,2,9,2,0.2,2,0,0,0,0,0,1,1,0,0
SML0397,II,150.22099999999998,2.4879000000000007,17.07,0,1,0,1,1,0.5,1,0,0,0,1,0,0,0,0,0
SML0398,I,172.31199999999998,3.5095000000000023,20.23,1,1,0,9,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0399,I,184.32299999999998,4.106200000000003,17.07,0,1,0,10,0,0.9166666666666666,1,0,0,1,0,0,0,0,0,0
SML0400,I,216.27699999999993,2.6665,74.6,2,2,0,10,0,0.8181818181818182,4,1,0,0,0,0,0,0,0,0
SML0401,I,251.16399999999993,3.586700000000002,37.3,1,1,0,9,0,0.9,3,1,0,0,0,0,0,0,0,0
SML0402,I,265.1909999999999,3.9768000000000026,37.3,1,1,0,10,0,0.9090909090909091,3,1,0,0,0,0,0,0,0,0
SML0403,I,279.21799999999996,4.366900000000004,37.3,1,1,0,11,0,0.9166666666666666,3,1,0,0,0,0,0,0,0,0
SML0404,I,186.295,3.6018000000000017,37.3,1,1,0,9,0,0.9090909090909091,2,1,0,0,0,0,0,0,0,0
SML0405,I,195.05599999999998,2.0263,37.3,1,1,0,5,0,0.8333333333333334,3,1,0,0,0,0,0,0,0,0
SML0406,I,223.10999999999996,2.8065000000000015,37.3,1,1,0,7,0,0.875,3,1,0,0,0,0,0,0,0,0
SML0407,I,158.285,3.119400000000002,20.23,1,1,0,8,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0408,I,132.115,0.32589999999999975,74.6,2,2,0,4,0,0.6,4,1,0,0,0,0,0,0,0,0
SML0409,I,160.16899999999998,1.1061,74.6,2,2,0,6,0,0.7142857142857143,4,1,0,0,0,0,0,0,0,0
SML0410,I,174.19599999999997,1.4962,74.6,2,2,0,7,0,0.75,4,1,0,0,0,0,0,0,0,0
SML0411,I,202.24999999999994,2.2763999999999998,74.6,2,2,0,9,0,0.8,4,1,0,0,0,0,0,0,0,0
SML0412,I,230.30399999999995,3.0566000000000013,74.6,2,2,0,11,0,0.8333333333333334,4,1,0,0,0,0,0,0,0,0
SML0413,I,214.34899999999993,3.6019000000000023,18.46,0,2,0,5,1,1.0,2,0,0,0,0,0,1,0,0,0
SML0414,I,186.295,2.820100000000001,18.46,0,2,0,1,1,1.0,2,0,0,0,0,0,1,0,0,0
SML0415,I,130.231,2.1951000000000005,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0416,I,130.231,2.3376000000000006,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0417,I,130.231,2.3376000000000006,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0418,I,130.231,2.3376000000000006,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0419,I,144.258,2.727700000000002,20.23,1,1,0,6,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0420,I,156.26899999999998,2.4395000000000007,20.23,1,1,0,1,1,1.0,1,0,0,0,0,1,0,0,0,0
SML0421,I,150.22099999999998,2.8240200000000013,20.23,1,1,1,1,1,0.4,1,0,0,0,0,1,0,1,0,0
SML0422,I,148.16099999999997,1.7844,37.3,1,1,1,2,1,0.0,2,1,0,0,0,0,0,1,0,0
SML0423,I,128.21499999999997,2.5458000000000007,17.07,0,1,0,5,0,0.875,1,0,0,0,1,0,0,0,0,0
SML0424,I,128.21499999999997,2.5458000000000007,17.07,0,1,0,5,0,0.875,1,0,0,0,1,0,0,0,0,0
SML0425,I,142.242,2.935900000000001,17.07,0,1,0,6,0,0.8888888888888888,1,0,0,0,1,0,0,0,0,0
SML0426,I,156.269,3.3260000000000023,17.07,0,1,0,7,0,0.9,1,0,0,0,1,0,0,0,0,0
SML0427,I,184.32299999999998,4.106200000000004,17.07,0,1,0,9,0,0.9166666666666666,1,0,0,0,1,0,0,0,0,0
SML0428,I,126.199,2.3218000000000005,17.07,0,1,0,3,0,0.625,1,0,0,0,1,0,0,0,0,0
SML0429,II,192.21399999999997,1.9368999999999996,35.53,0,3,1,3,2,0.36363636363636365,3,0,0,0,1,0,1,1,0,0
SML0430,II,152.237,2.401700000000001,17.07,0,1,0,0,2,0.9,1,0,0,0,1,0,0,0,0,0
SML0431,I,158.24099999999999,2.5199000000000007,26.3,0,2,0,6,0,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0432,I,186.295,3.3001000000000023,26.3,0,2,0,8,0,0.9090909090909091,2,0,1,0,0,0,1,0,0,0
SML0433,I,130.18699999999998,1.7397,26.3,0,2,0,4,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0434,I,144.214,2.1298000000000004,26.3,0,2,0,5,0,0.875,2,0,1,0,0,0,1,0,0,0
SML0435,I,172.268,2.910000000000001,26.3,0,2,0,7,0,0.9,2,0,1,0,0,0,1,0,0,0
SML0436,I,118.201,1.6761,17.07,0,2,0,2,0,0.8,2,0,0,0,0,0,0,0,0,1
SML0437,I,85.131,1.1430999999999998,12.89,0,2,1,0,1,0.0,2,0,0,0,0,0,0,0,0,1
SML0438,II,135.19099999999997,2.2963000000000005,12.89,0,2,2,0,2,0.0,2,0,0,0,0,0,0,1,0,1
SML0439,II,117.15099999999997,2.1678999999999995,15.79,1,0,2,0,2,0.0,1,0,0,0,0,0,0,1,0,0
SML0440,II,162.18799999999993,2.1437999999999997,18.46,0,2,1,2,2,0.2,2,0,0,0,0,0,1,1,0,0
SML0441,I,106.12399999999997,1.4990999999999999,17.07,0,1,1,1,1,0.0,1,0,0,1,0,0,0,1,0,0
SML0442,I,154.253,2.9579000000000013,17.07,0,1,0,5,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0443,I,226.31599999999995,2.725100000000001,43.370000000000005,0,3,0,6,1,0.8461538461538461,3,0,1,0,1,0,1,0,0,0
SML0444,II,126.19899999999997,2.3218000000000005,17.07,0,1,0,5,0,0.625,1,0,0,1,0,0,0,0,0,0
SML0445,II,124.18299999999996,2.0978,17.07,0,1,0,4,0,0.375,1,0,0,1,0,0,0,0,0,0
SML0446,I,168.27999999999997,3.2039000000000017,17.07,0,1,0,5,0,0.7272727272727273,1,0,0,1,0,0,0,0,0,0
SML0447,I,152.237,2.401700000000001,17.07,0,1,0,0,2,0.9,1,0,0,0,1,0,0,0,0,0
SML0448,II,154.253,2.7677000000000014,9.23,0,1,0,1,1,0.8,1,0,0,0,0,0,1,0,0,0
SML0449,II,152.237,2.401700000000001,17.07,0,1,0,0,2,0.9,1,0,0,0,1,0,0,0,0,0
SML0450,I,122.16699999999996,1.7399,20.23,1,1,1,1,1,0.25,1,0,0,0,0,1,0,1,0,0
SML0451,I,164.20399999999995,2.2647999999999997,37.3,1,1,1,3,1,0.3,2,1,0,0,0,0,0,1,0,0
SML0452,I,164.20399999999995,2.2647999999999997,37.3,1,1,1,3,1,0.3,2,1,0,0,0,0,0,1,0,0
SML0453,II,100.16099999999999,1.7656,17.07,0,1,0,3,0,0.8333333333333334,1,0,0,0,1,0,0,0,0,0
SML0454,I,74.12299999999999,0.7771999999999999,20.23,1,1,0,1,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0455,I,116.20399999999998,1.9475000000000002,20.23,1,1,0,4,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0456,I,130.231,2.3376000000000006,20.23,1,1,0,4,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0457,II,130.231,2.3376000000000006,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0458,I,74.12299999999999,0.7771999999999999,20.23,1,1,0,1,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0459,I,116.20399999999998,1.9475000000000002,20.23,1,1,0,4,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0460,II,122.16699999999996,1.7399,20.23,1,1,1,1,1,0.25,1,0,0,0,0,1,0,1,0,0
SML0461,I,88.106,0.5694,26.3,0,2,0,1,0,0.75,2,0,1,0,0,0,1,0,0,0
SML0462,I,130.18699999999998,1.7381,26.3,0,2,0,1,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0463,I,130.18699999999998,1.7397,26.3,0,2,0,4,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0464,I,73.139,0.6011000000000001,26.02,1,1,0,1,0,1.0,1,0,0,0,0,0,0,0,1,0
SML0465,II,122.16699999999996,2.0853,9.23,0,1,1,2,1,0.25,1,0,0,0,0,0,1,1,0,0
SML0466,II,88.14999999999999,1.4329,9.23,0,1,0,3,0,1.0,1,0,0,0,0,0,1,0,0,0
SML0467,II,152.23699999999997,2.711900000000001,17.07,0,1,0,0,1,0.7,1,0,0,0,1,0,0,0,0,0
SML0468,I,87.16600000000001,0.9912000000000001,26.02,1,1,0,2,0,1.0,1,0,0,0,0,0,0,0,1,0
SML0469,I,114.14399999999999,1.1019999999999999,26.3,0,2,0,1,1,0.8333333333333334,2,0,1,0,0,0,1,0,0,0
SML0470,I,112.216,3.142800000000002,0.0,0,0,0,5,0,0.75,0,0,0,0,0,0,0,0,0,0
SML0471,I,170.25199999999998,2.686000000000001,26.3,0,2,0,7,0,0.7,2,0,1,0,0,0,1,0,0,0
SML0472,II,202.297,3.8492000000000033,17.07,0,1,1,6,1,0.35714285714285715,1,0,0,1,0,0,0,1,0,0
SML0473,I,186.29499999999993,3.3001000000000023,26.3,0,2,0,8,0,0.9090909090909091,2,0,1,0,0,0,1,0,0,0
SML0474,II,150.177,1.7496999999999998,26.3,0,2,1,2,1,0.2222222222222222,2,0,1,0,0,0,1,1,0,0
SML0475,I,228.24699999999999,2.7492000000000014,46.53,1,3,2,3,2,0.07142857142857142,3,0,1,0,0,1,1,1,0,0
SML0476,I,186.29499999999996,3.3001000000000023,26.3,0,2,0,8,0,0.9090909090909091,2,0,1,0,0,0,1,0,0,0
SML0477,II,152.237,2.401700000000001,17.07,0,1,0,0,2,0.9,1,0,0,0,1,0,0,0,0,0
SML0478,II,264.409,4.180600000000004,26.3,0,2,0,1,3,0.9411764705882353,2,0,1,0,0,0,1,0,0,0
SML0479,II,156.26899999999998,2.751300000000001,20.23,1,1,0,5,0,0.8,1,0,0,0,0,1,0,0,0,0
SML0480,II,186.295,3.1560000000000015,26.3,0,2,0,7,0,0.9090909090909091,2,0,1,0,0,0,1,0,0,0
SML0481,II,216.324,4.239300000000004,17.07,0,1,1,7,1,0.4,1,0,0,1,0,0,0,1,0,0
SML0482,I,196.29,2.7643000000000013,26.3,0,2,0,1,2,0.9166666666666666,2,0,1,0,0,0,1,0,0,0
SML0483,I,178.231,2.55642,26.3,0,2,1,2,1,0.36363636363636365,2,0,1,0,0,0,1,1,0,0
SML0484,I,178.231,2.556420000000001,26.3,0,2,1,2,1,0.36363636363636365,2,0,1,0,0,0,1,1,0,0
SML0485,I,226.275,3.1431200000000015,26.3,0,2,2,3,2,0.13333333333333333,2,0,1,0,0,0,1,1,0,0
SML0486,I,124.14299999999999,0.7936199999999999,35.010000000000005,0,3,1,1,1,0.3333333333333333,3,0,0,0,0,0,1,0,0,0
SML0487,I,128.171,1.5157,26.3,0,2,0,2,0,0.5714285714285714,2,0,1,0,0,0,1,0,0,0
SML0488,II,101.193,1.3481,3.24,0,1,0,3,0,1.0,1,0,0,0,0,0,0,0,1,0
SML0489,I,72.107,0.9854,17.07,0,1,0,2,0,0.75,1,0,0,1,0,0,0,0,0,0
SML0490,I,225.11499999999995,3.2479000000000022,34.14,0,2,0,8,0,0.7777777777777778,4,0,0,0,0,0,0,0,0,0
SML0491,I,168.14799999999997,1.099,66.76,2,3,1,2,1,0.125,4,1,0,0,0,1,1,1,0,0
SML0492,II,122.16699999999996,1.9545999999999997,20.23,1,1,1,1,1,0.25,1,0,0,0,0,1,0,1,0,0
SML0493,II,152.14899999999997,0.9076,38.69,1,3,1,1,2,0.25,3,0,0,0,0,1,1,1,0,0
SML0494,II,162.14399999999998,1.4985999999999995,50.44,1,3,2,0,2,0.0,3,0,0,0,0,1,0,1,0,0
SML0495,II,152.23699999999997,2.567800000000001,17.07,0,1,0,1,1,0.7,1,0,0,0,1,0,0,0,0,0
SML0496,I,134.134,1.1481,26.3,0,2,1,0,2,0.125,2,0,1,0,0,0,1,1,0,0
SML0497,I,114.14399999999998,0.9446,34.14,0,2,0,3,0,0.6666666666666666,2,0,0,0,1,0,0,0,0,0
SML0498,I,114.18799999999999,2.1557000000000004,17.07,0,1,0,4,0,0.8571428571428571,1,0,0,0,1,0,0,0,0,0
SML0499,I,114.14399999999999,0.9446,34.14,0,2,0,3,0,0.6666666666666666,2,0,0,0,1,0,0,0,0,0
SML0500,II,148.16099999999994,1.6518,26.3,0,2,1,0,2,0.2222222222222222,2,0,0,0,1,0,1,1,0,0
SML0501,II,118.17899999999995,2.4151000000000007,0.0,0,0,1,2,1,0.1111111111111111,0,0,0,0,0,0,0,1,0,0
SML0502,I,216.27699999999993,2.0615,52.6,0,4,0,7,0,0.8181818181818182,4,0,1,0,0,0,1,0,0,0
SML0503,I,102.13299999999998,0.9595,26.3,0,2,0,4,0,0.8,2,0,1,0,0,0,1,0,0,0
SML0504,II,160.32600000000002,3.6668000000000034,0.0,1,1,0,7,0,1.0,1,0,0,0,0,0,0,0,0,1
SML0505,I,136.14999999999998,1.6118999999999999,26.3,0,2,1,1,1,0.125,2,0,1,0,0,0,1,1,0,0
SML0506,I,154.253,3.102000000000002,17.07,0,1,0,7,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0507,I,196.29,2.7643000000000013,26.3,0,2,0,1,2,0.9166666666666666,2,0,1,0,0,0,1,0,0,0
SML0508,I,184.23499999999999,2.3833,27.69,0,3,0,1,2,0.8,3,0,0,0,0,0,1,0,0,0
SML0509,I,116.15999999999998,1.5072,37.3,1,1,0,3,0,0.8333333333333334,2,1,0,0,0,0,0,0,0,0
SML0510,I,116.15999999999998,1.5072,37.3,1,1,0,3,0,0.8333333333333334,2,1,0,0,0,0,0,0,0,0
SML0511,I,192.12300000000002,-1.2485,132.13,4,4,0,5,0,0.5,7,1,0,0,0,1,0,0,0,0
SML0512,I,122.12299999999996,1.3848,37.3,1,1,1,1,1,0.0,2,1,0,0,0,0,0,1,0,0
SML0513,II,190.19799999999998,2.0174999999999996,35.53,0,3,1,2,2,0.18181818181818182,3,0,0,0,1,0,1,1,0,0
SML0514,I,182.17499999999998,1.2218999999999998,55.76,1,4,1,3,1,0.2222222222222222,4,0,0,1,0,1,1,1,0,0
SML0515,II,192.25799999999995,2.822400000000001,18.46,0,2,1,5,1,0.3333333333333333,2,0,0,0,0,0,1,1,0,0
SML0516,II,168.27999999999997,3.4921000000000024,17.07,0,1,0,8,0,0.7272727272727273,1,0,0,1,0,0,0,0,0,0
SML0517,I,168.27999999999997,3.4921000000000024,17.07,0,1,0,8,0,0.7272727272727273,1,0,0,1,0,0,0,0,0,0
SML0518,I,140.22599999999997,2.711900000000001,17.07,0,1,0,6,0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0
SML0519,II,136.238,2.9987000000000013,0.0,0,0,0,0,2,0.8,0,0,0,0,0,0,0,0,0,0
SML0520,II,154.25299999999996,2.3596000000000004,20.23,1,1,0,1,1,0.8,1,0,0,0,0,1,0,0,0,0
SML0521,II,152.237,2.520100000000001,12.53,0,1,0,1,2,0.8,1,0,0,0,0,0,1,0,0,0
SML0522,I,150.221,2.4879000000000007,17.07,0,1,0,2,1,0.5,1,0,0,1,0,0,0,0,0,0
SML0523,II,136.238,2.9987000000000013,0.0,0,0,0,0,2,0.8,0,0,0,0,0,0,0,0,0,0
SML0524,II,154.25299999999996,2.3596000000000004,20.23,1,1,0,1,1,0.8,1,0,0,0,0,1,0,0,0,0
SML0525,II,152.237,2.520100000000001,12.53,0,1,0,1,2,0.8,1,0,0,0,0,0,1,0,0,0
SML0526,I,150.221,2.4879000000000007,17.07,0,1,0,2,1,0.5,1,0,0,1,0,0,0,0,0,0
SML0527,II,90.191,1.7593999999999999,0.0,0,1,0,2,0,1.0,1,0,0,0,0,0,0,0,0,1
SML0528,I,160.25699999999998,1.7016999999999998,40.46,2,2,0,8,0,1.0,2,0,0,0,0,1,0,0,0,0
SML0529,I,173.00899999999996,2.1547000000000005,20.23,1,1,1,0,1,0.0,2,0,0,0,0,1,0,1,0,0
SML0530,I,86.134,1.1869,9.23,0,1,0,0,1,1.0,1,0,0,0,0,0,1,0,0,0
SML0531,II,248.36599999999999,4.269200000000004,18.46,0,2,1,8,1,0.5,2,0,0,0,0,0,1,1,0,0
SML0532,II,152.19299999999996,1.978,18.46,0,2,1,3,1,0.3333333333333333,2,0,0,0,0,0,1,1,0,0
SML0533,I,176.259,3.0412000000000017,17.07,0,1,1,1,1,0.4166666666666667,1,0,0,1,0,0,0,1,0,0
SML0534,II,192.30199999999996,3.6582000000000026,17.07,0,1,0,2,1,0.6153846153846154,1,0,0,0,1,0,0,0,0,0
SML0535,II,226.322,4.288840000000002,26.28,0,4,2,3,2,0.2,4,0,0,0,0,0,0,0,0,1
SML0536,II,178.18699999999995,1.3353199999999996,35.53,0,3,1,0,2,0.3,3,0,0,0,1,0,1,1,0,0
SML0537,I,264.409,4.180600000000004,26.3,0,2,0,1,3,0.9411764705882353,2,0,1,0,0,0,1,0,0,0
SML0538,I,140.226,2.711900000000001,17.07,0,1,0,6,0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0
SML0539,I,100.11699999999999,0.8711,37.3,1,1,0,1,1,0.8,2,1,0,0,0,0,0,0,0,0
SML0540,I,156.269,2.893800000000002,20.23,1,1,0,5,0,0.8,1,0,0,0,0,1,0,0,0,0
SML0541,II,165.19199999999998,1.5149,38.33,1,3,1,2,1,0.2222222222222222,3,0,1,0,0,0,1,1,1,0
SML0542,I,204.35699999999997,5.201500000000005,0.0,0,0,0,7,0,0.4666666666666667,0,0,0,0,0,0,0,0,0,0
SML0543,I,144.21399999999997,1.9857,26.3,0,2,0,4,0,0.875,2,0,1,0,0,0,1,0,0,0
SML0544,I,122.258,2.4076000000000004,0.0,0,2,0,3,0,1.0,2,0,0,0,0,0,0,0,0,1
SML0545,II,140.13799999999998,0.9077999999999999,50.44,1,3,1,1,1,0.2857142857142857,3,0,0,0,0,1,0,0,0,0
SML0546,II,234.38299999999992,4.518300000000004,17.07,0,1,0,1,2,0.8125,1,0,0,0,1,0,0,0,0,0
SML0547,I,200.32199999999997,3.6902000000000026,26.3,0,2,0,9,0,0.9166666666666666,2,0,1,0,0,0,1,0,0,0
SML0548,II,224.34399999999994,3.878300000000003,26.3,0,2,0,6,0,0.6428571428571429,2,0,1,0,0,0,1,0,0,0
SML0549,I,158.241,2.5199000000000007,26.3,0,2,0,8,0,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0550,I,144.21399999999997,2.1298000000000004,26.3,0,2,0,5,0,0.875,2,0,1,0,0,0,1,0,0,0
SML0551,II,194.18599999999998,1.4783999999999997,44.760000000000005,0,4,1,2,2,0.3,4,0,1,0,0,0,1,1,0,0
SML0552,I,72.107,0.7968,9.23,0,1,0,0,1,1.0,1,0,0,0,0,0,1,0,0,0
SML0553,II,182.30700000000002,3.8822000000000028,17.07,0,1,0,9,0,0.75,1,0,0,1,0,0,0,0,0,0
SML0554,I,84.11799999999998,1.1515,17.07,0,1,0,1,0,0.4,1,0,0,1,0,0,0,0,0,0
SML0555,I,167.002,1.2461,37.3,1,1,0,3,0,0.75,3,1,0,0,0,0,0,0,0,0
SML0556,I,181.02899999999997,1.6362,37.3,1,1,0,4,0,0.8,3,1,0,0,0,0,0,0,0,0
SML0557,I,178.23099999999997,2.0726999999999998,26.3,0,2,1,4,1,0.36363636363636365,2,0,0,1,0,0,1,1,0,0
SML0558,I,192.25799999999995,2.5618000000000007,26.3,0,2,1,3,1,0.4166666666666667,2,0,0,1,0,0,1,1,0,0
SML0559,I,134.17799999999997,1.8181,17.07,0,1,1,3,1,0.2222222222222222,1,0,0,1,0,0,0,1,0,0
SML0560,I,148.20499999999998,2.2081999999999997,17.07,0,1,1,4,1,0.3,1,0,0,1,0,0,0,1,0,0
SML0561,II,150.22099999999998,2.1725000000000003,20.23,1,1,1,3,1,0.4,1,0,0,0,0,1,0,1,0,0
SML0562,II,120.19499999999995,2.8100000000000014,0.0,0,0,1,1,1,0.3333333333333333,0,0,0,0,0,0,0,1,0,0
SML0563,I,162.23199999999997,2.598300000000001,17.07,0,1,1,5,1,0.36363636363636365,1,0,0,1,0,0,0,1,0,0
SML0564,II,154.253,2.6477000000000013,17.07,0,1,0,1,1,0.9,1,0,0,0,1,0,0,0,0,0
SML0565,II,152.23699999999997,2.2797,20.23,1,1,0,1,1,0.6,1,0,0,0,0,1,0,0,0,0
SML0566,I,114.14399999999999,0.8005,34.14,0,2,0,2,0,0.6666666666666666,2,0,0,0,1,0,0,0,0,0
