sml,group,rate_I,rate_II,MolWt,LogP,TPSA,HBD,HBA,AromaticRings,RotBonds,RingCount,FracCSP3,Heteroatoms,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur
SML0020,shared,0.03225806451612903,0.018867924528301886,228.37599999999995,4.470400000000004,26.3,0,2,0,11,0,0.9285714285714286,2,0,1,0,0,0,1,0,0,0
SML0021,Class II only,0.0,0.018867924528301886,284.484,6.030800000000006,26.3,0,2,0,15,0,0.9444444444444444,2,0,1,0,0,0,1,0,0,0
SML0022,Class II only,0.0,0.016172506738544475,312.538,6.811000000000008,26.3,0,2,0,17,0,0.95,2,0,1,0,0,0,1,0,0,0
SML0023,shared,0.016129032258064516,0.018867924528301886,172.26799999999997,2.910000000000001,26.3,0,2,0,7,0,0.9,2,0,1,0,0,0,1,0,0,0
SML0024,Class II only,0.0,0.018867924528301886,256.4299999999999,5.250600000000005,26.3,0,2,0,13,0,0.9375,2,0,1,0,0,0,1,0,0,0
SML0026,shared,0.3064516129032258,0.03773584905660377,222.37199999999999,4.3979000000000035,20.23,1,1,0,7,0,0.6,1,0,0,0,0,1,0,0,0,0
SML0027,shared,0.14516129032258066,0.03773584905660377,154.253,2.671400000000001,20.23,1,1,0,4,0,0.6,1,0,0,0,0,1,0,0,0,0
SML0029,Class I only,0.03225806451612903,0.01078167115902965,102.13299999999998,1.1171,37.3,1,1,0,2,0,0.8,2,1,0,0,0,0,0,0,0,0
SML0030,Class I only,0.016129032258064516,0.0,90.07799999999999,-0.5482,57.53,2,2,0,1,0,0.6666666666666666,3,1,0,0,0,1,0,0,0,0
SML0031,shared,0.06451612903225806,0.09433962264150944,204.31299999999996,3.361600000000002,17.07,0,1,1,3,1,0.5,1,0,0,1,0,0,0,1,0,0
SML0032,Class I only,0.03225806451612903,0.013477088948787063,154.25300000000001,2.6698000000000013,20.23,1,1,0,4,0,0.6,1,0,0,0,0,1,0,0,0,0
SML0033,shared,0.03225806451612903,0.0215633423180593,210.31699999999998,2.853000000000002,37.3,1,2,0,5,1,0.7692307692307693,2,0,0,1,0,1,0,0,0,0
SML0034,shared,0.016129032258064516,0.03773584905660377,232.283,1.8551,54.120000000000005,2,2,2,4,2,0.3076923076923077,4,0,0,0,0,0,1,1,0,0
SML0035,shared,0.04838709677419355,0.018867924528301886,214.34899999999996,4.080300000000003,26.3,0,2,0,10,0,0.9230769230769231,2,0,1,0,0,0,1,0,0,0
SML0036,shared,0.016129032258064516,0.016172506738544475,270.45699999999994,5.640700000000005,26.3,0,2,0,14,0,0.9411764705882353,2,0,1,0,0,0,1,0,0,0
SML0037,shared,0.016129032258064516,0.018867924528301886,298.51099999999997,6.420900000000007,26.3,0,2,0,16,0,0.9473684210526315,2,0,1,0,0,0,1,0,0,0
SML0038,shared,0.08064516129032258,0.0215633423180593,158.24099999999999,2.5199000000000007,26.3,0,2,0,6,0,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0039,shared,0.03225806451612903,0.018867924528301886,242.40299999999993,4.8605000000000045,26.3,0,2,0,12,0,0.9333333333333333,2,0,1,0,0,0,1,0,0,0
SML0041,shared,0.03225806451612903,0.0215633423180593,142.242,2.935900000000001,17.07,0,1,0,7,0,0.8888888888888888,1,0,0,1,0,0,0,0,0,0
SML0043,Class I only,0.0967741935483871,0.01078167115902965,284.4839999999999,6.332500000000007,37.3,1,1,0,16,0,0.9444444444444444,2,1,0,0,0,0,0,0,0,0
SML0044,Class I only,0.016129032258064516,0.013477088948787063,128.215,2.5458000000000007,17.07,0,1,0,6,0,0.875,1,0,0,1,0,0,0,0,0,0
SML0045,Class I only,0.12903225806451613,0.008086253369272238,256.4299999999999,5.552300000000005,37.3,1,1,0,14,0,0.9375,2,1,0,0,0,0,0,0,0,0
SML0046,Class II only,0.0,0.02425876010781671,136.14999999999998,1.5076999999999998,26.3,0,2,1,2,1,0.125,2,0,0,1,0,0,1,1,0,0
SML0048,Class I only,0.14516129032258066,0.008086253369272238,242.40299999999993,5.162200000000004,37.3,1,1,0,13,0,0.9333333333333333,2,1,0,0,0,0,0,0,0,0
SML0049,Class I only,0.016129032258064516,0.0,74.079,0.481,37.3,1,1,0,1,0,0.6666666666666666,2,1,0,0,0,0,0,0,0,0
SML0051,Class I only,0.16129032258064516,0.01078167115902965,228.37599999999995,4.772100000000004,37.3,1,1,0,12,0,0.9285714285714286,2,1,0,0,0,0,0,0,0,0
SML0052,Class I only,0.04838709677419355,0.013477088948787063,170.296,3.7161000000000026,17.07,0,1,0,9,0,0.9090909090909091,1,0,0,1,0,0,0,0,0,0
SML0055,Class II only,0.0,0.026954177897574125,130.23100000000002,2.3392000000000013,20.23,1,1,0,6,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0056,Class II only,0.0,0.018867924528301886,134.182,1.5263,25.78,0,2,1,0,2,0.5,2,0,0,0,0,0,0,0,0,0
SML0057,Class I only,0.11290322580645161,0.005390835579514825,130.187,2.0414,37.3,1,1,0,5,0,0.8571428571428571,2,1,0,0,0,0,0,0,0,0
SML0058,Class I only,0.04838709677419355,0.0026954177897574125,116.15999999999998,1.6513,37.3,1,1,0,4,0,0.8333333333333334,2,1,0,0,0,0,0,0,0,0
SML0059,shared,0.03225806451612903,0.018867924528301886,106.12799999999997,1.1196,25.78,0,2,1,1,1,0.0,2,0,0,0,0,0,0,0,0,0
SML0060,shared,0.03225806451612903,0.0215633423180593,186.295,3.3001000000000023,26.3,0,2,0,8,0,0.9090909090909091,2,0,1,0,0,0,1,0,0,0
SML0061,shared,0.1935483870967742,0.016172506738544475,144.214,2.4314999999999998,37.3,1,1,0,6,0,0.875,2,1,0,0,0,0,0,0,0,0
SML0063,Class I only,0.016129032258064516,0.01078167115902965,110.11599999999999,0.48519999999999985,35.010000000000005,0,3,1,1,1,0.2,3,0,0,0,0,0,1,0,0,0
SML0064,shared,0.04838709677419355,0.029649595687331536,122.12699999999998,0.6791999999999999,42.85,0,3,1,1,1,0.16666666666666666,3,0,0,0,1,0,0,0,0,0
SML0065,Class II only,0.0,0.016172506738544475,94.11699999999999,0.7850199999999999,25.78,0,2,1,0,1,0.2,2,0,0,0,0,0,0,0,0,0
SML0066,Class II only,0.0,0.016172506738544475,166.224,1.9987,35.010000000000005,0,3,1,3,1,0.5555555555555556,3,0,0,0,0,0,1,0,0,0
SML0069,shared,0.03225806451612903,0.02425876010781671,178.23099999999997,2.4323000000000006,18.46,0,2,1,4,1,0.2727272727272727,2,0,0,0,0,0,1,1,0,0
SML0071,shared,0.016129032258064516,0.018867924528301886,138.17,1.0475999999999999,35.010000000000005,0,3,1,2,1,0.42857142857142855,3,0,0,0,0,0,1,0,0,0
SML0073,shared,0.04838709677419355,0.0431266846361186,148.20499999999998,2.3791,17.07,0,1,1,3,1,0.3,1,0,0,1,0,0,0,1,0,0
SML0074,shared,0.14516129032258066,0.03234501347708895,154.253,2.671400000000001,20.23,1,1,0,4,0,0.6,1,0,0,0,0,1,0,0,0,0
SML0076,Class II only,0.0,0.016172506738544475,238.37099999999995,4.390500000000004,26.3,0,2,0,0,1,0.8,2,0,1,0,0,0,1,0,0,0
SML0077,shared,0.016129032258064516,0.03504043126684636,130.18699999999998,1.7397,26.3,0,2,0,4,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0079,Class II only,0.0,0.02425876010781671,114.18799999999999,2.1557000000000004,17.07,0,1,0,4,0,0.8571428571428571,1,0,0,0,1,0,0,0,0,0
SML0080,shared,0.03225806451612903,0.06199460916442048,120.15099999999995,1.8892,17.07,0,1,1,1,1,0.125,1,0,0,0,1,0,0,1,0,0
SML0081,shared,0.016129032258064516,0.016172506738544475,129.22799999999998,1.9286,12.36,0,2,0,0,1,0.8333333333333334,2,0,0,0,0,0,0,0,0,1
SML0083,shared,0.03225806451612903,0.07816711590296496,156.26899999999998,2.4395000000000007,20.23,1,1,0,1,1,1.0,1,0,0,0,0,1,0,0,0,0
SML0085,shared,0.016129032258064516,0.0431266846361186,154.253,3.102000000000002,17.07,0,1,0,7,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0086,Class I only,0.016129032258064516,0.013477088948787063,182.307,2.9737000000000022,20.23,1,1,0,1,2,1.0,1,0,0,0,0,1,0,0,0,0
SML0088,Class I only,0.03225806451612903,0.01078167115902965,116.15999999999998,1.5072,37.3,1,1,0,3,0,0.8333333333333334,2,1,0,0,0,0,0,0,0,0
SML0089,shared,0.16129032258064516,0.05660377358490566,272.43199999999996,4.764300000000004,17.07,0,1,0,0,4,0.8421052631578947,1,0,0,0,1,0,0,0,0,0
SML0090,Class I only,0.04838709677419355,0.013477088948787063,190.28599999999994,3.1156000000000015,17.07,0,1,1,3,1,0.46153846153846156,1,0,0,1,0,0,0,1,0,0
SML0091,Class I only,0.016129032258064516,0.0026954177897574125,116.15999999999998,1.3496000000000001,26.3,0,2,0,3,0,0.8333333333333334,2,0,1,0,0,0,1,0,0,0
SML0093,shared,0.016129032258064516,0.016172506738544475,100.161,1.335,20.23,1,1,0,3,0,0.6666666666666666,1,0,0,0,0,1,0,0,0,0
SML0094,shared,0.24193548387096775,0.029649595687331536,152.237,2.878000000000001,17.07,0,1,0,4,0,0.5,1,0,0,1,0,0,0,0,0,0
SML0095,Class I only,0.03225806451612903,0.01078167115902965,156.269,3.3260000000000023,17.07,0,1,0,8,0,0.9,1,0,0,1,0,0,0,0,0,0
SML0096,Class I only,0.03225806451612903,0.005390835579514825,86.08999999999999,0.1644,34.14,0,2,0,1,0,0.5,2,0,0,0,1,0,0,0,0,0
SML0097,Class I only,0.016129032258064516,0.005390835579514825,114.21299999999998,2.0916,0.0,0,1,0,4,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,1
SML0099,shared,0.16129032258064516,0.03504043126684636,270.36899999999997,3.377500000000002,52.6,0,4,0,0,1,0.8666666666666667,4,0,1,0,0,0,1,0,0,0
SML0100,shared,0.4032258064516129,0.1347708894878706,206.24099999999996,2.349,35.53,0,3,1,4,1,0.25,3,0,1,0,0,0,1,1,0,0
SML0102,Class II only,0.0,0.026954177897574125,270.41599999999994,4.684400000000005,17.07,0,1,0,0,4,0.7368421052631579,1,0,0,0,1,0,0,0,0,0
SML0103,shared,0.3064516129032258,0.11320754716981132,196.29,3.242200000000002,26.3,0,2,0,5,0,0.5833333333333334,2,0,1,0,0,0,1,0,0,0
SML0104,Class II only,0.0,0.018867924528301886,124.13899999999997,1.4008,29.46,1,2,1,1,1,0.14285714285714285,2,0,0,0,0,1,1,1,0,0
SML0107,Class I only,0.016129032258064516,0.01078167115902965,196.29,2.7643000000000013,26.3,0,2,0,1,2,0.9166666666666666,2,0,1,0,0,0,1,0,0,0
SML0109,Class I only,0.04838709677419355,0.005390835579514825,88.10599999999998,0.727,37.3,1,1,0,1,0,0.75,2,1,0,0,0,0,0,0,0,0
SML0110,shared,0.4838709677419355,0.1752021563342318,164.20399999999998,2.4339000000000013,29.46,1,2,1,2,1,0.2,2,0,0,0,0,1,1,1,0,0
SML0111,Class I only,0.03225806451612903,0.0026954177897574125,48.11000000000001,0.546,0.0,1,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,1
SML0113,Class I only,0.03225806451612903,0.008086253369272238,172.268,2.910000000000002,26.3,0,2,0,7,0,0.9,2,0,1,0,0,0,1,0,0,0
SML0114,shared,0.27419354838709675,0.10512129380053908,120.15099999999997,1.428,17.07,0,1,1,2,1,0.125,1,0,0,1,0,0,0,1,0,0
SML0116,shared,0.03225806451612903,0.016172506738544475,154.25300000000001,2.5037000000000007,20.23,1,1,0,1,1,0.8,1,0,0,0,0,1,0,0,0,0
SML0117,Class I only,0.03225806451612903,0.008086253369272238,196.29,3.0745000000000013,26.3,0,2,0,2,1,0.75,2,0,1,0,0,0,1,0,0,0
SML0118,shared,0.016129032258064516,0.05121293800539083,136.14999999999998,1.4732,26.3,0,2,1,1,1,0.125,2,0,1,0,0,0,1,1,0,0
SML0119,shared,0.016129032258064516,0.029649595687331536,182.135,1.8114200000000005,86.28,0,4,1,2,1,0.14285714285714285,6,0,0,0,0,0,0,1,1,0
SML0120,shared,0.03225806451612903,0.1347708894878706,258.405,4.525200000000004,9.23,0,1,1,0,3,0.6666666666666666,1,0,0,0,0,0,1,1,0,0
SML0123,shared,0.016129032258064516,0.016172506738544475,152.19699999999997,1.6086,35.010000000000005,0,3,1,2,1,0.5,3,0,0,0,0,0,1,0,0,0
SML0124,shared,0.03225806451612903,0.016172506738544475,166.224,1.6837,35.010000000000005,0,3,1,3,1,0.5555555555555556,3,0,0,0,0,0,1,0,0,0
SML0125,Class I only,0.016129032258064516,0.0,102.13299999999998,1.2612,37.3,1,1,0,3,0,0.8,2,1,0,0,0,0,0,0,0,0
SML0133,shared,0.016129032258064516,0.026954177897574125,150.18099999999998,1.2415999999999998,42.85,0,3,1,2,1,0.375,3,0,0,0,1,0,0,0,0,0
SML0134,Class II only,0.0,0.016172506738544475,108.14399999999998,1.039,25.78,0,2,1,1,1,0.3333333333333333,2,0,0,0,0,0,0,0,0,0
SML0135,shared,0.5645161290322581,0.628032345013477,218.33999999999995,3.904200000000003,17.07,0,1,0,1,2,0.6666666666666666,1,0,0,0,1,0,0,0,0,0
SML0136,shared,0.03225806451612903,0.0646900269541779,192.21399999999994,1.7927999999999995,35.53,0,3,1,3,2,0.36363636363636365,3,0,0,1,0,0,1,1,0,0
SML0137,shared,0.03225806451612903,0.03773584905660377,152.23699999999997,2.2797,20.23,1,1,0,1,1,0.6,1,0,0,0,0,1,0,0,0,0
SML0138,Class I only,0.03225806451612903,0.0026954177897574125,170.25199999999998,2.8436000000000003,37.3,1,1,0,5,0,0.7,2,1,0,0,0,0,0,0,0,0
SML0140,shared,0.03225806451612903,0.02425876010781671,144.258,2.7293000000000016,20.23,1,1,0,7,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0141,shared,0.03225806451612903,0.03234501347708895,194.27399999999997,2.850500000000001,26.3,0,2,0,2,1,0.5833333333333334,2,0,1,0,0,0,1,0,0,0
SML0142,shared,0.1774193548387097,0.026954177897574125,158.241,2.821600000000001,37.3,1,1,0,7,0,0.8888888888888888,2,1,0,0,0,0,0,0,0,0
SML0143,shared,0.016129032258064516,0.016172506738544475,128.21499999999997,2.1136000000000004,20.23,1,1,0,5,0,0.75,1,0,0,0,0,1,0,0,0,0
SML0145,Class I only,0.04838709677419355,0.013477088948787063,96.944,1.9352,0.0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0
SML0146,shared,0.03225806451612903,0.0215633423180593,172.268,2.1527000000000003,37.3,1,2,0,6,0,0.9,2,0,0,1,0,1,0,0,0,0
SML0147,shared,0.0967741935483871,0.1509433962264151,258.405,4.792620000000005,17.07,0,1,1,1,2,0.6111111111111112,1,0,0,0,1,0,0,1,0,0
SML0148,Class II only,0.0,0.03773584905660377,244.378,4.410500000000004,17.07,0,1,1,1,2,0.5882352941176471,1,0,0,0,1,0,0,1,0,0
SML0150,shared,0.27419354838709675,0.029649595687331536,152.237,2.878000000000001,17.07,0,1,0,4,0,0.5,1,0,0,1,0,0,0,0,0,0
SML0151,Class II only,0.0,0.029649595687331536,156.26899999999998,2.751300000000001,20.23,1,1,0,5,0,0.8,1,0,0,0,0,1,0,0,0,0
SML0152,shared,0.08064516129032258,0.0215633423180593,149.237,3.2026800000000017,23.79,0,1,0,3,0,0.5,1,0,0,0,0,0,0,0,0,0
SML0153,shared,0.03225806451612903,0.026954177897574125,136.154,0.9876199999999999,42.85,0,3,1,1,1,0.2857142857142857,3,0,0,0,1,0,0,0,0,0
SML0156,shared,0.06451612903225806,0.02425876010781671,164.204,1.9137999999999997,37.3,1,2,1,3,1,0.3,2,0,0,0,1,1,0,1,0,0
SML0158,Class II only,0.0,0.016172506738544475,102.17699999999999,1.559,20.23,1,1,0,4,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0159,Class II only,0.0,0.0215633423180593,116.204,1.9491,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0161,Class I only,0.12903225806451613,0.0026954177897574125,223.10999999999999,2.804900000000001,37.3,1,1,0,6,0,0.875,3,1,0,0,0,0,0,0,0,0
SML0164,shared,0.0967741935483871,0.018867924528301886,135.14199999999997,-0.02100000000000013,40.129999999999995,0,2,1,2,1,0.125,2,0,0,0,0,0,0,1,0,0
SML0168,shared,0.016129032258064516,0.04043126684636118,150.22099999999998,2.4879000000000007,17.07,0,1,0,1,1,0.5,1,0,0,0,1,0,0,0,0,0
SML0169,shared,0.16129032258064516,0.0215633423180593,198.30599999999998,3.298000000000002,18.46,0,2,0,6,0,0.6666666666666666,2,0,0,0,0,0,1,0,0,0
SML0170,Class I only,0.016129032258064516,0.01078167115902965,108.13999999999997,1.6952,9.23,0,1,1,1,1,0.14285714285714285,1,0,0,0,0,0,1,1,0,0
SML0171,Class I only,0.016129032258064516,0.013477088948787063,130.18699999999998,1.5956000000000001,26.3,0,2,0,3,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0172,Class II only,0.0,0.02425876010781671,156.26899999999998,2.751300000000001,20.23,1,1,0,5,0,0.8,1,0,0,0,0,1,0,0,0,0
SML0174,Class II only,0.0,0.02425876010781671,154.253,2.9579000000000013,17.07,0,1,0,5,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0177,shared,0.04838709677419355,0.016172506738544475,190.28599999999994,3.4342000000000024,17.07,0,1,0,2,1,0.46153846153846156,1,0,0,0,1,0,0,0,0,0
SML0180,shared,0.04838709677419355,0.04582210242587601,192.30199999999996,3.5141000000000027,17.07,0,1,0,2,1,0.6153846153846154,1,0,0,0,1,0,0,0,0,0
SML0183,Class II only,0.0,0.016172506738544475,154.25300000000001,3.102000000000001,17.07,0,1,0,7,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0184,shared,0.016129032258064516,0.018867924528301886,192.30199999999996,3.6582000000000026,17.07,0,1,0,2,1,0.6153846153846154,1,0,0,0,1,0,0,0,0,0
SML0186,shared,0.0967741935483871,0.03504043126684636,222.37199999999999,4.396300000000004,20.23,1,1,0,7,0,0.6,1,0,0,0,0,1,0,0,0,0
SML0187,shared,0.016129032258064516,0.0431266846361186,192.302,3.6582000000000026,17.07,0,1,0,2,1,0.6153846153846154,1,0,0,0,1,0,0,0,0,0
SML0188,shared,0.08064516129032258,0.0215633423180593,196.29,3.242200000000002,26.3,0,2,0,5,0,0.5833333333333334,2,0,1,0,0,0,1,0,0,0
SML0189,Class II only,0.0,0.018867924528301886,154.253,3.102000000000001,17.07,0,1,0,7,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0193,shared,0.22580645161290322,0.03234501347708895,172.268,3.2117000000000013,37.3,1,1,0,8,0,0.9,2,1,0,0,0,0,0,0,0,0
SML0195,Class II only,0.0,0.018867924528301886,126.19899999999998,2.3218000000000005,17.07,0,1,0,5,0,0.625,1,0,0,0,1,0,0,0,0,0
SML0197,Class I only,0.016129032258064516,0.0026954177897574125,144.21399999999997,2.1298000000000004,26.3,0,2,0,5,0,0.875,2,0,1,0,0,0,1,0,0,0
SML0200,shared,0.03225806451612903,0.018867924528301886,284.43999999999994,4.339700000000004,35.53,0,3,0,6,1,0.9411764705882353,3,0,1,0,0,0,1,0,0,0
SML0202,Class II only,0.0,0.02425876010781671,226.40399999999994,4.822300000000006,20.23,1,1,0,0,1,1.0,1,0,0,0,0,1,0,0,0,0
SML0204,Class II only,0.0,0.018867924528301886,154.253,3.080000000000002,17.07,0,1,0,0,1,0.9,1,0,0,0,1,0,0,0,0,0
SML0205,Class II only,0.0,0.018867924528301886,168.27999999999997,3.470100000000002,17.07,0,1,0,0,1,0.9090909090909091,1,0,0,0,1,0,0,0,0,0
SML0206,shared,0.016129032258064516,0.016172506738544475,226.40399999999994,5.276500000000005,17.07,0,1,0,12,0,0.9333333333333333,1,0,0,0,1,0,0,0,0,0
SML0212,shared,0.08064516129032258,0.0889487870619946,132.16199999999995,1.8987,17.07,0,1,1,2,1,0.0,1,0,0,1,0,0,0,1,0,0
SML0214,Class I only,0.016129032258064516,0.005390835579514825,176.215,1.9583,26.3,0,2,1,4,1,0.18181818181818182,2,0,1,0,0,0,1,1,0,0
SML0215,shared,0.03225806451612903,0.02425876010781671,192.25800000000004,2.572400000000001,26.3,0,2,1,5,1,0.4166666666666667,2,0,1,0,0,0,1,1,0,0
SML0219,shared,0.11290322580645161,0.09433962264150944,226.322,3.954200000000003,26.28,0,4,2,5,2,0.2,4,0,0,0,0,0,0,0,0,1
SML0220,Class I only,0.016129032258064516,0.0,92.119,0.0007999999999999119,37.3,2,2,0,1,0,0.5,3,1,0,0,0,0,0,0,0,1
SML0221,shared,0.016129032258064516,0.0646900269541779,146.299,3.276700000000003,0.0,1,1,0,6,0,1.0,1,0,0,0,0,0,0,0,0,1
SML0222,Class II only,0.0,0.0215633423180593,166.26399999999998,3.246100000000002,17.07,0,1,0,4,1,0.7272727272727273,1,0,0,0,1,0,0,0,0,0
SML0225,shared,0.016129032258064516,0.029649595687331536,152.23699999999997,2.567800000000001,17.07,0,1,0,1,1,0.7,1,0,0,0,1,0,0,0,0,0
SML0227,shared,0.016129032258064516,0.21024258760107817,129.16199999999995,2.2348,12.89,0,1,2,0,2,0.0,1,0,0,0,0,0,0,1,0,0
SML0228,Class II only,0.0,0.0215633423180593,230.44199999999995,5.033200000000004,0.0,0,2,0,3,2,1.0,2,0,0,0,0,0,0,0,0,1
SML0234,Class I only,0.06451612903225806,0.013477088948787063,129.179,0.5626,40.129999999999995,0,2,0,4,0,0.8571428571428571,2,0,0,0,0,0,0,0,0,0
SML0236,Class II only,0.0,0.016172506738544475,154.253,2.7677000000000014,9.23,0,1,0,1,1,0.8,1,0,0,0,0,0,1,0,0,0
SML0237,Class I only,0.016129032258064516,0.005390835579514825,88.106,-0.043800000000000006,37.3,1,2,0,1,0,0.75,2,0,0,0,1,1,0,0,0,0
SML0239,Class I only,0.04838709677419355,0.0026954177897574125,158.24099999999999,2.6775,37.3,1,1,0,6,0,0.8888888888888888,2,1,0,0,0,0,0,0,0,0
SML0240,shared,0.03225806451612903,0.016172506738544475,170.25199999999998,2.6624000000000008,26.3,0,2,0,5,1,0.9,2,0,1,0,0,0,1,0,0,0
SML0241,Class I only,0.016129032258064516,0.013477088948787063,198.30599999999995,3.4426000000000023,26.3,0,2,0,7,1,0.9166666666666666,2,0,1,0,0,0,1,0,0,0
SML0242,shared,0.016129032258064516,0.018867924528301886,156.225,2.2723000000000004,26.3,0,2,0,4,1,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0243,shared,0.03225806451612903,0.016172506738544475,142.19799999999998,1.8822,26.3,0,2,0,3,1,0.875,2,0,1,0,0,0,1,0,0,0
SML0244,shared,0.03225806451612903,0.016172506738544475,184.27899999999997,3.052500000000002,26.3,0,2,0,6,1,0.9090909090909091,2,0,1,0,0,0,1,0,0,0
SML0247,Class I only,0.03225806451612903,0.013477088948787063,198.30599999999995,3.4426000000000023,26.3,0,2,0,6,1,0.9166666666666666,2,0,1,0,0,0,1,0,0,0
SML0248,shared,0.03225806451612903,0.016172506738544475,142.198,1.8822,26.3,0,2,0,2,1,0.875,2,0,1,0,0,0,1,0,0,0
SML0252,Class II only,0.0,0.0215633423180593,136.238,3.308900000000002,0.0,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0
SML0255,shared,0.016129032258064516,0.016172506738544475,142.198,1.9058,26.3,0,2,0,4,0,0.625,2,0,1,0,0,0,1,0,0,0
SML0260,Class II only,0.0,0.02425876010781671,150.13299999999998,1.2278,35.53,0,3,1,1,2,0.125,3,0,0,1,0,0,1,1,0,0
SML0262,shared,0.04838709677419355,0.03234501347708895,148.20499999999998,2.4237,9.23,0,1,1,3,1,0.2,1,0,0,0,0,0,1,1,0,0
SML0263,shared,0.03225806451612903,0.026954177897574125,148.20499999999996,2.728300000000001,9.23,0,1,1,2,1,0.2,1,0,0,0,0,0,1,1,0,0
SML0264,Class II only,0.0,0.0215633423180593,132.206,3.0281200000000013,0.0,0,0,1,1,1,0.2,0,0,0,0,0,0,0,1,0,0
SML0268,Class II only,0.0,0.016172506738544475,170.32100000000003,3.4412000000000025,0.0,1,1,0,1,1,0.8,1,0,0,0,0,0,0,0,0,1
SML0270,shared,0.14516129032258066,0.06199460916442048,135.16599999999997,0.8280000000000001,43.09,1,2,1,2,1,0.125,2,0,0,0,1,0,0,1,1,0
SML0276,shared,0.016129032258064516,0.016172506738544475,149.237,2.814300000000001,12.89,0,1,1,4,1,0.5,1,0,0,0,0,0,0,0,0,0
SML0277,shared,0.04838709677419355,0.03504043126684636,138.23499999999999,2.1589000000000005,0.0,1,1,1,2,1,0.25,1,0,0,0,0,0,0,1,0,1
SML0278,shared,0.06451612903225806,0.03234501347708895,122.16699999999997,1.2213999999999998,20.23,1,1,1,2,1,0.25,1,0,0,0,0,1,0,1,0,0
SML0279,shared,0.03225806451612903,0.03773584905660377,164.204,1.7922,26.3,0,2,1,3,1,0.3,2,0,1,0,0,0,1,1,0,0
SML0284,Class I only,0.016129032258064516,0.01078167115902965,148.227,1.2579,26.3,1,3,0,4,0,0.8333333333333334,3,0,1,0,0,0,1,0,0,1
SML0289,Class I only,0.016129032258064516,0.0026954177897574125,150.177,1.7038,37.3,1,1,1,3,1,0.2222222222222222,2,1,0,0,0,0,0,1,0,0
SML0292,shared,0.03225806451612903,0.05390835579514825,148.20499999999996,2.6225000000000014,17.07,0,1,1,2,1,0.3,1,0,0,1,0,0,0,1,0,0
SML0295,Class I only,0.016129032258064516,0.0026954177897574125,172.268,3.0676000000000014,37.3,1,1,0,7,0,0.9,2,1,0,0,0,0,0,0,0,0
SML0297,Class I only,0.016129032258064516,0.013477088948787063,166.176,1.6034,46.53,1,3,1,3,1,0.2222222222222222,3,0,0,1,0,1,1,1,0,0
SML0299,Class II only,0.0,0.0215633423180593,134.178,2.1976199999999997,17.07,0,1,1,1,1,0.2222222222222222,1,0,0,0,1,0,0,1,0,0
SML0301,Class I only,0.016129032258064516,0.01078167115902965,166.21999999999997,2.353300000000001,29.46,1,2,1,3,1,0.4,2,0,0,0,0,1,1,1,0,0
SML0303,Class II only,0.0,0.0215633423180593,176.17099999999996,1.8015999999999996,39.44,0,3,2,1,2,0.1,3,0,0,0,0,0,1,1,0,0
SML0306,shared,0.016129032258064516,0.026954177897574125,176.215,2.2629,26.3,0,2,1,3,1,0.18181818181818182,2,0,1,0,0,0,1,1,0,0
SML0307,shared,0.08064516129032258,0.04851752021563342,134.17799999999997,1.6921000000000002,20.23,1,1,1,2,1,0.1111111111111111,1,0,0,0,0,1,0,1,0,0
SML0322,shared,0.016129032258064516,0.03504043126684636,150.177,1.8633,26.3,0,2,1,2,1,0.2222222222222222,2,0,1,0,0,0,1,1,0,0
SML0323,Class I only,0.016129032258064516,0.013477088948787063,116.15999999999998,1.3496000000000001,26.3,0,2,0,3,0,0.8333333333333334,2,0,1,0,0,0,1,0,0,0
SML0324,shared,0.016129032258064516,0.0215633423180593,176.215,2.2629,26.3,0,2,1,3,1,0.18181818181818182,2,0,1,0,0,0,1,1,0,0
SML0325,Class I only,0.04838709677419355,0.013477088948787063,144.21399999999997,2.1298000000000004,26.3,0,2,0,5,0,0.875,2,0,1,0,0,0,1,0,0,0
SML0326,Class I only,0.03225806451612903,0.013477088948787063,130.18699999999998,1.7397,26.3,0,2,0,4,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0327,shared,0.016129032258064516,0.029649595687331536,164.204,1.7922,26.3,0,2,1,3,1,0.3,2,0,1,0,0,0,1,1,0,0
