sml,group,rate_I,rate_II,MolWt,LogP,TPSA,HBD,HBA,AromaticRings,RotBonds,RingCount,FracCSP3,Heteroatoms,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur
SML0328,Class II only,0.0,0.016172506738544475,156.22499999999997,2.1298000000000004,26.3,0,2,0,2,1,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0329,shared,0.04838709677419355,0.02425876010781671,114.169,1.7093999999999998,13.14,1,2,1,1,1,0.2,2,0,0,0,0,0,0,0,0,1
SML0330,Class I only,0.03225806451612903,0.013477088948787063,116.20399999999998,1.9475000000000002,20.23,1,1,0,4,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0333,Class I only,0.016129032258064516,0.01078167115902965,102.13299999999998,0.9595,26.3,0,2,0,2,0,0.8,2,0,1,0,0,0,1,0,0,0
SML0336,shared,0.03225806451612903,0.018867924528301886,142.242,2.935900000000001,17.07,0,1,0,6,0,0.8888888888888888,1,0,0,0,1,0,0,0,0,0
SML0339,shared,0.04838709677419355,0.0215633423180593,130.237,2.1778999999999997,0.0,1,2,1,1,1,0.2,2,0,0,0,0,0,0,0,0,1
SML0340,shared,0.016129032258064516,0.016172506738544475,162.188,1.8728,26.3,0,2,1,2,1,0.1,2,0,1,0,0,0,1,1,0,0
SML0341,shared,0.04838709677419355,0.05660377358490566,194.25500000000002,3.306000000000002,26.28,0,3,2,4,2,0.2,3,0,0,0,0,0,0,0,0,1
SML0342,shared,0.016129032258064516,0.03504043126684636,170.30200000000002,3.197800000000001,0.0,0,2,1,3,1,0.25,2,0,0,0,0,0,0,1,0,1
SML0343,shared,0.04838709677419355,0.016172506738544475,160.263,2.790800000000001,13.14,0,3,1,3,1,0.3333333333333333,3,0,0,0,0,0,0,0,0,1
SML0344,shared,0.03225806451612903,0.0215633423180593,138.23499999999999,2.5496000000000008,0.0,0,1,1,2,1,0.25,1,0,0,0,0,0,0,1,0,1
SML0345,Class I only,0.016129032258064516,0.01078167115902965,138.23499999999999,2.677400000000001,0.0,1,1,1,1,1,0.25,1,0,0,0,0,0,0,1,0,1
SML0346,shared,0.04838709677419355,0.02425876010781671,124.20799999999998,2.1164,0.0,1,1,1,1,1,0.14285714285714285,1,0,0,0,0,0,0,1,0,1
SML0347,shared,0.03225806451612903,0.018867924528301886,128.19599999999997,2.1426,13.14,0,2,1,2,1,0.3333333333333333,2,0,0,0,0,0,0,0,0,1
SML0348,shared,0.06451612903225806,0.05390835579514825,136.194,1.6115000000000002,20.23,1,1,1,3,1,0.3333333333333333,1,0,0,0,0,1,0,1,0,0
SML0349,shared,0.04838709677419355,0.0215633423180593,98.10099999999998,0.7719,33.370000000000005,1,2,1,1,1,0.2,2,0,0,0,0,1,0,0,0,0
SML0350,shared,0.04838709677419355,0.018867924528301886,108.13999999999997,1.1788999999999998,20.23,1,1,1,1,1,0.14285714285714285,1,0,0,0,0,1,0,1,0,0
SML0351,shared,0.04838709677419355,0.0215633423180593,96.08499999999998,1.0920999999999998,30.21,0,2,1,1,1,0.0,2,0,0,1,0,0,0,0,0,0
SML0357,shared,0.016129032258064516,0.018867924528301886,136.238,3.308900000000002,0.0,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0
SML0360,Class I only,0.03225806451612903,0.013477088948787063,98.101,0.4895,26.3,0,2,0,0,1,0.4,2,0,1,0,0,0,1,0,0,0
SML0362,Class II only,0.0,0.026954177897574125,154.253,2.9579000000000013,17.07,0,1,0,5,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0364,Class I only,0.06451612903225806,0.013477088948787063,162.298,2.1034000000000006,20.23,2,2,0,5,0,1.0,2,0,0,0,0,1,0,0,0,1
SML0380,Class I only,0.04838709677419355,0.005390835579514825,164.15999999999997,1.4899999999999995,57.53,2,2,1,2,1,0.0,3,1,0,0,0,1,0,1,0,0
SML0381,Class I only,0.016129032258064516,0.0,136.14999999999998,1.3137,37.3,1,1,1,2,1,0.125,2,1,0,0,0,0,0,1,0,0
SML0382,shared,0.11290322580645161,0.016172506738544475,170.25199999999998,2.6624000000000008,26.3,0,2,0,4,1,0.9,2,0,1,0,0,0,1,0,0,0
SML0383,Class II only,0.0,0.0215633423180593,135.16599999999994,1.4714,43.09,1,2,1,1,1,0.125,2,0,0,0,1,0,0,1,1,0
SML0385,Class II only,0.0,0.0215633423180593,236.39899999999994,5.196600000000005,17.07,0,1,0,0,1,0.8125,1,0,0,0,1,0,0,0,0,0
SML0386,Class II only,0.0,0.016172506738544475,236.39899999999992,5.052500000000005,17.07,0,1,0,0,1,0.8125,1,0,0,0,1,0,0,0,0,0
SML0392,shared,0.016129032258064516,0.03234501347708895,243.1,2.5547000000000013,26.3,0,2,1,3,1,0.3,3,0,1,0,0,0,1,1,0,0
SML0393,shared,0.016129032258064516,0.02425876010781671,164.20399999999998,1.71052,26.3,0,2,1,2,1,0.3,2,0,1,0,0,0,1,1,0,0
SML0394,Class II only,0.0,0.029649595687331536,180.20999999999998,2.7830000000000004,25.78,0,2,3,0,3,0.0,2,0,0,0,0,0,0,1,0,0
SML0395,Class II only,0.0,0.02425876010781671,172.22699999999998,3.238500000000002,9.23,0,1,2,2,2,0.16666666666666666,1,0,0,0,0,0,1,1,0,0
SML0396,Class II only,0.0,0.02425876010781671,294.39399999999995,5.210600000000005,18.46,0,2,2,9,2,0.2,2,0,0,0,0,0,1,1,0,0
SML0397,Class II only,0.0,0.03234501347708895,150.22099999999998,2.4879000000000007,17.07,0,1,0,1,1,0.5,1,0,0,0,1,0,0,0,0,0
SML0398,shared,0.03225806451612903,0.03234501347708895,172.31199999999998,3.5095000000000023,20.23,1,1,0,9,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0399,Class I only,0.03225806451612903,0.01078167115902965,184.32299999999998,4.106200000000003,17.07,0,1,0,10,0,0.9166666666666666,1,0,0,1,0,0,0,0,0,0
SML0401,Class I only,0.27419354838709675,0.008086253369272238,251.16399999999993,3.586700000000002,37.3,1,1,0,9,0,0.9,3,1,0,0,0,0,0,0,0,0
SML0402,Class I only,0.22580645161290322,0.008086253369272238,265.1909999999999,3.9768000000000026,37.3,1,1,0,10,0,0.9090909090909091,3,1,0,0,0,0,0,0,0,0
SML0403,Class I only,0.25806451612903225,0.005390835579514825,279.21799999999996,4.366900000000004,37.3,1,1,0,11,0,0.9166666666666666,3,1,0,0,0,0,0,0,0,0
SML0404,shared,0.16129032258064516,0.02425876010781671,186.295,3.6018000000000017,37.3,1,1,0,9,0,0.9090909090909091,2,1,0,0,0,0,0,0,0,0
SML0405,Class I only,0.06451612903225806,0.0,195.05599999999998,2.0263,37.3,1,1,0,5,0,0.8333333333333334,3,1,0,0,0,0,0,0,0,0
SML0406,Class I only,0.22580645161290322,0.005390835579514825,223.10999999999996,2.8065000000000015,37.3,1,1,0,7,0,0.875,3,1,0,0,0,0,0,0,0,0
SML0407,Class II only,0.0,0.03234501347708895,158.285,3.119400000000002,20.23,1,1,0,8,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0412,Class I only,0.03225806451612903,0.0026954177897574125,230.30399999999995,3.0566000000000013,74.6,2,2,0,11,0,0.8333333333333334,4,1,0,0,0,0,0,0,0,0
SML0413,shared,0.06451612903225806,0.0215633423180593,214.34899999999993,3.6019000000000023,18.46,0,2,0,5,1,1.0,2,0,0,0,0,0,1,0,0,0
SML0415,Class II only,0.0,0.018867924528301886,130.231,2.1951000000000005,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0416,shared,0.03225806451612903,0.016172506738544475,130.231,2.3376000000000006,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0417,shared,0.016129032258064516,0.018867924528301886,130.231,2.3376000000000006,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0418,Class II only,0.0,0.018867924528301886,130.231,2.3376000000000006,20.23,1,1,0,5,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0419,shared,0.08064516129032258,0.026954177897574125,144.258,2.727700000000002,20.23,1,1,0,6,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0422,Class I only,0.016129032258064516,0.005390835579514825,148.16099999999997,1.7844,37.3,1,1,1,2,1,0.0,2,1,0,0,0,0,0,1,0,0
SML0423,Class II only,0.0,0.016172506738544475,128.21499999999997,2.5458000000000007,17.07,0,1,0,5,0,0.875,1,0,0,0,1,0,0,0,0,0
SML0424,shared,0.016129032258064516,0.016172506738544475,128.21499999999997,2.5458000000000007,17.07,0,1,0,5,0,0.875,1,0,0,0,1,0,0,0,0,0
SML0425,shared,0.016129032258064516,0.018867924528301886,142.242,2.935900000000001,17.07,0,1,0,6,0,0.8888888888888888,1,0,0,0,1,0,0,0,0,0
SML0426,shared,0.04838709677419355,0.016172506738544475,156.269,3.3260000000000023,17.07,0,1,0,7,0,0.9,1,0,0,0,1,0,0,0,0,0
SML0427,shared,0.016129032258064516,0.016172506738544475,184.32299999999998,4.106200000000004,17.07,0,1,0,9,0,0.9166666666666666,1,0,0,0,1,0,0,0,0,0
SML0428,shared,0.0967741935483871,0.0215633423180593,126.199,2.3218000000000005,17.07,0,1,0,3,0,0.625,1,0,0,0,1,0,0,0,0,0
SML0429,Class II only,0.0,0.03504043126684636,192.21399999999997,1.9368999999999996,35.53,0,3,1,3,2,0.36363636363636365,3,0,0,0,1,0,1,1,0,0
SML0431,shared,0.04838709677419355,0.018867924528301886,158.24099999999999,2.5199000000000007,26.3,0,2,0,6,0,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0432,shared,0.04838709677419355,0.0215633423180593,186.295,3.3001000000000023,26.3,0,2,0,8,0,0.9090909090909091,2,0,1,0,0,0,1,0,0,0
SML0433,Class I only,0.03225806451612903,0.013477088948787063,130.18699999999998,1.7397,26.3,0,2,0,4,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0434,Class I only,0.08064516129032258,0.013477088948787063,144.214,2.1298000000000004,26.3,0,2,0,5,0,0.875,2,0,1,0,0,0,1,0,0,0
SML0435,shared,0.06451612903225806,0.0215633423180593,172.268,2.910000000000001,26.3,0,2,0,7,0,0.9,2,0,1,0,0,0,1,0,0,0
SML0436,shared,0.016129032258064516,0.016172506738544475,118.201,1.6761,17.07,0,2,0,2,0,0.8,2,0,0,0,0,0,0,0,0,1
SML0437,Class I only,0.016129032258064516,0.01078167115902965,85.131,1.1430999999999998,12.89,0,2,1,0,1,0.0,2,0,0,0,0,0,0,0,0,1
SML0438,shared,0.03225806451612903,0.12398921832884097,135.19099999999997,2.2963000000000005,12.89,0,2,2,0,2,0.0,2,0,0,0,0,0,0,1,0,1
SML0439,Class II only,0.0,0.1293800539083558,117.15099999999997,2.1678999999999995,15.79,1,0,2,0,2,0.0,1,0,0,0,0,0,0,1,0,0
SML0440,Class II only,0.0,0.03234501347708895,162.18799999999993,2.1437999999999997,18.46,0,2,1,2,2,0.2,2,0,0,0,0,0,1,1,0,0
SML0441,shared,0.22580645161290322,0.05660377358490566,106.12399999999997,1.4990999999999999,17.07,0,1,1,1,1,0.0,1,0,0,1,0,0,0,1,0,0
SML0442,Class II only,0.0,0.0215633423180593,154.253,2.9579000000000013,17.07,0,1,0,5,0,0.7,1,0,0,1,0,0,0,0,0,0
SML0443,shared,0.016129032258064516,0.018867924528301886,226.31599999999995,2.725100000000001,43.370000000000005,0,3,0,6,1,0.8461538461538461,3,0,1,0,1,0,1,0,0,0
SML0448,Class II only,0.0,0.02425876010781671,154.253,2.7677000000000014,9.23,0,1,0,1,1,0.8,1,0,0,0,0,0,1,0,0,0
SML0463,Class I only,0.016129032258064516,0.013477088948787063,130.18699999999998,1.7397,26.3,0,2,0,4,0,0.8571428571428571,2,0,1,0,0,0,1,0,0,0
SML0465,shared,0.03225806451612903,0.0215633423180593,122.16699999999996,2.0853,9.23,0,1,1,2,1,0.25,1,0,0,0,0,0,1,1,0,0
SML0467,Class II only,0.0,0.018867924528301886,152.23699999999997,2.711900000000001,17.07,0,1,0,0,1,0.7,1,0,0,0,1,0,0,0,0,0
SML0471,Class I only,0.016129032258064516,0.008086253369272238,170.25199999999998,2.686000000000001,26.3,0,2,0,7,0,0.7,2,0,1,0,0,0,1,0,0,0
SML0474,shared,0.03225806451612903,0.03504043126684636,150.177,1.7496999999999998,26.3,0,2,1,2,1,0.2222222222222222,2,0,1,0,0,0,1,1,0,0
SML0476,Class I only,0.016129032258064516,0.01078167115902965,186.29499999999996,3.3001000000000023,26.3,0,2,0,8,0,0.9090909090909091,2,0,1,0,0,0,1,0,0,0
SML0478,Class I only,0.016129032258064516,0.01078167115902965,264.409,4.180600000000004,26.3,0,2,0,1,3,0.9411764705882353,2,0,1,0,0,0,1,0,0,0
SML0479,Class II only,0.0,0.026954177897574125,156.26899999999998,2.751300000000001,20.23,1,1,0,5,0,0.8,1,0,0,0,0,1,0,0,0,0
SML0483,shared,0.016129032258064516,0.016172506738544475,178.231,2.55642,26.3,0,2,1,2,1,0.36363636363636365,2,0,1,0,0,0,1,1,0,0
SML0486,shared,0.016129032258064516,0.016172506738544475,124.14299999999999,0.7936199999999999,35.010000000000005,0,3,1,1,1,0.3333333333333333,3,0,0,0,0,0,1,0,0,0
SML0487,shared,0.08064516129032258,0.026954177897574125,128.171,1.5157,26.3,0,2,0,2,0,0.5714285714285714,2,0,1,0,0,0,1,0,0,0
SML0495,Class II only,0.0,0.026954177897574125,152.23699999999997,2.567800000000001,17.07,0,1,0,1,1,0.7,1,0,0,0,1,0,0,0,0,0
SML0496,shared,0.03225806451612903,0.018867924528301886,134.134,1.1481,26.3,0,2,1,0,2,0.125,2,0,1,0,0,0,1,1,0,0
SML0497,Class I only,0.016129032258064516,0.01078167115902965,114.14399999999998,0.9446,34.14,0,2,0,3,0,0.6666666666666666,2,0,0,0,1,0,0,0,0,0
SML0498,Class II only,0.0,0.018867924528301886,114.18799999999999,2.1557000000000004,17.07,0,1,0,4,0,0.8571428571428571,1,0,0,0,1,0,0,0,0,0
SML0500,Class II only,0.0,0.09433962264150944,148.16099999999994,1.6518,26.3,0,2,1,0,2,0.2222222222222222,2,0,0,0,1,0,1,1,0,0
SML0504,Class II only,0.0,0.06199460916442048,160.32600000000002,3.6668000000000034,0.0,1,1,0,7,0,1.0,1,0,0,0,0,0,0,0,0,1
SML0505,shared,0.03225806451612903,0.0215633423180593,136.14999999999998,1.6118999999999999,26.3,0,2,1,1,1,0.125,2,0,1,0,0,0,1,1,0,0
SML0508,shared,0.016129032258064516,0.016172506738544475,184.23499999999999,2.3833,27.69,0,3,0,1,2,0.8,3,0,0,0,0,0,1,0,0,0
SML0509,Class I only,0.016129032258064516,0.0,116.15999999999998,1.5072,37.3,1,1,0,3,0,0.8333333333333334,2,1,0,0,0,0,0,0,0,0
SML0512,Class I only,0.03225806451612903,0.0,122.12299999999996,1.3848,37.3,1,1,1,1,1,0.0,2,1,0,0,0,0,0,1,0,0
SML0513,shared,0.016129032258064516,0.11320754716981132,190.19799999999998,2.0174999999999996,35.53,0,3,1,2,2,0.18181818181818182,3,0,0,0,1,0,1,1,0,0
SML0515,shared,0.04838709677419355,0.04582210242587601,192.25799999999995,2.822400000000001,18.46,0,2,1,5,1,0.3333333333333333,2,0,0,0,0,0,1,1,0,0
SML0517,Class II only,0.0,0.016172506738544475,168.27999999999997,3.4921000000000024,17.07,0,1,0,8,0,0.7272727272727273,1,0,0,1,0,0,0,0,0,0
SML0520,Class II only,0.0,0.02425876010781671,154.25299999999996,2.3596000000000004,20.23,1,1,0,1,1,0.8,1,0,0,0,0,1,0,0,0,0
SML0524,Class II only,0.0,0.026954177897574125,154.25299999999996,2.3596000000000004,20.23,1,1,0,1,1,0.8,1,0,0,0,0,1,0,0,0,0
SML0532,Class I only,0.016129032258064516,0.008086253369272238,152.19299999999996,1.978,18.46,0,2,1,3,1,0.3333333333333333,2,0,0,0,0,0,1,1,0,0
SML0536,Class II only,0.0,0.02425876010781671,178.18699999999995,1.3353199999999996,35.53,0,3,1,0,2,0.3,3,0,0,0,1,0,1,1,0,0
SML0537,Class I only,0.04838709677419355,0.01078167115902965,264.409,4.180600000000004,26.3,0,2,0,1,3,0.9411764705882353,2,0,1,0,0,0,1,0,0,0
SML0538,Class II only,0.0,0.016172506738544475,140.226,2.711900000000001,17.07,0,1,0,6,0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0
SML0540,Class II only,0.0,0.016172506738544475,156.269,2.893800000000002,20.23,1,1,0,5,0,0.8,1,0,0,0,0,1,0,0,0,0
SML0541,shared,0.03225806451612903,0.02425876010781671,165.19199999999998,1.5149,38.33,1,3,1,2,1,0.2222222222222222,3,0,1,0,0,0,1,1,1,0
SML0546,Class I only,0.016129032258064516,0.01078167115902965,234.38299999999992,4.518300000000004,17.07,0,1,0,1,2,0.8125,1,0,0,0,1,0,0,0,0,0
SML0548,Class II only,0.0,0.0215633423180593,224.34399999999994,3.878300000000003,26.3,0,2,0,6,0,0.6428571428571429,2,0,1,0,0,0,1,0,0,0
SML0549,Class I only,0.016129032258064516,0.008086253369272238,158.241,2.5199000000000007,26.3,0,2,0,8,0,0.8888888888888888,2,0,1,0,0,0,1,0,0,0
SML0551,Class II only,0.0,0.03773584905660377,194.18599999999998,1.4783999999999997,44.760000000000005,0,4,1,2,2,0.3,4,0,1,0,0,0,1,1,0,0
SML0557,shared,0.11290322580645161,0.07816711590296496,178.23099999999997,2.0726999999999998,26.3,0,2,1,4,1,0.36363636363636365,2,0,0,1,0,0,1,1,0,0
SML0558,Class I only,0.04838709677419355,0.013477088948787063,192.25799999999995,2.5618000000000007,26.3,0,2,1,3,1,0.4166666666666667,2,0,0,1,0,0,1,1,0,0
SML0559,shared,0.3709677419354839,0.09433962264150944,134.17799999999997,1.8181,17.07,0,1,1,3,1,0.2222222222222222,1,0,0,1,0,0,0,1,0,0
SML0560,shared,0.24193548387096775,0.07008086253369272,148.20499999999998,2.2081999999999997,17.07,0,1,1,4,1,0.3,1,0,0,1,0,0,0,1,0,0
SML0561,Class II only,0.0,0.02425876010781671,150.22099999999998,2.1725000000000003,20.23,1,1,1,3,1,0.4,1,0,0,0,0,1,0,1,0,0
SML0563,shared,0.16129032258064516,0.0646900269541779,162.23199999999997,2.598300000000001,17.07,0,1,1,5,1,0.36363636363636365,1,0,0,1,0,0,0,1,0,0
SML0564,Class II only,0.0,0.016172506738544475,154.253,2.6477000000000013,17.07,0,1,0,1,1,0.9,1,0,0,0,1,0,0,0,0,0
