cluster,n,tag,obs,tag_total,exp,obs_exp,p,fdr
1,108,bready,2,10,1.939,1.031,0.6075776302934395,1.0
1,108,spicy,8,56,10.858,0.737,0.8874414068382991,1.0
1,108,mentholic,2,9,1.745,1.146,0.5466910445747365,1.0
1,108,balsamic,3,38,7.368,0.407,0.98817876968639,1.0
1,108,winey,5,24,4.654,1.074,0.5120015218007479,1.0
1,108,oily,14,65,12.603,1.111,0.3733870137543093,1.0
1,108,solvent,1,8,1.551,0.645,0.8238735905672543,1.0
1,108,fermented,5,18,3.49,1.433,0.2585346666843134,1.0
1,108,sweet,47,248,48.086,0.977,0.6329786223111848,1.0
1,108,alcoholic,3,10,1.939,1.547,0.30314470169992386,1.0
1,108,honey,1,15,2.908,0.344,0.962348398121656,1.0
1,108,floral,30,154,29.86,1.005,0.5300009595699315,1.0
1,108,coconut,5,24,4.654,1.074,0.5120015218007479,1.0
1,108,earthy,7,37,7.174,0.976,0.6000141830076094,1.0
1,108,musty,9,47,9.113,0.988,0.5809353606011658,1.0
1,108,pear,4,21,4.072,0.982,0.6064102145366081,1.0
1,108,fruity,40,196,38.004,1.053,0.3662882542294907,1.0
1,108,apple,6,43,8.338,0.72,0.8756524739270467,1.0
1,108,cheesy,8,41,7.95,1.006,0.559128911310985,1.0
1,108,buttery,3,25,4.847,0.619,0.8941083815474937,1.0
1,108,powdery,12,49,9.501,1.263,0.22062087586666218,1.0
1,108,chocolate,0,17,3.296,0.0,1.0,1.0
1,108,nutty,5,47,9.113,0.549,0.9697709932383419,1.0
1,108,roasted,1,32,6.205,0.161,0.999192081161404,1.0
1,108,woody,16,77,14.93,1.072,0.42107305902840214,1.0
1,108,cocoa,1,20,3.878,0.258,0.9876624420953634,1.0
1,108,medicinal,0,21,4.072,0.0,1.0,1.0
1,108,grassy,2,11,2.133,0.938,0.6621195443741791,1.0
1,108,leathery,1,7,1.357,0.737,0.7808381783076693,1.0
1,108,ethereal,4,29,5.623,0.711,0.8482388026527544,1.0
1,108,rummy,2,8,1.551,1.289,0.4795902924905749,1.0
1,108,grape,2,11,2.133,0.938,0.6621195443741791,1.0
1,108,cooling,2,11,2.133,0.938,0.6621195443741791,1.0
1,108,camphoreous,4,22,4.266,0.938,0.6459740822726527,1.0
1,108,hazelnut,1,10,1.939,0.516,0.8864040508744168,1.0
1,108,potato,0,14,2.715,0.0,1.0,1.0
1,108,burnt,5,21,4.072,1.228,0.3855119530103581,1.0
1,108,green,35,169,32.768,1.068,0.3404158649854845,1.0
1,108,hay,1,8,1.551,0.645,0.8238735905672543,1.0
1,108,acidic,0,8,1.551,0.0,1.0,1.0
1,108,pungent,5,36,6.98,0.716,0.8623491750568405,1.0
1,108,sharp,1,17,3.296,0.303,0.9758695993882377,1.0
1,108,sour,1,18,3.49,0.287,0.9806956795105901,1.0
1,108,dairy,6,26,5.041,1.19,0.39069156055437104,1.0
1,108,brandy,0,7,1.357,0.0,1.0,1.0
