rank,taxid,pct_odorant,pct_background,odds_ratio,ci_lo,ci_hi,n_odorant,n_background,p,q,taxon
genus,3603,4.411764705882353,0.10139864714579162,45.47106699751861,27.632895438258274,74.8245126361304,18,155,2.5534203287945588e-23,1.2375577193557628e-20,Vitis
genus,672824,0.0,0.0372885347568395,3.2527380128785057,0.20068298612614216,52.7214826959691,0,57,1.0,1.0,Meehania
genus,26478,0.0,0.10663212570815507,1.1431357356480598,0.07107886266590031,18.38464011808874,0,163,1.0,1.0,Gelsemium
genus,66739,0.0,0.01635462050738575,7.336141310869513,0.4458729452486765,120.70472072045065,0,25,1.0,1.0,Lasiodiplodia
genus,434622,0.0,0.017008805327681176,7.059259601394887,0.4294804974759218,116.03122007345566,0,26,1.0,1.0,Baccharoides
genus,458510,0.0,0.030746686553885204,3.9377826451072604,0.24233563127626728,63.986183453272886,0,47,1.0,1.0,Pandaros
genus,39643,0.0,0.1602752809723803,0.7609056031828731,0.04737913090776133,12.220091965854277,0,245,1.0,1.0,Sorangium
genus,25610,0.0,0.021588099069749185,5.583934671806207,0.3415673826641469,91.28601851792796,0,33,1.0,1.0,Sciadopitys
genus,2290857,0.0,0.013083696405908597,9.125742603815267,0.5510182991635482,151.13686459688856,0,20,1.0,1.0,Amyris
genus,3569,0.49019607843137253,0.03925108921772579,12.545320197044335,3.0561986413749187,51.49699915302765,2,60,0.012030207676686342,0.5642555471581271,Dianthus
genus,43868,0.49019607843137253,0.05625989454540697,8.751059686103792,2.146565228149521,35.676085974694,2,86,0.02327622998977833,0.9669610972896484,Commiphora
genus,5598,0.0,0.16681712917533462,0.7310766562791177,0.04552680001622888,11.73974619709122,0,255,1.0,1.0,Alternaria
genus,37840,0.0,0.15046250866794886,0.8105018890868396,0.050458077435331816,13.018992113903863,0,230,1.0,1.0,Pestalotiopsis
genus,3671,0.0,0.15177087830853972,0.8035193008778511,0.050024665438736904,12.906498448728712,0,232,1.0,1.0,Momordica
genus,3925,0.0,0.0327092410147715,3.7037822509301113,0.22813148245683518,60.13200288960779,0,50,1.0,1.0,Lonchocarpus
