column,category,n_odorant,n_background,pct_odorant,pct_background,odds_ratio,ci_lo,ci_hi,p,q
murcko_framework,O1CCCCC1OCC2OCCCC2,0,494,0.0,0.06817469835456087,0.24623149924093565,0.015376335363970964,3.943068994222373,0.27802071353696445,1.0
murcko_framework,O1c2ccc(cc2)CC3NCCc4cccc(Oc5ccc6c(c5)C(NCC6)Cc7cccc1c7)c43,0,46,0.0,0.006348251263785021,2.620146418814221,0.1614317970913098,42.52673500340135,1.0,1.0
murcko_framework,c1ccc(cc1)CNCCC(c2ccccc2)c3ccccc3,0,128,0.0,0.0176646991687931,0.9480390662263745,0.05896636167635099,15.242216842621291,1.0,1.0
murcko_framework,O1CCC2CCCC3CCCC3C12,1,679,0.03363605785401951,0.09370570887195716,0.35873850587813205,0.05044361514605658,2.5512310175837025,0.5371547916509294,1.0
murcko_framework,O1CCCCC1OCCCCC2OC3CC4C5CC=C6CC(OC7OCC(OC8OCCCC8)CC7OC9OCCCC9)CCC6C5CCC4C3C2,0,84,0.0,0.011592458829520473,1.4417801029408692,0.0894253629735279,23.24541714023054,1.0,1.0
murcko_framework,C1CCCC1,14,1098,0.47090480995627315,0.15152999755730331,3.1176393097899586,1.838021670156152,5.288117666818291,0.0002628563994284294,0.023395171309672568
murcko_framework,O(CC=Cc1ccccc1)C2CCC3C(CCC4C5C(=CCC43)C6CCCCC6CC5)C2,0,179,0.0,0.0247029777438591,0.6786320014351469,0.04227432487555904,10.894115866487459,1.0,1.0
murcko_framework,O1CCCCC1OC2CC3CCC4C5C(=CCC4C3C2)CCCC5,0,38,0.0,0.005244207565735451,3.164627368595756,0.1943789821515663,51.52237279571842,1.0,1.0
murcko_framework,C1=CC2C3CCCCC3CCC2C4CCCC14,0,65,0.0,0.008970355046652747,1.8600551692623262,0.11509540255612229,30.060325224653926,1.0,1.0
murcko_framework,O(CCc1ccccc1)C2OC(COC3OCCCC3)CCC2,0,35,0.0,0.004830191178966863,3.4320748773792915,0.21048802227061886,55.96108432618532,1.0,1.0
murcko_framework,c1ccc2c(c1)[nH]cc2CCN3CNc4ccccc4C3,0,58,0.0,0.008004316810859374,2.082645994029885,0.12870638226970604,33.70007189977272,1.0,1.0
murcko_framework,O(c1ccccc1CC=Cc2ccccc2)Cc3ccccc3,0,94,0.0,0.012972513452082434,1.289192986014913,0.08003047803554361,20.76732010087335,1.0,1.0
