inchikey,n_organisms,n_aquatic,n_terrestrial,n_mangrove,n_host,n_unassigned,share_aquatic,any_aquatic,marine_db
RWGFKTVRMDUZSP-UHFFFAOYSA-N,41,0,40,0,1,0,0.0,False,False
RWNUSVWFHDHRCJ-UHFFFAOYSA-N,1,0,1,0,0,0,0.0,False,False
RWRDLPDLKQPQOW-UHFFFAOYSA-N,9,0,9,0,0,0,0.0,False,False
RZZLMGATMUAJPX-UHFFFAOYSA-N,1,0,1,0,0,0,0.0,False,False
SATCULPHIDQDRE-UHFFFAOYSA-N,53,0,43,0,0,10,0.0,False,False
SCCDQYPEOIRVGX-UHFFFAOYSA-N,48,2,37,0,0,9,0.05128205128205128,True,False
SDQFDHOLCGWZPU-UHFFFAOYSA-N,2,0,2,0,0,0,0.0,False,False
SHGAZHPCJJPHSC-XFYACQKRSA-N,1,0,0,0,1,0,,False,False
SHZIWNPUGXLXDT-UHFFFAOYSA-N,41,1,35,0,1,4,0.027777777777777776,True,False
SIKJAQJRHWYJAI-UHFFFAOYSA-N,125,5,101,1,2,16,0.04716981132075472,True,True
SJWFXCIHNDVPSH-QMMMGPOBSA-N,10,0,10,0,0,0,0.0,False,False
SMWDFEZZVXVKRB-UHFFFAOYSA-N,11,2,8,0,0,1,0.2,True,False
SRONXYPFSAKOGH-UHFFFAOYSA-N,4,0,4,0,0,0,0.0,False,False
SSNZFFBDIMUILS-ZHACJKMWSA-N,5,0,5,0,0,0,0.0,False,False
SUAUILGSCPYJCS-UHFFFAOYSA-N,11,0,9,0,1,1,0.0,False,False
TUNFSRHWOTWDNC-UHFFFAOYSA-N,769,62,609,2,3,93,0.09239940387481371,True,True
TVIDDXQYHWJXFK-UHFFFAOYSA-N,2,0,1,0,1,0,0.0,False,False
TVQGDYNRXLTQAP-UHFFFAOYSA-N,11,0,10,0,1,0,0.0,False,False
TWSRVQVEYJNFKQ-UHFFFAOYSA-N,4,0,3,0,1,0,0.0,False,False
TWXUTZNBHUWMKJ-UHFFFAOYSA-N,2,0,2,0,0,0,0.0,False,False
TZMFJUDUGYTVRY-UHFFFAOYSA-N,9,0,7,0,1,1,0.0,False,False
UAHWPYUMFXYFJY-UHFFFAOYSA-N,1323,30,1191,0,2,100,0.02457002457002457,True,True
UBJVUCKUDDKUJF-UHFFFAOYSA-N,43,2,33,0,2,6,0.05714285714285714,True,False
UENWRTRMUIOCKN-UHFFFAOYSA-N,11,0,8,0,2,1,0.0,False,True
UFLHIIWVXFIJGU-ARJAWSKDSA-N,163,8,144,1,0,10,0.05263157894736842,True,False
UHEPJGULSIKKTP-UHFFFAOYSA-N,257,9,217,0,2,29,0.03982300884955752,True,True
UHOVQNZJYSORNB-UHFFFAOYSA-N,20,0,19,0,1,0,0.0,False,False
UIKJRDSCEYGECG-UHFFFAOYSA-N,1,0,1,0,0,0,0.0,False,False
UKDKTHYZLXZOSS-UHFFFAOYSA-N,1,0,0,0,1,0,,False,False
ULDHMXUKGWMISQ-SECBINFHSA-N,221,5,185,0,0,31,0.02631578947368421,True,False
ULDHMXUKGWMISQ-VIFPVBQESA-N,301,4,271,0,1,25,0.014545454545454545,True,False
UQDUPQYQJKYHQI-UHFFFAOYSA-N,36,1,31,0,0,4,0.03125,True,False
USIUVYZYUHIAEV-UHFFFAOYSA-N,3,0,2,0,1,0,0.0,False,False
UUIQMZJEGPQKFD-UHFFFAOYSA-N,29,0,26,0,1,2,0.0,False,False
UXFSPRAGHGMRSQ-UHFFFAOYSA-N,11,0,10,0,0,1,0.0,False,False
UZFLPKAIBPNNCA-BQYQJAHWSA-N,39,1,35,0,1,2,0.027777777777777776,True,False
VAJVDSVGBWFCLW-UHFFFAOYSA-N,19,0,17,0,1,1,0.0,False,False
VGHBEMPMIVEGJP-UHFFFAOYSA-N,4,0,4,0,0,0,0.0,False,False
VHOMAPWVLKRQAZ-UHFFFAOYSA-N,6,0,5,0,0,1,0.0,False,False
VKCYHJWLYTUGCC-UHFFFAOYSA-N,104,4,91,0,3,6,0.042105263157894736,True,False
VKJIAEQRKBQLLA-UHFFFAOYSA-N,2,0,1,0,0,1,0.0,False,False
VMJQLPNCUPGMNQ-UHFFFAOYSA-N,1,0,0,0,1,0,,False,False
VNWOJVJCRAHBJJ-UHFFFAOYSA-N,1,0,1,0,0,0,0.0,False,False
VOATZOQREKBJMT-UHFFFAOYSA-N,2,0,2,0,0,0,0.0,False,False
VONGZNXBKCOUHB-UHFFFAOYSA-N,8,0,8,0,0,0,0.0,False,False
VPQWBNWSLZYYFH-UHFFFAOYSA-N,6,0,0,0,4,2,,False,False
VVGOCOMZRGWHPI-ARJAWSKDSA-N,2,0,2,0,0,0,0.0,False,False
VWYBQOFZVSNDAW-WAYWQWQTSA-N,1,0,1,0,0,0,0.0,False,False
VXCUURYYWGCLIH-UHFFFAOYSA-N,2,0,0,0,0,2,,False,False
VXIXUWQIVKSKSA-UHFFFAOYSA-N,5,0,5,0,0,0,0.0,False,False
WAPNOHKVXSQRPX-SSDOTTSWSA-N,9,0,9,0,0,0,0.0,False,False
WAPNOHKVXSQRPX-ZETCQYMHSA-N,11,0,10,0,1,0,0.0,False,False
WBYWAXJHAXSJNI-VOTSOKGWSA-N,357,4,323,0,1,29,0.012232415902140673,True,False
WDAXFOBOLVPGLV-UHFFFAOYSA-N,12,0,10,0,0,2,0.0,False,False
WJSDHUCWMSHDCR-VMPITWQZSA-N,24,0,22,0,0,2,0.0,False,True
WKOLLVMJNQIZCI-UHFFFAOYSA-N,1302,40,1108,3,1,150,0.03484320557491289,True,False
WLJVXDMOQOGPHL-UHFFFAOYSA-N,97,7,55,0,3,32,0.11290322580645161,True,True
WPYMKLBDIGXBTP-UHFFFAOYSA-N,449,20,366,0,3,60,0.05181347150259067,True,True
WQAQPCDUOCURKW-UHFFFAOYSA-N,1,0,0,0,1,0,,False,False
WQEPLUUGTLDZJY-UHFFFAOYSA-N,374,55,254,2,4,59,0.1779935275080906,True,True
WRFZKAGPPQGDDQ-UHFFFAOYSA-N,3,0,3,0,0,0,0.0,False,False
WRMNZCZEMHIOCP-UHFFFAOYSA-N,373,17,298,0,4,54,0.05396825396825397,True,False
WTEVQBCEXWBHNA-JXMROGBWSA-N,384,8,327,0,3,46,0.023880597014925373,True,True
WTOYNNBCKUYIKC-JMSVASOKSA-N,148,8,122,1,0,17,0.06153846153846154,True,False
WTWBUQJHJGUZCY-UHFFFAOYSA-N,134,2,127,0,2,3,0.015503875968992248,True,False
WUOACPNHFRMFPN-SECBINFHSA-N,298,2,268,0,0,28,0.007407407407407408,True,False
WVDDGKGOMKODPV-UHFFFAOYSA-N,290,16,245,0,1,28,0.06130268199233716,True,False
WWZKQHOCKIZLMA-UHFFFAOYSA-N,201,2,176,0,4,19,0.011235955056179775,True,False
WXCMHFPAUCOJIG-UHFFFAOYSA-N,2,0,1,0,1,0,0.0,False,False
WXPWPYISTQCNDP-UHFFFAOYSA-N,1,0,1,0,0,0,0.0,False,False
XAPCMTMQBXLDBB-UHFFFAOYSA-N,32,0,31,0,1,0,0.0,False,False
XBDQKXXYIPTUBI-UHFFFAOYSA-N,74,1,59,0,1,13,0.016666666666666666,True,False
XEKOWRVHYACXOJ-UHFFFAOYSA-N,130,6,105,1,1,17,0.05405405405405406,True,False
XIRNKXNNONJFQO-UHFFFAOYSA-N,124,2,104,0,1,17,0.018867924528301886,True,False
XMGQYMWWDOXHJM-JTQLQIEISA-N,914,38,776,0,1,99,0.04668304668304668,True,False
XMGQYMWWDOXHJM-SNVBAGLBSA-N,297,4,256,0,1,36,0.015384615384615385,True,False
XMIIGOLPHOKFCH-UHFFFAOYSA-N,86,4,69,0,1,12,0.0547945205479452,True,False
XMLSXPIVAXONDL-PLNGDYQASA-N,59,1,58,0,0,0,0.01694915254237288,True,False
XMWRWTSZNLOZFN-UHFFFAOYSA-N,2,0,1,0,1,0,0.0,False,False
XNCNNDVCAUWAIT-UHFFFAOYSA-N,16,2,13,0,1,0,0.13333333333333333,True,False
XNLICIUVMPYHGG-UHFFFAOYSA-N,33,0,32,0,1,0,0.0,False,False
XPCTZQVDEJYUGT-UHFFFAOYSA-N,64,4,45,0,0,15,0.08163265306122448,True,False
XPDORSROGAZEGY-UHFFFAOYSA-N,1,0,1,0,0,0,0.0,False,False
XPFVYQJUAUNWIW-UHFFFAOYSA-N,54,1,43,0,1,9,0.022727272727272728,True,False
XSAYZAUNJMRRIR-UHFFFAOYSA-N,3,0,3,0,0,0,0.0,False,False
XSQUKJJJFZCRTK-UHFFFAOYSA-N,31,2,10,0,6,13,0.16666666666666666,True,True
XUPYJHCZDLZNFP-UHFFFAOYSA-N,24,0,21,0,1,2,0.0,False,False
XVFMGWDSJLBXDZ-UHFFFAOYSA-O,76,1,74,0,0,1,0.013333333333333334,True,False
XVHGKKGBUDMTIQ-UHFFFAOYSA-N,1,0,1,0,0,0,0.0,False,False
XXIKYCPRDXIMQM-UHFFFAOYSA-N,2,0,2,0,0,0,0.0,False,False
YDGMGEXADBMOMJ-LURJTMIESA-N,24,0,22,0,1,1,0.0,False,False
YGCZTXZTJXYWCO-UHFFFAOYSA-N,11,0,9,0,0,2,0.0,False,False
YIKYNHJUKRTCJL-UHFFFAOYSA-N,1,0,1,0,0,0,0.0,False,False
YLYBTZIQSIBWLI-UHFFFAOYSA-N,70,3,63,0,1,3,0.045454545454545456,True,False
YNBADRVTZLEFNH-UHFFFAOYSA-N,11,0,9,0,0,2,0.0,False,False
YOMSJEATGXXYPX-UHFFFAOYSA-N,76,1,72,0,0,3,0.0136986301369863,True,False
YPQSPODHFDGVAC-UHFFFAOYSA-N,4,0,4,0,0,0,0.0,False,False
YRHYCMZPEVDGFQ-UHFFFAOYSA-N,47,0,38,0,0,9,0.0,False,False
YSNWHRKJEKWJNY-UHFFFAOYSA-N,4,0,4,0,0,0,0.0,False,True
YTZKOQUCBOVLHL-UHFFFAOYSA-N,9,0,8,0,0,1,0.0,False,False
YWHLKYXPLRWGSE-UHFFFAOYSA-N,95,5,74,0,3,13,0.06329113924050633,True,False
YYZUSRORWSJGET-UHFFFAOYSA-N,37,0,35,0,0,2,0.0,False,False
YZXBAPSDXZZRGB-DOFZRALJSA-N,169,17,123,0,5,24,0.12142857142857143,True,False
ZAJNGDIORYACQU-UHFFFAOYSA-N,30,0,26,0,2,2,0.0,False,False
ZAZKJZBWRNNLDS-UHFFFAOYSA-N,66,2,49,1,1,13,0.0392156862745098,True,False
ZCDYAMJXVAUTIM-UHFFFAOYSA-N,1,0,1,0,0,0,0.0,False,False
ZCTQGTTXIYCGGC-UHFFFAOYSA-N,44,0,39,0,0,5,0.0,False,False
ZCZSIDMEHXZRLG-UHFFFAOYSA-N,12,0,12,0,0,0,0.0,False,False
ZDPHROOEEOARMN-UHFFFAOYSA-N,50,0,43,0,0,7,0.0,False,False
ZFMSMUAANRJZFM-UHFFFAOYSA-N,384,19,312,0,7,46,0.05740181268882175,True,False
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,39,3,30,0,3,3,0.09090909090909091,True,False
ZHHYXNZJDGDGPJ-BSWSSELBSA-N,15,0,11,0,0,4,0.0,False,False
ZKVZSBSZTMPBQR-UPHRSURJSA-N,21,3,16,0,1,1,0.15789473684210525,True,False
ZMANZCXQSJIPKH-UHFFFAOYSA-N,1,0,1,0,0,0,0.0,False,False
ZMQAAUBTXCXRIC-UHFFFAOYSA-N,280,6,247,0,0,27,0.023715415019762844,True,False
ZMRFRBHYXOQLDK-UHFFFAOYSA-N,1,0,0,0,1,0,,False,False
ZOYASYRPGHCQHW-UHFFFAOYSA-N,18,0,16,0,1,1,0.0,False,False
ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,29,0,24,0,2,3,0.0,False,False
ZQISRDCJNBUVMM-YFKPBYRVSA-N,4,0,1,0,1,2,0.0,False,False
ZRSNZINYAWTAHE-UHFFFAOYSA-N,157,10,128,0,1,18,0.07246376811594203,True,False
ZSBOMYJPSRFZAL-JLHYYAGUSA-N,20,0,19,0,0,1,0.0,False,False
ZSIAUFGUXNUGDI-UHFFFAOYSA-N,289,6,262,0,1,20,0.022388059701492536,True,False
ZSKAJFSSXURRGL-PKNBQFBNSA-N,1,0,1,0,0,0,0.0,False,False
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,24,0,20,0,1,3,0.0,False,False
ZWRUINPWMLAQRD-UHFFFAOYSA-N,116,5,101,0,1,9,0.04716981132075472,True,False
ZYEMGPIYFIJGTP-UHFFFAOYSA-N,339,6,301,1,2,29,0.019543973941368076,True,False
ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,327,13,277,1,1,35,0.04482758620689655,True,False
