covariate,smd_before,smd_after,mean_odorant,mean_matched
Tb_joback,-2.3233358971301894,-0.0035465860046215354,544.7353780097659,545.1792204074759
MolWt,-1.7647683924926145,0.0013818617963697955,178.00630274456975,177.9201890359104
LogP,-0.43715713227309083,0.0021090847095622768,2.5827750463040933,2.5793746135713094
