rank,taxid,mean_share_odorant,mean_share_background,share_ratio,ratio_ci_lo,ratio_ci_hi,p,n_molecules,n_odorant_molecules,n_background_molecules,q,taxon
phylum,6231,0.0033955525767941437,0.0012943997188607566,2.623264303381246,1.6208474413747127,3.9493590031765464,0.008549572521373932,1200,1957,263882,0.03134843257837108,Nematoda
phylum,2605435,0.0004007310715186471,0.0007396601444077736,0.5417772940023717,0.2145388884568906,1.1043756252683306,0.5967701614919254,1164,1957,263882,0.9377816823444542,Evosea
phylum,6157,0.0005766031453055774,0.00020115186355605433,2.8665066040757674,0.8489959383950301,7.343010419273317,0.0967451627418629,473,1957,263882,0.21283935803209836,Platyhelminthes
phylum,544448,0.00010002475433897787,0.00012393027072297953,0.8071051064074773,0.12543408943069953,2.146069781215533,0.992150392480376,109,1957,263882,0.992150392480376,Mycoplasmatota
phylum,10205,0.000175279004215477,0.0014405734432930944,0.12167307750363361,0.052225246462064646,0.2165712495968985,0.12784360781960902,915,1957,263882,0.2678627973363237,Bryozoa
phylum,5878,4.442987214123916e-05,0.00029058830942055416,0.15289628213135717,0.048430347985981566,0.3229313906747927,0.5155242237888106,510,1957,263882,0.9073226338683067,Ciliophora
phylum,4762,8.182054046259482e-05,0.0001634661898264421,0.5005349457858326,0.18977946424639444,0.960802669636149,0.8156092195390231,373,1957,263882,0.992150392480376,Oomycota
phylum,1090,5.47684014274534e-06,7.672876484185794e-05,0.07137922986292557,0.0,0.22721756931740683,0.8306584670766461,60,1957,263882,0.992150392480376,Chlorobiota
phylum,555280,1.4347373086581863e-05,1.8575029979530842e-05,0.772401072966895,0.06021920108055659,2.5883381128732332,0.8780060996950152,101,1957,263882,0.992150392480376,Discosea
phylum,4761,1.2239190499940334e-06,0.00013794756239496133,0.008872349962152998,0.0,0.03046218929219582,0.6931653417329133,94,1957,263882,0.992150392480376,Chytridiomycota
phylum,2836,0.0010505705693637049,0.0003547951376970247,2.9610624773015735,0.21235343020034117,7.450967038867234,0.06544672766361682,268,1957,263882,0.15998088984439668,Bacillariophyta
phylum,28890,8.329387828047873e-05,0.00034846591552107427,0.23903020229661842,0.08563542876341246,0.43964782293479737,0.5841707914604269,416,1957,263882,0.9377816823444542,Methanobacteriota
phylum,6340,0.00028997985128171954,0.0003887487842784391,0.7459312106144701,0.2284488669087372,1.5753910442607721,0.9480525973701315,681,1957,263882,0.992150392480376,Annelida
phylum,33682,7.576458202339251e-05,0.00014441474191498384,0.524631910972044,0.07814235741219716,1.346499901039629,0.9012549372531373,240,1957,263882,0.992150392480376,Euglenozoa
phylum,200918,3.067884632206406e-05,4.821743562310255e-06,6.362604299794994,1.5888833155032536,77.18334811035218,0.014499275036248187,27,1957,263882,0.042531206772994684,Thermotogota
phylum,1297,2.544545118420014e-05,0.00011852352407656099,0.21468692719399313,0.0,0.6557261722399399,0.8131093445327734,98,1957,263882,0.992150392480376,Deinococcota
phylum,2830,1.8581316486273053e-06,0.0001491439490085356,0.012458645898674464,0.0,0.044482830989270146,0.7641617919104045,95,1957,263882,0.992150392480376,Haptophyta
phylum,29547,5.481258299635971e-05,5.1049396668227174e-05,1.0737165681426106,0.3446032887932321,2.4144676997102374,0.9373031348432579,51,1957,263882,0.992150392480376,Campylobacterota
phylum,203691,6.966926605334162e-05,2.294178131063296e-05,3.0367853790434136,1.3172555354270616,6.011559418327643,0.17829108544572772,80,1957,263882,0.35658217089145544,Spirochaetota
phylum,28889,2.241167558651355e-06,9.432896454565675e-05,0.023759060320932425,0.0,0.08687873681927342,0.5960201989900505,111,1957,263882,0.9377816823444542,Thermoproteota
phylum,6029,9.824198683454894e-06,6.037318505717189e-05,0.1627245386201113,0.02699864024888334,0.4026613772394028,0.7127643617819109,87,1957,263882,0.992150392480376,Microsporidia
phylum,10219,0.0,0.0002613836887300026,0.0,0.0,0.0,0.6566671666416679,86,1957,263882,0.992150392480376,Hemichordata
phylum,1802339,0.0,8.084421572268413e-05,0.0,0.0,0.0,0.9885005749712514,27,1957,263882,0.992150392480376,Candidatus Tectimicrobiota
phylum,74201,0.0,9.199500959673977e-05,0.0,0.0,0.0,0.9310034498275086,36,1957,263882,0.992150392480376,Verrucomicrobiota
